,zip,status,Number,rpt_date
112,73047,Deceased,1 to 4,12/7/2021
113,73047,Recovered*,602,12/7/2021
114,73048,Active,18,12/7/2021
115,73048,Deceased,11,12/7/2021
116,73048,Recovered*,305,12/7/2021
117,73049,Active,10,12/7/2021
118,73049,Deceased,23,12/7/2021
119,73049,Recovered*,895,12/7/2021
120,73050,Deceased,1 to 4,12/7/2021
121,73050,Recovered*,80,12/7/2021
122,73051,Active,20,12/7/2021
123,73051,Deceased,36,12/7/2021
124,73051,Recovered*,1616,12/7/2021
125,73052,Active,13,12/7/2021
126,73052,Deceased,24,12/7/2021
127,73052,Recovered*,1072,12/7/2021
128,73053,Deceased,5,12/7/2021
129,73053,Recovered*,118,12/7/2021
130,73054,Active,1 to 4,12/7/2021
131,73054,Deceased,10,12/7/2021
132,73054,Recovered*,582,12/7/2021
133,73055,Active,23,12/7/2021
134,73055,Deceased,29,12/7/2021
135,73055,Recovered*,1611,12/7/2021
136,73056,Active,1 to 4,12/7/2021
137,73056,Deceased,1 to 4,12/7/2021
138,73056,Recovered*,49,12/7/2021
139,73057,Active,1 to 4,12/7/2021
140,73057,Deceased,10,12/7/2021
141,73057,Recovered*,353,12/7/2021
142,73058,Active,1 to 4,12/7/2021
143,73058,Deceased,1 to 4,12/7/2021
144,73058,Recovered*,38,12/7/2021
145,73059,Active,5,12/7/2021
146,73059,Deceased,1 to 4,12/7/2021
147,73059,Recovered*,468,12/7/2021
148,73061,Active,1 to 4,12/7/2021
149,73061,Deceased,1 to 4,12/7/2021
150,73061,Recovered*,274,12/7/2021
151,73062,Active,6,12/7/2021
152,73062,Deceased,5,12/7/2021
153,73062,Recovered*,150,12/7/2021
154,73063,Active,1 to 4,12/7/2021
155,73063,Recovered*,141,12/7/2021
156,73064,Active,67,12/7/2021
157,73064,Deceased,72,12/7/2021
158,73064,Recovered*,4053,12/7/2021
159,73065,Active,21,12/7/2021
160,73065,Deceased,17,12/7/2021
161,73065,Recovered*,1843,12/7/2021
162,73066,Deceased,1 to 4,12/7/2021
163,73066,Recovered*,57,12/7/2021
164,73067,Active,8,12/7/2021
165,73067,Deceased,6,12/7/2021
166,73067,Recovered*,266,12/7/2021
167,73068,Active,49,12/7/2021
168,73068,Deceased,35,12/7/2021
169,73068,Recovered*,2056,12/7/2021
170,73069,Active,57,12/7/2021
171,73069,Deceased,48,12/7/2021
172,73069,Recovered*,4213,12/7/2021
173,73071,Active,128,12/7/2021
174,73071,Deceased,87,12/7/2021
175,73071,Recovered*,6508,12/7/2021
176,73072,Active,97,12/7/2021
177,73072,Deceased,94,12/7/2021
178,73072,Recovered*,7272,12/7/2021
179,73073,Active,1 to 4,12/7/2021
180,73073,Deceased,1 to 4,12/7/2021
181,73073,Recovered*,101,12/7/2021
182,73074,Active,1 to 4,12/7/2021
183,73074,Deceased,1 to 4,12/7/2021
184,73074,Recovered*,285,12/7/2021
185,73075,Active,18,12/7/2021
186,73075,Deceased,42,12/7/2021
187,73075,Recovered*,1654,12/7/2021
188,73077,Active,5,12/7/2021
189,73077,Deceased,21,12/7/2021
190,73077,Recovered*,1048,12/7/2021
191,73078,Active,55,12/7/2021
192,73078,Deceased,13,12/7/2021
193,73078,Recovered*,1848,12/7/2021
194,73079,Active,1 to 4,12/7/2021
195,73079,Deceased,1 to 4,12/7/2021
196,73079,Recovered*,97,12/7/2021
197,73080,Active,19,12/7/2021
198,73080,Deceased,38,12/7/2021
199,73080,Recovered*,1951,12/7/2021
200,73082,Active,11,12/7/2021
201,73082,Deceased,6,12/7/2021
202,73082,Recovered*,419,12/7/2021
203,73084,Active,6,12/7/2021
204,73084,Deceased,25,12/7/2021
205,73084,Recovered*,884,12/7/2021
206,73086,Active,15,12/7/2021
207,73086,Deceased,37,12/7/2021
208,73086,Recovered*,1606,12/7/2021
209,73089,Active,23,12/7/2021
210,73089,Deceased,36,12/7/2021
211,73089,Recovered*,2017,12/7/2021
212,73090,Deceased,1 to 4,12/7/2021
213,73090,Recovered*,175,12/7/2021
214,73092,Active,6,12/7/2021
215,73092,Deceased,1 to 4,12/7/2021
216,73092,Recovered*,126,12/7/2021
217,73093,Active,5,12/7/2021
218,73093,Deceased,7,12/7/2021
219,73093,Recovered*,610,12/7/2021
220,73095,Active,1 to 4,12/7/2021
221,73095,Deceased,7,12/7/2021
222,73095,Recovered*,358,12/7/2021
223,73096,Active,88,12/7/2021
224,73096,Deceased,43,12/7/2021
225,73096,Recovered*,2357,12/7/2021
226,73097,Active,1 to 4,12/7/2021
227,73097,Deceased,1 to 4,12/7/2021
228,73097,Recovered*,35,12/7/2021
229,73098,Active,7,12/7/2021
230,73098,Deceased,15,12/7/2021
231,73098,Recovered*,699,12/7/2021
232,73099,Active,247,12/7/2021
233,73099,Deceased,143,12/7/2021
234,73099,Recovered*,13173,12/7/2021
235,73102,Active,8,12/7/2021
236,73102,Deceased,8,12/7/2021
237,73102,Recovered*,1003,12/7/2021
238,73103,Active,16,12/7/2021
239,73103,Deceased,5,12/7/2021
240,73103,Recovered*,692,12/7/2021
241,73104,Active,6,12/7/2021
242,73104,Deceased,6,12/7/2021
243,73104,Recovered*,531,12/7/2021
244,73105,Active,8,12/7/2021
245,73105,Deceased,16,12/7/2021
246,73105,Recovered*,785,12/7/2021
247,73106,Active,19,12/7/2021
248,73106,Deceased,14,12/7/2021
249,73106,Recovered*,1644,12/7/2021
250,73107,Active,53,12/7/2021
251,73107,Deceased,56,12/7/2021
252,73107,Recovered*,3601,12/7/2021
253,73108,Active,20,12/7/2021
254,73108,Deceased,45,12/7/2021
255,73108,Recovered*,2383,12/7/2021
256,73109,Active,40,12/7/2021
257,73109,Deceased,56,12/7/2021
258,73109,Recovered*,3575,12/7/2021
259,73110,Active,67,12/7/2021
260,73110,Deceased,91,12/7/2021
261,73110,Recovered*,4522,12/7/2021
262,73111,Active,18,12/7/2021
263,73111,Deceased,62,12/7/2021
264,73111,Recovered*,1714,12/7/2021
265,73112,Active,72,12/7/2021
266,73112,Deceased,79,12/7/2021
267,73112,Recovered*,4206,12/7/2021
268,73114,Active,34,12/7/2021
269,73114,Deceased,39,12/7/2021
270,73114,Recovered*,2645,12/7/2021
271,73115,Active,56,12/7/2021
272,73115,Deceased,66,12/7/2021
273,73115,Recovered*,2983,12/7/2021
274,73116,Active,20,12/7/2021
275,73116,Deceased,42,12/7/2021
276,73116,Recovered*,1306,12/7/2021
277,73117,Active,6,12/7/2021
278,73117,Deceased,19,12/7/2021
279,73117,Recovered*,855,12/7/2021
280,73118,Active,19,12/7/2021
281,73118,Deceased,23,12/7/2021
282,73118,Recovered*,1736,12/7/2021
283,73119,Active,67,12/7/2021
284,73119,Deceased,115,12/7/2021
285,73119,Recovered*,5374,12/7/2021
286,73120,Active,71,12/7/2021
287,73120,Deceased,77,12/7/2021
288,73120,Recovered*,4771,12/7/2021
289,73121,Active,1 to 4,12/7/2021
290,73121,Deceased,14,12/7/2021
291,73121,Recovered*,452,12/7/2021
292,73122,Active,34,12/7/2021
293,73122,Deceased,31,12/7/2021
294,73122,Recovered*,1881,12/7/2021
295,73127,Active,28,12/7/2021
296,73127,Deceased,45,12/7/2021
297,73127,Recovered*,3477,12/7/2021
298,73128,Active,10,12/7/2021
299,73128,Deceased,9,12/7/2021
300,73128,Recovered*,910,12/7/2021
301,73129,Active,33,12/7/2021
302,73129,Deceased,52,12/7/2021
303,73129,Recovered*,3312,12/7/2021
304,73130,Active,37,12/7/2021
305,73130,Deceased,58,12/7/2021
306,73130,Recovered*,3098,12/7/2021
307,73131,Active,13,12/7/2021
308,73131,Deceased,6,12/7/2021
309,73131,Recovered*,604,12/7/2021
310,73132,Active,97,12/7/2021
311,73132,Deceased,69,12/7/2021
312,73132,Recovered*,3856,12/7/2021
313,73134,Active,15,12/7/2021
314,73134,Deceased,9,12/7/2021
315,73134,Recovered*,972,12/7/2021
316,73135,Active,53,12/7/2021
317,73135,Deceased,49,12/7/2021
318,73135,Recovered*,3198,12/7/2021
319,73139,Active,50,12/7/2021
320,73139,Deceased,56,12/7/2021
321,73139,Recovered*,3028,12/7/2021
322,73141,Active,11,12/7/2021
323,73141,Deceased,8,12/7/2021
324,73141,Recovered*,359,12/7/2021
325,73142,Active,67,12/7/2021
326,73142,Deceased,40,12/7/2021
327,73142,Recovered*,2324,12/7/2021
328,73145,Active,1 to 4,12/7/2021
329,73145,Deceased,1 to 4,12/7/2021
330,73145,Recovered*,342,12/7/2021
331,73149,Active,5,12/7/2021
332,73149,Deceased,14,12/7/2021
333,73149,Recovered*,828,12/7/2021
334,73150,Active,15,12/7/2021
335,73150,Deceased,13,12/7/2021
336,73150,Recovered*,720,12/7/2021
337,73151,Active,8,12/7/2021
338,73151,Deceased,1 to 4,12/7/2021
339,73151,Recovered*,268,12/7/2021
340,73159,Active,70,12/7/2021
341,73159,Deceased,77,12/7/2021
342,73159,Recovered*,5377,12/7/2021
343,73160,Active,177,12/7/2021
344,73160,Deceased,107,12/7/2021
345,73160,Recovered*,10031,12/7/2021
346,73162,Active,74,12/7/2021
347,73162,Deceased,90,12/7/2021
348,73162,Recovered*,4123,12/7/2021
349,73165,Active,18,12/7/2021
350,73165,Deceased,18,12/7/2021
351,73165,Recovered*,1232,12/7/2021
352,73169,Active,1 to 4,12/7/2021
353,73169,Deceased,1 to 4,12/7/2021
354,73169,Recovered*,1005,12/7/2021
355,73170,Active,94,12/7/2021
356,73170,Deceased,137,12/7/2021
357,73170,Recovered*,6961,12/7/2021
358,73173,Active,1 to 4,12/7/2021
359,73173,Deceased,1 to 4,12/7/2021
360,73173,Recovered*,830,12/7/2021
361,73179,Active,33,12/7/2021
362,73179,Deceased,9,12/7/2021
363,73179,Recovered*,1331,12/7/2021
364,73401,Active,72,12/7/2021
365,73401,Deceased,131,12/7/2021
366,73401,Recovered*,6720,12/7/2021
367,73425,Recovered*,7,12/7/2021
368,73430,Active,1 to 4,12/7/2021
369,73430,Deceased,1 to 4,12/7/2021
370,73430,Recovered*,213,12/7/2021
371,73432,Deceased,1 to 4,12/7/2021
372,73432,Recovered*,193,12/7/2021
373,73433,Active,1 to 4,12/7/2021
374,73433,Deceased,6,12/7/2021
375,73433,Recovered*,451,12/7/2021
376,73434,Active,1 to 4,12/7/2021
377,73434,Recovered*,82,12/7/2021
378,73437,Deceased,1 to 4,12/7/2021
379,73437,Recovered*,34,12/7/2021
380,73438,Active,1 to 4,12/7/2021
381,73438,Deceased,20,12/7/2021
382,73438,Recovered*,520,12/7/2021
383,73439,Active,14,12/7/2021
384,73439,Deceased,17,12/7/2021
385,73439,Recovered*,1290,12/7/2021
386,73440,Active,1 to 4,12/7/2021
387,73440,Deceased,1 to 4,12/7/2021
388,73440,Recovered*,33,12/7/2021
389,73441,Recovered*,39,12/7/2021
390,73442,Deceased,1 to 4,12/7/2021
391,73442,Recovered*,76,12/7/2021
392,73443,Active,7,12/7/2021
393,73443,Deceased,14,12/7/2021
394,73443,Recovered*,735,12/7/2021
395,73444,Deceased,1 to 4,12/7/2021
396,73444,Recovered*,28,12/7/2021
397,73446,Active,15,12/7/2021
398,73446,Deceased,12,12/7/2021
399,73446,Recovered*,1505,12/7/2021
400,73447,Active,1 to 4,12/7/2021
401,73447,Deceased,5,12/7/2021
402,73447,Recovered*,213,12/7/2021
403,73448,Active,7,12/7/2021
404,73448,Deceased,24,12/7/2021
405,73448,Recovered*,1316,12/7/2021
406,73449,Active,1 to 4,12/7/2021
407,73449,Deceased,6,12/7/2021
408,73449,Recovered*,543,12/7/2021
409,73450,Deceased,1 to 4,12/7/2021
410,73450,Recovered*,214,12/7/2021
411,73453,Deceased,1 to 4,12/7/2021
412,73453,Recovered*,128,12/7/2021
413,73455,Active,1 to 4,12/7/2021
414,73455,Deceased,1 to 4,12/7/2021
415,73455,Recovered*,118,12/7/2021
416,73456,Active,1 to 4,12/7/2021
417,73456,Deceased,1 to 4,12/7/2021
418,73456,Recovered*,350,12/7/2021
419,73458,Active,1 to 4,12/7/2021
420,73458,Deceased,1 to 4,12/7/2021
421,73458,Recovered*,141,12/7/2021
422,73459,Active,1 to 4,12/7/2021
423,73459,Deceased,1 to 4,12/7/2021
424,73459,Recovered*,237,12/7/2021
425,73460,Active,8,12/7/2021
426,73460,Deceased,28,12/7/2021
427,73460,Recovered*,863,12/7/2021
428,73461,Active,1 to 4,12/7/2021
429,73461,Deceased,1 to 4,12/7/2021
430,73461,Recovered*,103,12/7/2021
431,73463,Active,1 to 4,12/7/2021
432,73463,Deceased,18,12/7/2021
433,73463,Recovered*,614,12/7/2021
434,73481,Deceased,1 to 4,12/7/2021
435,73481,Recovered*,152,12/7/2021
436,73487,Recovered*,14,12/7/2021
437,73491,Deceased,1 to 4,12/7/2021
438,73491,Recovered*,140,12/7/2021
439,73501,Active,15,12/7/2021
440,73501,Deceased,67,12/7/2021
441,73501,Recovered*,2721,12/7/2021
442,73503,Active,7,12/7/2021
443,73503,Deceased,1 to 4,12/7/2021
444,73503,Recovered*,3968,12/7/2021
445,73505,Active,50,12/7/2021
446,73505,Deceased,153,12/7/2021
447,73505,Recovered*,7074,12/7/2021
448,73507,Active,26,12/7/2021
449,73507,Deceased,49,12/7/2021
450,73507,Recovered*,3099,12/7/2021
451,73520,Recovered*,14,12/7/2021
452,73521,Active,67,12/7/2021
453,73521,Deceased,77,12/7/2021
454,73521,Recovered*,3318,12/7/2021
455,73526,Active,19,12/7/2021
456,73526,Deceased,6,12/7/2021
457,73526,Recovered*,343,12/7/2021
458,73527,Active,16,12/7/2021
459,73527,Deceased,14,12/7/2021
460,73527,Recovered*,994,12/7/2021
461,73528,Deceased,1 to 4,12/7/2021
462,73528,Recovered*,152,12/7/2021
463,73529,Active,12,12/7/2021
464,73529,Deceased,24,12/7/2021
465,73529,Recovered*,854,12/7/2021
466,73530,Active,1 to 4,12/7/2021
467,73530,Recovered*,39,12/7/2021
468,73531,Recovered*,56,12/7/2021
469,73532,Active,1 to 4,12/7/2021
470,73532,Recovered*,98,12/7/2021
471,73533,Active,75,12/7/2021
472,73533,Deceased,93,12/7/2021
473,73533,Recovered*,4922,12/7/2021
474,73537,Active,1 to 4,12/7/2021
475,73537,Deceased,1 to 4,12/7/2021
476,73537,Recovered*,52,12/7/2021
477,73538,Active,1 to 4,12/7/2021
478,73538,Deceased,17,12/7/2021
479,73538,Recovered*,1183,12/7/2021
480,73539,Recovered*,31,12/7/2021
481,73540,Active,1 to 4,12/7/2021
482,73540,Recovered*,68,12/7/2021
483,73541,Active,6,12/7/2021
484,73541,Deceased,5,12/7/2021
485,73541,Recovered*,498,12/7/2021
486,73542,Active,12,12/7/2021
487,73542,Deceased,18,12/7/2021
488,73542,Recovered*,591,12/7/2021
489,73543,Active,1 to 4,12/7/2021
490,73543,Deceased,1 to 4,12/7/2021
491,73543,Recovered*,315,12/7/2021
492,73544,Active,1 to 4,12/7/2021
493,73544,Recovered*,30,12/7/2021
494,73546,Active,1 to 4,12/7/2021
495,73546,Deceased,1 to 4,12/7/2021
496,73546,Recovered*,156,12/7/2021
497,73547,Active,1 to 4,12/7/2021
498,73547,Deceased,8,12/7/2021
499,73547,Recovered*,189,12/7/2021
500,73548,Active,1 to 4,12/7/2021
501,73548,Deceased,1 to 4,12/7/2021
502,73548,Recovered*,75,12/7/2021
503,73549,Deceased,1 to 4,12/7/2021
504,73549,Recovered*,45,12/7/2021
505,73550,Active,6,12/7/2021
506,73550,Deceased,9,12/7/2021
507,73550,Recovered*,331,12/7/2021
508,73551,Deceased,1 to 4,12/7/2021
509,73551,Recovered*,1 to 4,12/7/2021
510,73552,Active,1 to 4,12/7/2021
511,73552,Deceased,5,12/7/2021
512,73552,Recovered*,234,12/7/2021
513,73553,Recovered*,6,12/7/2021
514,73554,Active,8,12/7/2021
515,73554,Deceased,16,12/7/2021
516,73554,Recovered*,505,12/7/2021
517,73555,Recovered*,25,12/7/2021
518,73556,Deceased,1 to 4,12/7/2021
519,73556,Recovered*,30,12/7/2021
520,73557,Deceased,1 to 4,12/7/2021
521,73557,Recovered*,42,12/7/2021
522,73559,Active,1 to 4,12/7/2021
523,73559,Deceased,1 to 4,12/7/2021
524,73559,Recovered*,68,12/7/2021
525,73560,Active,1 to 4,12/7/2021
526,73560,Recovered*,126,12/7/2021
527,73562,Deceased,1 to 4,12/7/2021
528,73562,Recovered*,94,12/7/2021
529,73564,Active,1 to 4,12/7/2021
530,73564,Deceased,1 to 4,12/7/2021
531,73564,Recovered*,63,12/7/2021
532,73565,Active,7,12/7/2021
533,73565,Deceased,1 to 4,12/7/2021
534,73565,Recovered*,139,12/7/2021
535,73566,Deceased,15,12/7/2021
536,73566,Recovered*,227,12/7/2021
537,73567,Active,1 to 4,12/7/2021
538,73567,Deceased,1 to 4,12/7/2021
539,73567,Recovered*,121,12/7/2021
540,73568,Deceased,10,12/7/2021
541,73568,Recovered*,227,12/7/2021
542,73569,Deceased,1 to 4,12/7/2021
543,73569,Recovered*,71,12/7/2021
544,73570,Active,1 to 4,12/7/2021
545,73570,Deceased,6,12/7/2021
546,73570,Recovered*,170,12/7/2021
547,73571,Recovered*,1 to 4,12/7/2021
548,73572,Active,1 to 4,12/7/2021
549,73572,Deceased,11,12/7/2021
550,73572,Recovered*,599,12/7/2021
551,73573,Active,1 to 4,12/7/2021
552,73573,Deceased,10,12/7/2021
553,73573,Recovered*,389,12/7/2021
554,73601,Active,63,12/7/2021
555,73601,Deceased,77,12/7/2021
556,73601,Recovered*,2130,12/7/2021
557,73620,Active,1 to 4,12/7/2021
558,73620,Deceased,5,12/7/2021
559,73620,Recovered*,217,12/7/2021
560,73622,Active,1 to 4,12/7/2021
561,73622,Deceased,1 to 4,12/7/2021
562,73622,Recovered*,51,12/7/2021
563,73624,Active,8,12/7/2021
564,73624,Deceased,1 to 4,12/7/2021
565,73624,Recovered*,208,12/7/2021
566,73625,Active,1 to 4,12/7/2021
567,73625,Recovered*,54,12/7/2021
568,73626,Active,1 to 4,12/7/2021
569,73626,Deceased,1 to 4,12/7/2021
570,73626,Recovered*,186,12/7/2021
571,73627,Active,6,12/7/2021
572,73627,Deceased,1 to 4,12/7/2021
573,73627,Recovered*,68,12/7/2021
574,73628,Active,19,12/7/2021
575,73628,Deceased,1 to 4,12/7/2021
576,73628,Recovered*,279,12/7/2021
577,73632,Active,16,12/7/2021
578,73632,Deceased,11,12/7/2021
579,73632,Recovered*,551,12/7/2021
580,73638,Active,1 to 4,12/7/2021
581,73638,Recovered*,23,12/7/2021
582,73639,Active,1 to 4,12/7/2021
583,73639,Deceased,1 to 4,12/7/2021
584,73639,Recovered*,104,12/7/2021
585,73641,Active,6,12/7/2021
586,73641,Deceased,1 to 4,12/7/2021
587,73641,Recovered*,98,12/7/2021
588,73642,Active,5,12/7/2021
589,73642,Deceased,1 to 4,12/7/2021
590,73642,Recovered*,14,12/7/2021
591,73644,Active,93,12/7/2021
592,73644,Deceased,45,12/7/2021
593,73644,Recovered*,2176,12/7/2021
594,73645,Active,13,12/7/2021
595,73645,Deceased,1 to 4,12/7/2021
596,73645,Recovered*,170,12/7/2021
597,73646,Active,1 to 4,12/7/2021
598,73646,Deceased,1 to 4,12/7/2021
599,73646,Recovered*,42,12/7/2021
600,73647,Active,1 to 4,12/7/2021
601,73647,Deceased,1 to 4,12/7/2021
602,73647,Recovered*,137,12/7/2021
603,73650,Active,9,12/7/2021
604,73650,Deceased,1 to 4,12/7/2021
605,73650,Recovered*,158,12/7/2021
606,73651,Active,10,12/7/2021
607,73651,Deceased,20,12/7/2021
608,73651,Recovered*,506,12/7/2021
609,73654,Deceased,7,12/7/2021
610,73654,Recovered*,155,12/7/2021
611,73655,Active,1 to 4,12/7/2021
612,73655,Recovered*,82,12/7/2021
613,73658,Active,1 to 4,12/7/2021
614,73658,Recovered*,38,12/7/2021
615,73659,Deceased,1 to 4,12/7/2021
616,73659,Recovered*,13,12/7/2021
617,73660,Active,11,12/7/2021
618,73660,Deceased,1 to 4,12/7/2021
619,73660,Recovered*,81,12/7/2021
620,73661,Active,7,12/7/2021
621,73661,Recovered*,69,12/7/2021
622,73662,Active,36,12/7/2021
623,73662,Deceased,21,12/7/2021
624,73662,Recovered*,1029,12/7/2021
625,73663,Active,11,12/7/2021
626,73663,Deceased,10,12/7/2021
627,73663,Recovered*,222,12/7/2021
628,73664,Active,12,12/7/2021
629,73664,Deceased,1 to 4,12/7/2021
630,73664,Recovered*,169,12/7/2021
631,73666,Active,5,12/7/2021
632,73666,Deceased,1 to 4,12/7/2021
633,73666,Recovered*,43,12/7/2021
634,73667,Active,1 to 4,12/7/2021
635,73667,Recovered*,60,12/7/2021
636,73669,Active,22,12/7/2021
637,73669,Deceased,5,12/7/2021
638,73669,Recovered*,255,12/7/2021
639,73673,Active,1 to 4,12/7/2021
640,73673,Recovered*,46,12/7/2021
641,73701,Active,33,12/7/2021
642,73701,Deceased,105,12/7/2021
643,73701,Recovered*,4055,12/7/2021
644,73703,Active,65,12/7/2021
645,73703,Deceased,96,12/7/2021
646,73703,Recovered*,5010,12/7/2021
647,73705,Recovered*,48,12/7/2021
648,73716,Active,7,12/7/2021
649,73716,Deceased,1 to 4,12/7/2021
650,73716,Recovered*,82,12/7/2021
651,73717,Active,18,12/7/2021
652,73717,Deceased,25,12/7/2021
653,73717,Recovered*,1386,12/7/2021
654,73718,Recovered*,78,12/7/2021
655,73719,Recovered*,20,12/7/2021
656,73720,Recovered*,30,12/7/2021
657,73722,Recovered*,51,12/7/2021
658,73724,Active,1 to 4,12/7/2021
659,73724,Deceased,1 to 4,12/7/2021
660,73724,Recovered*,208,12/7/2021
661,73726,Active,1 to 4,12/7/2021
662,73726,Deceased,1 to 4,12/7/2021
663,73726,Recovered*,55,12/7/2021
664,73727,Recovered*,36,12/7/2021
665,73728,Active,1 to 4,12/7/2021
666,73728,Deceased,1 to 4,12/7/2021
667,73728,Recovered*,303,12/7/2021
668,73729,Active,1 to 4,12/7/2021
669,73729,Deceased,1 to 4,12/7/2021
670,73729,Recovered*,95,12/7/2021
671,73730,Deceased,1 to 4,12/7/2021
672,73730,Recovered*,87,12/7/2021
673,73731,Recovered*,39,12/7/2021
674,73733,Deceased,1 to 4,12/7/2021
675,73733,Recovered*,32,12/7/2021
676,73734,Deceased,1 to 4,12/7/2021
677,73734,Recovered*,132,12/7/2021
678,73735,Active,1 to 4,12/7/2021
679,73735,Deceased,1 to 4,12/7/2021
680,73735,Recovered*,95,12/7/2021
681,73736,Deceased,1 to 4,12/7/2021
682,73736,Recovered*,68,12/7/2021
683,73737,Active,18,12/7/2021
684,73737,Deceased,23,12/7/2021
685,73737,Recovered*,748,12/7/2021
686,73738,Active,1 to 4,12/7/2021
687,73738,Deceased,1 to 4,12/7/2021
688,73738,Recovered*,179,12/7/2021
689,73739,Active,1 to 4,12/7/2021
690,73739,Deceased,1 to 4,12/7/2021
691,73739,Recovered*,53,12/7/2021
692,73741,Active,1 to 4,12/7/2021
693,73741,Deceased,1 to 4,12/7/2021
694,73741,Recovered*,754,12/7/2021
695,73742,Active,6,12/7/2021
696,73742,Deceased,16,12/7/2021
697,73742,Recovered*,809,12/7/2021
698,73743,Recovered*,26,12/7/2021
699,73744,Active,1 to 4,12/7/2021
700,73744,Recovered*,35,12/7/2021
701,73746,Recovered*,1 to 4,12/7/2021
702,73747,Recovered*,66,12/7/2021
703,73749,Active,1 to 4,12/7/2021
704,73749,Deceased,1 to 4,12/7/2021
