,City,status,Number,rpt_date
200,Carney,Recovered*,200,05/25/2022
201,Carrier,Recovered*,50,05/25/2022
202,Carter,Deceased,1 to 4,05/25/2022
203,Carter,Recovered*,120,05/25/2022
204,Cashion,Deceased,1 to 4,05/25/2022
205,Cashion,Recovered*,506,05/25/2022
206,Castle,Deceased,1 to 4,05/25/2022
207,Castle,Recovered*,137,05/25/2022
208,Catoosa,Active,11,05/25/2022
209,Catoosa,Deceased,29,05/25/2022
210,Catoosa,Recovered*,2009,05/25/2022
211,Cement,Deceased,1 to 4,05/25/2022
212,Cement,Recovered*,430,05/25/2022
213,Centrahoma,Deceased,1 to 4,05/25/2022
214,Centrahoma,Recovered*,82,05/25/2022
215,Central High,Recovered*,1 to 4,05/25/2022
216,Chandler,Active,1 to 4,05/25/2022
217,Chandler,Deceased,34,05/25/2022
218,Chandler,Recovered*,1701,05/25/2022
219,Chattanooga,Deceased,1 to 4,05/25/2022
220,Chattanooga,Recovered*,182,05/25/2022
221,Checotah,Active,1 to 4,05/25/2022
222,Checotah,Deceased,53,05/25/2022
223,Checotah,Recovered*,1757,05/25/2022
224,Chelsea,Active,6,05/25/2022
225,Chelsea,Deceased,32,05/25/2022
226,Chelsea,Recovered*,1485,05/25/2022
227,Cherokee,Deceased,1 to 4,05/25/2022
228,Cherokee,Recovered*,444,05/25/2022
229,Cheyenne,Deceased,6,05/25/2022
230,Cheyenne,Recovered*,412,05/25/2022
231,Chickasha,Active,9,05/25/2022
232,Chickasha,Deceased,127,05/25/2022
233,Chickasha,Recovered*,5126,05/25/2022
234,Choctaw,Active,29,05/25/2022
235,Choctaw,Deceased,76,05/25/2022
236,Choctaw,Recovered*,5613,05/25/2022
237,Chouteau,Active,7,05/25/2022
238,Chouteau,Deceased,36,05/25/2022
239,Chouteau,Recovered*,1168,05/25/2022
240,Claremore,Active,52,05/25/2022
241,Claremore,Deceased,239,05/25/2022
242,Claremore,Recovered*,13733,05/25/2022
243,Clayton,Deceased,6,05/25/2022
244,Clayton,Recovered*,418,05/25/2022
245,Clearview,Recovered*,5,05/25/2022
246,Cleo Springs,Deceased,1 to 4,05/25/2022
247,Cleo Springs,Recovered*,155,05/25/2022
248,Cleveland,Active,9,05/25/2022
249,Cleveland,Deceased,36,05/25/2022
250,Cleveland,Recovered*,1804,05/25/2022
251,Clinton,Active,5,05/25/2022
252,Clinton,Deceased,95,05/25/2022
253,Clinton,Recovered*,3279,05/25/2022
254,Coalgate,Deceased,18,05/25/2022
255,Coalgate,Recovered*,1226,05/25/2022
256,Colbert,Deceased,12,05/25/2022
257,Colbert,Recovered*,751,05/25/2022
258,Colcord,Active,1 to 4,05/25/2022
259,Colcord,Deceased,14,05/25/2022
260,Colcord,Recovered*,1193,05/25/2022
261,Cole,Recovered*,1 to 4,05/25/2022
262,Collinsville,Active,14,05/25/2022
263,Collinsville,Deceased,81,05/25/2022
264,Collinsville,Recovered*,5673,05/25/2022
265,Colony,Deceased,1 to 4,05/25/2022
266,Colony,Recovered*,74,05/25/2022
267,Comanche,Deceased,26,05/25/2022
268,Comanche,Recovered*,1210,05/25/2022
269,Commerce,Active,1 to 4,05/25/2022
270,Commerce,Deceased,14,05/25/2022
271,Commerce,Recovered*,774,05/25/2022
272,Copan,Deceased,9,05/25/2022
273,Copan,Recovered*,387,05/25/2022
274,Corn,Active,1 to 4,05/25/2022
275,Corn,Deceased,9,05/25/2022
276,Corn,Recovered*,142,05/25/2022
277,Council Hill,Deceased,6,05/25/2022
278,Council Hill,Recovered*,218,05/25/2022
279,Covington,Deceased,1 to 4,05/25/2022
280,Covington,Recovered*,129,05/25/2022
281,Coweta,Active,14,05/25/2022
282,Coweta,Deceased,68,05/25/2022
283,Coweta,Recovered*,4648,05/25/2022
284,Cowlington,Recovered*,6,05/25/2022
285,Coyle,Deceased,1 to 4,05/25/2022
286,Coyle,Recovered*,214,05/25/2022
287,Crescent,Active,1 to 4,05/25/2022
288,Crescent,Deceased,11,05/25/2022
289,Crescent,Recovered*,648,05/25/2022
290,Cromwell,Deceased,1 to 4,05/25/2022
291,Cromwell,Recovered*,55,05/25/2022
292,Crowder,Recovered*,139,05/25/2022
293,Cushing,Active,8,05/25/2022
294,Cushing,Deceased,45,05/25/2022
295,Cushing,Recovered*,2918,05/25/2022
296,Custer City,Deceased,7,05/25/2022
297,Custer City,Recovered*,151,05/25/2022
298,Cyril,Deceased,5,05/25/2022
299,Cyril,Recovered*,405,05/25/2022
300,Dacoma,Recovered*,49,05/25/2022
301,Davenport,Deceased,1 to 4,05/25/2022
302,Davenport,Recovered*,246,05/25/2022
303,Davidson,Deceased,1 to 4,05/25/2022
304,Davidson,Recovered*,56,05/25/2022
305,Davis,Active,1 to 4,05/25/2022
306,Davis,Deceased,22,05/25/2022
307,Davis,Recovered*,1461,05/25/2022
308,Deer Creek,Deceased,1 to 4,05/25/2022
309,Deer Creek,Recovered*,74,05/25/2022
310,Del City,Active,16,05/25/2022
311,Del City,Deceased,47,05/25/2022
312,Del City,Recovered*,2493,05/25/2022
313,Delaware,Deceased,5,05/25/2022
314,Delaware,Recovered*,273,05/25/2022
315,Delaware County,Recovered*,1 to 4,05/25/2022
316,Depew,Active,1 to 4,05/25/2022
317,Depew,Deceased,8,05/25/2022
318,Depew,Recovered*,376,05/25/2022
319,Devol,Deceased,1 to 4,05/25/2022
320,Devol,Recovered*,74,05/25/2022
321,Dewar,Deceased,1 to 4,05/25/2022
322,Dewar,Recovered*,185,05/25/2022
323,Dewey,Active,6,05/25/2022
324,Dewey,Deceased,26,05/25/2022
325,Dewey,Recovered*,1246,05/25/2022
326,Dibble,Recovered*,55,05/25/2022
327,Dickson,Recovered*,6,05/25/2022
328,Dill City,Deceased,7,05/25/2022
329,Dill City,Recovered*,137,05/25/2022
330,Disney,Deceased,1 to 4,05/25/2022
331,Disney,Recovered*,107,05/25/2022
332,Dougherty,Deceased,1 to 4,05/25/2022
333,Dougherty,Recovered*,47,05/25/2022
334,Douglas,Deceased,1 to 4,05/25/2022
335,Douglas,Recovered*,45,05/25/2022
336,Dover,Active,1 to 4,05/25/2022
337,Dover,Deceased,1 to 4,05/25/2022
338,Dover,Recovered*,197,05/25/2022
339,Drummond,Deceased,1 to 4,05/25/2022
340,Drummond,Recovered*,156,05/25/2022
341,Drumright,Active,1 to 4,05/25/2022
342,Drumright,Deceased,18,05/25/2022
343,Drumright,Recovered*,809,05/25/2022
344,Duncan,Active,12,05/25/2022
345,Duncan,Deceased,131,05/25/2022
346,Duncan,Recovered*,7302,05/25/2022
347,Durant,Active,20,05/25/2022
348,Durant,Deceased,81,05/25/2022
349,Durant,Recovered*,7873,05/25/2022
350,Dustin,Deceased,8,05/25/2022
351,Dustin,Recovered*,145,05/25/2022
352,Eakly,Deceased,1 to 4,05/25/2022
353,Eakly,Recovered*,81,05/25/2022
354,Earlsboro,Deceased,9,05/25/2022
355,Earlsboro,Recovered*,594,05/25/2022
356,East Duke,Recovered*,1 to 4,05/25/2022
357,Edmond,Active,305,05/25/2022
358,Edmond,Deceased,363,05/25/2022
359,Edmond,Recovered*,44628,05/25/2022
360,El Reno,Active,6,05/25/2022
361,El Reno,Deceased,76,05/25/2022
362,El Reno,Recovered*,5238,05/25/2022
363,Eldorado,Deceased,1 to 4,05/25/2022
364,Eldorado,Recovered*,89,05/25/2022
365,Elgin,Active,1 to 4,05/25/2022
366,Elgin,Deceased,18,05/25/2022
367,Elgin,Recovered*,1892,05/25/2022
368,Elk City,Active,8,05/25/2022
369,Elk City,Deceased,68,05/25/2022
370,Elk City,Recovered*,3841,05/25/2022
371,Elmer,Recovered*,40,05/25/2022
372,Elmore City,Active,1 to 4,05/25/2022
373,Elmore City,Deceased,10,05/25/2022
374,Elmore City,Recovered*,631,05/25/2022
375,Enid,Active,39,05/25/2022
376,Enid,Deceased,269,05/25/2022
377,Enid,Recovered*,13229,05/25/2022
378,Erick,Active,1 to 4,05/25/2022
379,Erick,Deceased,1 to 4,05/25/2022
380,Erick,Recovered*,298,05/25/2022
381,Etowah,Recovered*,1 to 4,05/25/2022
382,Eufaula,Active,12,05/25/2022
383,Eufaula,Deceased,70,05/25/2022
384,Eufaula,Recovered*,2076,05/25/2022
385,Fair Oaks,Recovered*,1 to 4,05/25/2022
386,Fairfax,Active,1 to 4,05/25/2022
387,Fairfax,Deceased,14,05/25/2022
388,Fairfax,Recovered*,460,05/25/2022
389,Fairland,Active,6,05/25/2022
390,Fairland,Deceased,11,05/25/2022
391,Fairland,Recovered*,799,05/25/2022
392,Fairmont,Deceased,1 to 4,05/25/2022
393,Fairmont,Recovered*,89,05/25/2022
394,Fairview,Active,1 to 4,05/25/2022
395,Fairview,Deceased,27,05/25/2022
396,Fairview,Recovered*,1020,05/25/2022
397,Fanshawe,Recovered*,23,05/25/2022
398,Fargo,Deceased,1 to 4,05/25/2022
399,Fargo,Recovered*,132,05/25/2022
400,Faxon,Active,1 to 4,05/25/2022
401,Faxon,Recovered*,109,05/25/2022
402,Fitzhugh,Recovered*,61,05/25/2022
403,Fletcher,Deceased,8,05/25/2022
404,Fletcher,Recovered*,791,05/25/2022
405,Foraker,Recovered*,1 to 4,05/25/2022
406,Forest Park,Recovered*,26,05/25/2022
407,Forgan,Deceased,1 to 4,05/25/2022
408,Forgan,Recovered*,134,05/25/2022
409,Fort Cobb,Deceased,8,05/25/2022
410,Fort Cobb,Recovered*,472,05/25/2022
411,Fort Coffee,Recovered*,1 to 4,05/25/2022
412,Fort Gibson,Active,8,05/25/2022
413,Fort Gibson,Deceased,35,05/25/2022
414,Fort Gibson,Recovered*,2502,05/25/2022
415,Fort Supply,Deceased,1 to 4,05/25/2022
416,Fort Supply,Recovered*,959,05/25/2022
417,Fort Towson,Deceased,8,05/25/2022
418,Fort Towson,Recovered*,357,05/25/2022
419,Foss,Deceased,1 to 4,05/25/2022
420,Foss,Recovered*,255,05/25/2022
421,Foster,Recovered*,125,05/25/2022
422,Foyil,Deceased,1 to 4,05/25/2022
423,Foyil,Recovered*,53,05/25/2022
424,Francis,Deceased,1 to 4,05/25/2022
425,Francis,Recovered*,101,05/25/2022
426,Frederick,Deceased,23,05/25/2022
427,Frederick,Recovered*,874,05/25/2022
428,Freedom,Deceased,1 to 4,05/25/2022
429,Freedom,Recovered*,88,05/25/2022
430,Gage,Deceased,1 to 4,05/25/2022
431,Gage,Recovered*,119,05/25/2022
432,Gans,Deceased,1 to 4,05/25/2022
433,Gans,Recovered*,262,05/25/2022
434,Garber,Deceased,1 to 4,05/25/2022
435,Garber,Recovered*,269,05/25/2022
436,Garvin,Deceased,1 to 4,05/25/2022
437,Garvin,Recovered*,249,05/25/2022
438,Gate,Recovered*,37,05/25/2022
439,Geary,Deceased,10,05/25/2022
440,Geary,Recovered*,410,05/25/2022
441,Gene Autry,Recovered*,23,05/25/2022
442,Geronimo,Active,1 to 4,05/25/2022
443,Geronimo,Deceased,6,05/25/2022
444,Geronimo,Recovered*,456,05/25/2022
445,Glencoe,Active,1 to 4,05/25/2022
446,Glencoe,Deceased,6,05/25/2022
447,Glencoe,Recovered*,435,05/25/2022
448,Glenpool,Active,17,05/25/2022
449,Glenpool,Deceased,53,05/25/2022
450,Glenpool,Recovered*,3937,05/25/2022
451,Goldsby,Active,1 to 4,05/25/2022
452,Goldsby,Deceased,1 to 4,05/25/2022
453,Goldsby,Recovered*,212,05/25/2022
454,Goltry,Deceased,1 to 4,05/25/2022
455,Goltry,Recovered*,79,05/25/2022
456,Goodwell,Deceased,1 to 4,05/25/2022
457,Goodwell,Recovered*,279,05/25/2022
458,Gore,Active,1 to 4,05/25/2022
459,Gore,Deceased,13,05/25/2022
460,Gore,Recovered*,797,05/25/2022
461,Gotebo,Deceased,1 to 4,05/25/2022
462,Gotebo,Recovered*,62,05/25/2022
463,Gould,Deceased,1 to 4,05/25/2022
464,Gould,Recovered*,43,05/25/2022
465,Gracemont,Active,1 to 4,05/25/2022
466,Gracemont,Deceased,7,05/25/2022
467,Gracemont,Recovered*,288,05/25/2022
468,Grand Lake Towne,Recovered*,1 to 4,05/25/2022
469,Grandfield,Deceased,1 to 4,05/25/2022
470,Grandfield,Recovered*,224,05/25/2022
471,Granite,Deceased,9,05/25/2022
472,Granite,Recovered*,296,05/25/2022
473,Grayson,Recovered*,1 to 4,05/25/2022
474,Greenfield,Deceased,1 to 4,05/25/2022
475,Greenfield,Recovered*,34,05/25/2022
476,Grove,Active,7,05/25/2022
477,Grove,Deceased,101,05/25/2022
478,Grove,Recovered*,3731,05/25/2022
479,Guthrie,Active,21,05/25/2022
480,Guthrie,Deceased,107,05/25/2022
481,Guthrie,Recovered*,5891,05/25/2022
482,Guymon,Active,1 to 4,05/25/2022
483,Guymon,Deceased,52,05/25/2022
484,Guymon,Recovered*,4355,05/25/2022
485,Haileyville,Deceased,1 to 4,05/25/2022
486,Haileyville,Recovered*,162,05/25/2022
487,Hallett,Active,1 to 4,05/25/2022
488,Hallett,Deceased,1 to 4,05/25/2022
489,Hallett,Recovered*,34,05/25/2022
490,Hammon,Deceased,1 to 4,05/25/2022
491,Hammon,Recovered*,253,05/25/2022
492,Hanna,Recovered*,75,05/25/2022
493,Hardesty,Recovered*,86,05/25/2022
494,Harrah,Active,5,05/25/2022
495,Harrah,Deceased,40,05/25/2022
496,Harrah,Recovered*,3194,05/25/2022
497,Hartshorne,Active,1 to 4,05/25/2022
498,Hartshorne,Deceased,24,05/25/2022
499,Hartshorne,Recovered*,765,05/25/2022
500,Haskell,Active,1 to 4,05/25/2022
501,Haskell,Deceased,20,05/25/2022
502,Haskell,Recovered*,1390,05/25/2022
503,Hastings,Deceased,1 to 4,05/25/2022
504,Hastings,Recovered*,102,05/25/2022
505,Haworth,Deceased,7,05/25/2022
506,Haworth,Recovered*,465,05/25/2022
507,Headrick,Deceased,1 to 4,05/25/2022
508,Headrick,Recovered*,74,05/25/2022
509,Healdton,Active,1 to 4,05/25/2022
510,Healdton,Deceased,26,05/25/2022
511,Healdton,Recovered*,720,05/25/2022
512,Heavener,Active,5,05/25/2022
513,Heavener,Deceased,14,05/25/2022
514,Heavener,Recovered*,1343,05/25/2022
515,Helena,Deceased,1 to 4,05/25/2022
516,Helena,Recovered*,805,05/25/2022
517,Hendrix,Active,1 to 4,05/25/2022
518,Hendrix,Recovered*,232,05/25/2022
519,Hennessey,Active,1 to 4,05/25/2022
520,Hennessey,Deceased,22,05/25/2022
521,Hennessey,Recovered*,1241,05/25/2022
522,Henryetta,Active,1 to 4,05/25/2022
523,Henryetta,Deceased,61,05/25/2022
524,Henryetta,Recovered*,2114,05/25/2022
525,Hillsdale,Recovered*,37,05/25/2022
526,Hinton,Deceased,7,05/25/2022
527,Hinton,Recovered*,886,05/25/2022
528,Hitchcock,Recovered*,57,05/25/2022
529,Hitchita,Deceased,1 to 4,05/25/2022
530,Hitchita,Recovered*,30,05/25/2022
531,Hobart,Deceased,24,05/25/2022
532,Hobart,Recovered*,893,05/25/2022
533,Hoffman,Recovered*,1 to 4,05/25/2022
534,Holdenville,Deceased,35,05/25/2022
535,Holdenville,Recovered*,1348,05/25/2022
536,Hollis,Active,1 to 4,05/25/2022
537,Hollis,Deceased,10,05/25/2022
538,Hollis,Recovered*,462,05/25/2022
539,Hollister,Deceased,1 to 4,05/25/2022
540,Hollister,Recovered*,1 to 4,05/25/2022
541,Hominy,Deceased,14,05/25/2022
542,Hominy,Recovered*,1308,05/25/2022
543,Hooker,Recovered*,567,05/25/2022
544,Horntown,Recovered*,1 to 4,05/25/2022
545,Howe,Deceased,1 to 4,05/25/2022
546,Howe,Recovered*,667,05/25/2022
547,Hugo,Active,5,05/25/2022
548,Hugo,Deceased,39,05/25/2022
549,Hugo,Recovered*,2293,05/25/2022
550,Hulbert,Active,8,05/25/2022
551,Hulbert,Deceased,15,05/25/2022
552,Hulbert,Recovered*,1460,05/25/2022
553,Hunter,Deceased,1 to 4,05/25/2022
554,Hunter,Recovered*,65,05/25/2022
555,Hydro,Active,1 to 4,05/25/2022
556,Hydro,Deceased,12,05/25/2022
557,Hydro,Recovered*,498,05/25/2022
558,Idabel,Active,1 to 4,05/25/2022
559,Idabel,Deceased,52,05/25/2022
560,Idabel,Recovered*,2808,05/25/2022
561,Indiahoma,Deceased,7,05/25/2022
562,Indiahoma,Recovered*,352,05/25/2022
563,Indianola,Recovered*,147,05/25/2022
564,Inola,Active,1 to 4,05/25/2022
565,Inola,Deceased,22,05/25/2022
566,Inola,Recovered*,1788,05/25/2022
567,Jay,Active,6,05/25/2022
568,Jay,Deceased,45,05/25/2022
569,Jay,Recovered*,2683,05/25/2022
570,Jenks,Active,25,05/25/2022
571,Jenks,Deceased,53,05/25/2022
572,Jenks,Recovered*,6198,05/25/2022
573,Jennings,Active,1 to 4,05/25/2022
574,Jennings,Deceased,6,05/25/2022
575,Jennings,Recovered*,491,05/25/2022
576,Jet,Deceased,1 to 4,05/25/2022
577,Jet,Recovered*,91,05/25/2022
578,Jones,Active,1 to 4,05/25/2022
579,Jones,Deceased,27,05/25/2022
580,Jones,Recovered*,1456,05/25/2022
581,Kansas,Active,5,05/25/2022
582,Kansas,Deceased,9,05/25/2022
583,Kansas,Recovered*,955,05/25/2022
584,Kaw City,Active,1 to 4,05/25/2022
585,Kaw City,Deceased,1 to 4,05/25/2022
586,Kaw City,Recovered*,151,05/25/2022
587,Kellyville,Active,1 to 4,05/25/2022
588,Kellyville,Deceased,9,05/25/2022
589,Kellyville,Recovered*,805,05/25/2022
590,Kemp,Recovered*,11,05/25/2022
591,Kendrick,Recovered*,11,05/25/2022
592,Kenefic,Deceased,1 to 4,05/25/2022
593,Kenefic,Recovered*,139,05/25/2022
594,Keota,Recovered*,508,05/25/2022
595,Ketchum,Deceased,1 to 4,05/25/2022
596,Ketchum,Recovered*,147,05/25/2022
597,Keyes,Deceased,1 to 4,05/25/2022
598,Keyes,Recovered*,113,05/25/2022
599,Kiefer,Active,1 to 4,05/25/2022
600,Kiefer,Deceased,10,05/25/2022
601,Kiefer,Recovered*,745,05/25/2022
602,Kingfisher,Deceased,33,05/25/2022
603,Kingfisher,Recovered*,1773,05/25/2022
604,Kingston,Active,1 to 4,05/25/2022
605,Kingston,Deceased,25,05/25/2022
606,Kingston,Recovered*,2010,05/25/2022
607,Kinta,Deceased,7,05/25/2022
608,Kinta,Recovered*,167,05/25/2022
609,Kiowa,Deceased,6,05/25/2022
610,Kiowa,Recovered*,341,05/25/2022
611,Knowles,Recovered*,1 to 4,05/25/2022
612,Konawa,Active,1 to 4,05/25/2022
613,Konawa,Deceased,19,05/25/2022
614,Konawa,Recovered*,788,05/25/2022
615,Krebs,Active,1 to 4,05/25/2022
616,Krebs,Deceased,9,05/25/2022
617,Krebs,Recovered*,390,05/25/2022
618,Kremlin,Recovered*,99,05/25/2022
