,zip,status,Number,rpt_date
88,73041.0,Recovered*,70,05/25/2022
89,73042.0,Active,1 to 4,05/25/2022
90,73042.0,Deceased,7,05/25/2022
91,73042.0,Recovered*,290,05/25/2022
92,73043.0,Deceased,1 to 4,05/25/2022
93,73043.0,Recovered*,37,05/25/2022
94,73044.0,Active,21,05/25/2022
95,73044.0,Deceased,108,05/25/2022
96,73044.0,Recovered*,5914,05/25/2022
97,73045.0,Active,5,05/25/2022
98,73045.0,Deceased,39,05/25/2022
99,73045.0,Recovered*,3201,05/25/2022
100,73047.0,Deceased,8,05/25/2022
101,73047.0,Recovered*,885,05/25/2022
102,73048.0,Active,1 to 4,05/25/2022
103,73048.0,Deceased,12,05/25/2022
104,73048.0,Recovered*,500,05/25/2022
105,73049.0,Active,1 to 4,05/25/2022
106,73049.0,Deceased,27,05/25/2022
107,73049.0,Recovered*,1458,05/25/2022
108,73050.0,Deceased,1 to 4,05/25/2022
109,73050.0,Recovered*,116,05/25/2022
110,73051.0,Active,1 to 4,05/25/2022
111,73051.0,Deceased,45,05/25/2022
112,73051.0,Recovered*,2465,05/25/2022
113,73052.0,Active,1 to 4,05/25/2022
114,73052.0,Deceased,33,05/25/2022
115,73052.0,Recovered*,1644,05/25/2022
116,73053.0,Deceased,7,05/25/2022
117,73053.0,Recovered*,177,05/25/2022
118,73054.0,Active,1 to 4,05/25/2022
119,73054.0,Deceased,13,05/25/2022
120,73054.0,Recovered*,929,05/25/2022
121,73055.0,Active,1 to 4,05/25/2022
122,73055.0,Deceased,43,05/25/2022
123,73055.0,Recovered*,2268,05/25/2022
124,73056.0,Deceased,1 to 4,05/25/2022
125,73056.0,Recovered*,89,05/25/2022
126,73057.0,Active,1 to 4,05/25/2022
127,73057.0,Deceased,13,05/25/2022
128,73057.0,Recovered*,498,05/25/2022
129,73058.0,Deceased,1 to 4,05/25/2022
130,73058.0,Recovered*,71,05/25/2022
131,73059.0,Deceased,9,05/25/2022
132,73059.0,Recovered*,720,05/25/2022
133,73061.0,Active,1 to 4,05/25/2022
134,73061.0,Deceased,1 to 4,05/25/2022
135,73061.0,Recovered*,402,05/25/2022
136,73062.0,Deceased,5,05/25/2022
137,73062.0,Recovered*,242,05/25/2022
138,73063.0,Recovered*,199,05/25/2022
139,73064.0,Active,22,05/25/2022
140,73064.0,Deceased,83,05/25/2022
141,73064.0,Recovered*,6373,05/25/2022
142,73065.0,Active,16,05/25/2022
143,73065.0,Deceased,24,05/25/2022
144,73065.0,Recovered*,2974,05/25/2022
145,73066.0,Deceased,1 to 4,05/25/2022
146,73066.0,Recovered*,91,05/25/2022
147,73067.0,Active,1 to 4,05/25/2022
148,73067.0,Deceased,10,05/25/2022
149,73067.0,Recovered*,409,05/25/2022
150,73068.0,Active,11,05/25/2022
151,73068.0,Deceased,49,05/25/2022
152,73068.0,Recovered*,3557,05/25/2022
153,73069.0,Active,33,05/25/2022
154,73069.0,Deceased,67,05/25/2022
155,73069.0,Recovered*,7463,05/25/2022
156,73071.0,Active,53,05/25/2022
157,73071.0,Deceased,109,05/25/2022
158,73071.0,Recovered*,11942,05/25/2022
159,73072.0,Active,82,05/25/2022
160,73072.0,Deceased,110,05/25/2022
161,73072.0,Recovered*,12681,05/25/2022
162,73073.0,Deceased,1 to 4,05/25/2022
163,73073.0,Recovered*,154,05/25/2022
164,73074.0,Deceased,1 to 4,05/25/2022
165,73074.0,Recovered*,389,05/25/2022
166,73075.0,Active,6,05/25/2022
167,73075.0,Deceased,59,05/25/2022
168,73075.0,Recovered*,2337,05/25/2022
169,73077.0,Active,1 to 4,05/25/2022
170,73077.0,Deceased,26,05/25/2022
171,73077.0,Recovered*,1716,05/25/2022
172,73078.0,Active,11,05/25/2022
173,73078.0,Deceased,14,05/25/2022
174,73078.0,Recovered*,3223,05/25/2022
175,73079.0,Deceased,1 to 4,05/25/2022
176,73079.0,Recovered*,134,05/25/2022
177,73080.0,Active,5,05/25/2022
178,73080.0,Deceased,43,05/25/2022
179,73080.0,Recovered*,2925,05/25/2022
180,73082.0,Active,1 to 4,05/25/2022
181,73082.0,Deceased,12,05/25/2022
182,73082.0,Recovered*,626,05/25/2022
183,73084.0,Active,1 to 4,05/25/2022
184,73084.0,Deceased,29,05/25/2022
185,73084.0,Recovered*,1389,05/25/2022
186,73086.0,Active,1 to 4,05/25/2022
187,73086.0,Deceased,53,05/25/2022
188,73086.0,Recovered*,2495,05/25/2022
189,73089.0,Active,9,05/25/2022
190,73089.0,Deceased,48,05/25/2022
191,73089.0,Recovered*,3526,05/25/2022
192,73090.0,Deceased,1 to 4,05/25/2022
193,73090.0,Recovered*,254,05/25/2022
194,73092.0,Deceased,1 to 4,05/25/2022
195,73092.0,Recovered*,203,05/25/2022
196,73093.0,Active,1 to 4,05/25/2022
197,73093.0,Deceased,10,05/25/2022
198,73093.0,Recovered*,1011,05/25/2022
199,73095.0,Active,1 to 4,05/25/2022
200,73095.0,Deceased,7,05/25/2022
201,73095.0,Recovered*,533,05/25/2022
202,73096.0,Active,7,05/25/2022
203,73096.0,Deceased,53,05/25/2022
204,73096.0,Recovered*,3526,05/25/2022
205,73097.0,Deceased,1 to 4,05/25/2022
206,73097.0,Recovered*,67,05/25/2022
207,73098.0,Active,1 to 4,05/25/2022
208,73098.0,Deceased,22,05/25/2022
209,73098.0,Recovered*,1017,05/25/2022
210,73099.0,Active,98,05/25/2022
211,73099.0,Deceased,194,05/25/2022
212,73099.0,Recovered*,21677,05/25/2022
213,73102.0,Active,1 to 4,05/25/2022
214,73102.0,Deceased,12,05/25/2022
215,73102.0,Recovered*,1428,05/25/2022
216,73103.0,Active,12,05/25/2022
217,73103.0,Deceased,8,05/25/2022
218,73103.0,Recovered*,1285,05/25/2022
219,73104.0,Active,1 to 4,05/25/2022
220,73104.0,Deceased,6,05/25/2022
221,73104.0,Recovered*,996,05/25/2022
222,73105.0,Active,5,05/25/2022
223,73105.0,Deceased,22,05/25/2022
224,73105.0,Recovered*,1456,05/25/2022
225,73106.0,Active,10,05/25/2022
226,73106.0,Deceased,17,05/25/2022
227,73106.0,Recovered*,2772,05/25/2022
228,73107.0,Active,25,05/25/2022
229,73107.0,Deceased,76,05/25/2022
230,73107.0,Recovered*,5839,05/25/2022
231,73108.0,Active,5,05/25/2022
232,73108.0,Deceased,54,05/25/2022
233,73108.0,Recovered*,3426,05/25/2022
234,73109.0,Active,8,05/25/2022
235,73109.0,Deceased,76,05/25/2022
236,73109.0,Recovered*,5140,05/25/2022
237,73110.0,Active,20,05/25/2022
238,73110.0,Deceased,126,05/25/2022
239,73110.0,Recovered*,7528,05/25/2022
240,73111.0,Active,5,05/25/2022
241,73111.0,Deceased,77,05/25/2022
242,73111.0,Recovered*,3048,05/25/2022
243,73112.0,Active,45,05/25/2022
244,73112.0,Deceased,106,05/25/2022
245,73112.0,Recovered*,7456,05/25/2022
246,73114.0,Active,19,05/25/2022
247,73114.0,Deceased,47,05/25/2022
248,73114.0,Recovered*,4667,05/25/2022
249,73115.0,Active,18,05/25/2022
250,73115.0,Deceased,87,05/25/2022
251,73115.0,Recovered*,4868,05/25/2022
252,73116.0,Active,14,05/25/2022
253,73116.0,Deceased,50,05/25/2022
254,73116.0,Recovered*,2418,05/25/2022
255,73117.0,Active,12,05/25/2022
256,73117.0,Deceased,22,05/25/2022
257,73117.0,Recovered*,1395,05/25/2022
258,73118.0,Active,21,05/25/2022
259,73118.0,Deceased,34,05/25/2022
260,73118.0,Recovered*,3037,05/25/2022
261,73119.0,Active,6,05/25/2022
262,73119.0,Deceased,133,05/25/2022
263,73119.0,Recovered*,7599,05/25/2022
264,73120.0,Active,48,05/25/2022
265,73120.0,Deceased,99,05/25/2022
266,73120.0,Recovered*,8868,05/25/2022
267,73121.0,Active,1 to 4,05/25/2022
268,73121.0,Deceased,16,05/25/2022
269,73121.0,Recovered*,728,05/25/2022
270,73122.0,Active,7,05/25/2022
271,73122.0,Deceased,43,05/25/2022
272,73122.0,Recovered*,2996,05/25/2022
273,73127.0,Active,14,05/25/2022
274,73127.0,Deceased,63,05/25/2022
275,73127.0,Recovered*,5636,05/25/2022
276,73128.0,Active,1 to 4,05/25/2022
277,73128.0,Deceased,10,05/25/2022
278,73128.0,Recovered*,1535,05/25/2022
279,73129.0,Deceased,65,05/25/2022
280,73129.0,Recovered*,4804,05/25/2022
281,73130.0,Active,16,05/25/2022
282,73130.0,Deceased,79,05/25/2022
283,73130.0,Recovered*,5114,05/25/2022
284,73131.0,Active,5,05/25/2022
285,73131.0,Deceased,7,05/25/2022
286,73131.0,Recovered*,976,05/25/2022
287,73132.0,Active,33,05/25/2022
288,73132.0,Deceased,91,05/25/2022
289,73132.0,Recovered*,6829,05/25/2022
290,73134.0,Active,15,05/25/2022
291,73134.0,Deceased,15,05/25/2022
292,73134.0,Recovered*,1806,05/25/2022
293,73135.0,Active,22,05/25/2022
294,73135.0,Deceased,71,05/25/2022
295,73135.0,Recovered*,5445,05/25/2022
296,73139.0,Active,11,05/25/2022
297,73139.0,Deceased,75,05/25/2022
298,73139.0,Recovered*,4728,05/25/2022
299,73141.0,Deceased,12,05/25/2022
300,73141.0,Recovered*,542,05/25/2022
301,73142.0,Active,43,05/25/2022
302,73142.0,Deceased,47,05/25/2022
303,73142.0,Recovered*,4237,05/25/2022
304,73145.0,Active,5,05/25/2022
305,73145.0,Deceased,1 to 4,05/25/2022
306,73145.0,Recovered*,606,05/25/2022
307,73149.0,Active,1 to 4,05/25/2022
308,73149.0,Deceased,20,05/25/2022
309,73149.0,Recovered*,1295,05/25/2022
310,73150.0,Active,7,05/25/2022
311,73150.0,Deceased,18,05/25/2022
312,73150.0,Recovered*,1193,05/25/2022
313,73151.0,Active,5,05/25/2022
314,73151.0,Deceased,1 to 4,05/25/2022
315,73151.0,Recovered*,472,05/25/2022
316,73159.0,Active,15,05/25/2022
317,73159.0,Deceased,100,05/25/2022
318,73159.0,Recovered*,8318,05/25/2022
319,73160.0,Active,62,05/25/2022
320,73160.0,Deceased,144,05/25/2022
321,73160.0,Recovered*,17164,05/25/2022
322,73162.0,Active,40,05/25/2022
323,73162.0,Deceased,112,05/25/2022
324,73162.0,Recovered*,7226,05/25/2022
325,73165.0,Active,1 to 4,05/25/2022
326,73165.0,Deceased,19,05/25/2022
327,73165.0,Recovered*,2035,05/25/2022
328,73169.0,Deceased,5,05/25/2022
329,73169.0,Recovered*,1444,05/25/2022
330,73170.0,Active,61,05/25/2022
331,73170.0,Deceased,166,05/25/2022
332,73170.0,Recovered*,11340,05/25/2022
333,73173.0,Active,1 to 4,05/25/2022
334,73173.0,Deceased,7,05/25/2022
335,73173.0,Recovered*,1260,05/25/2022
336,73179.0,Active,6,05/25/2022
337,73179.0,Deceased,11,05/25/2022
338,73179.0,Recovered*,2146,05/25/2022
339,73401.0,Active,38,05/25/2022
340,73401.0,Deceased,161,05/25/2022
341,73401.0,Recovered*,10657,05/25/2022
342,73425.0,Recovered*,7,05/25/2022
343,73430.0,Active,1 to 4,05/25/2022
344,73430.0,Deceased,1 to 4,05/25/2022
345,73430.0,Recovered*,326,05/25/2022
346,73432.0,Deceased,1 to 4,05/25/2022
347,73432.0,Recovered*,271,05/25/2022
348,73433.0,Active,1 to 4,05/25/2022
349,73433.0,Deceased,10,05/25/2022
350,73433.0,Recovered*,645,05/25/2022
351,73434.0,Recovered*,122,05/25/2022
352,73437.0,Deceased,1 to 4,05/25/2022
353,73437.0,Recovered*,41,05/25/2022
354,73438.0,Active,1 to 4,05/25/2022
355,73438.0,Deceased,26,05/25/2022
356,73438.0,Recovered*,723,05/25/2022
357,73439.0,Active,1 to 4,05/25/2022
358,73439.0,Deceased,25,05/25/2022
359,73439.0,Recovered*,2011,05/25/2022
360,73440.0,Deceased,1 to 4,05/25/2022
361,73440.0,Recovered*,64,05/25/2022
362,73441.0,Recovered*,52,05/25/2022
363,73442.0,Deceased,1 to 4,05/25/2022
364,73442.0,Recovered*,108,05/25/2022
365,73443.0,Active,1 to 4,05/25/2022
366,73443.0,Deceased,17,05/25/2022
367,73443.0,Recovered*,1072,05/25/2022
368,73444.0,Deceased,1 to 4,05/25/2022
369,73444.0,Recovered*,50,05/25/2022
370,73446.0,Active,6,05/25/2022
371,73446.0,Deceased,19,05/25/2022
372,73446.0,Recovered*,2382,05/25/2022
373,73447.0,Deceased,5,05/25/2022
374,73447.0,Recovered*,328,05/25/2022
375,73448.0,Active,5,05/25/2022
376,73448.0,Deceased,32,05/25/2022
377,73448.0,Recovered*,2039,05/25/2022
378,73449.0,Active,1 to 4,05/25/2022
379,73449.0,Deceased,7,05/25/2022
380,73449.0,Recovered*,837,05/25/2022
381,73450.0,Active,1 to 4,05/25/2022
382,73450.0,Deceased,1 to 4,05/25/2022
383,73450.0,Recovered*,364,05/25/2022
384,73453.0,Deceased,1 to 4,05/25/2022
385,73453.0,Recovered*,187,05/25/2022
386,73455.0,Deceased,6,05/25/2022
387,73455.0,Recovered*,181,05/25/2022
388,73456.0,Deceased,6,05/25/2022
389,73456.0,Recovered*,486,05/25/2022
390,73458.0,Active,1 to 4,05/25/2022
391,73458.0,Deceased,1 to 4,05/25/2022
392,73458.0,Recovered*,232,05/25/2022
393,73459.0,Deceased,1 to 4,05/25/2022
394,73459.0,Recovered*,377,05/25/2022
395,73460.0,Active,1 to 4,05/25/2022
396,73460.0,Deceased,29,05/25/2022
397,73460.0,Recovered*,1349,05/25/2022
398,73461.0,Active,1 to 4,05/25/2022
399,73461.0,Deceased,1 to 4,05/25/2022
400,73461.0,Recovered*,154,05/25/2022
401,73463.0,Active,1 to 4,05/25/2022
402,73463.0,Deceased,21,05/25/2022
403,73463.0,Recovered*,846,05/25/2022
404,73481.0,Deceased,1 to 4,05/25/2022
405,73481.0,Recovered*,209,05/25/2022
406,73487.0,Recovered*,23,05/25/2022
407,73491.0,Deceased,1 to 4,05/25/2022
408,73491.0,Recovered*,189,05/25/2022
409,73501.0,Active,5,05/25/2022
410,73501.0,Deceased,80,05/25/2022
411,73501.0,Recovered*,4217,05/25/2022
412,73503.0,Active,1 to 4,05/25/2022
413,73503.0,Deceased,1 to 4,05/25/2022
414,73503.0,Recovered*,5488,05/25/2022
415,73505.0,Active,22,05/25/2022
416,73505.0,Deceased,183,05/25/2022
417,73505.0,Recovered*,11709,05/25/2022
418,73507.0,Active,1 to 4,05/25/2022
419,73507.0,Deceased,64,05/25/2022
420,73507.0,Recovered*,4999,05/25/2022
421,73520.0,Deceased,1 to 4,05/25/2022
422,73520.0,Recovered*,15,05/25/2022
423,73521.0,Active,7,05/25/2022
424,73521.0,Deceased,91,05/25/2022
425,73521.0,Recovered*,5246,05/25/2022
426,73526.0,Active,1 to 4,05/25/2022
427,73526.0,Deceased,7,05/25/2022
428,73526.0,Recovered*,537,05/25/2022
429,73527.0,Active,1 to 4,05/25/2022
430,73527.0,Deceased,15,05/25/2022
431,73527.0,Recovered*,1526,05/25/2022
432,73528.0,Deceased,1 to 4,05/25/2022
433,73528.0,Recovered*,183,05/25/2022
434,73529.0,Deceased,26,05/25/2022
435,73529.0,Recovered*,1197,05/25/2022
436,73530.0,Deceased,1 to 4,05/25/2022
437,73530.0,Recovered*,60,05/25/2022
438,73531.0,Deceased,1 to 4,05/25/2022
439,73531.0,Recovered*,76,05/25/2022
440,73532.0,Deceased,1 to 4,05/25/2022
441,73532.0,Recovered*,144,05/25/2022
442,73533.0,Active,12,05/25/2022
443,73533.0,Deceased,128,05/25/2022
444,73533.0,Recovered*,7219,05/25/2022
445,73537.0,Deceased,1 to 4,05/25/2022
446,73537.0,Recovered*,92,05/25/2022
447,73538.0,Active,1 to 4,05/25/2022
448,73538.0,Deceased,19,05/25/2022
449,73538.0,Recovered*,1881,05/25/2022
450,73539.0,Recovered*,42,05/25/2022
451,73540.0,Active,1 to 4,05/25/2022
452,73540.0,Recovered*,108,05/25/2022
453,73541.0,Deceased,8,05/25/2022
454,73541.0,Recovered*,786,05/25/2022
455,73542.0,Deceased,24,05/25/2022
456,73542.0,Recovered*,886,05/25/2022
457,73543.0,Active,1 to 4,05/25/2022
458,73543.0,Deceased,5,05/25/2022
459,73543.0,Recovered*,453,05/25/2022
460,73544.0,Deceased,1 to 4,05/25/2022
461,73544.0,Recovered*,45,05/25/2022
462,73546.0,Deceased,1 to 4,05/25/2022
463,73546.0,Recovered*,221,05/25/2022
464,73547.0,Deceased,9,05/25/2022
465,73547.0,Recovered*,295,05/25/2022
466,73548.0,Deceased,1 to 4,05/25/2022
467,73548.0,Recovered*,107,05/25/2022
468,73549.0,Deceased,1 to 4,05/25/2022
469,73549.0,Recovered*,75,05/25/2022
470,73550.0,Active,1 to 4,05/25/2022
471,73550.0,Deceased,10,05/25/2022
472,73550.0,Recovered*,463,05/25/2022
473,73551.0,Deceased,1 to 4,05/25/2022
474,73551.0,Recovered*,1 to 4,05/25/2022
475,73552.0,Deceased,8,05/25/2022
476,73552.0,Recovered*,349,05/25/2022
477,73553.0,Recovered*,10,05/25/2022
478,73554.0,Deceased,25,05/25/2022
479,73554.0,Recovered*,851,05/25/2022
480,73555.0,Recovered*,36,05/25/2022
481,73556.0,Active,1 to 4,05/25/2022
482,73556.0,Deceased,1 to 4,05/25/2022
483,73556.0,Recovered*,50,05/25/2022
484,73557.0,Deceased,1 to 4,05/25/2022
485,73557.0,Recovered*,67,05/25/2022
486,73559.0,Deceased,1 to 4,05/25/2022
487,73559.0,Recovered*,98,05/25/2022
488,73560.0,Recovered*,184,05/25/2022
489,73562.0,Active,1 to 4,05/25/2022
490,73562.0,Deceased,1 to 4,05/25/2022
491,73562.0,Recovered*,134,05/25/2022
492,73564.0,Deceased,1 to 4,05/25/2022
493,73564.0,Recovered*,116,05/25/2022
494,73565.0,Deceased,1 to 4,05/25/2022
495,73565.0,Recovered*,199,05/25/2022
496,73566.0,Deceased,17,05/25/2022
497,73566.0,Recovered*,380,05/25/2022
498,73567.0,Deceased,1 to 4,05/25/2022
499,73567.0,Recovered*,179,05/25/2022
500,73568.0,Deceased,13,05/25/2022
501,73568.0,Recovered*,340,05/25/2022
502,73569.0,Deceased,1 to 4,05/25/2022
503,73569.0,Recovered*,100,05/25/2022
504,73570.0,Active,1 to 4,05/25/2022
505,73570.0,Deceased,8,05/25/2022
506,73570.0,Recovered*,257,05/25/2022
507,73571.0,Recovered*,6,05/25/2022
508,73572.0,Deceased,14,05/25/2022
509,73572.0,Recovered*,888,05/25/2022
510,73573.0,Active,1 to 4,05/25/2022
511,73573.0,Deceased,14,05/25/2022
512,73573.0,Recovered*,530,05/25/2022
513,73601.0,Active,5,05/25/2022
514,73601.0,Deceased,94,05/25/2022
515,73601.0,Recovered*,3274,05/25/2022
516,73620.0,Active,1 to 4,05/25/2022
517,73620.0,Deceased,5,05/25/2022
518,73620.0,Recovered*,303,05/25/2022
519,73622.0,Deceased,1 to 4,05/25/2022
520,73622.0,Recovered*,67,05/25/2022
521,73624.0,Deceased,7,05/25/2022
522,73624.0,Recovered*,346,05/25/2022
523,73625.0,Deceased,1 to 4,05/25/2022
524,73625.0,Recovered*,99,05/25/2022
525,73626.0,Active,1 to 4,05/25/2022
526,73626.0,Deceased,1 to 4,05/25/2022
527,73626.0,Recovered*,290,05/25/2022
528,73627.0,Deceased,1 to 4,05/25/2022
529,73627.0,Recovered*,117,05/25/2022
530,73628.0,Deceased,5,05/25/2022
531,73628.0,Recovered*,421,05/25/2022
532,73632.0,Active,1 to 4,05/25/2022
533,73632.0,Deceased,16,05/25/2022
534,73632.0,Recovered*,877,05/25/2022
535,73638.0,Recovered*,38,05/25/2022
536,73639.0,Deceased,7,05/25/2022
537,73639.0,Recovered*,158,05/25/2022
538,73641.0,Deceased,7,05/25/2022
539,73641.0,Recovered*,137,05/25/2022
540,73642.0,Deceased,1 to 4,05/25/2022
541,73642.0,Recovered*,26,05/25/2022
542,73644.0,Active,8,05/25/2022
543,73644.0,Deceased,60,05/25/2022
544,73644.0,Recovered*,3629,05/25/2022
545,73645.0,Active,1 to 4,05/25/2022
546,73645.0,Deceased,1 to 4,05/25/2022
547,73645.0,Recovered*,301,05/25/2022
548,73646.0,Deceased,1 to 4,05/25/2022
549,73646.0,Recovered*,87,05/25/2022
550,73647.0,Deceased,1 to 4,05/25/2022
551,73647.0,Recovered*,256,05/25/2022
552,73650.0,Deceased,1 to 4,05/25/2022
553,73650.0,Recovered*,253,05/25/2022
554,73651.0,Deceased,24,05/25/2022
555,73651.0,Recovered*,903,05/25/2022
556,73654.0,Deceased,8,05/25/2022
557,73654.0,Recovered*,197,05/25/2022
558,73655.0,Recovered*,134,05/25/2022
559,73658.0,Deceased,1 to 4,05/25/2022
560,73658.0,Recovered*,53,05/25/2022
561,73659.0,Deceased,1 to 4,05/25/2022
562,73659.0,Recovered*,16,05/25/2022
563,73660.0,Deceased,1 to 4,05/25/2022
564,73660.0,Recovered*,126,05/25/2022
565,73661.0,Deceased,1 to 4,05/25/2022
566,73661.0,Recovered*,109,05/25/2022
567,73662.0,Active,1 to 4,05/25/2022
568,73662.0,Deceased,29,05/25/2022
569,73662.0,Recovered*,1498,05/25/2022
570,73663.0,Deceased,11,05/25/2022
571,73663.0,Recovered*,321,05/25/2022
572,73664.0,Deceased,6,05/25/2022
573,73664.0,Recovered*,266,05/25/2022
574,73666.0,Deceased,1 to 4,05/25/2022
575,73666.0,Recovered*,66,05/25/2022
576,73667.0,Deceased,1 to 4,05/25/2022
577,73667.0,Recovered*,91,05/25/2022
578,73669.0,Deceased,9,05/25/2022
579,73669.0,Recovered*,370,05/25/2022
580,73673.0,Recovered*,70,05/25/2022
581,73701.0,Active,12,05/25/2022
582,73701.0,Deceased,138,05/25/2022
583,73701.0,Recovered*,5901,05/25/2022
584,73703.0,Active,27,05/25/2022
585,73703.0,Deceased,129,05/25/2022
586,73703.0,Recovered*,7205,05/25/2022
587,73705.0,Recovered*,51,05/25/2022
588,73716.0,Deceased,1 to 4,05/25/2022
589,73716.0,Recovered*,122,05/25/2022
590,73717.0,Active,1 to 4,05/25/2022
591,73717.0,Deceased,32,05/25/2022
592,73717.0,Recovered*,1918,05/25/2022
593,73718.0,Recovered*,124,05/25/2022
594,73719.0,Recovered*,30,05/25/2022
595,73720.0,Recovered*,46,05/25/2022
596,73722.0,Deceased,1 to 4,05/25/2022
597,73722.0,Recovered*,66,05/25/2022
598,73724.0,Deceased,6,05/25/2022
599,73724.0,Recovered*,339,05/25/2022
600,73726.0,Deceased,1 to 4,05/25/2022
601,73726.0,Recovered*,91,05/25/2022
602,73727.0,Recovered*,50,05/25/2022
603,73728.0,Deceased,1 to 4,05/25/2022
604,73728.0,Recovered*,444,05/25/2022
605,73729.0,Deceased,1 to 4,05/25/2022
606,73729.0,Recovered*,157,05/25/2022
607,73730.0,Deceased,1 to 4,05/25/2022
608,73730.0,Recovered*,130,05/25/2022
609,73731.0,Recovered*,48,05/25/2022
610,73733.0,Deceased,1 to 4,05/25/2022
611,73733.0,Recovered*,46,05/25/2022
612,73734.0,Active,1 to 4,05/25/2022
613,73734.0,Deceased,1 to 4,05/25/2022
614,73734.0,Recovered*,197,05/25/2022
615,73735.0,Deceased,1 to 4,05/25/2022
616,73735.0,Recovered*,155,05/25/2022
617,73736.0,Deceased,1 to 4,05/25/2022
618,73736.0,Recovered*,92,05/25/2022
619,73737.0,Active,1 to 4,05/25/2022
620,73737.0,Deceased,27,05/25/2022
621,73737.0,Recovered*,1019,05/25/2022
622,73738.0,Deceased,1 to 4,05/25/2022
623,73738.0,Recovered*,267,05/25/2022
624,73739.0,Deceased,1 to 4,05/25/2022
625,73739.0,Recovered*,82,05/25/2022
626,73741.0,Deceased,1 to 4,05/25/2022
627,73741.0,Recovered*,807,05/25/2022
628,73742.0,Active,1 to 4,05/25/2022
629,73742.0,Deceased,22,05/25/2022
630,73742.0,Recovered*,1241,05/25/2022
631,73743.0,Recovered*,38,05/25/2022
632,73744.0,Recovered*,58,05/25/2022
