,zip,status,Number,rpt_date
0,,Active,117,09/21/2022
1,,Deceased,186,09/21/2022
2,,Recovered*,13838,09/21/2022
3,73002.0,Active,1 to 4,09/21/2022
4,73002.0,Deceased,8,09/21/2022
5,73002.0,Recovered*,298,09/21/2022
6,73003.0,Active,52,09/21/2022
7,73003.0,Deceased,53,09/21/2022
8,73003.0,Recovered*,6373,09/21/2022
9,73004.0,Active,1 to 4,09/21/2022
10,73004.0,Deceased,8,09/21/2022
11,73004.0,Recovered*,264,09/21/2022
12,73005.0,Active,38,09/21/2022
13,73005.0,Deceased,62,09/21/2022
14,73005.0,Recovered*,3425,09/21/2022
15,73006.0,Active,7,09/21/2022
16,73006.0,Deceased,12,09/21/2022
17,73006.0,Recovered*,1143,09/21/2022
18,73007.0,Active,6,09/21/2022
19,73007.0,Deceased,1 to 4,09/21/2022
20,73007.0,Recovered*,901,09/21/2022
21,73008.0,Active,27,09/21/2022
22,73008.0,Deceased,73,09/21/2022
23,73008.0,Recovered*,5433,09/21/2022
24,73009.0,Active,6,09/21/2022
25,73009.0,Deceased,16,09/21/2022
26,73009.0,Recovered*,431,09/21/2022
27,73010.0,Active,48,09/21/2022
28,73010.0,Deceased,70,09/21/2022
29,73010.0,Recovered*,6253,09/21/2022
30,73011.0,Active,1 to 4,09/21/2022
31,73011.0,Deceased,1 to 4,09/21/2022
32,73011.0,Recovered*,95,09/21/2022
33,73012.0,Active,105,09/21/2022
34,73012.0,Deceased,66,09/21/2022
35,73012.0,Recovered*,11516,09/21/2022
36,73013.0,Active,152,09/21/2022
37,73013.0,Deceased,133,09/21/2022
38,73013.0,Recovered*,16112,09/21/2022
39,73014.0,Active,1 to 4,09/21/2022
40,73014.0,Deceased,5,09/21/2022
41,73014.0,Recovered*,401,09/21/2022
42,73015.0,Active,6,09/21/2022
43,73015.0,Deceased,36,09/21/2022
44,73015.0,Recovered*,1006,09/21/2022
45,73016.0,Active,8,09/21/2022
46,73016.0,Deceased,5,09/21/2022
47,73016.0,Recovered*,572,09/21/2022
48,73017.0,Active,5,09/21/2022
49,73017.0,Deceased,1 to 4,09/21/2022
50,73017.0,Recovered*,513,09/21/2022
51,73018.0,Active,45,09/21/2022
52,73018.0,Deceased,121,09/21/2022
53,73018.0,Recovered*,5773,09/21/2022
54,73019.0,Active,1 to 4,09/21/2022
55,73019.0,Recovered*,83,09/21/2022
56,73020.0,Active,64,09/21/2022
57,73020.0,Deceased,79,09/21/2022
58,73020.0,Recovered*,6479,09/21/2022
59,73021.0,Deceased,1 to 4,09/21/2022
60,73021.0,Recovered*,88,09/21/2022
61,73024.0,Active,5,09/21/2022
62,73024.0,Deceased,9,09/21/2022
63,73024.0,Recovered*,168,09/21/2022
64,73025.0,Active,39,09/21/2022
65,73025.0,Deceased,27,09/21/2022
66,73025.0,Recovered*,4182,09/21/2022
67,73026.0,Active,28,09/21/2022
68,73026.0,Deceased,30,09/21/2022
69,73026.0,Recovered*,3399,09/21/2022
70,73027.0,Deceased,1 to 4,09/21/2022
71,73027.0,Recovered*,245,09/21/2022
72,73028.0,Active,6,09/21/2022
