,City,status,Number,rpt_date
59,Ardmore,Active,161,09/21/2022
60,Ardmore,Deceased,170,09/21/2022
61,Ardmore,Recovered*,12824,09/21/2022
62,Arkoma,Active,1 to 4,09/21/2022
63,Arkoma,Deceased,1 to 4,09/21/2022
64,Arkoma,Recovered*,415,09/21/2022
65,Arnett,Active,1 to 4,09/21/2022
66,Arnett,Deceased,1 to 4,09/21/2022
67,Arnett,Recovered*,163,09/21/2022
68,Asher,Active,1 to 4,09/21/2022
69,Asher,Deceased,7,09/21/2022
70,Asher,Recovered*,329,09/21/2022
71,Atoka,Active,9,09/21/2022
72,Atoka,Deceased,41,09/21/2022
73,Atoka,Recovered*,3247,09/21/2022
74,Atwood,Deceased,1 to 4,09/21/2022
75,Atwood,Recovered*,82,09/21/2022
76,Avant,Deceased,1 to 4,09/21/2022
77,Avant,Recovered*,71,09/21/2022
78,Barnsdall,Active,1 to 4,09/21/2022
79,Barnsdall,Deceased,12,09/21/2022
80,Barnsdall,Recovered*,615,09/21/2022
81,Bartlesville,Active,112,09/21/2022
82,Bartlesville,Deceased,211,09/21/2022
83,Bartlesville,Recovered*,10937,09/21/2022
84,Bearden,Recovered*,1 to 4,09/21/2022
85,Beaver,Active,10,09/21/2022
86,Beaver,Deceased,7,09/21/2022
87,Beaver,Recovered*,537,09/21/2022
88,Beggs,Active,10,09/21/2022
89,Beggs,Deceased,13,09/21/2022
90,Beggs,Recovered*,1295,09/21/2022
91,Bennington,Active,1 to 4,09/21/2022
92,Bennington,Deceased,6,09/21/2022
93,Bennington,Recovered*,428,09/21/2022
94,Bernice,Deceased,1 to 4,09/21/2022
95,Bernice,Recovered*,132,09/21/2022
96,Bessie,Deceased,1 to 4,09/21/2022
97,Bessie,Recovered*,70,09/21/2022
98,Bethany,Active,27,09/21/2022
99,Bethany,Deceased,72,09/21/2022
100,Bethany,Recovered*,5511,09/21/2022
101,Bethel Acres,Recovered*,11,09/21/2022
102,Big Cabin,Active,8,09/21/2022
103,Big Cabin,Deceased,8,09/21/2022
104,Big Cabin,Recovered*,564,09/21/2022
105,Billings,Active,1 to 4,09/21/2022
106,Billings,Deceased,5,09/21/2022
107,Billings,Recovered*,309,09/21/2022
108,Binger,Active,1 to 4,09/21/2022
109,Binger,Deceased,17,09/21/2022
110,Binger,Recovered*,397,09/21/2022
111,Bixby,Active,98,09/21/2022
112,Bixby,Deceased,77,09/21/2022
113,Bixby,Recovered*,9850,09/21/2022
114,Blackburn,Recovered*,13,09/21/2022
115,Blackwell,Active,11,09/21/2022
116,Blackwell,Deceased,43,09/21/2022
117,Blackwell,Recovered*,1704,09/21/2022
118,Blair,Active,1 to 4,09/21/2022
119,Blair,Deceased,8,09/21/2022
120,Blair,Recovered*,625,09/21/2022
121,Blanchard,Active,49,09/21/2022
122,Blanchard,Deceased,70,09/21/2022
123,Blanchard,Recovered*,6250,09/21/2022
124,Bluejacket,Deceased,1 to 4,09/21/2022
125,Bluejacket,Recovered*,373,09/21/2022
126,Boise City,Active,1 to 4,09/21/2022
127,Boise City,Deceased,5,09/21/2022
128,Boise City,Recovered*,460,09/21/2022
129,Bokchito,Active,6,09/21/2022
130,Bokchito,Deceased,1 to 4,09/21/2022
131,Bokchito,Recovered*,635,09/21/2022
132,Bokoshe,Active,1 to 4,09/21/2022
133,Bokoshe,Deceased,5,09/21/2022
134,Bokoshe,Recovered*,588,09/21/2022
135,Boley,Active,1 to 4,09/21/2022
136,Boley,Deceased,11,09/21/2022
137,Boley,Recovered*,643,09/21/2022
138,Boswell,Active,1 to 4,09/21/2022
139,Boswell,Deceased,6,09/21/2022
140,Boswell,Recovered*,689,09/21/2022
141,Bowlegs,Active,1 to 4,09/21/2022
142,Bowlegs,Deceased,1 to 4,09/21/2022
143,Bowlegs,Recovered*,39,09/21/2022
144,Boynton,Active,1 to 4,09/21/2022
145,Boynton,Deceased,1 to 4,09/21/2022
146,Boynton,Recovered*,170,09/21/2022
147,Bradley,Active,1 to 4,09/21/2022
148,Bradley,Deceased,1 to 4,09/21/2022
149,Bradley,Recovered*,90,09/21/2022
150,Braggs,Active,1 to 4,09/21/2022
151,Braggs,Deceased,5,09/21/2022
152,Braggs,Recovered*,279,09/21/2022
153,Braman,Deceased,1 to 4,09/21/2022
154,Braman,Recovered*,85,09/21/2022
155,Bray,Recovered*,5,09/21/2022
156,Bridge Creek,Recovered*,5,09/21/2022
157,Bridgeport,Recovered*,1 to 4,09/21/2022
158,Bristow,Active,17,09/21/2022
159,Bristow,Deceased,60,09/21/2022
160,Bristow,Recovered*,2554,09/21/2022
161,Broken Arrow,Active,448,09/21/2022
162,Broken Arrow,Deceased,433,09/21/2022
163,Broken Arrow,Recovered*,43098,09/21/2022
164,Broken Bow,Active,26,09/21/2022
165,Broken Bow,Deceased,64,09/21/2022
166,Broken Bow,Recovered*,2885,09/21/2022
167,Bromide,Deceased,1 to 4,09/21/2022
168,Bromide,Recovered*,60,09/21/2022
169,Buffalo,Active,5,09/21/2022
170,Buffalo,Deceased,8,09/21/2022
171,Buffalo,Recovered*,293,09/21/2022
172,Burbank,Active,1 to 4,09/21/2022
173,Burbank,Deceased,1 to 4,09/21/2022
174,Burbank,Recovered*,116,09/21/2022
175,Burlington,Active,1 to 4,09/21/2022
176,Burlington,Deceased,1 to 4,09/21/2022
177,Burlington,Recovered*,62,09/21/2022
178,Burns Flat,Active,1 to 4,09/21/2022
179,Burns Flat,Deceased,7,09/21/2022
180,Burns Flat,Recovered*,380,09/21/2022
181,Butler,Active,1 to 4,09/21/2022
182,Butler,Deceased,1 to 4,09/21/2022
183,Butler,Recovered*,110,09/21/2022
184,Byars,Active,1 to 4,09/21/2022
185,Byars,Deceased,1 to 4,09/21/2022
186,Byars,Recovered*,249,09/21/2022
187,Byng,Recovered*,8,09/21/2022
188,Byron,Recovered*,7,09/21/2022
189,Cache,Active,7,09/21/2022
190,Cache,Deceased,15,09/21/2022
191,Cache,Recovered*,1721,09/21/2022
192,Caddo,Active,7,09/21/2022
193,Caddo,Deceased,6,09/21/2022
194,Caddo,Recovered*,826,09/21/2022
195,Calera,Active,21,09/21/2022
196,Calera,Deceased,19,09/21/2022
197,Calera,Recovered*,1956,09/21/2022
198,Calumet,Active,1 to 4,09/21/2022
199,Calumet,Deceased,5,09/21/2022
200,Calumet,Recovered*,379,09/21/2022
201,Calvin,Active,1 to 4,09/21/2022
202,Calvin,Deceased,1 to 4,09/21/2022
203,Calvin,Recovered*,181,09/21/2022
204,Camargo,Active,1 to 4,09/21/2022
205,Camargo,Deceased,1 to 4,09/21/2022
206,Camargo,Recovered*,52,09/21/2022
207,Cameron,Active,6,09/21/2022
208,Cameron,Deceased,1 to 4,09/21/2022
209,Cameron,Recovered*,595,09/21/2022
210,Canadian,Active,1 to 4,09/21/2022
211,Canadian,Deceased,1 to 4,09/21/2022
212,Canadian,Recovered*,238,09/21/2022
213,Caney,Active,1 to 4,09/21/2022
214,Caney,Deceased,1 to 4,09/21/2022
215,Caney,Recovered*,264,09/21/2022
216,Canton,Active,1 to 4,09/21/2022
217,Canton,Deceased,6,09/21/2022
218,Canton,Recovered*,361,09/21/2022
219,Canute,Active,1 to 4,09/21/2022
220,Canute,Deceased,1 to 4,09/21/2022
221,Canute,Recovered*,333,09/21/2022
222,Carlton Landing,Recovered*,1 to 4,09/21/2022
223,Carmen,Active,1 to 4,09/21/2022
224,Carmen,Deceased,1 to 4,09/21/2022
225,Carmen,Recovered*,98,09/21/2022
226,Carnegie,Active,6,09/21/2022
227,Carnegie,Deceased,35,09/21/2022
228,Carnegie,Recovered*,1005,09/21/2022
229,Carney,Deceased,1 to 4,09/21/2022
230,Carney,Recovered*,227,09/21/2022
231,Carrier,Recovered*,55,09/21/2022
232,Carter,Active,1 to 4,09/21/2022
233,Carter,Deceased,1 to 4,09/21/2022
234,Carter,Recovered*,127,09/21/2022
235,Cashion,Active,8,09/21/2022
236,Cashion,Deceased,1 to 4,09/21/2022
237,Cashion,Recovered*,555,09/21/2022
238,Castle,Active,1 to 4,09/21/2022
239,Castle,Deceased,1 to 4,09/21/2022
240,Castle,Recovered*,158,09/21/2022
241,Catoosa,Active,36,09/21/2022
242,Catoosa,Deceased,30,09/21/2022
243,Catoosa,Recovered*,2305,09/21/2022
244,Cement,Active,5,09/21/2022
245,Cement,Deceased,1 to 4,09/21/2022
246,Cement,Recovered*,498,09/21/2022
247,Centrahoma,Active,1 to 4,09/21/2022
248,Centrahoma,Deceased,1 to 4,09/21/2022
249,Centrahoma,Recovered*,90,09/21/2022
250,Central High,Recovered*,1 to 4,09/21/2022
251,Chandler,Active,13,09/21/2022
252,Chandler,Deceased,34,09/21/2022
253,Chandler,Recovered*,1944,09/21/2022
254,Chattanooga,Active,1 to 4,09/21/2022
255,Chattanooga,Deceased,1 to 4,09/21/2022
256,Chattanooga,Recovered*,194,09/21/2022
257,Checotah,Active,20,09/21/2022
258,Checotah,Deceased,55,09/21/2022
259,Checotah,Recovered*,1960,09/21/2022
260,Chelsea,Active,12,09/21/2022
261,Chelsea,Deceased,33,09/21/2022
262,Chelsea,Recovered*,1695,09/21/2022
263,Cherokee,Active,13,09/21/2022
264,Cherokee,Deceased,1 to 4,09/21/2022
265,Cherokee,Recovered*,472,09/21/2022
266,Cheyenne,Active,1 to 4,09/21/2022
267,Cheyenne,Deceased,6,09/21/2022
268,Cheyenne,Recovered*,462,09/21/2022
269,Chickasha,Active,44,09/21/2022
270,Chickasha,Deceased,128,09/21/2022
271,Chickasha,Recovered*,5937,09/21/2022
272,Choctaw,Active,64,09/21/2022
273,Choctaw,Deceased,79,09/21/2022
274,Choctaw,Recovered*,6494,09/21/2022
275,Chouteau,Active,9,09/21/2022
276,Chouteau,Deceased,36,09/21/2022
277,Chouteau,Recovered*,1299,09/21/2022
278,Claremore,Active,174,09/21/2022
279,Claremore,Deceased,242,09/21/2022
280,Claremore,Recovered*,15603,09/21/2022
281,Clayton,Active,1 to 4,09/21/2022
282,Clayton,Deceased,6,09/21/2022
283,Clayton,Recovered*,484,09/21/2022
284,Clearview,Recovered*,1 to 4,09/21/2022
285,Cleo Springs,Active,1 to 4,09/21/2022
286,Cleo Springs,Deceased,1 to 4,09/21/2022
287,Cleo Springs,Recovered*,170,09/21/2022
288,Cleveland,Active,19,09/21/2022
289,Cleveland,Deceased,36,09/21/2022
290,Cleveland,Recovered*,2020,09/21/2022
291,Clinton,Active,30,09/21/2022
292,Clinton,Deceased,97,09/21/2022
293,Clinton,Recovered*,3686,09/21/2022
294,Coalgate,Active,20,09/21/2022
295,Coalgate,Deceased,18,09/21/2022
296,Coalgate,Recovered*,1393,09/21/2022
297,Colbert,Active,5,09/21/2022
298,Colbert,Deceased,12,09/21/2022
299,Colbert,Recovered*,830,09/21/2022
300,Colcord,Active,14,09/21/2022
301,Colcord,Deceased,14,09/21/2022
302,Colcord,Recovered*,1381,09/21/2022
303,Cole,Recovered*,1 to 4,09/21/2022
304,Collinsville,Active,58,09/21/2022
305,Collinsville,Deceased,82,09/21/2022
306,Collinsville,Recovered*,6320,09/21/2022
307,Colony,Deceased,1 to 4,09/21/2022
308,Colony,Recovered*,85,09/21/2022
309,Comanche,Active,8,09/21/2022
310,Comanche,Deceased,26,09/21/2022
311,Comanche,Recovered*,1297,09/21/2022
312,Commerce,Active,6,09/21/2022
313,Commerce,Deceased,14,09/21/2022
314,Commerce,Recovered*,854,09/21/2022
315,Copan,Active,5,09/21/2022
316,Copan,Deceased,9,09/21/2022
317,Copan,Recovered*,422,09/21/2022
318,Corn,Active,5,09/21/2022
319,Corn,Deceased,9,09/21/2022
320,Corn,Recovered*,163,09/21/2022
321,Cornish,Recovered*,1 to 4,09/21/2022
322,Council Hill,Active,1 to 4,09/21/2022
323,Council Hill,Deceased,6,09/21/2022
324,Council Hill,Recovered*,250,09/21/2022
325,Covington,Active,1 to 4,09/21/2022
326,Covington,Deceased,1 to 4,09/21/2022
327,Covington,Recovered*,144,09/21/2022
328,Coweta,Active,61,09/21/2022
329,Coweta,Deceased,71,09/21/2022
330,Coweta,Recovered*,5205,09/21/2022
331,Cowlington,Recovered*,8,09/21/2022
332,Coyle,Deceased,1 to 4,09/21/2022
333,Coyle,Recovered*,238,09/21/2022
334,Crescent,Active,6,09/21/2022
335,Crescent,Deceased,12,09/21/2022
336,Crescent,Recovered*,748,09/21/2022
337,Cromwell,Active,1 to 4,09/21/2022
338,Cromwell,Deceased,1 to 4,09/21/2022
339,Cromwell,Recovered*,60,09/21/2022
340,Crowder,Active,1 to 4,09/21/2022
341,Crowder,Recovered*,159,09/21/2022
342,Cushing,Active,25,09/21/2022
343,Cushing,Deceased,45,09/21/2022
344,Cushing,Recovered*,3276,09/21/2022
345,Custer City,Active,1 to 4,09/21/2022
346,Custer City,Deceased,7,09/21/2022
347,Custer City,Recovered*,172,09/21/2022
348,Cyril,Active,1 to 4,09/21/2022
349,Cyril,Deceased,6,09/21/2022
350,Cyril,Recovered*,459,09/21/2022
351,Dacoma,Active,1 to 4,09/21/2022
352,Dacoma,Recovered*,49,09/21/2022
353,Davenport,Active,1 to 4,09/21/2022
354,Davenport,Deceased,1 to 4,09/21/2022
355,Davenport,Recovered*,270,09/21/2022
356,Davidson,Deceased,1 to 4,09/21/2022
357,Davidson,Recovered*,61,09/21/2022
358,Davis,Active,15,09/21/2022
359,Davis,Deceased,22,09/21/2022
360,Davis,Recovered*,1668,09/21/2022
361,Deer Creek,Active,1 to 4,09/21/2022
362,Deer Creek,Deceased,1 to 4,09/21/2022
363,Deer Creek,Recovered*,82,09/21/2022
364,Del City,Active,44,09/21/2022
365,Del City,Deceased,52,09/21/2022
366,Del City,Recovered*,3134,09/21/2022
367,Delaware,Active,5,09/21/2022
368,Delaware,Deceased,5,09/21/2022
369,Delaware,Recovered*,304,09/21/2022
370,Delaware County,Recovered*,1 to 4,09/21/2022
371,Depew,Active,5,09/21/2022
372,Depew,Deceased,9,09/21/2022
373,Depew,Recovered*,414,09/21/2022
374,Devol,Active,1 to 4,09/21/2022
375,Devol,Deceased,1 to 4,09/21/2022
376,Devol,Recovered*,77,09/21/2022
377,Dewar,Active,1 to 4,09/21/2022
378,Dewar,Deceased,1 to 4,09/21/2022
379,Dewar,Recovered*,207,09/21/2022
380,Dewey,Active,8,09/21/2022
381,Dewey,Deceased,27,09/21/2022
382,Dewey,Recovered*,1382,09/21/2022
383,Dibble,Recovered*,59,09/21/2022
384,Dickson,Recovered*,5,09/21/2022
385,Dill City,Active,1 to 4,09/21/2022
386,Dill City,Deceased,7,09/21/2022
387,Dill City,Recovered*,155,09/21/2022
388,Disney,Active,1 to 4,09/21/2022
389,Disney,Deceased,1 to 4,09/21/2022
390,Disney,Recovered*,134,09/21/2022
391,Dougherty,Deceased,1 to 4,09/21/2022
392,Dougherty,Recovered*,54,09/21/2022
393,Douglas,Deceased,1 to 4,09/21/2022
394,Douglas,Recovered*,47,09/21/2022
395,Dover,Deceased,1 to 4,09/21/2022
396,Dover,Recovered*,216,09/21/2022
397,Drummond,Active,1 to 4,09/21/2022
398,Drummond,Deceased,1 to 4,09/21/2022
399,Drummond,Recovered*,170,09/21/2022
400,Drumright,Active,15,09/21/2022
401,Drumright,Deceased,18,09/21/2022
402,Drumright,Recovered*,933,09/21/2022
403,Duncan,Active,47,09/21/2022
404,Duncan,Deceased,135,09/21/2022
405,Duncan,Recovered*,7980,09/21/2022
406,Durant,Active,90,09/21/2022
407,Durant,Deceased,82,09/21/2022
408,Durant,Recovered*,9079,09/21/2022
409,Dustin,Active,1 to 4,09/21/2022
410,Dustin,Deceased,8,09/21/2022
411,Dustin,Recovered*,173,09/21/2022
412,Eakly,Active,1 to 4,09/21/2022
413,Eakly,Deceased,1 to 4,09/21/2022
414,Eakly,Recovered*,91,09/21/2022
415,Earlsboro,Active,5,09/21/2022
416,Earlsboro,Deceased,9,09/21/2022
417,Earlsboro,Recovered*,672,09/21/2022
418,East Duke,Recovered*,1 to 4,09/21/2022
419,Edmond,Active,451,09/21/2022
420,Edmond,Deceased,375,09/21/2022
421,Edmond,Recovered*,51109,09/21/2022
422,El Reno,Active,33,09/21/2022
423,El Reno,Deceased,78,09/21/2022
424,El Reno,Recovered*,5650,09/21/2022
425,Eldorado,Deceased,1 to 4,09/21/2022
426,Eldorado,Recovered*,97,09/21/2022
427,Elgin,Active,6,09/21/2022
428,Elgin,Deceased,18,09/21/2022
429,Elgin,Recovered*,2037,09/21/2022
430,Elk City,Active,35,09/21/2022
431,Elk City,Deceased,69,09/21/2022
432,Elk City,Recovered*,4333,09/21/2022
433,Elmer,Recovered*,46,09/21/2022
434,Elmore City,Active,12,09/21/2022
435,Elmore City,Deceased,10,09/21/2022
436,Elmore City,Recovered*,729,09/21/2022
437,Enid,Active,157,09/21/2022
438,Enid,Deceased,275,09/21/2022
439,Enid,Recovered*,14741,09/21/2022
440,Erick,Deceased,1 to 4,09/21/2022
441,Erick,Recovered*,321,09/21/2022
442,Etowah,Recovered*,1 to 4,09/21/2022
443,Eufaula,Active,15,09/21/2022
444,Eufaula,Deceased,71,09/21/2022
445,Eufaula,Recovered*,2426,09/21/2022
446,Fair Oaks,Recovered*,1 to 4,09/21/2022
447,Fairfax,Active,9,09/21/2022
448,Fairfax,Deceased,15,09/21/2022
449,Fairfax,Recovered*,537,09/21/2022
450,Fairland,Active,5,09/21/2022
451,Fairland,Deceased,11,09/21/2022
452,Fairland,Recovered*,901,09/21/2022
453,Fairmont,Deceased,1 to 4,09/21/2022
454,Fairmont,Recovered*,96,09/21/2022
455,Fairview,Active,19,09/21/2022
456,Fairview,Deceased,27,09/21/2022
457,Fairview,Recovered*,1139,09/21/2022
458,Fanshawe,Recovered*,27,09/21/2022
459,Fargo,Active,1 to 4,09/21/2022
460,Fargo,Deceased,1 to 4,09/21/2022
461,Fargo,Recovered*,143,09/21/2022
462,Faxon,Active,1 to 4,09/21/2022
463,Faxon,Recovered*,121,09/21/2022
464,Fitzhugh,Active,1 to 4,09/21/2022
465,Fitzhugh,Recovered*,80,09/21/2022
466,Fletcher,Active,1 to 4,09/21/2022
467,Fletcher,Deceased,8,09/21/2022
468,Fletcher,Recovered*,853,09/21/2022
469,Foraker,Recovered*,1 to 4,09/21/2022
470,Forest Park,Active,1 to 4,09/21/2022
471,Forest Park,Recovered*,42,09/21/2022
472,Forgan,Deceased,1 to 4,09/21/2022
473,Forgan,Recovered*,152,09/21/2022
474,Fort Cobb,Active,1 to 4,09/21/2022
475,Fort Cobb,Deceased,8,09/21/2022
476,Fort Cobb,Recovered*,517,09/21/2022
477,Fort Coffee,Recovered*,1 to 4,09/21/2022
478,Fort Gibson,Active,12,09/21/2022
479,Fort Gibson,Deceased,35,09/21/2022
480,Fort Gibson,Recovered*,2835,09/21/2022
481,Fort Supply,Deceased,1 to 4,09/21/2022
482,Fort Supply,Recovered*,967,09/21/2022
483,Fort Towson,Active,1 to 4,09/21/2022
484,Fort Towson,Deceased,8,09/21/2022
485,Fort Towson,Recovered*,381,09/21/2022
486,Foss,Active,1 to 4,09/21/2022
487,Foss,Deceased,1 to 4,09/21/2022
488,Foss,Recovered*,305,09/21/2022
489,Foster,Active,1 to 4,09/21/2022
490,Foster,Recovered*,146,09/21/2022
491,Foyil,Active,1 to 4,09/21/2022
492,Foyil,Deceased,1 to 4,09/21/2022
493,Foyil,Recovered*,63,09/21/2022
494,Francis,Active,1 to 4,09/21/2022
495,Francis,Deceased,1 to 4,09/21/2022
496,Francis,Recovered*,122,09/21/2022
497,Frederick,Active,1 to 4,09/21/2022
498,Frederick,Deceased,24,09/21/2022
499,Frederick,Recovered*,974,09/21/2022
500,Freedom,Active,1 to 4,09/21/2022
501,Freedom,Deceased,1 to 4,09/21/2022
502,Freedom,Recovered*,96,09/21/2022
503,Gage,Active,1 to 4,09/21/2022
504,Gage,Deceased,1 to 4,09/21/2022
505,Gage,Recovered*,141,09/21/2022
506,Gans,Active,1 to 4,09/21/2022
507,Gans,Deceased,1 to 4,09/21/2022
508,Gans,Recovered*,295,09/21/2022
509,Garber,Active,1 to 4,09/21/2022
510,Garber,Deceased,1 to 4,09/21/2022
511,Garber,Recovered*,284,09/21/2022
512,Garvin,Active,7,09/21/2022
513,Garvin,Deceased,1 to 4,09/21/2022
514,Garvin,Recovered*,291,09/21/2022
515,Gate,Recovered*,40,09/21/2022
516,Geary,Active,1 to 4,09/21/2022
517,Geary,Deceased,10,09/21/2022
518,Geary,Recovered*,437,09/21/2022
519,Gene Autry,Recovered*,29,09/21/2022
520,Geronimo,Active,5,09/21/2022
521,Geronimo,Deceased,6,09/21/2022
522,Geronimo,Recovered*,501,09/21/2022
523,Glencoe,Active,6,09/21/2022
524,Glencoe,Deceased,6,09/21/2022
525,Glencoe,Recovered*,497,09/21/2022
526,Glenpool,Active,30,09/21/2022
527,Glenpool,Deceased,54,09/21/2022
528,Glenpool,Recovered*,4407,09/21/2022
529,Goldsby,Active,1 to 4,09/21/2022
530,Goldsby,Deceased,1 to 4,09/21/2022
531,Goldsby,Recovered*,240,09/21/2022
532,Goltry,Deceased,1 to 4,09/21/2022
533,Goltry,Recovered*,90,09/21/2022
534,Goodwell,Deceased,1 to 4,09/21/2022
535,Goodwell,Recovered*,292,09/21/2022
536,Gore,Active,1 to 4,09/21/2022
537,Gore,Deceased,13,09/21/2022
538,Gore,Recovered*,900,09/21/2022
539,Gotebo,Active,1 to 4,09/21/2022
540,Gotebo,Deceased,1 to 4,09/21/2022
541,Gotebo,Recovered*,68,09/21/2022
542,Gould,Deceased,1 to 4,09/21/2022
543,Gould,Recovered*,52,09/21/2022
544,Gracemont,Active,7,09/21/2022
545,Gracemont,Deceased,7,09/21/2022
546,Gracemont,Recovered*,311,09/21/2022
547,Grand Lake Towne,Recovered*,1 to 4,09/21/2022
548,Grandfield,Active,1 to 4,09/21/2022
549,Grandfield,Deceased,1 to 4,09/21/2022
550,Grandfield,Recovered*,239,09/21/2022
551,Granite,Active,1 to 4,09/21/2022
552,Granite,Deceased,9,09/21/2022
553,Granite,Recovered*,323,09/21/2022
554,Grayson,Recovered*,1 to 4,09/21/2022
555,Greenfield,Deceased,1 to 4,09/21/2022
556,Greenfield,Recovered*,36,09/21/2022
557,Grove,Active,39,09/21/2022
558,Grove,Deceased,101,09/21/2022
559,Grove,Recovered*,4194,09/21/2022
560,Guthrie,Active,67,09/21/2022
561,Guthrie,Deceased,111,09/21/2022
562,Guthrie,Recovered*,6674,09/21/2022
563,Guymon,Active,21,09/21/2022
564,Guymon,Deceased,54,09/21/2022
565,Guymon,Recovered*,4746,09/21/2022
566,Haileyville,Active,1 to 4,09/21/2022
567,Haileyville,Deceased,1 to 4,09/21/2022
568,Haileyville,Recovered*,189,09/21/2022
569,Hallett,Deceased,1 to 4,09/21/2022
570,Hallett,Recovered*,38,09/21/2022
571,Hammon,Active,1 to 4,09/21/2022
572,Hammon,Deceased,1 to 4,09/21/2022
573,Hammon,Recovered*,285,09/21/2022
574,Hanna,Active,1 to 4,09/21/2022
575,Hanna,Recovered*,85,09/21/2022
576,Hardesty,Recovered*,95,09/21/2022
577,Harrah,Active,26,09/21/2022
578,Harrah,Deceased,42,09/21/2022
579,Harrah,Recovered*,3622,09/21/2022
580,Hartshorne,Active,10,09/21/2022
581,Hartshorne,Deceased,25,09/21/2022
582,Hartshorne,Recovered*,890,09/21/2022
583,Haskell,Active,19,09/21/2022
584,Haskell,Deceased,21,09/21/2022
585,Haskell,Recovered*,1534,09/21/2022
586,Hastings,Deceased,1 to 4,09/21/2022
587,Hastings,Recovered*,111,09/21/2022
588,Haworth,Active,7,09/21/2022
589,Haworth,Deceased,7,09/21/2022
590,Haworth,Recovered*,526,09/21/2022
591,Headrick,Active,1 to 4,09/21/2022
592,Headrick,Deceased,1 to 4,09/21/2022
593,Headrick,Recovered*,77,09/21/2022
594,Healdton,Active,11,09/21/2022
595,Healdton,Deceased,26,09/21/2022
596,Healdton,Recovered*,830,09/21/2022
597,Heavener,Active,8,09/21/2022
598,Heavener,Deceased,14,09/21/2022
599,Heavener,Recovered*,1493,09/21/2022
600,Helena,Active,1 to 4,09/21/2022
601,Helena,Deceased,1 to 4,09/21/2022
602,Helena,Recovered*,813,09/21/2022
603,Hendrix,Active,1 to 4,09/21/2022
604,Hendrix,Recovered*,262,09/21/2022
605,Hennessey,Active,1 to 4,09/21/2022
606,Hennessey,Deceased,22,09/21/2022
607,Hennessey,Recovered*,1383,09/21/2022
608,Henryetta,Active,17,09/21/2022
609,Henryetta,Deceased,61,09/21/2022
610,Henryetta,Recovered*,2377,09/21/2022
611,Hillsdale,Recovered*,37,09/21/2022
612,Hinton,Active,6,09/21/2022
613,Hinton,Deceased,7,09/21/2022
614,Hinton,Recovered*,945,09/21/2022
615,Hitchcock,Recovered*,57,09/21/2022
616,Hitchita,Deceased,1 to 4,09/21/2022
617,Hitchita,Recovered*,32,09/21/2022
618,Hobart,Active,7,09/21/2022
619,Hobart,Deceased,24,09/21/2022
620,Hobart,Recovered*,982,09/21/2022
621,Hoffman,Recovered*,1 to 4,09/21/2022
622,Holdenville,Active,13,09/21/2022
623,Holdenville,Deceased,35,09/21/2022
624,Holdenville,Recovered*,1498,09/21/2022
625,Hollis,Active,5,09/21/2022
