,Town,Age Group,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
8762,Bridgeport,65+,Yes,15163.0,12995.0,85.7,11395.0,75.15,,,05/12/2021
8763,Bridgewater,15-44,No,372.0,234.0,62.9,154.0,41.4,,,05/12/2021
8764,Bridgewater,45-64,No,635.0,425.0,66.93,359.0,56.54,,,05/12/2021
8765,Bridgewater,65+,No,474.0,427.0,90.08,398.0,83.97,,,05/12/2021
8766,Bristol,15-44,Yes,23116.0,10333.0,44.7,6606.0,28.58,,,05/12/2021
8767,Bristol,45-64,Yes,17083.0,11471.0,67.15,9391.0,54.97,,,05/12/2021
8768,Bristol,65+,Yes,9960.0,9148.0,91.85,8354.0,83.88,,,05/12/2021
8769,Brookfield,15-44,No,5626.0,3185.0,56.61,2147.0,38.16,,,05/12/2021
8770,Brookfield,45-64,No,5665.0,4012.0,70.82,3348.0,59.1,,,05/12/2021
8771,Brookfield,65+,No,2746.0,2865.0,100.0,2649.0,96.47,,,05/12/2021
8772,Brooklyn,15-44,No,3144.0,1007.0,32.03,646.0,20.55,,,05/12/2021
8773,Brooklyn,45-64,No,2471.0,1380.0,55.85,1185.0,47.96,,,05/12/2021
8774,Brooklyn,65+,No,1310.0,1314.0,100.0,1251.0,95.5,,,05/12/2021
8775,Burlington,15-44,No,3099.0,1901.0,61.34,1387.0,44.76,,,05/12/2021
8776,Burlington,45-64,No,3389.0,2374.0,70.05,2046.0,60.37,,,05/12/2021
8777,Burlington,65+,No,1234.0,1415.0,100.0,1323.0,100.0,,,05/12/2021
8778,Canaan,15-44,No,347.0,239.0,68.88,156.0,44.96,,,05/12/2021
8779,Canaan,45-64,No,379.0,332.0,87.6,261.0,68.87,,,05/12/2021
8780,Canaan,65+,No,321.0,291.0,90.65,237.0,73.83,,,05/12/2021
8781,Canterbury,15-44,No,1746.0,641.0,36.71,415.0,23.77,,,05/12/2021
8782,Canterbury,45-64,No,1764.0,944.0,53.51,793.0,44.95,,,05/12/2021
8783,Canterbury,65+,No,734.0,787.0,100.0,718.0,97.82,,,05/12/2021
8784,Canton,15-44,No,3224.0,1915.0,59.4,1358.0,42.12,,,05/12/2021
8785,Canton,45-64,No,3472.0,2391.0,68.87,2066.0,59.5,,,05/12/2021
8786,Canton,65+,No,1844.0,1894.0,100.0,1801.0,97.67,,,05/12/2021
8787,Chaplin,15-44,No,777.0,296.0,38.1,200.0,25.74,,,05/12/2021
8788,Chaplin,45-64,No,825.0,432.0,52.36,362.0,43.88,,,05/12/2021
8789,Chaplin,65+,No,329.0,325.0,98.78,306.0,93.01,,,05/12/2021
8790,Cheshire,15-44,No,10378.0,6588.0,63.48,5023.0,48.4,,,05/12/2021
8791,Cheshire,45-64,No,9264.0,7016.0,75.73,6248.0,67.44,,,05/12/2021
8792,Cheshire,65+,No,4743.0,5092.0,100.0,4800.0,100.0,,,05/12/2021
8793,Chester,15-44,No,1188.0,684.0,57.58,495.0,41.67,,,05/12/2021
8794,Chester,45-64,No,1555.0,978.0,62.89,875.0,56.27,,,05/12/2021
8795,Chester,65+,No,1015.0,945.0,93.1,886.0,87.29,,,05/12/2021
8796,Clinton,15-44,No,4292.0,2511.0,58.5,1689.0,39.35,,,05/12/2021
8797,Clinton,45-64,No,4373.0,3174.0,72.58,2715.0,62.09,,,05/12/2021
8798,Clinton,65+,No,2391.0,2614.0,100.0,2450.0,100.0,,,05/12/2021
8799,Colchester,15-44,No,5920.0,3063.0,51.74,2183.0,36.88,,,05/12/2021
8800,Colchester,45-64,No,5117.0,3534.0,69.06,3079.0,60.17,,,05/12/2021
8801,Colchester,65+,No,2144.0,2278.0,100.0,2163.0,100.0,,,05/12/2021
8802,Colebrook,15-44,No,436.0,169.0,38.76,115.0,26.38,,,05/12/2021
8803,Colebrook,45-64,No,555.0,321.0,57.84,265.0,47.75,,,05/12/2021
8804,Colebrook,65+,No,261.0,277.0,100.0,251.0,96.17,,,05/12/2021
8805,Columbia,15-44,No,1727.0,857.0,49.62,635.0,36.77,,,05/12/2021
8806,Columbia,45-64,No,1863.0,1213.0,65.11,1049.0,56.31,,,05/12/2021
8807,Columbia,65+,No,1018.0,1032.0,100.0,975.0,95.78,,,05/12/2021
8808,Cornwall,15-44,No,323.0,192.0,59.44,116.0,35.91,,,05/12/2021
8809,Cornwall,45-64,No,553.0,379.0,68.54,300.0,54.25,,,05/12/2021
8810,Cornwall,65+,No,360.0,382.0,100.0,353.0,98.06,,,05/12/2021
8811,Coventry,15-44,No,4477.0,2249.0,50.23,1639.0,36.61,,,05/12/2021
8812,Coventry,45-64,No,4160.0,2733.0,65.7,2381.0,57.24,,,05/12/2021
8813,Coventry,65+,No,1674.0,1834.0,100.0,1720.0,100.0,,,05/12/2021
8814,Cromwell,15-44,No,5030.0,3146.0,62.54,2247.0,44.67,,,05/12/2021
8815,Cromwell,45-64,No,4301.0,3274.0,76.12,2863.0,66.57,,,05/12/2021
8816,Cromwell,65+,No,2499.0,2771.0,100.0,2581.0,100.0,,,05/12/2021
8817,Danbury,15-44,Yes,37157.0,15865.0,42.7,8289.0,22.31,,,05/12/2021
8818,Danbury,45-64,Yes,22092.0,15513.0,70.22,11777.0,53.31,,,05/12/2021
8819,Danbury,65+,Yes,9823.0,10152.0,100.0,9014.0,91.76,,,05/12/2021
8820,Darien,15-44,No,6841.0,5103.0,74.59,3445.0,50.36,,,05/12/2021
8821,Darien,45-64,No,6257.0,5731.0,91.59,4948.0,79.08,,,05/12/2021
8822,Darien,65+,No,2605.0,2638.0,100.0,2349.0,90.17,,,05/12/2021
8823,Deep River,15-44,No,1558.0,817.0,52.44,581.0,37.29,,,05/12/2021
8824,Deep River,45-64,No,1439.0,1107.0,76.93,964.0,66.99,,,05/12/2021
8825,Deep River,65+,No,848.0,901.0,100.0,842.0,99.29,,,05/12/2021
8826,Derby,15-44,Yes,5045.0,2315.0,45.89,1360.0,26.96,,,05/12/2021
8827,Derby,45-64,Yes,3559.0,2433.0,68.36,1818.0,51.08,,,05/12/2021
8828,Derby,65+,Yes,2052.0,1662.0,80.99,1477.0,71.98,,,05/12/2021
8829,Durham,15-44,No,2462.0,1444.0,58.65,1083.0,43.99,,,05/12/2021
8830,Durham,45-64,No,2482.0,1791.0,72.16,1577.0,63.54,,,05/12/2021
8831,Durham,65+,No,1099.0,1210.0,100.0,1145.0,100.0,,,05/12/2021
8832,East Granby,15-44,No,1766.0,1039.0,58.83,733.0,41.51,,,05/12/2021
8833,East Granby,45-64,No,1669.0,1209.0,72.44,1051.0,62.97,,,05/12/2021
8834,East Granby,65+,No,793.0,771.0,97.23,727.0,91.68,,,05/12/2021
8835,East Haddam,15-44,No,2955.0,1399.0,47.34,931.0,31.51,,,05/12/2021
8836,East Haddam,45-64,No,3322.0,1806.0,54.36,1460.0,43.95,,,05/12/2021
8837,East Haddam,65+,No,1470.0,1526.0,100.0,1272.0,86.53,,,05/12/2021
8838,East Hampton,15-44,No,4410.0,2302.0,52.2,1619.0,36.71,,,05/12/2021
8839,East Hampton,45-64,No,4432.0,2873.0,64.82,2469.0,55.71,,,05/12/2021
8840,East Hampton,65+,No,1852.0,1995.0,100.0,1888.0,100.0,,,05/12/2021
8841,East Hartford,15-44,Yes,20388.0,8063.0,39.55,4742.0,23.26,,,05/12/2021
8842,East Hartford,45-64,Yes,14093.0,9372.0,66.5,7031.0,49.89,,,05/12/2021
8843,East Hartford,65+,Yes,6971.0,6432.0,92.27,5683.0,81.52,,,05/12/2021
8844,East Haven,15-44,Yes,10947.0,4372.0,39.94,3000.0,27.4,,,05/12/2021
8845,East Haven,45-64,Yes,8555.0,5288.0,61.81,4462.0,52.16,,,05/12/2021
8846,East Haven,65+,Yes,5413.0,4272.0,78.92,4009.0,74.06,,,05/12/2021
8847,East Lyme,15-44,No,6585.0,3557.0,54.02,2582.0,39.21,,,05/12/2021
8848,East Lyme,45-64,No,5827.0,4208.0,72.22,3713.0,63.72,,,05/12/2021
8849,East Lyme,65+,No,3939.0,4127.0,100.0,3955.0,100.0,,,05/12/2021
8850,East Windsor,15-44,No,4216.0,1645.0,39.02,1037.0,24.6,,,05/12/2021
8851,East Windsor,45-64,No,3548.0,2251.0,63.44,1872.0,52.76,,,05/12/2021
8852,East Windsor,65+,No,1954.0,1836.0,93.96,1688.0,86.39,,,05/12/2021
8853,Eastford,15-44,No,522.0,194.0,37.16,124.0,23.75,,,05/12/2021
8854,Eastford,45-64,No,654.0,347.0,53.06,298.0,45.57,,,05/12/2021
8855,Eastford,65+,No,282.0,304.0,100.0,283.0,100.0,,,05/12/2021
8856,Easton,15-44,No,2122.0,1433.0,67.53,949.0,44.72,,,05/12/2021
8857,Easton,45-64,No,2731.0,1905.0,69.75,1670.0,61.15,,,05/12/2021
8858,Easton,65+,No,1291.0,1160.0,89.85,1098.0,85.05,,,05/12/2021
8859,Ellington,15-44,No,5720.0,3245.0,56.73,2321.0,40.58,,,05/12/2021
8860,Ellington,45-64,No,4846.0,3549.0,73.24,3101.0,63.99,,,05/12/2021
8861,Ellington,65+,No,2226.0,2377.0,100.0,2210.0,99.28,,,05/12/2021
8862,Enfield,15-44,Yes,18395.0,6605.0,35.91,4370.0,23.76,,,05/12/2021
8863,Enfield,45-64,Yes,12806.0,7810.0,60.99,6518.0,50.9,,,05/12/2021
8864,Enfield,65+,Yes,6727.0,6161.0,91.59,5669.0,84.27,,,05/12/2021
8865,Essex,15-44,No,1659.0,1065.0,64.2,783.0,47.2,,,05/12/2021
8866,Essex,45-64,No,2360.0,1711.0,72.5,1513.0,64.11,,,05/12/2021
8867,Essex,65+,No,1711.0,1943.0,100.0,1840.0,100.0,,,05/12/2021
8868,Fairfield,15-44,No,23265.0,13263.0,57.01,8931.0,38.39,,,05/12/2021
8869,Fairfield,45-64,No,16983.0,14344.0,84.46,12497.0,73.59,,,05/12/2021
8870,Fairfield,65+,No,9292.0,8770.0,94.38,8224.0,88.51,,,05/12/2021
8871,Farmington,15-44,No,8743.0,6231.0,71.27,4493.0,51.39,,,05/12/2021
8872,Farmington,45-64,No,7913.0,6195.0,78.29,5366.0,67.81,,,05/12/2021
8873,Farmington,65+,No,4759.0,4998.0,100.0,4718.0,99.14,,,05/12/2021
8874,Franklin,15-44,No,675.0,290.0,42.96,206.0,30.52,,,05/12/2021
8875,Franklin,45-64,No,669.0,403.0,60.24,359.0,53.66,,,05/12/2021
8876,Franklin,65+,No,358.0,354.0,98.88,334.0,93.3,,,05/12/2021
8877,Glastonbury,15-44,No,11016.0,8125.0,73.76,6049.0,54.91,,,05/12/2021
8878,Glastonbury,45-64,No,11374.0,8810.0,77.46,7793.0,68.52,,,05/12/2021
8879,Glastonbury,65+,No,5766.0,6009.0,100.0,5662.0,98.2,,,05/12/2021
8880,Goshen,15-44,No,821.0,367.0,44.7,255.0,31.06,,,05/12/2021
8881,Goshen,45-64,No,1092.0,691.0,63.28,581.0,53.21,,,05/12/2021
8882,Goshen,65+,No,602.0,639.0,100.0,586.0,97.34,,,05/12/2021
8883,Granby,15-44,No,3397.0,1963.0,57.79,1389.0,40.89,,,05/12/2021
8884,Granby,45-64,No,4055.0,2775.0,68.43,2404.0,59.28,,,05/12/2021
8885,Granby,65+,No,1824.0,1996.0,100.0,1881.0,100.0,,,05/12/2021
8886,Greenwich,15-44,No,20116.0,12054.0,59.92,7772.0,38.64,,,05/12/2021
8887,Greenwich,45-64,No,18950.0,14917.0,78.72,12742.0,67.24,,,05/12/2021
8888,Greenwich,65+,No,10466.0,9673.0,92.42,8893.0,84.97,,,05/12/2021
8889,Griswold,15-44,Yes,4677.0,1336.0,28.57,911.0,19.48,,,05/12/2021
8890,Griswold,45-64,Yes,3686.0,2086.0,56.59,1743.0,47.29,,,05/12/2021
8891,Griswold,65+,Yes,1480.0,1536.0,100.0,1440.0,97.3,,,05/12/2021
8892,Groton,15-44,Yes,18008.0,6201.0,34.43,3977.0,22.08,,,05/12/2021
8893,Groton,45-64,Yes,9135.0,5990.0,65.57,5061.0,55.4,,,05/12/2021
8894,Groton,65+,Yes,5974.0,5730.0,95.92,5348.0,89.52,,,05/12/2021
8895,Guilford,15-44,No,6129.0,4310.0,70.32,3219.0,52.52,,,05/12/2021
8896,Guilford,45-64,No,7595.0,5590.0,73.6,4959.0,65.29,,,05/12/2021
8897,Guilford,65+,No,4823.0,5023.0,100.0,4802.0,99.56,,,05/12/2021
8898,Haddam,15-44,No,2492.0,1566.0,62.84,1057.0,42.42,,,05/12/2021
8899,Haddam,45-64,No,2950.0,2105.0,71.36,1877.0,63.63,,,05/12/2021
8900,Haddam,65+,No,1411.0,1662.0,100.0,1547.0,100.0,,,05/12/2021
8901,Hamden,15-44,No,26827.0,11362.0,42.35,8312.0,30.98,,,05/12/2021
8902,Hamden,45-64,No,15611.0,11133.0,71.32,9692.0,62.08,,,05/12/2021
8903,Hamden,65+,No,9807.0,9604.0,97.93,8983.0,91.6,,,05/12/2021
8904,Hampton,15-44,No,593.0,197.0,33.22,133.0,22.43,,,05/12/2021
8905,Hampton,45-64,No,740.0,378.0,51.08,327.0,44.19,,,05/12/2021
8906,Hampton,65+,No,304.0,374.0,100.0,346.0,100.0,,,05/12/2021
8907,Hartford,15-44,Yes,59406.0,16267.0,27.38,10393.0,17.49,,,05/12/2021
8908,Hartford,45-64,Yes,27931.0,15805.0,56.59,12079.0,43.25,,,05/12/2021
8909,Hartford,65+,Yes,11937.0,10453.0,87.57,8888.0,74.46,,,05/12/2021
8910,Hartland,15-44,No,627.0,231.0,36.84,154.0,24.56,,,05/12/2021
8911,Hartland,45-64,No,805.0,424.0,52.67,372.0,46.21,,,05/12/2021
8912,Hartland,65+,No,339.0,354.0,100.0,328.0,96.76,,,05/12/2021
8913,Harwinton,15-44,No,1588.0,795.0,50.06,581.0,36.59,,,05/12/2021
8914,Harwinton,45-64,No,2011.0,1176.0,58.48,1023.0,50.87,,,05/12/2021
8915,Harwinton,65+,No,1071.0,1050.0,98.04,985.0,91.97,,,05/12/2021
8916,Hebron,15-44,No,3205.0,1798.0,56.1,1300.0,40.56,,,05/12/2021
8917,Hebron,45-64,No,3307.0,2318.0,70.09,2069.0,62.56,,,05/12/2021
8918,Hebron,65+,No,1272.0,1515.0,100.0,1437.0,100.0,,,05/12/2021
8919,Kent,15-44,No,730.0,557.0,76.3,369.0,50.55,,,05/12/2021
8920,Kent,45-64,No,1072.0,761.0,70.99,613.0,57.18,,,05/12/2021
8921,Kent,65+,No,689.0,729.0,100.0,677.0,98.26,,,05/12/2021
8922,Killingly,15-44,Yes,6479.0,1829.0,28.23,1056.0,16.3,,,05/12/2021
8923,Killingly,45-64,Yes,5032.0,2721.0,54.07,2297.0,45.65,,,05/12/2021
8924,Killingly,65+,Yes,2753.0,2666.0,96.84,2491.0,90.48,,,05/12/2021
8925,Killingworth,15-44,No,1724.0,1082.0,62.76,777.0,45.07,,,05/12/2021
8926,Killingworth,45-64,No,2494.0,1596.0,63.99,1423.0,57.06,,,05/12/2021
8927,Killingworth,65+,No,1253.0,1331.0,100.0,1235.0,98.56,,,05/12/2021
8928,Lebanon,15-44,No,2550.0,1124.0,44.08,799.0,31.33,,,05/12/2021
8929,Lebanon,45-64,No,2495.0,1614.0,64.69,1419.0,56.87,,,05/12/2021
8930,Lebanon,65+,No,1056.0,1163.0,100.0,1092.0,100.0,,,05/12/2021
8931,Ledyard,15-44,No,5618.0,2741.0,48.79,1910.0,34.0,,,05/12/2021
8932,Ledyard,45-64,No,4428.0,2733.0,61.72,2384.0,53.84,,,05/12/2021
8933,Ledyard,65+,No,2268.0,2243.0,98.9,2125.0,93.69,,,05/12/2021
8934,Lisbon,15-44,No,1512.0,590.0,39.02,392.0,25.93,,,05/12/2021
8935,Lisbon,45-64,No,1503.0,876.0,58.28,785.0,52.23,,,05/12/2021
8936,Lisbon,65+,No,716.0,650.0,90.78,615.0,85.89,,,05/12/2021
8937,Litchfield,15-44,No,2365.0,1329.0,56.19,944.0,39.92,,,05/12/2021
8938,Litchfield,45-64,No,2804.0,1778.0,63.41,1472.0,52.5,,,05/12/2021
8939,Litchfield,65+,No,1918.0,1719.0,89.62,1514.0,78.94,,,05/12/2021
8940,Lyme,15-44,No,541.0,401.0,74.12,264.0,48.8,,,05/12/2021
8941,Lyme,45-64,No,896.0,665.0,74.22,579.0,64.62,,,05/12/2021
8942,Lyme,65+,No,646.0,694.0,100.0,661.0,100.0,,,05/12/2021
8943,Madison,15-44,No,4914.0,3648.0,74.24,2669.0,54.31,,,05/12/2021
8944,Madison,45-64,No,6369.0,4808.0,75.49,4318.0,67.8,,,05/12/2021
8945,Madison,65+,No,3777.0,3849.0,100.0,3716.0,98.38,,,05/12/2021
8946,Manchester,15-44,Yes,24954.0,12135.0,48.63,7902.0,31.67,,,05/12/2021
8947,Manchester,45-64,Yes,14827.0,10147.0,68.44,8253.0,55.66,,,05/12/2021
8948,Manchester,65+,Yes,8122.0,7768.0,95.64,7080.0,87.17,,,05/12/2021
8949,Mansfield,15-44,No,18947.0,3270.0,17.26,2095.0,11.06,,,05/12/2021
8950,Mansfield,45-64,No,3162.0,2371.0,74.98,2138.0,67.62,,,05/12/2021
8951,Mansfield,65+,No,2154.0,2272.0,100.0,2160.0,100.0,,,05/12/2021
8952,Marlborough,15-44,No,2071.0,1251.0,60.41,915.0,44.18,,,05/12/2021
8953,Marlborough,45-64,No,2144.0,1447.0,67.49,1284.0,59.89,,,05/12/2021
8954,Marlborough,65+,No,994.0,1071.0,100.0,1011.0,100.0,,,05/12/2021
8955,Meriden,15-44,Yes,24368.0,9808.0,40.25,6026.0,24.73,,,05/12/2021
8956,Meriden,45-64,Yes,16041.0,10836.0,67.55,8477.0,52.85,,,05/12/2021
8957,Meriden,65+,Yes,8458.0,7669.0,90.67,6946.0,82.12,,,05/12/2021
8958,Middlebury,15-44,No,2366.0,1494.0,63.14,1077.0,45.52,,,05/12/2021
8959,Middlebury,45-64,No,2377.0,1787.0,75.18,1543.0,64.91,,,05/12/2021
8960,Middlebury,65+,No,1465.0,1519.0,100.0,1397.0,95.36,,,05/12/2021
8961,Middlefield,15-44,No,1395.0,740.0,53.05,526.0,37.71,,,05/12/2021
8962,Middlefield,45-64,No,1563.0,1070.0,68.46,936.0,59.88,,,05/12/2021
8963,Middlefield,65+,No,797.0,798.0,100.0,764.0,95.86,,,05/12/2021
8964,Middletown,15-44,Yes,20642.0,11708.0,56.72,7702.0,37.31,,,05/12/2021
8965,Middletown,45-64,Yes,12488.0,9204.0,73.7,7749.0,62.05,,,05/12/2021
8966,Middletown,65+,Yes,6826.0,6790.0,99.47,6242.0,91.44,,,05/12/2021
8967,Milford,15-44,Yes,18818.0,10752.0,57.14,7619.0,40.49,,,05/12/2021
8968,Milford,45-64,Yes,16872.0,11824.0,70.08,10148.0,60.15,,,05/12/2021
8969,Milford,65+,Yes,9703.0,9308.0,95.93,8691.0,89.57,,,05/12/2021
8970,Monroe,15-44,No,6545.0,3780.0,57.75,2648.0,40.46,,,05/12/2021
8971,Monroe,45-64,No,6692.0,4443.0,66.39,3808.0,56.9,,,05/12/2021
8972,Monroe,65+,No,2960.0,2853.0,96.39,2671.0,90.24,,,05/12/2021
8973,Montville,15-44,Yes,8025.0,2811.0,35.03,1967.0,24.51,,,05/12/2021
8974,Montville,45-64,Yes,5607.0,3356.0,59.85,2870.0,51.19,,,05/12/2021
8975,Montville,65+,Yes,3033.0,2653.0,87.47,2511.0,82.79,,,05/12/2021
8976,Morris,15-44,No,676.0,309.0,45.71,217.0,32.1,,,05/12/2021
8977,Morris,45-64,No,871.0,462.0,53.04,391.0,44.89,,,05/12/2021
8978,Morris,65+,No,415.0,400.0,96.39,345.0,83.13,,,05/12/2021
8979,Naugatuck,15-44,No,12722.0,5287.0,41.56,3481.0,27.36,,,05/12/2021
8980,Naugatuck,45-64,No,9236.0,5700.0,61.72,4658.0,50.43,,,05/12/2021
8981,Naugatuck,65+,No,4117.0,3874.0,94.1,3484.0,84.62,,,05/12/2021
8982,New Britain,15-44,Yes,33476.0,10244.0,30.6,6642.0,19.84,,,05/12/2021
8983,New Britain,45-64,Yes,16700.0,10224.0,61.22,8104.0,48.53,,,05/12/2021
8984,New Britain,65+,Yes,8658.0,7329.0,84.65,6566.0,75.84,,,05/12/2021
8985,New Canaan,15-44,No,5714.0,4505.0,78.84,3045.0,53.29,,,05/12/2021
8986,New Canaan,45-64,No,6587.0,5483.0,83.24,4586.0,69.62,,,05/12/2021
8987,New Canaan,65+,No,3081.0,3035.0,98.51,2754.0,89.39,,,05/12/2021
8988,New Fairfield,15-44,No,4673.0,2318.0,49.6,1411.0,30.19,,,05/12/2021
8989,New Fairfield,45-64,No,4814.0,3064.0,63.65,2596.0,53.93,,,05/12/2021
8990,New Fairfield,65+,No,2004.0,2107.0,100.0,1971.0,98.35,,,05/12/2021
8991,New Hartford,15-44,No,2219.0,1079.0,48.63,793.0,35.74,,,05/12/2021
8992,New Hartford,45-64,No,2411.0,1486.0,61.63,1272.0,52.76,,,05/12/2021
8993,New Hartford,65+,No,1028.0,1223.0,100.0,1146.0,100.0,,,05/12/2021
8994,New Haven,15-44,Yes,67232.0,29045.0,43.2,21420.0,31.86,,,05/12/2021
8995,New Haven,45-64,Yes,26423.0,17094.0,64.69,14209.0,53.78,,,05/12/2021
8996,New Haven,65+,Yes,12676.0,10544.0,83.18,9628.0,75.95,,,05/12/2021
8997,New London,15-44,Yes,14133.0,4651.0,32.91,2979.0,21.08,,,05/12/2021
8998,New London,45-64,Yes,6006.0,4021.0,66.95,3191.0,53.13,,,05/12/2021
8999,New London,65+,Yes,2944.0,2858.0,97.08,2577.0,87.53,,,05/12/2021
9000,New Milford,15-44,No,9733.0,4947.0,50.83,3065.0,31.49,,,05/12/2021
9001,New Milford,45-64,No,9016.0,6306.0,69.94,5051.0,56.02,,,05/12/2021
9002,New Milford,65+,No,3969.0,4253.0,100.0,3840.0,96.75,,,05/12/2021
9003,Newington,15-44,No,11075.0,6220.0,56.16,4506.0,40.69,,,05/12/2021
9004,Newington,45-64,No,8866.0,6663.0,75.15,5667.0,63.92,,,05/12/2021
9005,Newington,65+,No,5999.0,5585.0,93.1,5225.0,87.1,,,05/12/2021
9006,Newtown,15-44,No,9019.0,5452.0,60.45,3888.0,43.11,,,05/12/2021
9007,Newtown,45-64,No,9768.0,6801.0,69.63,5719.0,58.55,,,05/12/2021
9008,Newtown,65+,No,4111.0,4410.0,100.0,4091.0,99.51,,,05/12/2021
9009,Norfolk,15-44,No,456.0,186.0,40.79,128.0,28.07,,,05/12/2021
9010,Norfolk,45-64,No,618.0,355.0,57.44,297.0,48.06,,,05/12/2021
9011,Norfolk,65+,No,345.0,330.0,95.65,290.0,84.06,,,05/12/2021
9012,North Branford,15-44,No,4624.0,2753.0,59.54,1985.0,42.93,,,05/12/2021
9013,North Branford,45-64,No,4653.0,3275.0,70.38,2865.0,61.57,,,05/12/2021
9014,North Branford,65+,No,2781.0,2805.0,100.0,2640.0,94.93,,,05/12/2021
9015,North Canaan,15-44,No,1151.0,455.0,39.53,320.0,27.8,,,05/12/2021
9016,North Canaan,45-64,No,906.0,413.0,45.58,311.0,34.33,,,05/12/2021
9017,North Canaan,65+,No,662.0,371.0,56.04,296.0,44.71,,,05/12/2021
9018,North Haven,15-44,No,7724.0,4979.0,64.46,3819.0,49.44,,,05/12/2021
9019,North Haven,45-64,No,7402.0,5673.0,76.64,5002.0,67.58,,,05/12/2021
9020,North Haven,65+,No,5086.0,5053.0,99.35,4788.0,94.14,,,05/12/2021
9021,North Stonington,15-44,No,1610.0,693.0,43.04,472.0,29.32,,,05/12/2021
9022,North Stonington,45-64,No,1916.0,997.0,52.04,862.0,44.99,,,05/12/2021
9023,North Stonington,65+,No,925.0,872.0,94.27,833.0,90.05,,,05/12/2021
9024,Norwalk,15-44,Yes,36349.0,18878.0,51.94,11489.0,31.61,,,05/12/2021
9025,Norwalk,45-64,Yes,24020.0,18237.0,75.92,14574.0,60.67,,,05/12/2021
9026,Norwalk,65+,Yes,12058.0,12122.0,100.0,10792.0,89.5,,,05/12/2021
9027,Norwich,15-44,Yes,16433.0,5586.0,33.99,3469.0,21.11,,,05/12/2021
9028,Norwich,45-64,Yes,10810.0,6684.0,61.83,5394.0,49.9,,,05/12/2021
9029,Norwich,65+,Yes,5586.0,5094.0,91.19,4651.0,83.26,,,05/12/2021
9030,Old Lyme,15-44,No,1924.0,1244.0,64.66,844.0,43.87,,,05/12/2021
9031,Old Lyme,45-64,No,2671.0,1828.0,68.44,1595.0,59.72,,,05/12/2021
9032,Old Lyme,65+,No,1861.0,1827.0,98.17,1758.0,94.47,,,05/12/2021
9033,Old Saybrook,15-44,No,2597.0,1830.0,70.47,1227.0,47.25,,,05/12/2021
9034,Old Saybrook,45-64,No,3410.0,2747.0,80.56,2442.0,71.61,,,05/12/2021
9035,Old Saybrook,65+,No,2776.0,2905.0,100.0,2726.0,98.2,,,05/12/2021
9036,Orange,15-44,Yes,4187.0,2802.0,66.92,2080.0,49.68,,,05/12/2021
9037,Orange,45-64,Yes,4504.0,3192.0,70.87,2843.0,63.12,,,05/12/2021
9038,Orange,65+,Yes,2865.0,2710.0,94.59,2571.0,89.74,,,05/12/2021
9039,Oxford,15-44,No,3973.0,2053.0,51.67,1538.0,38.71,,,05/12/2021
9040,Oxford,45-64,No,4570.0,2894.0,63.33,2484.0,54.35,,,05/12/2021
9041,Oxford,65+,No,2147.0,2436.0,100.0,2273.0,100.0,,,05/12/2021
9042,Plainfield,15-44,Yes,5908.0,1599.0,27.06,1040.0,17.6,,,05/12/2021
9043,Plainfield,45-64,Yes,4330.0,2550.0,58.89,2124.0,49.05,,,05/12/2021
9044,Plainfield,65+,Yes,2203.0,2027.0,92.01,1890.0,85.79,,,05/12/2021
9045,Plainville,15-44,No,6855.0,3114.0,45.43,2202.0,32.12,,,05/12/2021
9046,Plainville,45-64,No,5299.0,3460.0,65.3,2816.0,53.14,,,05/12/2021
9047,Plainville,65+,No,2986.0,2815.0,94.27,2599.0,87.04,,,05/12/2021
9048,Plymouth,15-44,No,4399.0,1542.0,35.05,1013.0,23.03,,,05/12/2021
9049,Plymouth,45-64,No,3937.0,2057.0,52.25,1635.0,41.53,,,05/12/2021
9050,Plymouth,65+,No,1726.0,1587.0,91.95,1345.0,77.93,,,05/12/2021
9051,Pomfret,15-44,No,1476.0,647.0,43.83,409.0,27.71,,,05/12/2021
9052,Pomfret,45-64,No,1385.0,874.0,63.1,781.0,56.39,,,05/12/2021
9053,Pomfret,65+,No,585.0,665.0,100.0,632.0,100.0,,,05/12/2021
9054,Portland,15-44,No,3266.0,1852.0,56.71,1339.0,41.0,,,05/12/2021
9055,Portland,45-64,No,2994.0,2132.0,71.21,1845.0,61.62,,,05/12/2021
9056,Portland,65+,No,1610.0,1665.0,100.0,1569.0,97.45,,,05/12/2021
9057,Preston,15-44,No,1461.0,699.0,47.84,506.0,34.63,,,05/12/2021
9058,Preston,45-64,No,1688.0,918.0,54.38,806.0,47.75,,,05/12/2021
9059,Preston,65+,No,896.0,823.0,91.85,784.0,87.5,,,05/12/2021
9060,Prospect,15-44,No,3160.0,1590.0,50.32,1173.0,37.12,,,05/12/2021
9061,Prospect,45-64,No,3253.0,2066.0,63.51,1796.0,55.21,,,05/12/2021
9062,Prospect,65+,No,1763.0,1762.0,99.94,1658.0,94.04,,,05/12/2021
9063,Putnam,15-44,No,3515.0,1094.0,31.12,604.0,17.18,,,05/12/2021
9064,Putnam,45-64,No,2733.0,1518.0,55.54,1223.0,44.75,,,05/12/2021
