,Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
4334,Groton,Yes,38436.0,23481,61.09,22078,57.44,10/13/2021
4335,Guilford,No,22133.0,17474,78.95,16668,75.31,10/13/2021
4336,Haddam,No,8193.0,6351,77.52,5996,73.18,10/13/2021
4337,Hamden,No,60556.0,40891,67.53,38554,63.67,10/13/2021
4338,Hampton,No,1842.0,1147,62.27,1085,58.9,10/13/2021
4339,Hartford,Yes,122105.0,67395,55.19,59139,48.43,10/13/2021
4340,Hartland,No,2120.0,1261,59.48,1193,56.27,10/13/2021
4341,Harwinton,No,5420.0,3717,68.58,3557,65.63,10/13/2021
4342,Hebron,No,9504.0,6795,71.5,6466,68.03,10/13/2021
4343,Kent,No,2777.0,2366,85.2,2181,78.54,10/13/2021
4344,Killingly,Yes,17336.0,9699,55.95,9093,52.45,10/13/2021
4345,Killingworth,No,6364.0,4719,74.15,4503,70.76,10/13/2021
4346,Lebanon,No,7144.0,4779,66.9,4548,63.66,10/13/2021
4347,Ledyard,No,14621.0,9904,67.74,9414,64.39,10/13/2021
4348,Lisbon,No,4220.0,2721,64.48,2595,61.49,10/13/2021
4349,Litchfield,No,8094.0,5922,73.17,5556,68.64,10/13/2021
4350,Lyme,No,2316.0,2004,86.53,1899,81.99,10/13/2021
4351,Madison,No,18030.0,14424,80.0,13748,76.25,10/13/2021
4352,Manchester,Yes,57584.0,39462,68.53,36727,63.78,10/13/2021
4353,Mansfield,No,25487.0,9710,38.1,9136,35.85,10/13/2021
4354,Marlborough,No,6335.0,4564,72.04,4339,68.49,10/13/2021
4355,Meriden,Yes,59395.0,40102,67.52,37096,62.46,10/13/2021
4356,Middlebury,No,7798.0,5771,74.01,5496,70.48,10/13/2021
4357,Middlefield,No,4374.0,3116,71.24,2984,68.22,10/13/2021
4358,Middletown,Yes,46258.0,34305,74.16,32073,69.34,10/13/2021
4359,Milford,Yes,54747.0,38582,70.47,36796,67.21,10/13/2021
4360,Monroe,No,19434.0,13942,71.74,13268,68.27,10/13/2021
4361,Montville,Yes,18508.0,11631,62.84,10963,59.23,10/13/2021
4362,Morris,No,2254.0,1530,67.88,1438,63.8,10/13/2021
4363,Naugatuck,No,31108.0,19961,64.17,18513,59.51,10/13/2021
4364,New Britain,Yes,72495.0,41066,56.65,37555,51.8,10/13/2021
4365,New Canaan,No,20233.0,16100,79.57,14735,72.83,10/13/2021
4366,New Fairfield,No,13878.0,9318,67.14,8721,62.84,10/13/2021
4367,New Hartford,No,6656.0,4574,68.72,4357,65.46,10/13/2021
4368,New Haven,Yes,130250.0,81755,62.77,74551,57.24,10/13/2021
4369,New London,Yes,26858.0,16768,62.43,15348,57.14,10/13/2021
4370,New Milford,No,26805.0,19714,73.55,18488,68.97,10/13/2021
4371,Newington,No,30014.0,22388,74.59,21310,71.0,10/13/2021
4372,Newtown,No,27891.0,20346,72.95,19238,68.98,10/13/2021
4373,Norfolk,No,1630.0,1103,67.67,1037,63.62,10/13/2021
4374,North Branford,No,14146.0,10611,75.01,10095,71.36,10/13/2021
4375,North Canaan,No,3251.0,1920,59.06,1776,54.63,10/13/2021
4376,North Haven,No,23683.0,19481,82.26,18574,78.43,10/13/2021
4377,North Stonington,No,5196.0,3148,60.59,3027,58.26,10/13/2021
4378,Norwalk,Yes,88816.0,66788,75.2,61028,68.71,10/13/2021
4379,Norwich,Yes,38768.0,24171,62.35,22423,57.84,10/13/2021
4380,Old Lyme,No,7306.0,5820,79.66,5536,75.77,10/13/2021
4381,Old Saybrook,No,10061.0,8653,86.01,8157,81.08,10/13/2021
4382,Orange,Yes,13926.0,10495,75.36,10013,71.9,10/13/2021
4383,Oxford,No,13255.0,9065,68.39,8589,64.8,10/13/2021
4384,Plainfield,Yes,15125.0,8370,55.34,7881,52.11,10/13/2021
4385,Plainville,No,17534.0,11845,67.55,11213,63.95,10/13/2021
4386,Plymouth,No,11598.0,6902,59.51,6508,56.11,10/13/2021
4387,Pomfret,No,4203.0,2821,67.12,2629,62.55,10/13/2021
4388,Portland,No,9267.0,6853,73.95,6492,70.06,10/13/2021
4389,Preston,No,4625.0,3054,66.03,2938,63.52,10/13/2021
4390,Prospect,No,9702.0,6571,67.73,6284,64.77,10/13/2021
4391,Putnam,No,9389.0,5343,56.91,5006,53.32,10/13/2021
4392,Redding,No,9116.0,6201,68.02,5838,64.04,10/13/2021
4393,Resident out of state,,,89539,,67921,,10/13/2021
4394,Ridgefield,No,24959.0,18679,74.84,17594,70.49,10/13/2021
4395,Rocky Hill,No,20115.0,15081,74.97,14354,71.36,10/13/2021
4396,Roxbury,No,2152.0,1731,80.44,1598,74.26,10/13/2021
4397,Salem,No,4083.0,2871,70.32,2716,66.52,10/13/2021
4398,Salisbury,No,3600.0,3317,92.14,3085,85.69,10/13/2021
4399,Scotland,No,1672.0,962,57.54,905,54.13,10/13/2021
4400,Seymour,No,16437.0,11071,67.35,10380,63.15,10/13/2021
4401,Sharon,No,2689.0,1842,68.5,1711,63.63,10/13/2021
4402,Shelton,No,41129.0,29120,70.8,27556,67.0,10/13/2021
4403,Sherman,No,3630.0,2364,65.12,2203,60.69,10/13/2021
4404,Simsbury,No,25395.0,19284,75.94,18327,72.17,10/13/2021
4405,Somers,No,10784.0,6643,61.6,6238,57.84,10/13/2021
4406,South Windsor,No,26162.0,20146,77.0,19220,73.47,10/13/2021
4407,Southbury,No,19571.0,14679,75.0,13908,71.06,10/13/2021
4408,Southington,No,43834.0,31683,72.28,30347,69.23,10/13/2021
4409,Sprague,No,2859.0,1663,58.17,1573,55.02,10/13/2021
4410,Stafford,No,11893.0,6668,56.07,6276,52.77,10/13/2021
4411,Stamford,Yes,129638.0,101656,78.42,91185,70.34,10/13/2021
4412,Sterling,No,3782.0,1819,48.1,1684,44.53,10/13/2021
4413,Stonington,No,18559.0,13380,72.09,12742,68.66,10/13/2021
4414,Stratford,No,51849.0,35631,68.72,33376,64.37,10/13/2021
4415,Suffield,No,15814.0,10514,66.49,9852,62.3,10/13/2021
4416,Thomaston,No,7535.0,5043,66.93,4813,63.88,10/13/2021
4417,Thompson,No,9379.0,4479,47.76,4208,44.87,10/13/2021
4418,Tolland,No,14618.0,10607,72.56,10141,69.37,10/13/2021
4419,Torrington,Yes,34044.0,23097,67.84,21673,63.66,10/13/2021
4420,Trumbull,No,35673.0,27484,77.04,26053,73.03,10/13/2021
4421,Union,No,839.0,523,62.34,491,58.52,10/13/2021
4422,Vernon,Yes,29359.0,20756,70.7,19588,66.72,10/13/2021
4423,Voluntown,No,2510.0,1542,61.43,1479,58.92,10/13/2021
4424,Wallingford,No,44326.0,32996,74.44,31382,70.8,10/13/2021
4425,Warren,No,1395.0,988,70.82,925,66.31,10/13/2021
4426,Washington,No,3428.0,2845,82.99,2605,75.99,10/13/2021
4427,Waterbury,Yes,107568.0,63978,59.48,57397,53.36,10/13/2021
4428,Waterford,Yes,18746.0,14345,76.52,13621,72.66,10/13/2021
4429,Watertown,No,21578.0,15230,70.58,14405,66.76,10/13/2021
4430,West Hartford,Yes,62965.0,50732,80.57,47883,76.05,10/13/2021
4431,West Haven,Yes,54620.0,36271,66.41,33859,61.99,10/13/2021
4432,Westbrook,No,6869.0,5245,76.36,4923,71.67,10/13/2021
4433,Weston,No,10252.0,7893,76.99,7370,71.89,10/13/2021
4434,Westport,No,28491.0,21641,75.96,20013,70.24,10/13/2021
4435,Wethersfield,No,26008.0,20439,78.59,19496,74.96,10/13/2021
4436,Willington,No,5864.0,3589,61.2,3395,57.9,10/13/2021
4437,Wilton,No,18343.0,14459,78.83,13527,73.74,10/13/2021
4438,Winchester,Yes,10604.0,6533,61.61,6114,57.66,10/13/2021
4439,Windham,Yes,24561.0,14096,57.39,13109,53.37,10/13/2021
4440,Windsor,No,28733.0,21394,74.46,20005,69.62,10/13/2021
4441,Windsor Locks,Yes,12854.0,8482,65.99,7989,62.15,10/13/2021
4442,Wolcott,No,16587.0,11064,66.7,10484,63.21,10/13/2021
4443,Woodbridge,No,8750.0,6956,79.5,6597,75.39,10/13/2021
4444,Woodbury,No,9502.0,6850,72.09,6529,68.71,10/13/2021
4445,Woodstock,No,7858.0,5067,64.48,4762,60.6,10/13/2021
4446,Address pending validation,,,15600,,14192,,10/20/2021
4447,Andover,No,3236.0,2220,68.6,2128,65.76,10/20/2021
4448,Ansonia,Yes,18654.0,11426,61.25,10555,56.58,10/20/2021
4449,Ashford,No,4255.0,2762,64.91,2635,61.93,10/20/2021
4450,Avon,No,18276.0,15040,82.29,14280,78.14,10/20/2021
4451,Barkhamsted,No,3606.0,2522,69.94,2420,67.11,10/20/2021
4452,Beacon Falls,No,6222.0,4090,65.73,3888,62.49,10/20/2021
4453,Berlin,No,20436.0,14560,71.25,13920,68.12,10/20/2021
4454,Bethany,No,5548.0,3962,71.41,3778,68.1,10/20/2021
4455,Bethel,No,19800.0,13374,67.55,12419,62.72,10/20/2021
4456,Bethlehem,No,3402.0,2235,65.7,2114,62.14,10/20/2021
4457,Bloomfield,No,21211.0,15860,74.77,14655,69.09,10/20/2021
4458,Bolton,No,4884.0,3448,70.6,3294,67.44,10/20/2021
4459,Bozrah,No,2726.0,1664,61.04,1592,58.4,10/20/2021
4460,Branford,No,27900.0,21221,76.06,20139,72.18,10/20/2021
4461,Bridgeport,Yes,144399.0,88068,60.99,78609,54.44,10/20/2021
4462,Bridgewater,No,1635.0,1286,78.65,1207,73.82,10/20/2021
4463,Bristol,Yes,59947.0,40933,68.28,38382,64.03,10/20/2021
4464,Brookfield,No,16973.0,12511,73.71,11823,69.66,10/20/2021
4465,Brooklyn,No,8272.0,4912,59.38,4600,55.61,10/20/2021
4466,Burlington,No,9704.0,6880,70.9,6582,67.83,10/20/2021
4467,Canaan,No,1053.0,1150,100.0,1079,100.0,10/20/2021
4468,Canterbury,No,5079.0,3076,60.56,2911,57.31,10/20/2021
4469,Canton,No,10254.0,7466,72.81,7160,69.83,10/20/2021
4470,Chaplin,No,2239.0,1380,61.63,1299,58.02,10/20/2021
4471,Cheshire,No,28937.0,22072,76.28,20992,72.54,10/20/2021
4472,Chester,No,4213.0,3039,72.13,2900,68.83,10/20/2021
4473,Clinton,No,12925.0,10072,77.93,9522,73.67,10/20/2021
4474,Colchester,No,15809.0,11220,70.97,10662,67.44,10/20/2021
4475,Colebrook,No,1400.0,1004,71.71,948,67.71,10/20/2021
4476,Columbia,No,5379.0,3707,68.92,3536,65.74,10/20/2021
4477,Cornwall,No,1362.0,1137,83.48,1057,77.61,10/20/2021
4478,Coventry,No,12407.0,8487,68.4,8118,65.43,10/20/2021
4479,Cromwell,No,13839.0,10967,79.25,10403,75.17,10/20/2021
4480,Danbury,Yes,84694.0,61290,72.37,54872,64.79,10/20/2021
4481,Darien,No,21728.0,16818,77.4,15516,71.41,10/20/2021
4482,Deep River,No,4443.0,3403,76.59,3223,72.54,10/20/2021
4483,Derby,Yes,12339.0,9993,80.99,8814,71.43,10/20/2021
4484,Durham,No,7165.0,5289,73.82,5039,70.33,10/20/2021
4485,East Granby,No,5140.0,3738,72.72,3567,69.4,10/20/2021
4486,East Haddam,No,8997.0,6233,69.28,5647,62.77,10/20/2021
4487,East Hampton,No,12800.0,8851,69.15,8412,65.72,10/20/2021
4488,East Hartford,Yes,49872.0,34786,69.75,31698,63.56,10/20/2021
4489,East Haven,Yes,28569.0,18433,64.52,17240,60.35,10/20/2021
4490,East Lyme,No,18462.0,14509,78.59,13765,74.56,10/20/2021
4491,East Windsor,No,11668.0,7438,63.75,6957,59.62,10/20/2021
4492,Eastford,No,1790.0,1075,60.06,1021,57.04,10/20/2021
4493,Easton,No,7521.0,5556,73.87,5246,69.75,10/20/2021
4494,Ellington,No,16467.0,11220,68.14,10665,64.77,10/20/2021
4495,Enfield,Yes,43659.0,26425,60.53,24888,57.01,10/20/2021
4496,Essex,No,6668.0,5419,81.27,5112,76.66,10/20/2021
4497,Fairfield,No,62045.0,44626,71.93,41990,67.68,10/20/2021
4498,Farmington,No,25497.0,20803,81.59,19730,77.38,10/20/2021
4499,Franklin,No,1920.0,1274,66.35,1211,63.07,10/20/2021
4500,Glastonbury,No,34482.0,27293,79.15,25902,75.12,10/20/2021
4501,Goshen,No,2863.0,2050,71.6,1933,67.52,10/20/2021
4502,Granby,No,11507.0,8006,69.58,7637,66.37,10/20/2021
4503,Greenwich,No,62840.0,45502,72.41,41885,66.65,10/20/2021
4504,Griswold,Yes,11534.0,6641,57.58,6300,54.62,10/20/2021
4505,Groton,Yes,38436.0,23628,61.47,22182,57.71,10/20/2021
4506,Guilford,No,22133.0,17548,79.28,16716,75.53,10/20/2021
4507,Haddam,No,8193.0,6369,77.74,6010,73.36,10/20/2021
4508,Hamden,No,60556.0,41008,67.72,38677,63.87,10/20/2021
4509,Hampton,No,1842.0,1146,62.21,1091,59.23,10/20/2021
4510,Hartford,Yes,122105.0,67907,55.61,59892,49.05,10/20/2021
4511,Hartland,No,2120.0,1259,59.39,1197,56.46,10/20/2021
4512,Harwinton,No,5420.0,3727,68.76,3569,65.85,10/20/2021
4513,Hebron,No,9504.0,6815,71.71,6482,68.2,10/20/2021
4514,Kent,No,2777.0,2382,85.78,2192,78.93,10/20/2021
4515,Killingly,Yes,17336.0,9751,56.25,9162,52.85,10/20/2021
4516,Killingworth,No,6364.0,4734,74.39,4519,71.01,10/20/2021
4517,Lebanon,No,7144.0,4790,67.05,4571,63.98,10/20/2021
4518,Ledyard,No,14621.0,9948,68.04,9451,64.64,10/20/2021
4519,Lisbon,No,4220.0,2740,64.93,2611,61.87,10/20/2021
4520,Litchfield,No,8094.0,5948,73.49,5577,68.9,10/20/2021
4521,Lyme,No,2316.0,2020,87.22,1905,82.25,10/20/2021
4522,Madison,No,18030.0,14472,80.27,13765,76.34,10/20/2021
4523,Manchester,Yes,57584.0,39629,68.82,36991,64.24,10/20/2021
4524,Mansfield,No,25487.0,9853,38.66,9266,36.36,10/20/2021
4525,Marlborough,No,6335.0,4593,72.5,4382,69.17,10/20/2021
4526,Meriden,Yes,59395.0,40322,67.89,37375,62.93,10/20/2021
4527,Middlebury,No,7798.0,5801,74.39,5518,70.76,10/20/2021
4528,Middlefield,No,4374.0,3137,71.72,2996,68.5,10/20/2021
4529,Middletown,Yes,46258.0,34404,74.37,32205,69.62,10/20/2021
4530,Milford,Yes,54747.0,38733,70.75,36948,67.49,10/20/2021
4531,Monroe,No,19434.0,13981,71.94,13294,68.41,10/20/2021
4532,Montville,Yes,18508.0,11676,63.09,11040,59.65,10/20/2021
4533,Morris,No,2254.0,1535,68.1,1439,63.84,10/20/2021
4534,Naugatuck,No,31108.0,20113,64.66,18675,60.03,10/20/2021
4535,New Britain,Yes,72495.0,41314,56.99,37920,52.31,10/20/2021
4536,New Canaan,No,20233.0,16164,79.89,14753,72.92,10/20/2021
4537,New Fairfield,No,13878.0,9362,67.46,8741,62.98,10/20/2021
4538,New Hartford,No,6656.0,4599,69.1,4374,65.72,10/20/2021
4539,New Haven,Yes,130250.0,82216,63.12,75104,57.66,10/20/2021
4540,New London,Yes,26858.0,16882,62.86,15470,57.6,10/20/2021
4541,New Milford,No,26805.0,19780,73.79,18553,69.21,10/20/2021
4542,Newington,No,30014.0,22476,74.89,21407,71.32,10/20/2021
4543,Newtown,No,27891.0,20414,73.19,19302,69.21,10/20/2021
4544,Norfolk,No,1630.0,1107,67.91,1037,63.62,10/20/2021
4545,North Branford,No,14146.0,10649,75.28,10126,71.58,10/20/2021
4546,North Canaan,No,3251.0,1914,58.87,1770,54.44,10/20/2021
4547,North Haven,No,23683.0,19527,82.45,18629,78.66,10/20/2021
4548,North Stonington,No,5196.0,3165,60.91,3036,58.43,10/20/2021
4549,Norwalk,Yes,88816.0,67121,75.57,61325,69.05,10/20/2021
4550,Norwich,Yes,38768.0,24303,62.69,22605,58.31,10/20/2021
4551,Old Lyme,No,7306.0,5833,79.84,5540,75.83,10/20/2021
4552,Old Saybrook,No,10061.0,8687,86.34,8166,81.16,10/20/2021
4553,Orange,Yes,13926.0,10538,75.67,10045,72.13,10/20/2021
4554,Oxford,No,13255.0,9095,68.62,8635,65.15,10/20/2021
4555,Plainfield,Yes,15125.0,8404,55.56,7924,52.39,10/20/2021
4556,Plainville,No,17534.0,11896,67.85,11265,64.25,10/20/2021
4557,Plymouth,No,11598.0,6938,59.82,6566,56.61,10/20/2021
4558,Pomfret,No,4203.0,2829,67.31,2637,62.74,10/20/2021
4559,Portland,No,9267.0,6886,74.31,6530,70.47,10/20/2021
4560,Preston,No,4625.0,3060,66.16,2948,63.74,10/20/2021
4561,Prospect,No,9702.0,6591,67.93,6301,64.95,10/20/2021
4562,Putnam,No,9389.0,5367,57.16,5031,53.58,10/20/2021
4563,Redding,No,9116.0,6239,68.44,5861,64.29,10/20/2021
4564,Resident out of state,,,91710,,69183,,10/20/2021
4565,Ridgefield,No,24959.0,18735,75.06,17620,70.6,10/20/2021
4566,Rocky Hill,No,20115.0,15142,75.28,14408,71.63,10/20/2021
4567,Roxbury,No,2152.0,1735,80.62,1599,74.3,10/20/2021
4568,Salem,No,4083.0,2892,70.83,2735,66.99,10/20/2021
4569,Salisbury,No,3600.0,3334,92.61,3099,86.08,10/20/2021
4570,Scotland,No,1672.0,960,57.42,909,54.37,10/20/2021
4571,Seymour,No,16437.0,11142,67.79,10439,63.51,10/20/2021
4572,Sharon,No,2689.0,1841,68.46,1711,63.63,10/20/2021
4573,Shelton,No,41129.0,29266,71.16,27697,67.34,10/20/2021
4574,Sherman,No,3630.0,2368,65.23,2207,60.8,10/20/2021
4575,Simsbury,No,25395.0,19334,76.13,18364,72.31,10/20/2021
4576,Somers,No,10784.0,6654,61.7,6244,57.9,10/20/2021
4577,South Windsor,No,26162.0,20227,77.31,19296,73.76,10/20/2021
4578,Southbury,No,19571.0,14711,75.17,13913,71.09,10/20/2021
4579,Southington,No,43834.0,31816,72.58,30469,69.51,10/20/2021
4580,Sprague,No,2859.0,1669,58.38,1574,55.05,10/20/2021
4581,Stafford,No,11893.0,6694,56.29,6300,52.97,10/20/2021
4582,Stamford,Yes,129638.0,102132,78.78,91675,70.72,10/20/2021
4583,Sterling,No,3782.0,1834,48.49,1700,44.95,10/20/2021
4584,Stonington,No,18559.0,13452,72.48,12774,68.83,10/20/2021
4585,Stratford,No,51849.0,35794,69.04,33589,64.78,10/20/2021
4586,Suffield,No,15814.0,10537,66.63,9873,62.43,10/20/2021
4587,Thomaston,No,7535.0,5056,67.1,4826,64.05,10/20/2021
4588,Thompson,No,9379.0,4501,47.99,4235,45.15,10/20/2021
4589,Tolland,No,14618.0,10651,72.86,10191,69.72,10/20/2021
4590,Torrington,Yes,34044.0,23220,68.21,21828,64.12,10/20/2021
4591,Trumbull,No,35673.0,27577,77.3,26155,73.32,10/20/2021
4592,Union,No,839.0,523,62.34,494,58.88,10/20/2021
4593,Vernon,Yes,29359.0,20832,70.96,19682,67.04,10/20/2021
4594,Voluntown,No,2510.0,1551,61.79,1487,59.24,10/20/2021
4595,Wallingford,No,44326.0,33105,74.69,31510,71.09,10/20/2021
4596,Warren,No,1395.0,985,70.61,925,66.31,10/20/2021
4597,Washington,No,3428.0,2850,83.14,2603,75.93,10/20/2021
4598,Waterbury,Yes,107568.0,64552,60.01,58109,54.02,10/20/2021
4599,Waterford,Yes,18746.0,14407,76.85,13651,72.82,10/20/2021
4600,Watertown,No,21578.0,15279,70.81,14477,67.09,10/20/2021
4601,West Hartford,Yes,62965.0,50927,80.88,48035,76.29,10/20/2021
4602,West Haven,Yes,54620.0,36427,66.69,34077,62.39,10/20/2021
4603,Westbrook,No,6869.0,5253,76.47,4929,71.76,10/20/2021
4604,Weston,No,10252.0,7909,77.15,7374,71.93,10/20/2021
4605,Westport,No,28491.0,21739,76.3,20078,70.47,10/20/2021
4606,Wethersfield,No,26008.0,20503,78.83,19583,75.3,10/20/2021
4607,Willington,No,5864.0,3608,61.53,3409,58.13,10/20/2021
4608,Wilton,No,18343.0,14484,78.96,13538,73.8,10/20/2021
4609,Winchester,Yes,10604.0,6572,61.98,6158,58.07,10/20/2021
4610,Windham,Yes,24561.0,14193,57.79,13220,53.83,10/20/2021
4611,Windsor,No,28733.0,21534,74.95,20172,70.2,10/20/2021
4612,Windsor Locks,Yes,12854.0,8542,66.45,8036,62.52,10/20/2021
4613,Wolcott,No,16587.0,11117,67.02,10556,63.64,10/20/2021
4614,Woodbridge,No,8750.0,6968,79.63,6603,75.46,10/20/2021
4615,Woodbury,No,9502.0,6869,72.29,6559,69.03,10/20/2021
4616,Woodstock,No,7858.0,5088,64.75,4793,61.0,10/20/2021
4617,Address pending validation,,,16580,,14961,,10/27/2021
4618,Andover,No,3236.0,2232,68.97,2142,66.19,10/27/2021
4619,Ansonia,Yes,18654.0,11529,61.8,10655,57.12,10/27/2021
4620,Ashford,No,4255.0,2774,65.19,2641,62.07,10/27/2021
4621,Avon,No,18276.0,15091,82.57,14290,78.19,10/27/2021
4622,Barkhamsted,No,3606.0,2541,70.47,2436,67.55,10/27/2021
4623,Beacon Falls,No,6222.0,4108,66.02,3890,62.52,10/27/2021
4624,Berlin,No,20436.0,14620,71.54,13971,68.36,10/27/2021
4625,Bethany,No,5548.0,3960,71.38,3786,68.24,10/27/2021
4626,Bethel,No,19800.0,13439,67.87,12476,63.01,10/27/2021
4627,Bethlehem,No,3402.0,2244,65.96,2115,62.17,10/27/2021
4628,Bloomfield,No,21211.0,15932,75.11,14758,69.58,10/27/2021
4629,Bolton,No,4884.0,3468,71.01,3306,67.69,10/27/2021
4630,Bozrah,No,2726.0,1678,61.56,1614,59.21,10/27/2021
4631,Branford,No,27900.0,21249,76.16,20151,72.23,10/27/2021
4632,Bridgeport,Yes,144399.0,88666,61.4,79452,55.02,10/27/2021
4633,Bridgewater,No,1635.0,1291,78.96,1215,74.31,10/27/2021
4634,Bristol,Yes,59947.0,41106,68.57,38572,64.34,10/27/2021
4635,Brookfield,No,16973.0,12559,73.99,11866,69.91,10/27/2021
4636,Brooklyn,No,8272.0,4938,59.7,4627,55.94,10/27/2021
4637,Burlington,No,9704.0,6891,71.01,6593,67.94,10/27/2021
4638,Canaan,No,1053.0,1158,100.0,1087,100.0,10/27/2021
4639,Canterbury,No,5079.0,3093,60.9,2943,57.94,10/27/2021
4640,Canton,No,10254.0,7485,73.0,7166,69.88,10/27/2021
4641,Chaplin,No,2239.0,1387,61.95,1309,58.46,10/27/2021
4642,Cheshire,No,28937.0,22121,76.45,21017,72.63,10/27/2021
4643,Chester,No,4213.0,3052,72.44,2908,69.02,10/27/2021
4644,Clinton,No,12925.0,10120,78.3,9560,73.97,10/27/2021
4645,Colchester,No,15809.0,11288,71.4,10720,67.81,10/27/2021
4646,Colebrook,No,1400.0,1006,71.86,948,67.71,10/27/2021
4647,Columbia,No,5379.0,3725,69.25,3555,66.09,10/27/2021
4648,Cornwall,No,1362.0,1146,84.14,1059,77.75,10/27/2021
4649,Coventry,No,12407.0,8534,68.78,8155,65.73,10/27/2021
4650,Cromwell,No,13839.0,11010,79.56,10450,75.51,10/27/2021
4651,Danbury,Yes,84694.0,61636,72.77,55193,65.17,10/27/2021
4652,Darien,No,21728.0,16900,77.78,15567,71.64,10/27/2021
4653,Deep River,No,4443.0,3415,76.86,3236,72.83,10/27/2021
4654,Derby,Yes,12339.0,10042,81.38,8880,71.97,10/27/2021
4655,Durham,No,7165.0,5315,74.18,5069,70.75,10/27/2021
4656,East Granby,No,5140.0,3758,73.11,3586,69.77,10/27/2021
4657,East Haddam,No,8997.0,6259,69.57,5679,63.12,10/27/2021
4658,East Hampton,No,12800.0,8898,69.52,8449,66.01,10/27/2021
4659,East Hartford,Yes,49872.0,34923,70.03,31890,63.94,10/27/2021
4660,East Haven,Yes,28569.0,18560,64.97,17371,60.8,10/27/2021
4661,East Lyme,No,18462.0,14590,79.03,13806,74.78,10/27/2021
4662,East Windsor,No,11668.0,7463,63.96,6988,59.89,10/27/2021
4663,Eastford,No,1790.0,1081,60.39,1031,57.6,10/27/2021
4664,Easton,No,7521.0,5563,73.97,5245,69.74,10/27/2021
4665,Ellington,No,16467.0,11289,68.56,10720,65.1,10/27/2021
4666,Enfield,Yes,43659.0,26573,60.86,24986,57.23,10/27/2021
4667,Essex,No,6668.0,5458,81.85,5121,76.8,10/27/2021
4668,Fairfield,No,62045.0,44632,71.93,41966,67.64,10/27/2021
4669,Farmington,No,25497.0,20858,81.81,19769,77.53,10/27/2021
4670,Franklin,No,1920.0,1274,66.35,1209,62.97,10/27/2021
4671,Glastonbury,No,34482.0,27455,79.62,26022,75.47,10/27/2021
4672,Goshen,No,2863.0,2068,72.23,1937,67.66,10/27/2021
4673,Granby,No,11507.0,8046,69.92,7661,66.58,10/27/2021
4674,Greenwich,No,62840.0,45668,72.67,41943,66.75,10/27/2021
4675,Griswold,Yes,11534.0,6687,57.98,6344,55.0,10/27/2021
4676,Groton,Yes,38436.0,23819,61.97,22313,58.05,10/27/2021
4677,Guilford,No,22133.0,17599,79.51,16758,75.71,10/27/2021
4678,Haddam,No,8193.0,6383,77.91,6023,73.51,10/27/2021
4679,Hamden,No,60556.0,41192,68.02,38856,64.17,10/27/2021
4680,Hampton,No,1842.0,1149,62.38,1096,59.5,10/27/2021
4681,Hartford,Yes,122105.0,68001,55.69,60270,49.36,10/27/2021
4682,Hartland,No,2120.0,1261,59.48,1197,56.46,10/27/2021
4683,Harwinton,No,5420.0,3738,68.97,3582,66.09,10/27/2021
4684,Hebron,No,9504.0,6842,71.99,6506,68.46,10/27/2021
4685,Kent,No,2777.0,2375,85.52,2184,78.65,10/27/2021
4686,Killingly,Yes,17336.0,9821,56.65,9230,53.24,10/27/2021
4687,Killingworth,No,6364.0,4748,74.61,4535,71.26,10/27/2021
4688,Lebanon,No,7144.0,4852,67.92,4630,64.81,10/27/2021
4689,Ledyard,No,14621.0,10016,68.5,9492,64.92,10/27/2021
4690,Lisbon,No,4220.0,2749,65.14,2624,62.18,10/27/2021
4691,Litchfield,No,8094.0,5957,73.6,5587,69.03,10/27/2021
4692,Lyme,No,2316.0,2034,87.82,1916,82.73,10/27/2021
4693,Madison,No,18030.0,14539,80.64,13802,76.55,10/27/2021
4694,Manchester,Yes,57584.0,39823,69.16,37195,64.59,10/27/2021
4695,Mansfield,No,25487.0,10050,39.43,9461,37.12,10/27/2021
4696,Marlborough,No,6335.0,4618,72.9,4398,69.42,10/27/2021
4697,Meriden,Yes,59395.0,40459,68.12,37606,63.32,10/27/2021
4698,Middlebury,No,7798.0,5812,74.53,5525,70.85,10/27/2021
4699,Middlefield,No,4374.0,3146,71.93,3010,68.82,10/27/2021
4700,Middletown,Yes,46258.0,34270,74.08,32177,69.56,10/27/2021
4701,Milford,Yes,54747.0,38944,71.13,37104,67.77,10/27/2021
4702,Monroe,No,19434.0,14044,72.27,13341,68.65,10/27/2021
4703,Montville,Yes,18508.0,11758,63.53,11091,59.93,10/27/2021
4704,Morris,No,2254.0,1543,68.46,1438,63.8,10/27/2021
4705,Naugatuck,No,31108.0,20268,65.15,18821,60.5,10/27/2021
4706,New Britain,Yes,72495.0,41606,57.39,38269,52.79,10/27/2021
4707,New Canaan,No,20233.0,16211,80.12,14750,72.9,10/27/2021
4708,New Fairfield,No,13878.0,9425,67.91,8768,63.18,10/27/2021
4709,New Hartford,No,6656.0,4624,69.47,4401,66.12,10/27/2021
4710,New Haven,Yes,130250.0,82690,63.49,75646,58.08,10/27/2021
4711,New London,Yes,26858.0,16980,63.22,15573,57.98,10/27/2021
4712,New Milford,No,26805.0,19850,74.05,18600,69.39,10/27/2021
4713,Newington,No,30014.0,22544,75.11,21477,71.56,10/27/2021
