,Town,Age Group,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
5136,Simsbury,65+,No,3877.0,4269,100.0,4134,100.0,06/23/2021
5137,Somers,12-15,No,538.0,138,25.65,94,17.47,06/23/2021
5138,Somers,16-44,No,4403.0,1995,45.31,1831,41.59,06/23/2021
5139,Somers,45-64,No,3636.0,2269,62.4,2104,57.87,06/23/2021
5140,Somers,65+,No,1633.0,1589,97.31,1512,92.59,06/23/2021
5141,South Windsor,12-15,No,1471.0,782,53.16,565,38.41,06/23/2021
5142,South Windsor,16-44,No,8338.0,6993,83.87,6405,76.82,06/23/2021
5143,South Windsor,45-64,No,8150.0,6136,75.29,5702,69.96,06/23/2021
5144,South Windsor,65+,No,4417.0,4608,100.0,4410,99.84,06/23/2021
5145,Southbury,12-15,No,981.0,454,46.28,342,34.86,06/23/2021
5146,Southbury,16-44,No,4827.0,3398,70.4,3056,63.31,06/23/2021
5147,Southbury,45-64,No,6365.0,4450,69.91,4110,64.57,06/23/2021
5148,Southbury,65+,No,5611.0,5417,96.54,5147,91.73,06/23/2021
5149,Southington,12-15,No,2318.0,943,40.68,681,29.38,06/23/2021
5150,Southington,16-44,No,14046.0,9714,69.16,8790,62.58,06/23/2021
5151,Southington,45-64,No,13021.0,9678,74.33,8942,68.67,06/23/2021
5152,Southington,65+,No,8562.0,8385,97.93,8075,94.31,06/23/2021
5153,Sprague,12-15,No,155.0,45,29.03,36,23.23,06/23/2021
5154,Sprague,16-44,No,1134.0,457,40.3,401,35.36,06/23/2021
5155,Sprague,45-64,No,869.0,505,58.11,478,55.01,06/23/2021
5156,Sprague,65+,No,360.0,424,100.0,400,100.0,06/23/2021
5157,Stafford,12-15,No,594.0,137,23.06,114,19.19,06/23/2021
5158,Stafford,16-44,No,4220.0,1738,41.18,1534,36.35,06/23/2021
5159,Stafford,45-64,No,3678.0,2361,64.19,2175,59.14,06/23/2021
5160,Stafford,65+,No,1915.0,1777,92.79,1671,87.26,06/23/2021
5161,Stamford,12-15,Yes,5587.0,2895,51.82,2158,38.63,06/23/2021
5162,Stamford,16-44,Yes,53489.0,38065,71.16,32109,60.03,06/23/2021
5163,Stamford,45-64,Yes,32402.0,28237,87.15,24985,77.11,06/23/2021
5164,Stamford,65+,Yes,18070.0,18195,100.0,16618,91.96,06/23/2021
5165,Sterling,12-15,No,229.0,41,17.9,33,14.41,06/23/2021
5166,Sterling,16-44,No,1444.0,439,30.4,371,25.69,06/23/2021
5167,Sterling,45-64,No,1182.0,640,54.15,592,50.08,06/23/2021
5168,Sterling,65+,No,352.0,369,100.0,351,99.72,06/23/2021
5169,Stonington,12-15,No,876.0,371,42.35,310,35.39,06/23/2021
5170,Stonington,16-44,No,5256.0,3142,59.78,2801,53.29,06/23/2021
5171,Stonington,45-64,No,6079.0,4128,67.91,3872,63.69,06/23/2021
5172,Stonington,65+,No,4232.0,4626,100.0,4465,100.0,06/23/2021
5173,Stratford,12-15,No,2580.0,949,36.78,711,27.56,06/23/2021
5174,Stratford,16-44,No,18339.0,10307,56.2,9071,49.46,06/23/2021
5175,Stratford,45-64,No,15454.0,10745,69.53,9835,63.64,06/23/2021
5176,Stratford,65+,No,9237.0,7813,84.58,7411,80.23,06/23/2021
5177,Suffield,12-15,No,832.0,323,38.82,237,28.49,06/23/2021
5178,Suffield,16-44,No,6058.0,3236,53.42,2900,47.87,06/23/2021
5179,Suffield,45-64,No,4839.0,3560,73.57,3292,68.03,06/23/2021
5180,Suffield,65+,No,2427.0,2533,100.0,2363,97.36,06/23/2021
5181,Thomaston,12-15,No,401.0,99,24.69,67,16.71,06/23/2021
5182,Thomaston,16-44,No,2640.0,1410,53.41,1250,47.35,06/23/2021
5183,Thomaston,45-64,No,2576.0,1724,66.93,1595,61.92,06/23/2021
5184,Thomaston,65+,No,1163.0,1168,100.0,1123,96.56,06/23/2021
5185,Thompson,12-15,No,441.0,73,16.55,45,10.2,06/23/2021
5186,Thompson,16-44,No,3105.0,1057,34.04,912,29.37,06/23/2021
5187,Thompson,45-64,No,3105.0,1532,49.34,1405,45.25,06/23/2021
5188,Thompson,65+,No,1508.0,1274,84.48,1228,81.43,06/23/2021
5189,Tolland,12-15,No,980.0,428,43.67,361,36.84,06/23/2021
5190,Tolland,16-44,No,4831.0,3370,69.76,3091,63.98,06/23/2021
5191,Tolland,45-64,No,4868.0,3599,73.93,3327,68.34,06/23/2021
5192,Tolland,65+,No,2135.0,2303,100.0,2217,100.0,06/23/2021
5193,Torrington,12-15,Yes,1584.0,553,34.91,416,26.26,06/23/2021
5194,Torrington,16-44,Yes,12094.0,6222,51.45,5408,44.72,06/23/2021
5195,Torrington,45-64,Yes,10743.0,7286,67.82,6633,61.74,06/23/2021
5196,Torrington,65+,Yes,6185.0,5786,93.55,5504,88.99,06/23/2021
5197,Trumbull,12-15,No,2294.0,1146,49.96,913,39.8,06/23/2021
5198,Trumbull,16-44,No,11041.0,8817,79.86,7938,71.9,06/23/2021
5199,Trumbull,45-64,No,11176.0,8784,78.6,8160,73.01,06/23/2021
5200,Trumbull,65+,No,6866.0,6213,90.49,5869,85.48,06/23/2021
5201,Union,12-15,No,45.0,8,17.78,8,17.78,06/23/2021
5202,Union,16-44,No,226.0,105,46.46,97,42.92,06/23/2021
5203,Union,45-64,No,305.0,181,59.34,173,56.72,06/23/2021
5204,Union,65+,No,169.0,193,100.0,175,100.0,06/23/2021
5205,Vernon,12-15,Yes,1190.0,471,39.58,334,28.07,06/23/2021
5206,Vernon,16-44,Yes,11294.0,7030,62.25,6278,55.59,06/23/2021
5207,Vernon,45-64,Yes,7999.0,5870,73.38,5451,68.15,06/23/2021
5208,Vernon,65+,Yes,5032.0,5021,99.78,4787,95.13,06/23/2021
5209,Voluntown,12-15,No,136.0,37,27.21,30,22.06,06/23/2021
5210,Voluntown,16-44,No,869.0,336,38.67,302,34.75,06/23/2021
5211,Voluntown,45-64,No,948.0,571,60.23,535,56.43,06/23/2021
5212,Voluntown,65+,No,316.0,403,100.0,383,100.0,06/23/2021
5213,Wallingford,12-15,No,2113.0,932,44.11,712,33.7,06/23/2021
5214,Wallingford,16-44,No,15455.0,10576,68.43,9577,61.97,06/23/2021
5215,Wallingford,45-64,No,13953.0,10125,72.57,9373,67.18,06/23/2021
5216,Wallingford,65+,No,8045.0,8228,100.0,7860,97.7,06/23/2021
5217,Warren,12-15,No,69.0,27,39.13,19,27.54,06/23/2021
5218,Warren,16-44,No,370.0,206,55.68,183,49.46,06/23/2021
5219,Warren,45-64,No,514.0,366,71.21,337,65.56,06/23/2021
5220,Warren,65+,No,325.0,315,96.92,300,92.31,06/23/2021
5221,Washington,12-15,No,156.0,108,69.23,68,43.59,06/23/2021
5222,Washington,16-44,No,878.0,703,80.07,629,71.64,06/23/2021
5223,Washington,45-64,No,1259.0,875,69.5,785,62.35,06/23/2021
5224,Washington,65+,No,846.0,884,100.0,837,98.94,06/23/2021
5225,Waterbury,12-15,Yes,5992.0,1201,20.04,735,12.27,06/23/2021
5226,Waterbury,16-44,Yes,43643.0,18458,42.29,15045,34.47,06/23/2021
5227,Waterbury,45-64,Yes,27429.0,18285,66.66,16142,58.85,06/23/2021
5228,Waterbury,65+,Yes,13896.0,11921,85.79,11080,79.74,06/23/2021
5229,Waterford,12-15,Yes,969.0,396,40.87,325,33.54,06/23/2021
5230,Waterford,16-44,Yes,5732.0,3838,66.96,3518,61.37,06/23/2021
5231,Waterford,45-64,Yes,6259.0,4578,73.14,4290,68.54,06/23/2021
5232,Waterford,65+,Yes,4236.0,4063,95.92,3934,92.87,06/23/2021
5233,Watertown,12-15,No,1118.0,324,28.98,238,21.29,06/23/2021
5234,Watertown,16-44,No,7117.0,4302,60.45,3839,53.94,06/23/2021
5235,Watertown,45-64,No,7146.0,4923,68.89,4515,63.18,06/23/2021
5236,Watertown,65+,No,4055.0,3927,96.84,3755,92.6,06/23/2021
5237,West Hartford,12-15,Yes,3400.0,2265,66.62,1806,53.12,06/23/2021
5238,West Hartford,16-44,Yes,22577.0,18637,82.55,16723,74.07,06/23/2021
5239,West Hartford,45-64,Yes,17430.0,14873,85.33,13524,77.59,06/23/2021
5240,West Hartford,65+,Yes,11042.0,11151,100.0,10540,95.45,06/23/2021
5241,West Haven,12-15,Yes,2754.0,812,29.48,579,21.02,06/23/2021
5242,West Haven,16-44,Yes,23334.0,12120,51.94,10573,45.31,06/23/2021
5243,West Haven,45-64,Yes,14336.0,10437,72.8,9537,66.52,06/23/2021
5244,West Haven,65+,Yes,7347.0,7005,95.35,6713,91.37,06/23/2021
5245,Westbrook,12-15,No,298.0,120,40.27,90,30.2,06/23/2021
5246,Westbrook,16-44,No,2113.0,1304,61.71,1144,54.14,06/23/2021
5247,Westbrook,45-64,No,2201.0,1688,76.69,1558,70.79,06/23/2021
5248,Westbrook,65+,No,1633.0,1661,100.0,1598,97.86,06/23/2021
5249,Weston,12-15,No,886.0,566,63.88,472,53.27,06/23/2021
5250,Weston,16-44,No,2624.0,2332,88.87,2045,77.93,06/23/2021
5251,Weston,45-64,No,3769.0,3005,79.73,2768,73.44,06/23/2021
5252,Weston,65+,No,1323.0,1456,100.0,1380,100.0,06/23/2021
5253,Westport,12-15,No,2075.0,1526,73.54,1298,62.55,06/23/2021
5254,Westport,16-44,No,6935.0,6197,89.36,5409,78.0,06/23/2021
5255,Westport,45-64,No,9291.0,8024,86.36,7284,78.4,06/23/2021
5256,Westport,65+,No,4605.0,4360,94.68,4144,89.99,06/23/2021
5257,Wethersfield,12-15,No,1269.0,571,45.0,450,35.46,06/23/2021
5258,Wethersfield,16-44,No,8591.0,6660,77.52,5998,69.82,06/23/2021
5259,Wethersfield,45-64,No,7852.0,6275,79.92,5823,74.16,06/23/2021
5260,Wethersfield,65+,No,5417.0,4971,91.77,4806,88.72,06/23/2021
5261,Willington,12-15,No,251.0,106,42.23,87,34.66,06/23/2021
5262,Willington,16-44,No,2639.0,1159,43.92,1050,39.79,06/23/2021
5263,Willington,45-64,No,1774.0,1122,63.25,1050,59.19,06/23/2021
5264,Willington,65+,No,735.0,850,100.0,819,100.0,06/23/2021
5265,Wilton,12-15,No,1470.0,935,63.61,774,52.65,06/23/2021
5266,Wilton,16-44,No,5053.0,4492,88.9,3925,77.68,06/23/2021
5267,Wilton,45-64,No,6127.0,5075,82.83,4662,76.09,06/23/2021
5268,Wilton,65+,No,2814.0,3050,100.0,2867,100.0,06/23/2021
5269,Winchester,12-15,Yes,493.0,110,22.31,89,18.05,06/23/2021
5270,Winchester,16-44,Yes,3606.0,1615,44.79,1404,38.94,06/23/2021
5271,Winchester,45-64,Yes,3555.0,2097,58.99,1908,53.67,06/23/2021
5272,Winchester,65+,Yes,1998.0,1839,92.04,1764,88.29,06/23/2021
5273,Windham,12-15,Yes,1325.0,311,23.47,232,17.51,06/23/2021
5274,Windham,16-44,Yes,11475.0,4708,41.03,4199,36.59,06/23/2021
5275,Windham,45-64,Yes,5600.0,3806,67.96,3546,63.32,06/23/2021
5276,Windham,65+,Yes,3234.0,2909,89.95,2765,85.5,06/23/2021
5277,Windsor,12-15,No,1439.0,538,37.39,390,27.1,06/23/2021
5278,Windsor,16-44,No,9963.0,6078,61.01,5342,53.62,06/23/2021
5279,Windsor,45-64,No,9084.0,6630,72.99,6106,67.22,06/23/2021
5280,Windsor,65+,No,4943.0,5480,100.0,5189,100.0,06/23/2021
5281,Windsor Locks,12-15,Yes,571.0,206,36.08,156,27.32,06/23/2021
5282,Windsor Locks,16-44,Yes,4366.0,2430,55.66,2159,49.45,06/23/2021
5283,Windsor Locks,45-64,Yes,3887.0,2698,69.41,2458,63.24,06/23/2021
5284,Windsor Locks,65+,Yes,2185.0,2201,100.0,2104,96.29,06/23/2021
5285,Wolcott,12-15,No,912.0,286,31.36,235,25.77,06/23/2021
5286,Wolcott,16-44,No,5476.0,3121,56.99,2781,50.79,06/23/2021
5287,Wolcott,45-64,No,5558.0,3782,68.05,3432,61.75,06/23/2021
5288,Wolcott,65+,No,2780.0,2669,96.01,2553,91.83,06/23/2021
5289,Woodbridge,12-15,No,528.0,304,57.58,244,46.21,06/23/2021
5290,Woodbridge,16-44,No,2361.0,2056,87.08,1877,79.5,06/23/2021
5291,Woodbridge,45-64,No,3010.0,2269,75.38,2125,70.6,06/23/2021
5292,Woodbridge,65+,No,1821.0,1836,100.0,1753,96.27,06/23/2021
5293,Woodbury,12-15,No,433.0,168,38.8,146,33.72,06/23/2021
5294,Woodbury,16-44,No,2764.0,1651,59.73,1481,53.58,06/23/2021
5295,Woodbury,45-64,No,3458.0,2389,69.09,2218,64.14,06/23/2021
5296,Woodbury,65+,No,2015.0,2023,100.0,1929,95.73,06/23/2021
5297,Woodstock,12-15,No,444.0,174,39.19,143,32.21,06/23/2021
5298,Woodstock,16-44,No,2386.0,1278,53.56,1104,46.27,06/23/2021
5299,Woodstock,45-64,No,2804.0,1740,62.05,1620,57.77,06/23/2021
5300,Woodstock,65+,No,1217.0,1325,100.0,1289,100.0,06/23/2021
5301,Address pending validation,12-15,,,33,,14,,06/30/2021
5302,Address pending validation,16-44,,,1783,,1537,,06/30/2021
5303,Address pending validation,45-64,,,1699,,1509,,06/30/2021
5304,Address pending validation,65+,,,868,,771,,06/30/2021
5305,Andover,12-15,No,207.0,69,33.33,58,28.02,06/30/2021
5306,Andover,16-44,No,1045.0,612,58.56,576,55.12,06/30/2021
5307,Andover,45-64,No,1217.0,856,70.34,806,66.23,06/30/2021
5308,Andover,65+,No,421.0,482,100.0,470,100.0,06/30/2021
5309,Ansonia,12-15,Yes,1008.0,231,22.92,166,16.47,06/30/2021
5310,Ansonia,16-44,Yes,7283.0,3532,48.5,3134,43.03,06/30/2021
5311,Ansonia,45-64,Yes,5365.0,3626,67.59,3296,61.44,06/30/2021
5312,Ansonia,65+,Yes,2535.0,2135,84.22,1972,77.79,06/30/2021
5313,Ashford,12-15,No,192.0,89,46.35,80,41.67,06/30/2021
5314,Ashford,16-44,No,1487.0,777,52.25,731,49.16,06/30/2021
5315,Ashford,45-64,No,1456.0,941,64.63,897,61.61,06/30/2021
5316,Ashford,65+,No,572.0,693,100.0,670,100.0,06/30/2021
5317,Avon,12-15,No,1233.0,735,59.61,585,47.45,06/30/2021
5318,Avon,16-44,No,5149.0,4787,92.97,4407,85.59,06/30/2021
5319,Avon,45-64,No,5968.0,4973,83.33,4640,77.75,06/30/2021
5320,Avon,65+,No,3446.0,3579,100.0,3447,100.0,06/30/2021
5321,Barkhamsted,12-15,No,216.0,76,35.19,56,25.93,06/30/2021
5322,Barkhamsted,16-44,No,1056.0,630,59.66,587,55.59,06/30/2021
5323,Barkhamsted,45-64,No,1386.0,887,64.0,846,61.04,06/30/2021
5324,Barkhamsted,65+,No,616.0,683,100.0,670,100.0,06/30/2021
5325,Beacon Falls,12-15,No,321.0,112,34.89,88,27.41,06/30/2021
5326,Beacon Falls,16-44,No,2116.0,1207,57.04,1089,51.47,06/30/2021
5327,Beacon Falls,45-64,No,1929.0,1341,69.52,1228,63.66,06/30/2021
5328,Beacon Falls,65+,No,951.0,1055,100.0,998,100.0,06/30/2021
5329,Berlin,12-15,No,1032.0,190,18.41,143,13.86,06/30/2021
5330,Berlin,16-44,No,6285.0,4182,66.54,3900,62.05,06/30/2021
5331,Berlin,45-64,No,6790.0,4717,69.47,4465,65.76,06/30/2021
5332,Berlin,65+,No,4012.0,4162,100.0,4018,100.0,06/30/2021
5333,Bethany,12-15,No,314.0,130,41.4,105,33.44,06/30/2021
5334,Bethany,16-44,No,1559.0,1155,74.09,1084,69.53,06/30/2021
5335,Bethany,45-64,No,2135.0,1381,64.68,1305,61.12,06/30/2021
5336,Bethany,65+,No,866.0,949,100.0,917,100.0,06/30/2021
5337,Bethel,12-15,No,1029.0,618,60.06,509,49.47,06/30/2021
5338,Bethel,16-44,No,6649.0,4460,67.08,4044,60.82,06/30/2021
5339,Bethel,45-64,No,6259.0,4373,69.87,4068,64.99,06/30/2021
5340,Bethel,65+,No,2874.0,2390,83.16,2233,77.7,06/30/2021
5341,Bethlehem,12-15,No,164.0,35,21.34,27,16.46,06/30/2021
5342,Bethlehem,16-44,No,961.0,525,54.63,480,49.95,06/30/2021
5343,Bethlehem,45-64,No,1390.0,741,53.31,685,49.28,06/30/2021
5344,Bethlehem,65+,No,646.0,713,100.0,687,100.0,06/30/2021
5345,Bloomfield,12-15,No,881.0,254,28.83,188,21.34,06/30/2021
5346,Bloomfield,16-44,No,6284.0,3772,60.03,3367,53.58,06/30/2021
5347,Bloomfield,45-64,No,6268.0,4423,70.56,4046,64.55,06/30/2021
5348,Bloomfield,65+,No,5199.0,5471,100.0,5126,98.6,06/30/2021
5349,Bolton,12-15,No,259.0,122,47.1,104,40.15,06/30/2021
5350,Bolton,16-44,No,1524.0,1028,67.45,959,62.93,06/30/2021
5351,Bolton,45-64,No,1723.0,1139,66.11,1061,61.58,06/30/2021
5352,Bolton,65+,No,850.0,892,100.0,872,100.0,06/30/2021
5353,Bozrah,12-15,No,119.0,44,36.97,38,31.93,06/30/2021
5354,Bozrah,16-44,No,851.0,386,45.36,359,42.19,06/30/2021
5355,Bozrah,45-64,No,902.0,568,62.97,532,58.98,06/30/2021
5356,Bozrah,65+,No,427.0,498,100.0,483,100.0,06/30/2021
5357,Branford,12-15,No,1110.0,497,44.77,393,35.41,06/30/2021
5358,Branford,16-44,No,8831.0,6007,68.02,5567,63.04,06/30/2021
5359,Branford,45-64,No,9359.0,6739,72.01,6333,67.67,06/30/2021
5360,Branford,65+,No,6079.0,6369,100.0,6126,100.0,06/30/2021
5361,Bridgeport,12-15,Yes,7845.0,1891,24.1,1289,16.43,06/30/2021
5362,Bridgeport,16-44,Yes,65521.0,27635,42.18,23373,35.67,06/30/2021
5363,Bridgeport,45-64,Yes,34783.0,24190,69.55,21777,62.61,06/30/2021
5364,Bridgeport,65+,Yes,15163.0,13784,90.91,12865,84.84,06/30/2021
5365,Bridgewater,12-15,No,70.0,37,52.86,37,52.86,06/30/2021
5366,Bridgewater,16-44,No,353.0,265,75.07,236,66.86,06/30/2021
5367,Bridgewater,45-64,No,635.0,442,69.61,408,64.25,06/30/2021
5368,Bridgewater,65+,No,474.0,437,92.19,422,89.03,06/30/2021
5369,Bristol,12-15,Yes,2844.0,911,32.03,716,25.18,06/30/2021
5370,Bristol,16-44,Yes,22411.0,12790,57.07,11478,51.22,06/30/2021
5371,Bristol,45-64,Yes,17083.0,12529,73.34,11591,67.85,06/30/2021
5372,Bristol,65+,Yes,9960.0,9463,95.01,8995,90.31,06/30/2021
5373,Brookfield,12-15,No,1026.0,470,45.81,379,36.94,06/30/2021
5374,Brookfield,16-44,No,5357.0,3731,69.65,3382,63.13,06/30/2021
5375,Brookfield,45-64,No,5665.0,4228,74.63,3911,69.04,06/30/2021
5376,Brookfield,65+,No,2746.0,2920,100.0,2806,100.0,06/30/2021
5377,Brooklyn,12-15,No,393.0,111,28.24,92,23.41,06/30/2021
5378,Brooklyn,16-44,No,3047.0,1263,41.45,1149,37.71,06/30/2021
5379,Brooklyn,45-64,No,2471.0,1495,60.5,1400,56.66,06/30/2021
5380,Brooklyn,65+,No,1310.0,1347,100.0,1284,98.02,06/30/2021
5381,Burlington,12-15,No,629.0,300,47.69,249,39.59,06/30/2021
5382,Burlington,16-44,No,2961.0,2156,72.81,2013,67.98,06/30/2021
5383,Burlington,45-64,No,3389.0,2456,72.47,2317,68.37,06/30/2021
5384,Burlington,65+,No,1234.0,1445,100.0,1387,100.0,06/30/2021
5385,Canaan,12-15,No,54.0,33,61.11,23,42.59,06/30/2021
5386,Canaan,16-44,No,337.0,288,85.46,254,75.37,06/30/2021
5387,Canaan,45-64,No,379.0,370,97.63,349,92.08,06/30/2021
5388,Canaan,65+,No,321.0,353,100.0,335,100.0,06/30/2021
5389,Canterbury,12-15,No,280.0,56,20.0,40,14.29,06/30/2021
5390,Canterbury,16-44,No,1681.0,758,45.09,701,41.7,06/30/2021
5391,Canterbury,45-64,No,1764.0,1024,58.05,953,54.02,06/30/2021
5392,Canterbury,65+,No,734.0,806,100.0,771,100.0,06/30/2021
5393,Canton,12-15,No,574.0,299,52.09,265,46.17,06/30/2021
5394,Canton,16-44,No,3095.0,2206,71.28,2047,66.14,06/30/2021
5395,Canton,45-64,No,3472.0,2506,72.18,2351,67.71,06/30/2021
5396,Canton,65+,No,1844.0,1926,100.0,1877,100.0,06/30/2021
5397,Chaplin,12-15,No,88.0,31,35.23,24,27.27,06/30/2021
5398,Chaplin,16-44,No,753.0,356,47.28,324,43.03,06/30/2021
5399,Chaplin,45-64,No,825.0,473,57.33,440,53.33,06/30/2021
5400,Chaplin,65+,No,329.0,331,100.0,316,96.05,06/30/2021
5401,Cheshire,12-15,No,1793.0,928,51.76,794,44.28,06/30/2021
5402,Cheshire,16-44,No,9859.0,7261,73.65,6812,69.09,06/30/2021
5403,Cheshire,45-64,No,9264.0,7252,78.28,6803,73.43,06/30/2021
5404,Cheshire,65+,No,4743.0,5175,100.0,4973,100.0,06/30/2021
5405,Chester,12-15,No,194.0,84,43.3,69,35.57,06/30/2021
5406,Chester,16-44,No,1133.0,800,70.61,739,65.23,06/30/2021
5407,Chester,45-64,No,1555.0,1018,65.47,965,62.06,06/30/2021
5408,Chester,65+,No,1015.0,956,94.19,925,91.13,06/30/2021
5409,Clinton,12-15,No,627.0,362,57.74,307,48.96,06/30/2021
5410,Clinton,16-44,No,4130.0,2930,70.94,2676,64.79,06/30/2021
5411,Clinton,45-64,No,4373.0,3308,75.65,3112,71.16,06/30/2021
5412,Clinton,65+,No,2391.0,2637,100.0,2542,100.0,06/30/2021
5413,Colchester,12-15,No,990.0,354,35.76,274,27.68,06/30/2021
5414,Colchester,16-44,No,5666.0,3515,62.04,3264,57.61,06/30/2021
5415,Colchester,45-64,No,5117.0,3742,73.13,3508,68.56,06/30/2021
5416,Colchester,65+,No,2144.0,2339,100.0,2260,100.0,06/30/2021
5417,Colebrook,12-15,No,79.0,35,44.3,31,39.24,06/30/2021
5418,Colebrook,16-44,No,415.0,235,56.63,217,52.29,06/30/2021
5419,Colebrook,45-64,No,555.0,341,61.44,308,55.5,06/30/2021
5420,Colebrook,65+,No,261.0,289,100.0,282,100.0,06/30/2021
5421,Columbia,12-15,No,296.0,89,30.07,77,26.01,06/30/2021
5422,Columbia,16-44,No,1656.0,985,59.48,907,54.77,06/30/2021
5423,Columbia,45-64,No,1863.0,1259,67.58,1175,63.07,06/30/2021
5424,Columbia,65+,No,1018.0,1052,100.0,1024,100.0,06/30/2021
5425,Cornwall,12-15,No,69.0,31,44.93,24,34.78,06/30/2021
5426,Cornwall,16-44,No,306.0,240,78.43,211,68.95,06/30/2021
5427,Cornwall,45-64,No,553.0,396,71.61,373,67.45,06/30/2021
5428,Cornwall,65+,No,360.0,405,100.0,386,100.0,06/30/2021
5429,Coventry,12-15,No,665.0,273,41.05,235,35.34,06/30/2021
5430,Coventry,16-44,No,4297.0,2633,61.28,2469,57.46,06/30/2021
5431,Coventry,45-64,No,4160.0,2889,69.45,2726,65.53,06/30/2021
5432,Coventry,65+,No,1674.0,1865,100.0,1807,100.0,06/30/2021
5433,Cromwell,12-15,No,658.0,259,39.36,195,29.64,06/30/2021
5434,Cromwell,16-44,No,4864.0,3523,72.43,3252,66.86,06/30/2021
5435,Cromwell,45-64,No,4301.0,3418,79.47,3223,74.94,06/30/2021
5436,Cromwell,65+,No,2499.0,2792,100.0,2664,100.0,06/30/2021
5437,Danbury,12-15,Yes,3870.0,1952,50.44,1465,37.86,06/30/2021
5438,Danbury,16-44,Yes,36020.0,21372,59.33,17966,49.88,06/30/2021
5439,Danbury,45-64,Yes,22092.0,17440,78.94,15682,70.98,06/30/2021
5440,Danbury,65+,Yes,9823.0,10581,100.0,9911,100.0,06/30/2021
5441,Darien,12-15,No,1814.0,1462,80.6,1279,70.51,06/30/2021
5442,Darien,16-44,No,6457.0,5824,90.2,5195,80.46,06/30/2021
5443,Darien,45-64,No,6257.0,5908,94.42,5425,86.7,06/30/2021
5444,Darien,65+,No,2605.0,2664,100.0,2451,94.09,06/30/2021
5445,Deep River,12-15,No,248.0,121,48.79,95,38.31,06/30/2021
5446,Deep River,16-44,No,1500.0,933,62.2,863,57.53,06/30/2021
5447,Deep River,45-64,No,1439.0,1165,80.96,1091,75.82,06/30/2021
5448,Deep River,65+,No,848.0,918,100.0,875,100.0,06/30/2021
5449,Derby,12-15,Yes,567.0,355,62.61,257,45.33,06/30/2021
5450,Derby,16-44,Yes,4901.0,3072,62.68,2563,52.3,06/30/2021
5451,Derby,45-64,Yes,3559.0,2826,79.4,2499,70.22,06/30/2021
5452,Derby,65+,Yes,2052.0,1730,84.31,1614,78.65,06/30/2021
5453,Durham,12-15,No,468.0,175,37.39,140,29.91,06/30/2021
5454,Durham,16-44,No,2341.0,1637,69.93,1511,64.55,06/30/2021
5455,Durham,45-64,No,2482.0,1846,74.38,1730,69.7,06/30/2021
5456,Durham,65+,No,1099.0,1220,100.0,1179,100.0,06/30/2021
5457,East Granby,12-15,No,280.0,129,46.07,119,42.5,06/30/2021
5458,East Granby,16-44,No,1697.0,1224,72.13,1136,66.94,06/30/2021
5459,East Granby,45-64,No,1669.0,1274,76.33,1196,71.66,06/30/2021
5460,East Granby,65+,No,793.0,790,99.62,765,96.47,06/30/2021
5461,East Haddam,12-15,No,463.0,154,33.26,118,25.49,06/30/2021
5462,East Haddam,16-44,No,2836.0,1676,59.1,1503,53.0,06/30/2021
5463,East Haddam,45-64,No,3322.0,2164,65.14,1927,58.01,06/30/2021
5464,East Haddam,65+,No,1470.0,1617,100.0,1434,97.55,06/30/2021
5465,East Hampton,12-15,No,629.0,328,52.15,288,45.79,06/30/2021
5466,East Hampton,16-44,No,4248.0,2628,61.86,2428,57.16,06/30/2021
5467,East Hampton,45-64,No,4432.0,3057,68.98,2876,64.89,06/30/2021
5468,East Hampton,65+,No,1852.0,2037,100.0,1976,100.0,06/30/2021
5469,East Hartford,12-15,Yes,2587.0,989,38.23,747,28.88,06/30/2021
5470,East Hartford,16-44,Yes,19697.0,10681,54.23,9237,46.9,06/30/2021
5471,East Hartford,45-64,Yes,14093.0,10631,75.43,9387,66.61,06/30/2021
5472,East Hartford,65+,Yes,6971.0,6720,96.4,6247,89.61,06/30/2021
5473,East Haven,12-15,Yes,1230.0,421,34.23,308,25.04,06/30/2021
5474,East Haven,16-44,Yes,10618.0,5454,51.37,4934,46.47,06/30/2021
5475,East Haven,45-64,Yes,8555.0,5783,67.6,5391,63.02,06/30/2021
5476,East Haven,65+,Yes,5413.0,4405,81.38,4257,78.64,06/30/2021
5477,East Lyme,12-15,No,913.0,427,46.77,362,39.65,06/30/2021
5478,East Lyme,16-44,No,6370.0,3981,62.5,3659,57.44,06/30/2021
5479,East Lyme,45-64,No,5827.0,4360,74.82,4117,70.65,06/30/2021
5480,East Lyme,65+,No,3939.0,4183,100.0,4065,100.0,06/30/2021
5481,East Windsor,12-15,No,457.0,165,36.11,105,22.98,06/30/2021
5482,East Windsor,16-44,No,4094.0,2111,51.56,1850,45.19,06/30/2021
5483,East Windsor,45-64,No,3548.0,2449,69.02,2251,63.44,06/30/2021
5484,East Windsor,65+,No,1954.0,1889,96.67,1797,91.97,06/30/2021
5485,Eastford,12-15,No,69.0,27,39.13,19,27.54,06/30/2021
5486,Eastford,16-44,No,503.0,248,49.3,226,44.93,06/30/2021
5487,Eastford,45-64,No,654.0,375,57.34,353,53.98,06/30/2021
5488,Eastford,65+,No,282.0,311,100.0,295,100.0,06/30/2021
5489,Easton,12-15,No,536.0,297,55.41,251,46.83,06/30/2021
