,EventWk_ending_date,Jurisdictions,DoD_cases_7dy,DoD_cases_7dy_ave,cases
49,12/12/2020,ALL OK Counties,21927.0,3132.4285714,262834
50,12/19/2020,ALL OK Counties,23762.0,3394.5714286,286596
51,12/26/2020,ALL OK Counties,22144.0,3163.4285714,308740
52,01/02/2021,ALL OK Counties,26754.0,3822.0,335494
53,01/09/2021,ALL OK Counties,25015.0,3573.5714286,360509
54,01/16/2021,ALL OK Counties,19175.0,2739.2857143,379684
55,01/23/2021,ALL OK Counties,16675.0,2382.1428571,396359
56,01/30/2021,ALL OK Counties,14103.0,2014.7142857,410462
57,02/06/2021,ALL OK Counties,11392.0,1627.4285714,421854
58,02/13/2021,ALL OK Counties,6728.0,961.14285714,428582
59,02/20/2021,ALL OK Counties,3483.0,497.57142857,432065
60,02/27/2021,ALL OK Counties,3120.0,445.71428571,435185
61,03/06/2021,ALL OK Counties,2561.0,365.85714286,437746
62,03/13/2021,ALL OK Counties,2426.0,346.57142857,440172
63,03/20/2021,ALL OK Counties,1843.0,263.28571429,442015
64,03/27/2021,ALL OK Counties,1740.0,248.57142857,443755
65,04/03/2021,ALL OK Counties,1657.0,236.71428571,445412
66,04/10/2021,ALL OK Counties,1549.0,221.28571429,446961
67,04/17/2021,ALL OK Counties,1660.0,237.14285714,448621
68,04/24/2021,ALL OK Counties,1535.0,219.28571429,450156
69,05/01/2021,ALL OK Counties,1569.0,224.14285714,451725
70,05/08/2021,ALL OK Counties,1304.0,186.28571429,453029
71,05/15/2021,ALL OK Counties,943.0,134.71428571,453972
72,05/22/2021,ALL OK Counties,1067.0,152.42857143,455039
73,05/29/2021,ALL OK Counties,857.0,122.42857143,455896
74,06/05/2021,ALL OK Counties,880.0,125.71428571,456776
75,06/12/2021,ALL OK Counties,1122.0,160.28571429,457898
76,06/19/2021,ALL OK Counties,1355.0,193.57142857,459253
77,06/26/2021,ALL OK Counties,1656.0,236.57142857,460909
78,07/03/2021,ALL OK Counties,2449.0,349.85714286,463358
79,07/10/2021,ALL OK Counties,3774.0,539.14285714,467132
80,07/17/2021,ALL OK Counties,5661.0,808.71428571,472793
81,07/24/2021,ALL OK Counties,8982.0,1283.1428571,481775
82,07/31/2021,ALL OK Counties,12541.0,1791.5714286,494316
83,08/07/2021,ALL OK Counties,15455.0,2207.8571429,509771
84,08/14/2021,ALL OK Counties,16236.0,2319.4285714,526007
85,08/21/2021,ALL OK Counties,18547.0,2649.5714286,544554
86,08/28/2021,ALL OK Counties,20121.0,2874.4285714,564675
87,09/04/2021,ALL OK Counties,17628.0,2518.2857143,582303
88,09/11/2021,ALL OK Counties,14896.0,2128.0,597199
89,09/18/2021,ALL OK Counties,12666.0,1809.4285714,609865
90,09/25/2021,ALL OK Counties,9339.0,1334.1428571,619204
91,10/02/2021,ALL OK Counties,8784.0,1254.8571429,627988
92,10/09/2021,ALL OK Counties,7473.0,1067.5714286,635461
93,10/16/2021,ALL OK Counties,5660.0,808.57142857,641121
94,10/23/2021,ALL OK Counties,5090.0,727.14285714,646211
95,10/30/2021,ALL OK Counties,4055.0,579.28571429,650266
96,11/06/2021,ALL OK Counties,4867.0,695.28571429,655133
97,11/13/2021,ALL OK Counties,5873.0,839.0,661006
98,11/20/2021,ALL OK Counties,6217.0,888.14285714,667223
99,11/27/2021,ALL OK Counties,5960.0,851.42857143,673183
100,12/04/2021,ALL OK Counties,8039.0,1148.4285714,681222
101,12/11/2021,ALL OK Counties,7972.0,1138.8571429,689194
102,12/18/2021,ALL OK Counties,8704.0,1243.4285714,697898
103,12/25/2021,ALL OK Counties,11384.0,1626.2857143,709282
104,01/01/2022,ALL OK Counties,28338.0,4048.2857143,737620
105,01/08/2022,ALL OK Counties,63756.0,9108.0,801376
106,01/15/2022,ALL OK Counties,95078.0,13582.571429,896454
107,01/22/2022,ALL OK Counties,75851.0,10835.857143,972305
108,01/29/2022,ALL OK Counties,41692.0,5956.0,1013997
109,02/05/2022,ALL OK Counties,14839.0,2119.8571429,1028836
110,02/12/2022,ALL OK Counties,7689.0,1098.4285714,1036525
111,02/19/2022,ALL OK Counties,3644.0,520.57142857,1040169
112,02/26/2022,ALL OK Counties,1680.0,240.0,1041849
113,03/05/2022,ALL OK Counties,1116.0,159.42857143,1042965
114,03/12/2022,ALL OK Counties,729.0,104.14285714,1043694
115,03/19/2022,ALL OK Counties,556.0,79.428571429,1044250
116,03/26/2022,ALL OK Counties,508.0,72.571428571,1044758
117,04/02/2022,ALL OK Counties,563.0,80.428571429,1045321
118,04/09/2022,ALL OK Counties,565.0,80.714285714,1045886
119,04/16/2022,ALL OK Counties,696.0,99.428571429,1046582
120,04/23/2022,ALL OK Counties,864.0,123.42857143,1047446
121,04/30/2022,ALL OK Counties,1110.0,158.57142857,1048556
122,05/07/2022,ALL OK Counties,1432.0,204.57142857,1049988
123,05/14/2022,ALL OK Counties,1827.0,261.0,1051815
124,05/21/2022,ALL OK Counties,2395.0,342.14285714,1054210
125,05/28/2022,ALL OK Counties,3186.0,455.14285714,1057396
126,06/04/2022,ALL OK Counties,4239.0,605.57142857,1061635
127,06/11/2022,ALL OK Counties,4975.0,710.71428571,1066610
128,06/18/2022,ALL OK Counties,6404.0,914.85714286,1073014
129,06/25/2022,ALL OK Counties,7980.0,1140.0,1080994
130,07/02/2022,ALL OK Counties,9413.0,1344.7142857,1090407
131,07/09/2022,ALL OK Counties,10476.0,1496.5714286,1100883
132,07/16/2022,ALL OK Counties,11722.0,1674.5714286,1112605
133,07/23/2022,ALL OK Counties,12739.0,1819.8571429,1125344
134,07/30/2022,ALL OK Counties,11776.0,1682.2857143,1137120
135,08/06/2022,ALL OK Counties,11119.0,1588.4285714,1148239
136,08/13/2022,ALL OK Counties,9449.0,1349.8571429,1157688
137,08/20/2022,ALL OK Counties,9509.0,1358.4285714,1167197
138,08/27/2022,ALL OK Counties,10936.0,1562.2857143,1178133
139,09/03/2022,ALL OK Counties,9770.0,1395.7142857,1187903
140,09/10/2022,ALL OK Counties,7135.0,1019.2857143,1195038
141,09/17/2022,ALL OK Counties,5086.0,726.57142857,1200124
142,09/24/2022,ALL OK Counties,3783.0,540.42857143,1203907
143,10/01/2022,ALL OK Counties,2919.0,417.0,1206826
144,10/08/2022,ALL OK Counties,2590.0,370.0,1209416
145,10/15/2022,ALL OK Counties,2450.0,350.0,1211866
146,10/22/2022,ALL OK Counties,2406.0,343.71428571,1214272
147,10/29/2022,ALL OK Counties,2511.0,358.71428571,1216783
148,11/05/2022,ALL OK Counties,2709.0,387.0,1219492
149,11/12/2022,ALL OK Counties,2734.0,390.57142857,1222226
150,11/19/2022,ALL OK Counties,2949.0,421.28571429,1225175
151,11/26/2022,ALL OK Counties,3814.0,544.85714286,1228989
152,12/03/2022,ALL OK Counties,5521.0,788.71428571,1234510
153,12/10/2022,ALL OK Counties,5721.0,817.28571429,1240231
154,12/17/2022,ALL OK Counties,5795.0,827.85714286,1246026
155,12/24/2022,ALL OK Counties,5145.0,735.0,1251171
156,12/31/2022,ALL OK Counties,4502.0,643.14285714,1255673
157,01/04/2020,,,,0
158,01/11/2020,,,,0
159,01/18/2020,,,,0
160,01/25/2020,,,,0
161,02/01/2020,,,,0
162,02/08/2020,,,,0
163,02/15/2020,,,,0
164,02/22/2020,,,,0
165,02/29/2020,,,,0
166,03/07/2020,,,,0
167,03/14/2020,,,,0
168,03/21/2020,,,,0
169,03/28/2020,,,,0
170,04/04/2020,,,,0
171,04/11/2020,,,,0
172,04/18/2020,,,,0
173,04/25/2020,,,,0
174,05/02/2020,,,,0
175,05/09/2020,,,,0
176,05/16/2020,,,,0
177,05/23/2020,,,,0
178,05/30/2020,,,,0
179,06/06/2020,,,,0
180,06/13/2020,,,,0
181,06/20/2020,,,,0
182,06/27/2020,,,,0
183,07/04/2020,,,,0
184,07/11/2020,,,,0
185,07/18/2020,,,,0
186,07/25/2020,,,,0
187,08/01/2020,,,,0
188,08/08/2020,,,,0
189,08/15/2020,,,,0
190,08/22/2020,,,,0
191,08/29/2020,,,,0
192,09/05/2020,,,,0
193,09/12/2020,,,,0
194,09/19/2020,,,,0
195,09/26/2020,,,,0
196,10/03/2020,,,,0
197,10/10/2020,,,,0
198,10/17/2020,,,,0
199,10/24/2020,,,,0
200,10/31/2020,,,,0
201,11/07/2020,,,,0
202,11/14/2020,,,,0
203,11/21/2020,,,,0
204,11/28/2020,,,,0
205,12/05/2020,,,,0
206,12/12/2020,,,,0
207,12/19/2020,,,,0
208,12/26/2020,,,,0
209,01/02/2021,,,,0
210,01/09/2021,,10.0,1.4285714286,10
211,01/16/2021,,9.0,1.2857142857,19
212,01/23/2021,,11.0,1.5714285714,30
213,01/30/2021,,13.0,1.8571428571,43
214,02/06/2021,,,,43
215,02/13/2021,,,,43
216,02/20/2021,,,,43
217,02/27/2021,,,,43
218,03/06/2021,,,,43
219,03/13/2021,,,,43
220,03/20/2021,,,,43
221,03/27/2021,,,,43
222,04/03/2021,,,,43
223,04/10/2021,,,,43
224,04/17/2021,,,,43
225,04/24/2021,,,,43
226,05/01/2021,,,,43
227,05/08/2021,,,,43
228,05/15/2021,,,,43
229,05/22/2021,,,,43
230,05/29/2021,,,,43
231,06/05/2021,,,,43
232,06/12/2021,,,,43
233,06/19/2021,,,,43
234,06/26/2021,,,,43
235,07/03/2021,,,,43
236,07/10/2021,,,,43
237,07/17/2021,,,,43
238,07/24/2021,,,,43
239,07/31/2021,,1.0,0.1428571429,44
240,08/07/2021,,1.0,0.1428571429,45
241,08/14/2021,,,,45
242,08/21/2021,,1.0,0.1428571429,46
243,08/28/2021,,,,46
244,09/04/2021,,,,46
245,09/11/2021,,,,46
246,09/18/2021,,,,46
247,09/25/2021,,1.0,0.1428571429,47
248,10/02/2021,,1.0,0.1428571429,48
249,10/09/2021,,3.0,0.4285714286,51
250,10/16/2021,,,,51
251,10/23/2021,,,,51
252,10/30/2021,,3.0,0.4285714286,54
253,11/06/2021,,,,54
254,11/13/2021,,,,54
255,11/20/2021,,,,54
256,11/27/2021,,,,54
257,12/04/2021,,,,54
258,12/11/2021,,,,54
259,12/18/2021,,,,54
260,12/25/2021,,,,54
261,01/01/2022,,1.0,0.1428571429,55
262,01/08/2022,,2.0,0.2857142857,57
263,01/15/2022,,6.0,0.8571428571,63
264,01/22/2022,,19.0,2.7142857143,82
265,01/29/2022,,7.0,1.0,89
266,02/05/2022,,15.0,2.1428571429,104
267,02/12/2022,,2.0,0.2857142857,106
268,02/19/2022,,1.0,0.1428571429,107
269,02/26/2022,,,,107
270,03/05/2022,,,,107
271,03/12/2022,,,,107
272,03/19/2022,,,,107
273,03/26/2022,,,,107
274,04/02/2022,,,,107
275,04/09/2022,,,,107
276,04/16/2022,,,,107
277,04/23/2022,,,,107
278,04/30/2022,,,,107
279,05/07/2022,,,,107
280,05/14/2022,,,,107
281,05/21/2022,,,,107
282,05/28/2022,,,,107
283,06/04/2022,,,,107
284,06/11/2022,,,,107
285,06/18/2022,,,,107
286,06/25/2022,,1.0,0.1428571429,108
287,07/02/2022,,,,108
288,07/09/2022,,,,108
289,07/16/2022,,1.0,0.1428571429,109
290,07/23/2022,,,,109
291,07/30/2022,,,,109
292,08/06/2022,,,,109
293,08/13/2022,,,,109
294,08/20/2022,,,,109
295,08/27/2022,,,,109
296,09/03/2022,,,,109
297,09/10/2022,,,,109
298,09/17/2022,,,,109
299,09/24/2022,,,,109
300,10/01/2022,,,,109
301,10/08/2022,,,,109
302,10/15/2022,,,,109
303,10/22/2022,,,,109
304,10/29/2022,,,,109
305,11/05/2022,,,,109
306,11/12/2022,,,,109
307,11/19/2022,,,,109
308,11/26/2022,,,,109
309,12/03/2022,,,,109
310,12/10/2022,,,,109
311,12/17/2022,,,,109
312,12/24/2022,,,,109
313,12/31/2022,,,,109
314,01/04/2020,Adair,,,0
315,01/11/2020,Adair,,,0
316,01/18/2020,Adair,,,0
317,01/25/2020,Adair,,,0
318,02/01/2020,Adair,,,0
319,02/08/2020,Adair,,,0
320,02/15/2020,Adair,,,0
321,02/22/2020,Adair,,,0
322,02/29/2020,Adair,,,0
323,03/07/2020,Adair,,,0
324,03/14/2020,Adair,,,0
325,03/21/2020,Adair,7.0,1.0,7
326,03/28/2020,Adair,9.0,1.2857142857,16
327,04/04/2020,Adair,10.0,1.4285714286,26
328,04/11/2020,Adair,15.0,2.1428571429,41
329,04/18/2020,Adair,10.0,1.4285714286,51
330,04/25/2020,Adair,16.0,2.2857142857,67
331,05/02/2020,Adair,6.0,0.8571428571,73
332,05/09/2020,Adair,7.0,1.0,80
333,05/16/2020,Adair,4.0,0.5714285714,84
334,05/23/2020,Adair,8.0,1.1428571429,92
335,05/30/2020,Adair,6.0,0.8571428571,98
336,06/06/2020,Adair,2.0,0.2857142857,100
337,06/13/2020,Adair,10.0,1.4285714286,110
338,06/20/2020,Adair,8.0,1.1428571429,118
339,06/27/2020,Adair,14.0,2.0,132
340,07/04/2020,Adair,19.0,2.7142857143,151
341,07/11/2020,Adair,36.0,5.1428571429,187
342,07/18/2020,Adair,46.0,6.5714285714,233
343,07/25/2020,Adair,45.0,6.4285714286,278
344,08/01/2020,Adair,51.0,7.2857142857,329
345,08/08/2020,Adair,29.0,4.1428571429,358
346,08/15/2020,Adair,34.0,4.8571428571,392
347,08/22/2020,Adair,34.0,4.8571428571,426
348,08/29/2020,Adair,39.0,5.5714285714,465
349,09/05/2020,Adair,51.0,7.2857142857,516
350,09/12/2020,Adair,29.0,4.1428571429,545
351,09/19/2020,Adair,52.0,7.4285714286,597
352,09/26/2020,Adair,41.0,5.8571428571,638
353,10/03/2020,Adair,34.0,4.8571428571,672
354,10/10/2020,Adair,29.0,4.1428571429,701
355,10/17/2020,Adair,47.0,6.7142857143,748
356,10/24/2020,Adair,71.0,10.142857143,819
357,10/31/2020,Adair,76.0,10.857142857,895
358,11/07/2020,Adair,125.0,17.857142857,1020
359,11/14/2020,Adair,109.0,15.571428571,1129
360,11/21/2020,Adair,65.0,9.2857142857,1194
361,11/28/2020,Adair,84.0,12.0,1278
362,12/05/2020,Adair,136.0,19.428571429,1414
363,12/12/2020,Adair,160.0,22.857142857,1574
364,12/19/2020,Adair,207.0,29.571428571,1781
365,12/26/2020,Adair,160.0,22.857142857,1941
366,01/02/2021,Adair,247.0,35.285714286,2188
367,01/09/2021,Adair,253.0,36.142857143,2441
368,01/16/2021,Adair,185.0,26.428571429,2626
369,01/23/2021,Adair,165.0,23.571428571,2791
370,01/30/2021,Adair,156.0,22.285714286,2947
371,02/06/2021,Adair,79.0,11.285714286,3026
372,02/13/2021,Adair,49.0,7.0,3075
373,02/20/2021,Adair,20.0,2.8571428571,3095
374,02/27/2021,Adair,24.0,3.4285714286,3119
375,03/06/2021,Adair,15.0,2.1428571429,3134
376,03/13/2021,Adair,9.0,1.2857142857,3143
377,03/20/2021,Adair,3.0,0.4285714286,3146
378,03/27/2021,Adair,2.0,0.2857142857,3148
379,04/03/2021,Adair,4.0,0.5714285714,3152
380,04/10/2021,Adair,1.0,0.1428571429,3153
381,04/17/2021,Adair,3.0,0.4285714286,3156
382,04/24/2021,Adair,5.0,0.7142857143,3161
383,05/01/2021,Adair,6.0,0.8571428571,3167
384,05/08/2021,Adair,3.0,0.4285714286,3170
385,05/15/2021,Adair,3.0,0.4285714286,3173
386,05/22/2021,Adair,5.0,0.7142857143,3178
387,05/29/2021,Adair,5.0,0.7142857143,3183
388,06/05/2021,Adair,3.0,0.4285714286,3186
389,06/12/2021,Adair,8.0,1.1428571429,3194
390,06/19/2021,Adair,11.0,1.5714285714,3205
391,06/26/2021,Adair,12.0,1.7142857143,3217
392,07/03/2021,Adair,38.0,5.4285714286,3255
393,07/10/2021,Adair,68.0,9.7142857143,3323
394,07/17/2021,Adair,78.0,11.142857143,3401
395,07/24/2021,Adair,95.0,13.571428571,3496
396,07/31/2021,Adair,133.0,19.0,3629
397,08/07/2021,Adair,174.0,24.857142857,3803
398,08/14/2021,Adair,184.0,26.285714286,3987
399,08/21/2021,Adair,190.0,27.142857143,4177
400,08/28/2021,Adair,197.0,28.142857143,4374
401,09/04/2021,Adair,163.0,23.285714286,4537
402,09/11/2021,Adair,88.0,12.571428571,4625
403,09/18/2021,Adair,72.0,10.285714286,4697
404,09/25/2021,Adair,44.0,6.2857142857,4741
405,10/02/2021,Adair,47.0,6.7142857143,4788
406,10/09/2021,Adair,37.0,5.2857142857,4825
407,10/16/2021,Adair,24.0,3.4285714286,4849
408,10/23/2021,Adair,32.0,4.5714285714,4881
409,10/30/2021,Adair,35.0,5.0,4916
410,11/06/2021,Adair,26.0,3.7142857143,4942
411,11/13/2021,Adair,32.0,4.5714285714,4974
412,11/20/2021,Adair,38.0,5.4285714286,5012
413,11/27/2021,Adair,20.0,2.8571428571,5032
414,12/04/2021,Adair,41.0,5.8571428571,5073
415,12/11/2021,Adair,37.0,5.2857142857,5110
416,12/18/2021,Adair,44.0,6.2857142857,5154
417,12/25/2021,Adair,39.0,5.5714285714,5193
418,01/01/2022,Adair,90.0,12.857142857,5283
419,01/08/2022,Adair,292.0,41.714285714,5575
420,01/15/2022,Adair,840.0,120.0,6415
421,01/22/2022,Adair,736.0,105.14285714,7151
422,01/29/2022,Adair,460.0,65.714285714,7611
423,02/05/2022,Adair,109.0,15.571428571,7720
424,02/12/2022,Adair,124.0,17.714285714,7844
425,02/19/2022,Adair,40.0,5.7142857143,7884
426,02/26/2022,Adair,14.0,2.0,7898
427,03/05/2022,Adair,10.0,1.4285714286,7908
428,03/12/2022,Adair,3.0,0.4285714286,7911
429,03/19/2022,Adair,1.0,0.1428571429,7912
430,03/26/2022,Adair,4.0,0.5714285714,7916
431,04/02/2022,Adair,3.0,0.4285714286,7919
432,04/09/2022,Adair,5.0,0.7142857143,7924
433,04/16/2022,Adair,,,7924
434,04/23/2022,Adair,6.0,0.8571428571,7930
435,04/30/2022,Adair,22.0,3.1428571429,7952
436,05/07/2022,Adair,21.0,3.0,7973
437,05/14/2022,Adair,10.0,1.4285714286,7983
438,05/21/2022,Adair,15.0,2.1428571429,7998
439,05/28/2022,Adair,20.0,2.8571428571,8018
440,06/04/2022,Adair,19.0,2.7142857143,8037
441,06/11/2022,Adair,20.0,2.8571428571,8057
442,06/18/2022,Adair,40.0,5.7142857143,8097
443,06/25/2022,Adair,89.0,12.714285714,8186
444,07/02/2022,Adair,94.0,13.428571429,8280
445,07/09/2022,Adair,79.0,11.285714286,8359
446,07/16/2022,Adair,83.0,11.857142857,8442
447,07/23/2022,Adair,110.0,15.714285714,8552
448,07/30/2022,Adair,84.0,12.0,8636
449,08/06/2022,Adair,117.0,16.714285714,8753
450,08/13/2022,Adair,69.0,9.8571428571,8822
451,08/20/2022,Adair,140.0,20.0,8962
452,08/27/2022,Adair,130.0,18.571428571,9092
453,09/03/2022,Adair,72.0,10.285714286,9164
454,09/10/2022,Adair,54.0,7.7142857143,9218
455,09/17/2022,Adair,31.0,4.4285714286,9249
456,09/24/2022,Adair,32.0,4.5714285714,9281
457,10/01/2022,Adair,22.0,3.1428571429,9303
458,10/08/2022,Adair,18.0,2.5714285714,9321
459,10/15/2022,Adair,12.0,1.7142857143,9333
460,10/22/2022,Adair,17.0,2.4285714286,9350
461,10/29/2022,Adair,9.0,1.2857142857,9359
462,11/05/2022,Adair,13.0,1.8571428571,9372
463,11/12/2022,Adair,9.0,1.2857142857,9381
464,11/19/2022,Adair,15.0,2.1428571429,9396
465,11/26/2022,Adair,16.0,2.2857142857,9412
466,12/03/2022,Adair,28.0,4.0,9440
467,12/10/2022,Adair,28.0,4.0,9468
468,12/17/2022,Adair,38.0,5.4285714286,9506
469,12/24/2022,Adair,30.0,4.2857142857,9536
470,12/31/2022,Adair,52.0,7.4285714286,9588
471,01/04/2020,Alfalfa,,,0
472,01/11/2020,Alfalfa,,,0
473,01/18/2020,Alfalfa,,,0
474,01/25/2020,Alfalfa,,,0
475,02/01/2020,Alfalfa,,,0
476,02/08/2020,Alfalfa,,,0
477,02/15/2020,Alfalfa,,,0
478,02/22/2020,Alfalfa,,,0
479,02/29/2020,Alfalfa,,,0
480,03/07/2020,Alfalfa,,,0
481,03/14/2020,Alfalfa,,,0
482,03/21/2020,Alfalfa,,,0
483,03/28/2020,Alfalfa,,,0
484,04/04/2020,Alfalfa,1.0,0.1428571429,1
485,04/11/2020,Alfalfa,,,1
486,04/18/2020,Alfalfa,,,1
487,04/25/2020,Alfalfa,,,1
488,05/02/2020,Alfalfa,,,1
489,05/09/2020,Alfalfa,,,1
490,05/16/2020,Alfalfa,,,1
491,05/23/2020,Alfalfa,2.0,0.2857142857,3
492,05/30/2020,Alfalfa,,,3
493,06/06/2020,Alfalfa,,,3
494,06/13/2020,Alfalfa,,,3
495,06/20/2020,Alfalfa,,,3
496,06/27/2020,Alfalfa,1.0,0.1428571429,4
497,07/04/2020,Alfalfa,,,4
498,07/11/2020,Alfalfa,,,4
499,07/18/2020,Alfalfa,1.0,0.1428571429,5
500,07/25/2020,Alfalfa,3.0,0.4285714286,8
501,08/01/2020,Alfalfa,,,8
502,08/08/2020,Alfalfa,1.0,0.1428571429,9
503,08/15/2020,Alfalfa,4.0,0.5714285714,13
504,08/22/2020,Alfalfa,6.0,0.8571428571,19
505,08/29/2020,Alfalfa,2.0,0.2857142857,21
506,09/05/2020,Alfalfa,6.0,0.8571428571,27
507,09/12/2020,Alfalfa,19.0,2.7142857143,46
508,09/19/2020,Alfalfa,22.0,3.1428571429,68
509,09/26/2020,Alfalfa,13.0,1.8571428571,81
510,10/03/2020,Alfalfa,9.0,1.2857142857,90
511,10/10/2020,Alfalfa,15.0,2.1428571429,105
512,10/17/2020,Alfalfa,16.0,2.2857142857,121
513,10/24/2020,Alfalfa,11.0,1.5714285714,132
514,10/31/2020,Alfalfa,16.0,2.2857142857,148
515,11/07/2020,Alfalfa,12.0,1.7142857143,160
516,11/14/2020,Alfalfa,112.0,16.0,272
517,11/21/2020,Alfalfa,92.0,13.142857143,364
518,11/28/2020,Alfalfa,41.0,5.8571428571,405
519,12/05/2020,Alfalfa,177.0,25.285714286,582
520,12/12/2020,Alfalfa,242.0,34.571428571,824
521,12/19/2020,Alfalfa,67.0,9.5714285714,891
522,12/26/2020,Alfalfa,47.0,6.7142857143,938
523,01/02/2021,Alfalfa,40.0,5.7142857143,978
524,01/09/2021,Alfalfa,30.0,4.2857142857,1008
525,01/16/2021,Alfalfa,56.0,8.0,1064
526,01/23/2021,Alfalfa,25.0,3.5714285714,1089
527,01/30/2021,Alfalfa,21.0,3.0,1110
528,02/06/2021,Alfalfa,26.0,3.7142857143,1136
529,02/13/2021,Alfalfa,7.0,1.0,1143
530,02/20/2021,Alfalfa,,,1143
531,02/27/2021,Alfalfa,1.0,0.1428571429,1144
532,03/06/2021,Alfalfa,1.0,0.1428571429,1145
533,03/13/2021,Alfalfa,3.0,0.4285714286,1148
534,03/20/2021,Alfalfa,1.0,0.1428571429,1149
535,03/27/2021,Alfalfa,2.0,0.2857142857,1151
536,04/03/2021,Alfalfa,,,1151
537,04/10/2021,Alfalfa,1.0,0.1428571429,1152
538,04/17/2021,Alfalfa,,,1152
539,04/24/2021,Alfalfa,,,1152
540,05/01/2021,Alfalfa,1.0,0.1428571429,1153
541,05/08/2021,Alfalfa,,,1153
542,05/15/2021,Alfalfa,,,1153
543,05/22/2021,Alfalfa,1.0,0.1428571429,1154
544,05/29/2021,Alfalfa,,,1154
545,06/05/2021,Alfalfa,,,1154
546,06/12/2021,Alfalfa,1.0,0.1428571429,1155
547,06/19/2021,Alfalfa,,,1155
548,06/26/2021,Alfalfa,,,1155
549,07/03/2021,Alfalfa,1.0,0.1428571429,1156
550,07/10/2021,Alfalfa,,,1156
551,07/17/2021,Alfalfa,,,1156
552,07/24/2021,Alfalfa,4.0,0.5714285714,1160
553,07/31/2021,Alfalfa,13.0,1.8571428571,1173
554,08/07/2021,Alfalfa,16.0,2.2857142857,1189
555,08/14/2021,Alfalfa,12.0,1.7142857143,1201
556,08/21/2021,Alfalfa,15.0,2.1428571429,1216
557,08/28/2021,Alfalfa,18.0,2.5714285714,1234
558,09/04/2021,Alfalfa,8.0,1.1428571429,1242
559,09/11/2021,Alfalfa,12.0,1.7142857143,1254
560,09/18/2021,Alfalfa,7.0,1.0,1261
561,09/25/2021,Alfalfa,11.0,1.5714285714,1272
562,10/02/2021,Alfalfa,11.0,1.5714285714,1283
563,10/09/2021,Alfalfa,15.0,2.1428571429,1298
564,10/16/2021,Alfalfa,6.0,0.8571428571,1304
565,10/23/2021,Alfalfa,10.0,1.4285714286,1314
