,Town,Age Group,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
6626,Wethersfield,16-44,No,8591,6770,78.8,6252,72.77,7/7/2021
6627,Wethersfield,45-64,No,7852,6320,80.49,5940,75.65,7/7/2021
6628,Wethersfield,65+,No,5417,4994,92.19,4830,89.16,7/7/2021
6629,Willington,15-Dec,No,251,110,43.82,97,38.65,7/7/2021
6630,Willington,16-44,No,2639,1181,44.75,1089,41.27,7/7/2021
6631,Willington,45-64,No,1774,1130,63.7,1064,59.98,7/7/2021
6632,Willington,65+,No,735,851,100,820,100,7/7/2021
6633,Wilton,15-Dec,No,1470,985,67.01,853,58.03,7/7/2021
6634,Wilton,16-44,No,5053,4561,90.26,4075,80.65,7/7/2021
6635,Wilton,45-64,No,6127,5088,83.04,4735,77.28,7/7/2021
6636,Wilton,65+,No,2814,3043,100,2873,100,7/7/2021
6637,Winchester,15-Dec,Yes,493,121,24.54,96,19.47,7/7/2021
6638,Winchester,16-44,Yes,3606,1666,46.2,1467,40.68,7/7/2021
6639,Winchester,45-64,Yes,3555,2116,59.52,1963,55.22,7/7/2021
6640,Winchester,65+,Yes,1998,1852,92.69,1776,88.89,7/7/2021
6641,Windham,15-Dec,Yes,1325,361,27.25,284,21.43,7/7/2021
6642,Windham,16-44,Yes,11475,4858,42.34,4415,38.47,7/7/2021
6643,Windham,45-64,Yes,5600,3865,69.02,3636,64.93,7/7/2021
6644,Windham,65+,Yes,3234,2923,90.38,2787,86.18,7/7/2021
6645,Windsor,15-Dec,No,1439,579,40.24,465,32.31,7/7/2021
6646,Windsor,16-44,No,9963,6235,62.58,5604,56.25,7/7/2021
6647,Windsor,45-64,No,9084,6701,73.77,6261,68.92,7/7/2021
6648,Windsor,65+,No,4943,5496,100,5229,100,7/7/2021
6649,Windsor Locks,15-Dec,Yes,571,230,40.28,179,31.35,7/7/2021
6650,Windsor Locks,16-44,Yes,4366,2493,57.1,2296,52.59,7/7/2021
6651,Windsor Locks,45-64,Yes,3887,2729,70.21,2529,65.06,7/7/2021
6652,Windsor Locks,65+,Yes,2185,2208,100,2122,97.12,7/7/2021
6653,Wolcott,15-Dec,No,912,309,33.88,253,27.74,7/7/2021
6654,Wolcott,16-44,No,5476,3192,58.29,2904,53.03,7/7/2021
6655,Wolcott,45-64,No,5558,3793,68.24,3497,62.92,7/7/2021
6656,Wolcott,65+,No,2780,2677,96.29,2561,92.12,7/7/2021
6657,Woodbridge,15-Dec,No,528,319,60.42,281,53.22,7/7/2021
6658,Woodbridge,16-44,No,2361,2080,88.1,1950,82.59,7/7/2021
6659,Woodbridge,45-64,No,3010,2277,75.65,2163,71.86,7/7/2021
6660,Woodbridge,65+,No,1821,1833,100,1761,96.71,7/7/2021
6661,Woodbury,15-Dec,No,433,189,43.65,160,36.95,7/7/2021
6662,Woodbury,16-44,No,2764,1698,61.43,1548,56.01,7/7/2021
6663,Woodbury,45-64,No,3458,2398,69.35,2264,65.47,7/7/2021
6664,Woodbury,65+,No,2015,2024,100,1952,96.87,7/7/2021
6665,Woodstock,15-Dec,No,444,183,41.22,158,35.59,7/7/2021
6666,Woodstock,16-44,No,2386,1316,55.16,1190,49.87,7/7/2021
6667,Woodstock,45-64,No,2804,1754,62.55,1663,59.31,7/7/2021
6668,Woodstock,65+,No,1217,1328,100,1294,100,7/7/2021
6669,Address pending validation,15-Dec,,,31,,15,,7/14/2021
6670,Address pending validation,16-44,,,1789,,1558,,7/14/2021
6671,Address pending validation,45-64,,,1681,,1503,,7/14/2021
6672,Address pending validation,65+,,,860,,767,,7/14/2021
6673,Andover,15-Dec,No,207,71,34.3,61,29.47,7/14/2021
6674,Andover,16-44,No,1045,630,60.29,593,56.75,7/14/2021
6675,Andover,45-64,No,1217,860,70.67,817,67.13,7/14/2021
6676,Andover,65+,No,421,481,100,470,100,7/14/2021
6677,Ansonia,15-Dec,Yes,1008,255,25.3,195,19.35,7/14/2021
6678,Ansonia,16-44,Yes,7283,3616,49.65,3252,44.65,7/14/2021
6679,Ansonia,45-64,Yes,5365,3665,68.31,3349,62.42,7/14/2021
6680,Ansonia,65+,Yes,2535,2146,84.65,2004,79.05,7/14/2021
6681,Ashford,15-Dec,No,192,89,46.35,85,44.27,7/14/2021
6682,Ashford,16-44,No,1487,788,52.99,748,50.3,7/14/2021
6683,Ashford,45-64,No,1456,947,65.04,901,61.88,7/14/2021
6684,Ashford,65+,No,572,693,100,673,100,7/14/2021
6685,Avon,15-Dec,No,1233,775,62.85,653,52.96,7/14/2021
6686,Avon,16-44,No,5149,4838,93.96,4474,86.89,7/14/2021
6687,Avon,45-64,No,5968,4994,83.68,4669,78.23,7/14/2021
6688,Avon,65+,No,3446,3584,100,3455,100,7/14/2021
6689,Barkhamsted,15-Dec,No,216,83,38.43,65,30.09,7/14/2021
6690,Barkhamsted,16-44,No,1056,644,60.98,602,57.01,7/14/2021
6691,Barkhamsted,45-64,No,1386,891,64.29,851,61.4,7/14/2021
6692,Barkhamsted,65+,No,616,682,100,670,100,7/14/2021
6693,Beacon Falls,15-Dec,No,321,116,36.14,103,32.09,7/14/2021
6694,Beacon Falls,16-44,No,2116,1236,58.41,1108,52.36,7/14/2021
6695,Beacon Falls,45-64,No,1929,1353,70.14,1240,64.28,7/14/2021
6696,Beacon Falls,65+,No,951,1053,100,1004,100,7/14/2021
6697,Berlin,15-Dec,No,1032,235,22.77,174,16.86,7/14/2021
6698,Berlin,16-44,No,6285,4251,67.64,3968,63.13,7/14/2021
6699,Berlin,45-64,No,6790,4739,69.79,4495,66.2,7/14/2021
6700,Berlin,65+,No,4012,4167,100,4034,100,7/14/2021
6701,Bethany,15-Dec,No,314,138,43.95,114,36.31,7/14/2021
6702,Bethany,16-44,No,1559,1173,75.24,1101,70.62,7/14/2021
6703,Bethany,45-64,No,2135,1385,64.87,1314,61.55,7/14/2021
6704,Bethany,65+,No,866,955,100,925,100,7/14/2021
6705,Bethel,15-Dec,No,1029,651,63.27,548,53.26,7/14/2021
6706,Bethel,16-44,No,6649,4562,68.61,4121,61.98,7/14/2021
6707,Bethel,45-64,No,6259,4432,70.81,4137,66.1,7/14/2021
6708,Bethel,65+,No,2874,2430,84.55,2283,79.44,7/14/2021
6709,Bethlehem,15-Dec,No,164,38,23.17,29,17.68,7/14/2021
6710,Bethlehem,16-44,No,961,532,55.36,490,50.99,7/14/2021
6711,Bethlehem,45-64,No,1390,746,53.67,695,50,7/14/2021
6712,Bethlehem,65+,No,646,714,100,689,100,7/14/2021
6713,Bloomfield,15-Dec,No,881,280,31.78,229,25.99,7/14/2021
6714,Bloomfield,16-44,No,6284,3880,61.74,3472,55.25,7/14/2021
6715,Bloomfield,45-64,No,6268,4482,71.51,4110,65.57,7/14/2021
6716,Bloomfield,65+,No,5199,5478,100,5144,98.94,7/14/2021
6717,Bolton,15-Dec,No,259,130,50.19,110,42.47,7/14/2021
6718,Bolton,16-44,No,1524,1044,68.5,967,63.45,7/14/2021
6719,Bolton,45-64,No,1723,1150,66.74,1073,62.28,7/14/2021
6720,Bolton,65+,No,850,892,100,874,100,7/14/2021
6721,Bozrah,15-Dec,No,119,47,39.5,38,31.93,7/14/2021
6722,Bozrah,16-44,No,851,393,46.18,365,42.89,7/14/2021
6723,Bozrah,45-64,No,902,571,63.3,541,59.98,7/14/2021
6724,Bozrah,65+,No,427,498,100,484,100,7/14/2021
6725,Branford,15-Dec,No,1110,537,48.38,453,40.81,7/14/2021
6726,Branford,16-44,No,8831,6096,69.03,5670,64.21,7/14/2021
6727,Branford,45-64,No,9359,6789,72.54,6393,68.31,7/14/2021
6728,Branford,65+,No,6079,6378,100,6142,100,7/14/2021
6729,Bridgeport,15-Dec,Yes,7845,2167,27.62,1521,19.39,7/14/2021
6730,Bridgeport,16-44,Yes,65521,28823,43.99,24556,37.48,7/14/2021
6731,Bridgeport,45-64,Yes,34783,24650,70.87,22345,64.24,7/14/2021
6732,Bridgeport,65+,Yes,15163,13878,91.53,13013,85.82,7/14/2021
6733,Bridgewater,15-Dec,No,70,41,58.57,37,52.86,7/14/2021
6734,Bridgewater,16-44,No,353,271,76.77,240,67.99,7/14/2021
6735,Bridgewater,45-64,No,635,442,69.61,410,64.57,7/14/2021
6736,Bridgewater,65+,No,474,441,93.04,425,89.66,7/14/2021
6737,Bristol,15-Dec,Yes,2844,981,34.49,794,27.92,7/14/2021
6738,Bristol,16-44,Yes,22411,13093,58.42,11770,52.52,7/14/2021
6739,Bristol,45-64,Yes,17083,12664,74.13,11751,68.79,7/14/2021
6740,Bristol,65+,Yes,9960,9509,95.47,9059,90.95,7/14/2021
6741,Brookfield,15-Dec,No,1026,511,49.81,421,41.03,7/14/2021
6742,Brookfield,16-44,No,5357,3797,70.88,3464,64.66,7/14/2021
6743,Brookfield,45-64,No,5665,4243,74.9,3951,69.74,7/14/2021
6744,Brookfield,65+,No,2746,2923,100,2824,100,7/14/2021
6745,Brooklyn,15-Dec,No,393,125,31.81,99,25.19,7/14/2021
6746,Brooklyn,16-44,No,3047,1296,42.53,1182,38.79,7/14/2021
6747,Brooklyn,45-64,No,2471,1511,61.15,1416,57.3,7/14/2021
6748,Brooklyn,65+,No,1310,1352,100,1291,98.55,7/14/2021
6749,Burlington,15-Dec,No,629,321,51.03,276,43.88,7/14/2021
6750,Burlington,16-44,No,2961,2183,73.73,2037,68.79,7/14/2021
6751,Burlington,45-64,No,3389,2466,72.76,2324,68.57,7/14/2021
6752,Burlington,65+,No,1234,1441,100,1391,100,7/14/2021
6753,Canaan,15-Dec,No,54,33,61.11,24,44.44,7/14/2021
6754,Canaan,16-44,No,337,292,86.65,260,77.15,7/14/2021
6755,Canaan,45-64,No,379,369,97.36,350,92.35,7/14/2021
6756,Canaan,65+,No,321,355,100,337,100,7/14/2021
6757,Canterbury,15-Dec,No,280,58,20.71,47,16.79,7/14/2021
6758,Canterbury,16-44,No,1681,768,45.69,719,42.77,7/14/2021
6759,Canterbury,45-64,No,1764,1036,58.73,969,54.93,7/14/2021
6760,Canterbury,65+,No,734,808,100,777,100,7/14/2021
6761,Canton,15-Dec,No,574,311,54.18,281,48.95,7/14/2021
6762,Canton,16-44,No,3095,2232,72.12,2079,67.17,7/14/2021
6763,Canton,45-64,No,3472,2510,72.29,2360,67.97,7/14/2021
6764,Canton,65+,No,1844,1931,100,1881,100,7/14/2021
6765,Chaplin,15-Dec,No,88,32,36.36,27,30.68,7/14/2021
6766,Chaplin,16-44,No,753,366,48.61,334,44.36,7/14/2021
6767,Chaplin,45-64,No,825,475,57.58,449,54.42,7/14/2021
6768,Chaplin,65+,No,329,336,100,320,97.26,7/14/2021
6769,Cheshire,15-Dec,No,1793,958,53.43,836,46.63,7/14/2021
6770,Cheshire,16-44,No,9859,7355,74.6,6890,69.89,7/14/2021
6771,Cheshire,45-64,No,9264,7282,78.61,6848,73.92,7/14/2021
6772,Cheshire,65+,No,4743,5187,100,4992,100,7/14/2021
6773,Chester,15-Dec,No,194,85,43.81,74,38.14,7/14/2021
6774,Chester,16-44,No,1133,816,72.02,753,66.46,7/14/2021
6775,Chester,45-64,No,1555,1019,65.53,970,62.38,7/14/2021
6776,Chester,65+,No,1015,956,94.19,924,91.03,7/14/2021
6777,Clinton,15-Dec,No,627,376,59.97,327,52.15,7/14/2021
6778,Clinton,16-44,No,4130,2979,72.13,2728,66.05,7/14/2021
6779,Clinton,45-64,No,4373,3318,75.87,3132,71.62,7/14/2021
6780,Clinton,65+,No,2391,2641,100,2550,100,7/14/2021
6781,Colchester,15-Dec,No,990,391,39.49,319,32.22,7/14/2021
6782,Colchester,16-44,No,5666,3591,63.38,3332,58.81,7/14/2021
6783,Colchester,45-64,No,5117,3771,73.7,3541,69.2,7/14/2021
6784,Colchester,65+,No,2144,2342,100,2265,100,7/14/2021
6785,Colebrook,15-Dec,No,79,36,45.57,33,41.77,7/14/2021
6786,Colebrook,16-44,No,415,244,58.8,227,54.7,7/14/2021
6787,Colebrook,45-64,No,555,344,61.98,310,55.86,7/14/2021
6788,Colebrook,65+,No,261,290,100,282,100,7/14/2021
6789,Columbia,15-Dec,No,296,91,30.74,83,28.04,7/14/2021
6790,Columbia,16-44,No,1656,1001,60.45,925,55.86,7/14/2021
6791,Columbia,45-64,No,1863,1261,67.69,1188,63.77,7/14/2021
6792,Columbia,65+,No,1018,1053,100,1029,100,7/14/2021
6793,Cornwall,15-Dec,No,69,32,46.38,28,40.58,7/14/2021
6794,Cornwall,16-44,No,306,240,78.43,217,70.92,7/14/2021
6795,Cornwall,45-64,No,553,398,71.97,375,67.81,7/14/2021
6796,Cornwall,65+,No,360,407,100,389,100,7/14/2021
6797,Coventry,15-Dec,No,665,284,42.71,249,37.44,7/14/2021
6798,Coventry,16-44,No,4297,2673,62.21,2510,58.41,7/14/2021
6799,Coventry,45-64,No,4160,2900,69.71,2746,66.01,7/14/2021
6800,Coventry,65+,No,1674,1867,100,1813,100,7/14/2021
6801,Cromwell,15-Dec,No,658,315,47.87,248,37.69,7/14/2021
6802,Cromwell,16-44,No,4864,3598,73.97,3329,68.44,7/14/2021
6803,Cromwell,45-64,No,4301,3430,79.75,3244,75.42,7/14/2021
6804,Cromwell,65+,No,2499,2799,100,2674,100,7/14/2021
6805,Danbury,15-Dec,Yes,3870,2142,55.35,1644,42.48,7/14/2021
6806,Danbury,16-44,Yes,36020,22257,61.79,18846,52.32,7/14/2021
6807,Danbury,45-64,Yes,22092,17716,80.19,16085,72.81,7/14/2021
6808,Danbury,65+,Yes,9823,10640,100,10012,100,7/14/2021
6809,Darien,15-Dec,No,1814,1500,82.69,1338,73.76,7/14/2021
6810,Darien,16-44,No,6457,5892,91.25,5271,81.63,7/14/2021
6811,Darien,45-64,No,6257,5913,94.5,5460,87.26,7/14/2021
6812,Darien,65+,No,2605,2673,100,2464,94.59,7/14/2021
6813,Deep River,15-Dec,No,248,128,51.61,101,40.73,7/14/2021
6814,Deep River,16-44,No,1500,950,63.33,872,58.13,7/14/2021
6815,Deep River,45-64,No,1439,1168,81.17,1098,76.3,7/14/2021
6816,Deep River,65+,No,848,922,100,879,100,7/14/2021
6817,Derby,15-Dec,Yes,567,375,66.14,283,49.91,7/14/2021
6818,Derby,16-44,Yes,4901,3221,65.72,2715,55.4,7/14/2021
6819,Derby,45-64,Yes,3559,2877,80.84,2552,71.71,7/14/2021
6820,Derby,65+,Yes,2052,1749,85.23,1637,79.78,7/14/2021
6821,Durham,15-Dec,No,468,191,40.81,153,32.69,7/14/2021
6822,Durham,16-44,No,2341,1662,71,1540,65.78,7/14/2021
6823,Durham,45-64,No,2482,1852,74.62,1740,70.1,7/14/2021
6824,Durham,65+,No,1099,1221,100,1182,100,7/14/2021
6825,East Granby,15-Dec,No,280,137,48.93,123,43.93,7/14/2021
6826,East Granby,16-44,No,1697,1241,73.13,1157,68.18,7/14/2021
6827,East Granby,45-64,No,1669,1288,77.17,1205,72.2,7/14/2021
6828,East Granby,65+,No,793,793,100,768,96.85,7/14/2021
6829,East Haddam,15-Dec,No,463,168,36.29,142,30.67,7/14/2021
6830,East Haddam,16-44,No,2836,1712,60.37,1529,53.91,7/14/2021
6831,East Haddam,45-64,No,3322,2179,65.59,1941,58.43,7/14/2021
6832,East Haddam,65+,No,1470,1620,100,1437,97.76,7/14/2021
6833,East Hampton,15-Dec,No,629,347,55.17,304,48.33,7/14/2021
6834,East Hampton,16-44,No,4248,2665,62.74,2469,58.12,7/14/2021
6835,East Hampton,45-64,No,4432,3064,69.13,2901,65.46,7/14/2021
6836,East Hampton,65+,No,1852,2033,100,1973,100,7/14/2021
6837,East Hartford,15-Dec,Yes,2587,1076,41.59,851,32.9,7/14/2021
6838,East Hartford,16-44,Yes,19697,10975,55.72,9602,48.75,7/14/2021
6839,East Hartford,45-64,Yes,14093,10768,76.41,9589,68.04,7/14/2021
6840,East Hartford,65+,Yes,6971,6734,96.6,6301,90.39,7/14/2021
6841,East Haven,15-Dec,Yes,1230,458,37.24,348,28.29,7/14/2021
6842,East Haven,16-44,Yes,10618,5639,53.11,5084,47.88,7/14/2021
6843,East Haven,45-64,Yes,8555,5846,68.33,5471,63.95,7/14/2021
6844,East Haven,65+,Yes,5413,4421,81.67,4287,79.2,7/14/2021
6845,East Lyme,15-Dec,No,913,444,48.63,391,42.83,7/14/2021
6846,East Lyme,16-44,No,6370,4032,63.3,3733,58.6,7/14/2021
6847,East Lyme,45-64,No,5827,4386,75.27,4146,71.15,7/14/2021
6848,East Lyme,65+,No,3939,4191,100,4077,100,7/14/2021
6849,East Windsor,15-Dec,No,457,172,37.64,112,24.51,7/14/2021
6850,East Windsor,16-44,No,4094,2152,52.56,1907,46.58,7/14/2021
6851,East Windsor,45-64,No,3548,2461,69.36,2269,63.95,7/14/2021
6852,East Windsor,65+,No,1954,1891,96.78,1810,92.63,7/14/2021
6853,Eastford,15-Dec,No,69,30,43.48,22,31.88,7/14/2021
6854,Eastford,16-44,No,503,253,50.3,233,46.32,7/14/2021
6855,Eastford,45-64,No,654,374,57.19,355,54.28,7/14/2021
6856,Eastford,65+,No,282,311,100,297,100,7/14/2021
6857,Easton,15-Dec,No,536,320,59.7,262,48.88,7/14/2021
6858,Easton,16-44,No,1992,1676,84.14,1534,77.01,7/14/2021
6859,Easton,45-64,No,2731,1996,73.09,1886,69.06,7/14/2021
6860,Easton,65+,No,1291,1185,91.79,1145,88.69,7/14/2021
6861,Ellington,15-Dec,No,891,426,47.81,331,37.15,7/14/2021
6862,Ellington,16-44,No,5508,3776,68.55,3493,63.42,7/14/2021
6863,Ellington,45-64,No,4846,3713,76.62,3477,71.75,7/14/2021
6864,Ellington,65+,No,2226,2425,100,2307,100,7/14/2021
6865,Enfield,15-Dec,Yes,1898,739,38.94,610,32.14,7/14/2021
6866,Enfield,16-44,Yes,17886,8316,46.49,7618,42.59,7/14/2021
6867,Enfield,45-64,Yes,12806,8512,66.47,7972,62.25,7/14/2021
6868,Enfield,65+,Yes,6727,6376,94.78,6080,90.38,7/14/2021
6869,Essex,15-Dec,No,326,163,50,133,40.8,7/14/2021
6870,Essex,16-44,No,1578,1199,75.98,1095,69.39,7/14/2021
6871,Essex,45-64,No,2360,1773,75.13,1667,70.64,7/14/2021
6872,Essex,65+,No,1711,1960,100,1886,100,7/14/2021
6873,Fairfield,15-Dec,No,4083,2564,62.8,2249,55.08,7/14/2021
6874,Fairfield,16-44,No,22034,15321,69.53,13926,63.2,7/14/2021
6875,Fairfield,45-64,No,16983,14946,88.01,14057,82.77,7/14/2021
6876,Fairfield,65+,No,9292,8911,95.9,8543,91.94,7/14/2021
6877,Farmington,15-Dec,No,1294,936,72.33,815,62.98,7/14/2021
6878,Farmington,16-44,No,8404,7110,84.6,6572,78.2,7/14/2021
6879,Farmington,45-64,No,7913,6483,81.93,6038,76.3,7/14/2021
6880,Farmington,65+,No,4759,5093,100,4900,100,7/14/2021
6881,Franklin,15-Dec,No,97,28,28.87,24,24.74,7/14/2021
6882,Franklin,16-44,No,647,344,53.17,307,47.45,7/14/2021
6883,Franklin,45-64,No,669,422,63.08,410,61.29,7/14/2021
6884,Franklin,65+,No,358,357,99.72,348,97.21,7/14/2021
6885,Glastonbury,15-Dec,No,2166,1282,59.19,1060,48.94,7/14/2021
6886,Glastonbury,16-44,No,10520,9151,86.99,8454,80.36,7/14/2021
6887,Glastonbury,45-64,No,11374,9120,80.18,8586,75.49,7/14/2021
6888,Glastonbury,65+,No,5766,6105,100,5885,100,7/14/2021
6889,Goshen,15-Dec,No,135,49,36.3,43,31.85,7/14/2021
6890,Goshen,16-44,No,786,444,56.49,405,51.53,7/14/2021
6891,Goshen,45-64,No,1092,723,66.21,680,62.27,7/14/2021
6892,Goshen,65+,No,602,680,100,650,100,7/14/2021
6893,Granby,15-Dec,No,692,358,51.73,305,44.08,7/14/2021
6894,Granby,16-44,No,3225,2258,70.02,2111,65.46,7/14/2021
6895,Granby,45-64,No,4055,2882,71.07,2703,66.66,7/14/2021
6896,Granby,65+,No,1824,2038,100,1973,100,7/14/2021
6897,Greenwich,15-Dec,No,3783,2753,72.77,2351,62.15,7/14/2021
6898,Greenwich,16-44,No,19283,14465,75.01,12855,66.66,7/14/2021
6899,Greenwich,45-64,No,18950,15727,82.99,14521,76.63,7/14/2021
6900,Greenwich,65+,No,10466,9869,94.3,9279,88.66,7/14/2021
6901,Griswold,15-Dec,Yes,604,189,31.29,155,25.66,7/14/2021
6902,Griswold,16-44,Yes,4521,1743,38.55,1610,35.61,7/14/2021
6903,Griswold,45-64,Yes,3686,2280,61.86,2142,58.11,7/14/2021
6904,Griswold,65+,Yes,1480,1574,100,1525,100,7/14/2021
6905,Groton,15-Dec,Yes,1590,698,43.9,601,37.8,7/14/2021
6906,Groton,16-44,Yes,17573,7650,43.53,6973,39.68,7/14/2021
6907,Groton,45-64,Yes,9135,6513,71.3,6124,67.04,7/14/2021
6908,Groton,65+,Yes,5974,5885,98.51,5688,95.21,7/14/2021
6909,Guilford,15-Dec,No,1260,732,58.1,653,51.83,7/14/2021
6910,Guilford,16-44,No,5840,4924,84.32,4566,78.18,7/14/2021
6911,Guilford,45-64,No,7595,5763,75.88,5467,71.98,7/14/2021
6912,Guilford,65+,No,4823,5094,100,4972,100,7/14/2021
6913,Haddam,15-Dec,No,439,221,50.34,116,26.42,7/14/2021
6914,Haddam,16-44,No,2388,1801,75.42,1653,69.22,7/14/2021
6915,Haddam,45-64,No,2950,2203,74.68,2097,71.08,7/14/2021
6916,Haddam,65+,No,1411,1678,100,1613,100,7/14/2021
6917,Hamden,15-Dec,No,2928,1288,43.99,1118,38.18,7/14/2021
6918,Hamden,16-44,No,25729,13716,53.31,12546,48.76,7/14/2021
6919,Hamden,45-64,No,15611,12111,77.58,11365,72.8,7/14/2021
6920,Hamden,65+,No,9807,9907,100,9556,97.44,7/14/2021
6921,Hampton,15-Dec,No,77,23,29.87,18,23.38,7/14/2021
6922,Hampton,16-44,No,572,247,43.18,222,38.81,7/14/2021
6923,Hampton,45-64,No,740,395,53.38,372,50.27,7/14/2021
6924,Hampton,65+,No,304,378,100,368,100,7/14/2021
6925,Hartford,15-Dec,Yes,7082,1865,26.33,1401,19.78,7/14/2021
6926,Hartford,16-44,Yes,57319,22841,39.85,19239,33.56,7/14/2021
6927,Hartford,45-64,Yes,27931,18939,67.81,16652,59.62,7/14/2021
6928,Hartford,65+,Yes,11937,11284,94.53,10178,85.26,7/14/2021
6929,Hartland,15-Dec,No,112,42,37.5,32,28.57,7/14/2021
6930,Hartland,16-44,No,600,289,48.17,263,43.83,7/14/2021
6931,Hartland,45-64,No,805,454,56.4,426,52.92,7/14/2021
6932,Hartland,65+,No,339,364,100,356,100,7/14/2021
6933,Harwinton,15-Dec,No,282,127,45.04,113,40.07,7/14/2021
6934,Harwinton,16-44,No,1518,932,61.4,862,56.79,7/14/2021
6935,Harwinton,45-64,No,2011,1258,62.56,1188,59.08,7/14/2021
6936,Harwinton,65+,No,1071,1075,100,1050,98.04,7/14/2021
6937,Hebron,15-Dec,No,681,251,36.86,212,31.13,7/14/2021
6938,Hebron,16-44,No,3022,2070,68.5,1933,63.96,7/14/2021
6939,Hebron,45-64,No,3307,2418,73.12,2294,69.37,7/14/2021
6940,Hebron,65+,No,1272,1543,100,1489,100,7/14/2021
6941,Kent,15-Dec,No,124,72,58.06,62,50,7/14/2021
6942,Kent,16-44,No,704,657,93.32,554,78.69,7/14/2021
6943,Kent,45-64,No,1072,781,72.85,726,67.72,7/14/2021
6944,Kent,65+,No,689,740,100,710,100,7/14/2021
6945,Killingly,15-Dec,Yes,812,218,26.85,174,21.43,7/14/2021
6946,Killingly,16-44,Yes,6276,2576,41.05,2318,36.93,7/14/2021
6947,Killingly,45-64,Yes,5032,3045,60.51,2858,56.8,7/14/2021
6948,Killingly,65+,Yes,2753,2729,99.13,2621,95.21,7/14/2021
6949,Killingworth,15-Dec,No,393,160,40.71,122,31.04,7/14/2021
6950,Killingworth,16-44,No,1634,1209,73.99,1133,69.34,7/14/2021
6951,Killingworth,45-64,No,2494,1655,66.36,1578,63.27,7/14/2021
6952,Killingworth,65+,No,1253,1338,100,1297,100,7/14/2021
6953,Lebanon,15-Dec,No,392,130,33.16,111,28.32,7/14/2021
6954,Lebanon,16-44,No,2446,1334,54.54,1241,50.74,7/14/2021
6955,Lebanon,45-64,No,2495,1686,67.58,1600,64.13,7/14/2021
6956,Lebanon,65+,No,1056,1181,100,1142,100,7/14/2021
6957,Ledyard,15-Dec,No,815,373,45.77,322,39.51,7/14/2021
6958,Ledyard,16-44,No,5407,3199,59.16,2977,55.06,7/14/2021
6959,Ledyard,45-64,No,4428,2913,65.79,2761,62.35,7/14/2021
6960,Ledyard,65+,No,2268,2296,100,2250,99.21,7/14/2021
6961,Lisbon,15-Dec,No,215,71,33.02,57,26.51,7/14/2021
6962,Lisbon,16-44,No,1444,722,50,656,45.43,7/14/2021
6963,Lisbon,45-64,No,1503,949,63.14,910,60.55,7/14/2021
6964,Lisbon,65+,No,716,663,92.6,639,89.25,7/14/2021
6965,Litchfield,15-Dec,No,414,188,45.41,161,38.89,7/14/2021
6966,Litchfield,16-44,No,2252,1536,68.21,1422,63.14,7/14/2021
6967,Litchfield,45-64,No,2804,1893,67.51,1767,63.02,7/14/2021
6968,Litchfield,65+,No,1918,1860,96.98,1757,91.61,7/14/2021
6969,Lyme,15-Dec,No,99,59,59.6,56,56.57,7/14/2021
6970,Lyme,16-44,No,515,445,86.41,422,81.94,7/14/2021
6971,Lyme,45-64,No,896,683,76.23,648,72.32,7/14/2021
6972,Lyme,65+,No,646,704,100,685,100,7/14/2021
6973,Madison,15-Dec,No,1203,626,52.04,529,43.97,7/14/2021
6974,Madison,16-44,No,4612,4178,90.59,3828,83,7/14/2021
6975,Madison,45-64,No,6369,4948,77.69,4704,73.86,7/14/2021
6976,Madison,65+,No,3777,3899,100,3818,100,7/14/2021
6977,Manchester,15-Dec,Yes,2494,1120,44.91,903,36.21,7/14/2021
6978,Manchester,16-44,Yes,24327,14885,61.19,13584,55.84,7/14/2021
6979,Manchester,45-64,Yes,14827,11035,74.43,10220,68.93,7/14/2021
6980,Manchester,65+,Yes,8122,8046,99.06,7648,94.16,7/14/2021
6981,Mansfield,15-Dec,No,1669,382,22.89,355,21.27,7/14/2021
6982,Mansfield,16-44,No,17679,3758,21.26,3437,19.44,7/14/2021
6983,Mansfield,45-64,No,3162,2483,78.53,2382,75.33,7/14/2021
6984,Mansfield,65+,No,2154,2296,100,2224,100,7/14/2021
6985,Marlborough,15-Dec,No,376,180,47.87,162,43.09,7/14/2021
6986,Marlborough,16-44,No,1992,1440,72.29,1342,67.37,7/14/2021
6987,Marlborough,45-64,No,2144,1507,70.29,1434,66.88,7/14/2021
6988,Marlborough,65+,No,994,1101,100,1051,100,7/14/2021
6989,Meriden,15-Dec,Yes,3086,1347,43.65,1073,34.77,7/14/2021
6990,Meriden,16-44,Yes,23551,13162,55.89,11684,49.61,7/14/2021
6991,Meriden,45-64,Yes,16041,12232,76.25,11080,69.07,7/14/2021
6992,Meriden,65+,Yes,8458,7969,94.22,7553,89.3,7/14/2021
6993,Middlebury,15-Dec,No,451,215,47.67,181,40.13,7/14/2021
6994,Middlebury,16-44,No,2263,1720,76.01,1603,70.84,7/14/2021
6995,Middlebury,45-64,No,2377,1867,78.54,1751,73.66,7/14/2021
6996,Middlebury,65+,No,1465,1564,100,1496,100,7/14/2021
6997,Middlefield,15-Dec,No,248,91,36.69,76,30.65,7/14/2021
6998,Middlefield,16-44,No,1330,848,63.76,790,59.4,7/14/2021
6999,Middlefield,45-64,No,1563,1107,70.83,1044,66.79,7/14/2021
