,City,status,Number,rpt_date
150,Bowlegs,Recovered*,26,01/11/2022
151,Boynton,Active,1 to 4,01/11/2022
152,Boynton,Deceased,1 to 4,01/11/2022
153,Boynton,Recovered*,107,01/11/2022
154,Bradley,Active,5,01/11/2022
155,Bradley,Deceased,1 to 4,01/11/2022
156,Bradley,Recovered*,51,01/11/2022
157,Braggs,Active,8,01/11/2022
158,Braggs,Deceased,5,01/11/2022
159,Braggs,Recovered*,196,01/11/2022
160,Braman,Active,6,01/11/2022
161,Braman,Deceased,1 to 4,01/11/2022
162,Braman,Recovered*,51,01/11/2022
163,Bray,Active,1 to 4,01/11/2022
164,Bray,Recovered*,1 to 4,01/11/2022
165,Bridge Creek,Recovered*,1 to 4,01/11/2022
166,Bridgeport,Recovered*,1 to 4,01/11/2022
167,Bristow,Active,90,01/11/2022
168,Bristow,Deceased,50,01/11/2022
169,Bristow,Recovered*,1586,01/11/2022
170,Broken Arrow,Active,2292,01/11/2022
171,Broken Arrow,Deceased,359,01/11/2022
172,Broken Arrow,Recovered*,25806,01/11/2022
173,Broken Bow,Active,125,01/11/2022
174,Broken Bow,Deceased,57,01/11/2022
175,Broken Bow,Recovered*,2012,01/11/2022
176,Bromide,Active,1 to 4,01/11/2022
177,Bromide,Deceased,1 to 4,01/11/2022
178,Bromide,Recovered*,42,01/11/2022
179,Buffalo,Active,5,01/11/2022
180,Buffalo,Deceased,7,01/11/2022
181,Buffalo,Recovered*,215,01/11/2022
182,Burbank,Active,1 to 4,01/11/2022
183,Burbank,Recovered*,74,01/11/2022
184,Burlington,Recovered*,48,01/11/2022
185,Burns Flat,Active,16,01/11/2022
186,Burns Flat,Deceased,1 to 4,01/11/2022
187,Burns Flat,Recovered*,227,01/11/2022
188,Butler,Active,5,01/11/2022
189,Butler,Recovered*,69,01/11/2022
190,Byars,Active,15,01/11/2022
191,Byars,Deceased,1 to 4,01/11/2022
192,Byars,Recovered*,149,01/11/2022
193,Byng,Recovered*,1 to 4,01/11/2022
194,Byron,Recovered*,6,01/11/2022
195,Cache,Active,88,01/11/2022
196,Cache,Deceased,14,01/11/2022
197,Cache,Recovered*,1059,01/11/2022
198,Caddo,Active,50,01/11/2022
199,Caddo,Deceased,5,01/11/2022
200,Caddo,Recovered*,497,01/11/2022
201,Calera,Active,136,01/11/2022
202,Calera,Deceased,16,01/11/2022
203,Calera,Recovered*,1167,01/11/2022
204,Calumet,Active,7,01/11/2022
205,Calumet,Deceased,1 to 4,01/11/2022
206,Calumet,Recovered*,212,01/11/2022
207,Calvin,Active,1 to 4,01/11/2022
208,Calvin,Deceased,1 to 4,01/11/2022
209,Calvin,Recovered*,105,01/11/2022
210,Camargo,Recovered*,35,01/11/2022
211,Cameron,Active,10,01/11/2022
212,Cameron,Deceased,1 to 4,01/11/2022
213,Cameron,Recovered*,399,01/11/2022
214,Canadian,Active,6,01/11/2022
215,Canadian,Deceased,1 to 4,01/11/2022
216,Canadian,Recovered*,142,01/11/2022
217,Caney,Active,16,01/11/2022
218,Caney,Deceased,1 to 4,01/11/2022
219,Caney,Recovered*,161,01/11/2022
220,Canton,Active,15,01/11/2022
221,Canton,Deceased,1 to 4,01/11/2022
222,Canton,Recovered*,222,01/11/2022
223,Canute,Active,12,01/11/2022
224,Canute,Deceased,1 to 4,01/11/2022
225,Canute,Recovered*,214,01/11/2022
226,Carlton Landing,Recovered*,1 to 4,01/11/2022
227,Carmen,Active,1 to 4,01/11/2022
228,Carmen,Deceased,1 to 4,01/11/2022
229,Carmen,Recovered*,64,01/11/2022
230,Carnegie,Active,38,01/11/2022
231,Carnegie,Deceased,30,01/11/2022
232,Carnegie,Recovered*,610,01/11/2022
233,Carney,Active,7,01/11/2022
234,Carney,Deceased,1 to 4,01/11/2022
235,Carney,Recovered*,141,01/11/2022
236,Carrier,Active,1 to 4,01/11/2022
237,Carrier,Recovered*,38,01/11/2022
238,Carter,Active,7,01/11/2022
239,Carter,Deceased,1 to 4,01/11/2022
240,Carter,Recovered*,85,01/11/2022
241,Cashion,Active,30,01/11/2022
242,Cashion,Deceased,1 to 4,01/11/2022
243,Cashion,Recovered*,348,01/11/2022
244,Castle,Active,6,01/11/2022
245,Castle,Deceased,1 to 4,01/11/2022
246,Castle,Recovered*,89,01/11/2022
247,Catoosa,Active,89,01/11/2022
248,Catoosa,Deceased,25,01/11/2022
249,Catoosa,Recovered*,1371,01/11/2022
250,Cement,Active,11,01/11/2022
251,Cement,Deceased,1 to 4,01/11/2022
252,Cement,Recovered*,337,01/11/2022
253,Centrahoma,Active,1 to 4,01/11/2022
254,Centrahoma,Deceased,1 to 4,01/11/2022
255,Centrahoma,Recovered*,51,01/11/2022
256,Central High,Recovered*,1 to 4,01/11/2022
257,Chandler,Active,69,01/11/2022
258,Chandler,Deceased,27,01/11/2022
259,Chandler,Recovered*,1131,01/11/2022
260,Chattanooga,Active,6,01/11/2022
261,Chattanooga,Deceased,1 to 4,01/11/2022
262,Chattanooga,Recovered*,155,01/11/2022
263,Checotah,Active,26,01/11/2022
264,Checotah,Deceased,46,01/11/2022
265,Checotah,Recovered*,1360,01/11/2022
266,Chelsea,Active,45,01/11/2022
267,Chelsea,Deceased,23,01/11/2022
268,Chelsea,Recovered*,1115,01/11/2022
269,Cherokee,Active,10,01/11/2022
270,Cherokee,Deceased,1 to 4,01/11/2022
271,Cherokee,Recovered*,341,01/11/2022
272,Cheyenne,Active,12,01/11/2022
273,Cheyenne,Deceased,5,01/11/2022
274,Cheyenne,Recovered*,324,01/11/2022
275,Chickasha,Active,253,01/11/2022
276,Chickasha,Deceased,115,01/11/2022
277,Chickasha,Recovered*,3693,01/11/2022
278,Choctaw,Active,418,01/11/2022
279,Choctaw,Deceased,63,01/11/2022
280,Choctaw,Recovered*,3742,01/11/2022
281,Chouteau,Active,34,01/11/2022
282,Chouteau,Deceased,30,01/11/2022
283,Chouteau,Recovered*,823,01/11/2022
284,Claremore,Active,511,01/11/2022
285,Claremore,Deceased,196,01/11/2022
286,Claremore,Recovered*,9653,01/11/2022
287,Clayton,Active,13,01/11/2022
288,Clayton,Deceased,6,01/11/2022
289,Clayton,Recovered*,277,01/11/2022
290,Clearview,Recovered*,1 to 4,01/11/2022
291,Cleo Springs,Active,1 to 4,01/11/2022
292,Cleo Springs,Deceased,1 to 4,01/11/2022
293,Cleo Springs,Recovered*,103,01/11/2022
294,Cleveland,Active,70,01/11/2022
295,Cleveland,Deceased,27,01/11/2022
296,Cleveland,Recovered*,1306,01/11/2022
297,Clinton,Active,144,01/11/2022
298,Clinton,Deceased,79,01/11/2022
299,Clinton,Recovered*,2264,01/11/2022
300,Coalgate,Active,42,01/11/2022
301,Coalgate,Deceased,17,01/11/2022
302,Coalgate,Recovered*,819,01/11/2022
303,Colbert,Active,28,01/11/2022
304,Colbert,Deceased,12,01/11/2022
305,Colbert,Recovered*,529,01/11/2022
306,Colcord,Active,30,01/11/2022
307,Colcord,Deceased,10,01/11/2022
308,Colcord,Recovered*,829,01/11/2022
309,Collinsville,Active,221,01/11/2022
310,Collinsville,Deceased,64,01/11/2022
311,Collinsville,Recovered*,4013,01/11/2022
312,Colony,Deceased,1 to 4,01/11/2022
313,Colony,Recovered*,58,01/11/2022
314,Comanche,Active,20,01/11/2022
315,Comanche,Deceased,25,01/11/2022
316,Comanche,Recovered*,888,01/11/2022
317,Commerce,Active,32,01/11/2022
318,Commerce,Deceased,12,01/11/2022
319,Commerce,Recovered*,549,01/11/2022
320,Copan,Active,14,01/11/2022
321,Copan,Deceased,7,01/11/2022
322,Copan,Recovered*,272,01/11/2022
323,Corn,Active,8,01/11/2022
324,Corn,Deceased,5,01/11/2022
325,Corn,Recovered*,99,01/11/2022
326,Council Hill,Active,6,01/11/2022
327,Council Hill,Deceased,6,01/11/2022
328,Council Hill,Recovered*,169,01/11/2022
329,Covington,Active,10,01/11/2022
330,Covington,Deceased,1 to 4,01/11/2022
331,Covington,Recovered*,92,01/11/2022
332,Coweta,Active,185,01/11/2022
333,Coweta,Deceased,57,01/11/2022
334,Coweta,Recovered*,3252,01/11/2022
335,Cowlington,Recovered*,1 to 4,01/11/2022
336,Coyle,Active,16,01/11/2022
337,Coyle,Recovered*,145,01/11/2022
338,Crescent,Active,55,01/11/2022
339,Crescent,Deceased,8,01/11/2022
340,Crescent,Recovered*,443,01/11/2022
341,Cromwell,Active,6,01/11/2022
342,Cromwell,Deceased,1 to 4,01/11/2022
343,Cromwell,Recovered*,30,01/11/2022
344,Crowder,Active,11,01/11/2022
345,Crowder,Recovered*,91,01/11/2022
346,Cushing,Active,54,01/11/2022
347,Cushing,Deceased,34,01/11/2022
348,Cushing,Recovered*,2022,01/11/2022
349,Custer City,Active,10,01/11/2022
350,Custer City,Deceased,1 to 4,01/11/2022
351,Custer City,Recovered*,112,01/11/2022
352,Cyril,Active,17,01/11/2022
353,Cyril,Deceased,1 to 4,01/11/2022
354,Cyril,Recovered*,292,01/11/2022
355,Dacoma,Recovered*,38,01/11/2022
356,Davenport,Active,11,01/11/2022
357,Davenport,Recovered*,160,01/11/2022
358,Davidson,Active,1 to 4,01/11/2022
359,Davidson,Recovered*,39,01/11/2022
360,Davis,Active,53,01/11/2022
361,Davis,Deceased,18,01/11/2022
362,Davis,Recovered*,1016,01/11/2022
363,Deer Creek,Active,1 to 4,01/11/2022
364,Deer Creek,Deceased,1 to 4,01/11/2022
365,Deer Creek,Recovered*,58,01/11/2022
366,Del City,Active,301,01/11/2022
367,Del City,Deceased,28,01/11/2022
368,Del City,Recovered*,1069,01/11/2022
369,Delaware,Active,13,01/11/2022
370,Delaware,Deceased,5,01/11/2022
371,Delaware,Recovered*,198,01/11/2022
372,Depew,Active,18,01/11/2022
373,Depew,Deceased,6,01/11/2022
374,Depew,Recovered*,251,01/11/2022
375,Devol,Active,1 to 4,01/11/2022
376,Devol,Recovered*,56,01/11/2022
377,Dewar,Active,7,01/11/2022
378,Dewar,Deceased,1 to 4,01/11/2022
379,Dewar,Recovered*,129,01/11/2022
380,Dewey,Active,29,01/11/2022
381,Dewey,Deceased,23,01/11/2022
382,Dewey,Recovered*,927,01/11/2022
383,Dibble,Active,1 to 4,01/11/2022
384,Dibble,Recovered*,43,01/11/2022
385,Dill City,Active,1 to 4,01/11/2022
386,Dill City,Deceased,5,01/11/2022
387,Dill City,Recovered*,106,01/11/2022
388,Disney,Active,10,01/11/2022
389,Disney,Deceased,1 to 4,01/11/2022
390,Disney,Recovered*,59,01/11/2022
391,Dougherty,Active,1 to 4,01/11/2022
392,Dougherty,Recovered*,36,01/11/2022
393,Douglas,Active,1 to 4,01/11/2022
394,Douglas,Deceased,1 to 4,01/11/2022
395,Douglas,Recovered*,34,01/11/2022
396,Dover,Active,11,01/11/2022
397,Dover,Deceased,1 to 4,01/11/2022
398,Dover,Recovered*,130,01/11/2022
399,Drummond,Active,10,01/11/2022
400,Drummond,Deceased,1 to 4,01/11/2022
401,Drummond,Recovered*,100,01/11/2022
402,Drumright,Active,20,01/11/2022
403,Drumright,Deceased,15,01/11/2022
404,Drumright,Recovered*,551,01/11/2022
405,Duncan,Active,302,01/11/2022
406,Duncan,Deceased,100,01/11/2022
407,Duncan,Recovered*,5226,01/11/2022
408,Durant,Active,518,01/11/2022
409,Durant,Deceased,68,01/11/2022
410,Durant,Recovered*,5490,01/11/2022
411,Dustin,Active,5,01/11/2022
412,Dustin,Deceased,6,01/11/2022
413,Dustin,Recovered*,106,01/11/2022
414,Eakly,Active,1 to 4,01/11/2022
415,Eakly,Deceased,1 to 4,01/11/2022
416,Eakly,Recovered*,58,01/11/2022
417,Earlsboro,Active,47,01/11/2022
418,Earlsboro,Deceased,6,01/11/2022
419,Earlsboro,Recovered*,392,01/11/2022
420,East Duke,Recovered*,1 to 4,01/11/2022
421,Edmond,Active,3994,01/11/2022
422,Edmond,Deceased,295,01/11/2022
423,Edmond,Recovered*,27341,01/11/2022
424,El Reno,Active,244,01/11/2022
425,El Reno,Deceased,65,01/11/2022
426,El Reno,Recovered*,3334,01/11/2022
427,Eldorado,Active,7,01/11/2022
428,Eldorado,Deceased,1 to 4,01/11/2022
429,Eldorado,Recovered*,52,01/11/2022
430,Elgin,Active,90,01/11/2022
431,Elgin,Deceased,16,01/11/2022
432,Elgin,Recovered*,1259,01/11/2022
433,Elk City,Active,156,01/11/2022
434,Elk City,Deceased,54,01/11/2022
435,Elk City,Recovered*,2628,01/11/2022
436,Elmer,Active,1 to 4,01/11/2022
437,Elmer,Recovered*,31,01/11/2022
438,Elmore City,Active,17,01/11/2022
439,Elmore City,Deceased,6,01/11/2022
440,Elmore City,Recovered*,472,01/11/2022
441,Enid,Active,467,01/11/2022
442,Enid,Deceased,210,01/11/2022
443,Enid,Recovered*,9556,01/11/2022
444,Erick,Active,16,01/11/2022
445,Erick,Deceased,1 to 4,01/11/2022
446,Erick,Recovered*,216,01/11/2022
447,Etowah,Recovered*,1 to 4,01/11/2022
448,Eufaula,Active,54,01/11/2022
449,Eufaula,Deceased,60,01/11/2022
450,Eufaula,Recovered*,1470,01/11/2022
451,Fair Oaks,Recovered*,1 to 4,01/11/2022
452,Fairfax,Active,34,01/11/2022
453,Fairfax,Deceased,14,01/11/2022
454,Fairfax,Recovered*,296,01/11/2022
455,Fairland,Active,34,01/11/2022
456,Fairland,Deceased,7,01/11/2022
457,Fairland,Recovered*,552,01/11/2022
458,Fairmont,Active,6,01/11/2022
459,Fairmont,Deceased,1 to 4,01/11/2022
460,Fairmont,Recovered*,66,01/11/2022
461,Fairview,Active,39,01/11/2022
462,Fairview,Deceased,23,01/11/2022
463,Fairview,Recovered*,773,01/11/2022
464,Fanshawe,Recovered*,17,01/11/2022
465,Fargo,Active,5,01/11/2022
466,Fargo,Deceased,1 to 4,01/11/2022
467,Fargo,Recovered*,98,01/11/2022
468,Faxon,Active,1 to 4,01/11/2022
469,Faxon,Recovered*,72,01/11/2022
470,Fitzhugh,Active,6,01/11/2022
471,Fitzhugh,Recovered*,38,01/11/2022
472,Fletcher,Active,46,01/11/2022
473,Fletcher,Deceased,5,01/11/2022
474,Fletcher,Recovered*,544,01/11/2022
475,Foraker,Active,1 to 4,01/11/2022
476,Foraker,Recovered*,1 to 4,01/11/2022
477,Forest Park,Active,6,01/11/2022
478,Forest Park,Recovered*,5,01/11/2022
479,Forgan,Active,6,01/11/2022
480,Forgan,Deceased,1 to 4,01/11/2022
481,Forgan,Recovered*,95,01/11/2022
482,Fort Cobb,Active,26,01/11/2022
483,Fort Cobb,Deceased,6,01/11/2022
484,Fort Cobb,Recovered*,305,01/11/2022
485,Fort Gibson,Active,120,01/11/2022
486,Fort Gibson,Deceased,27,01/11/2022
487,Fort Gibson,Recovered*,1708,01/11/2022
488,Fort Supply,Active,5,01/11/2022
489,Fort Supply,Deceased,1 to 4,01/11/2022
490,Fort Supply,Recovered*,940,01/11/2022
491,Fort Towson,Active,8,01/11/2022
492,Fort Towson,Deceased,5,01/11/2022
493,Fort Towson,Recovered*,279,01/11/2022
494,Foss,Active,14,01/11/2022
495,Foss,Deceased,1 to 4,01/11/2022
496,Foss,Recovered*,164,01/11/2022
497,Foster,Active,5,01/11/2022
498,Foster,Recovered*,92,01/11/2022
499,Foyil,Active,1 to 4,01/11/2022
500,Foyil,Deceased,1 to 4,01/11/2022
501,Foyil,Recovered*,38,01/11/2022
502,Francis,Active,1 to 4,01/11/2022
503,Francis,Deceased,1 to 4,01/11/2022
504,Francis,Recovered*,56,01/11/2022
505,Frederick,Active,59,01/11/2022
506,Frederick,Deceased,20,01/11/2022
507,Frederick,Recovered*,619,01/11/2022
508,Freedom,Deceased,1 to 4,01/11/2022
509,Freedom,Recovered*,72,01/11/2022
510,Gage,Active,6,01/11/2022
511,Gage,Deceased,1 to 4,01/11/2022
512,Gage,Recovered*,83,01/11/2022
513,Gans,Active,9,01/11/2022
514,Gans,Deceased,1 to 4,01/11/2022
515,Gans,Recovered*,176,01/11/2022
516,Garber,Active,8,01/11/2022
517,Garber,Deceased,1 to 4,01/11/2022
518,Garber,Recovered*,186,01/11/2022
519,Garvin,Active,12,01/11/2022
520,Garvin,Deceased,1 to 4,01/11/2022
521,Garvin,Recovered*,183,01/11/2022
522,Gate,Active,1 to 4,01/11/2022
523,Gate,Recovered*,30,01/11/2022
524,Geary,Active,13,01/11/2022
525,Geary,Deceased,9,01/11/2022
526,Geary,Recovered*,281,01/11/2022
527,Gene Autry,Active,1 to 4,01/11/2022
528,Gene Autry,Recovered*,16,01/11/2022
529,Geronimo,Active,15,01/11/2022
530,Geronimo,Deceased,5,01/11/2022
531,Geronimo,Recovered*,329,01/11/2022
532,Glencoe,Active,11,01/11/2022
533,Glencoe,Deceased,5,01/11/2022
534,Glencoe,Recovered*,307,01/11/2022
535,Glenpool,Active,187,01/11/2022
536,Glenpool,Deceased,44,01/11/2022
537,Glenpool,Recovered*,2626,01/11/2022
538,Goldsby,Active,25,01/11/2022
539,Goldsby,Recovered*,64,01/11/2022
540,Goltry,Active,1 to 4,01/11/2022
541,Goltry,Deceased,1 to 4,01/11/2022
542,Goltry,Recovered*,54,01/11/2022
543,Goodwell,Active,17,01/11/2022
544,Goodwell,Deceased,1 to 4,01/11/2022
545,Goodwell,Recovered*,212,01/11/2022
546,Gore,Active,52,01/11/2022
547,Gore,Deceased,11,01/11/2022
548,Gore,Recovered*,515,01/11/2022
549,Gotebo,Deceased,1 to 4,01/11/2022
550,Gotebo,Recovered*,46,01/11/2022
551,Gould,Active,1 to 4,01/11/2022
552,Gould,Recovered*,34,01/11/2022
553,Gracemont,Active,11,01/11/2022
554,Gracemont,Deceased,6,01/11/2022
555,Gracemont,Recovered*,209,01/11/2022
556,Grand Lake Towne,Recovered*,1 to 4,01/11/2022
557,Grandfield,Active,10,01/11/2022
558,Grandfield,Deceased,1 to 4,01/11/2022
559,Grandfield,Recovered*,161,01/11/2022
560,Granite,Active,8,01/11/2022
561,Granite,Deceased,8,01/11/2022
562,Granite,Recovered*,200,01/11/2022
563,Grayson,Recovered*,1 to 4,01/11/2022
564,Greenfield,Active,1 to 4,01/11/2022
565,Greenfield,Deceased,1 to 4,01/11/2022
566,Greenfield,Recovered*,25,01/11/2022
567,Grove,Active,133,01/11/2022
568,Grove,Deceased,91,01/11/2022
569,Grove,Recovered*,2725,01/11/2022
570,Guthrie,Active,401,01/11/2022
571,Guthrie,Deceased,93,01/11/2022
572,Guthrie,Recovered*,4032,01/11/2022
573,Guymon,Active,159,01/11/2022
574,Guymon,Deceased,42,01/11/2022
575,Guymon,Recovered*,3349,01/11/2022
576,Haileyville,Active,1 to 4,01/11/2022
577,Haileyville,Deceased,1 to 4,01/11/2022
578,Haileyville,Recovered*,120,01/11/2022
579,Hallett,Active,1 to 4,01/11/2022
580,Hallett,Recovered*,17,01/11/2022
581,Hammon,Active,11,01/11/2022
582,Hammon,Deceased,1 to 4,01/11/2022
583,Hammon,Recovered*,198,01/11/2022
584,Hanna,Active,1 to 4,01/11/2022
585,Hanna,Recovered*,53,01/11/2022
586,Hardesty,Active,1 to 4,01/11/2022
587,Hardesty,Recovered*,64,01/11/2022
588,Harrah,Active,196,01/11/2022
589,Harrah,Deceased,38,01/11/2022
590,Harrah,Recovered*,2066,01/11/2022
591,Hartshorne,Active,21,01/11/2022
592,Hartshorne,Deceased,24,01/11/2022
593,Hartshorne,Recovered*,535,01/11/2022
594,Haskell,Active,47,01/11/2022
595,Haskell,Deceased,17,01/11/2022
596,Haskell,Recovered*,1005,01/11/2022
597,Hastings,Active,1 to 4,01/11/2022
598,Hastings,Deceased,1 to 4,01/11/2022
599,Hastings,Recovered*,74,01/11/2022
600,Haworth,Active,20,01/11/2022
601,Haworth,Deceased,6,01/11/2022
602,Haworth,Recovered*,348,01/11/2022
603,Headrick,Active,1 to 4,01/11/2022
604,Headrick,Deceased,1 to 4,01/11/2022
605,Headrick,Recovered*,47,01/11/2022
606,Healdton,Active,27,01/11/2022
607,Healdton,Deceased,22,01/11/2022
608,Healdton,Recovered*,544,01/11/2022
609,Heavener,Active,28,01/11/2022
610,Heavener,Deceased,13,01/11/2022
611,Heavener,Recovered*,967,01/11/2022
612,Helena,Active,1 to 4,01/11/2022
613,Helena,Deceased,1 to 4,01/11/2022
614,Helena,Recovered*,756,01/11/2022
615,Hendrix,Active,13,01/11/2022
616,Hendrix,Recovered*,156,01/11/2022
617,Hennessey,Active,47,01/11/2022
618,Hennessey,Deceased,16,01/11/2022
619,Hennessey,Recovered*,831,01/11/2022
620,Henryetta,Active,50,01/11/2022
621,Henryetta,Deceased,52,01/11/2022
622,Henryetta,Recovered*,1489,01/11/2022
623,Hillsdale,Active,1 to 4,01/11/2022
624,Hillsdale,Recovered*,24,01/11/2022
625,Hinton,Active,23,01/11/2022
626,Hinton,Deceased,1 to 4,01/11/2022
627,Hinton,Recovered*,642,01/11/2022
628,Hitchcock,Active,1 to 4,01/11/2022
629,Hitchcock,Recovered*,42,01/11/2022
630,Hitchita,Active,1 to 4,01/11/2022
631,Hitchita,Deceased,1 to 4,01/11/2022
632,Hitchita,Recovered*,26,01/11/2022
633,Hobart,Active,38,01/11/2022
634,Hobart,Deceased,20,01/11/2022
635,Hobart,Recovered*,541,01/11/2022
636,Hoffman,Recovered*,1 to 4,01/11/2022
