,RPT_Date,Jurisdictions,Cases,DoD_Cases,DoD_Cases_7dy,DoD_Cases_7dy_ave
22380,12MAR2021,Hughes,1177.0,1.0,14.0,2.0
22381,13MAR2021,Hughes,1178.0,1.0,9.0,1.2857142857
22382,14MAR2021,Hughes,1180.0,2.0,9.0,1.2857142857
22383,15MAR2021,Hughes,1183.0,3.0,12.0,1.7142857143
22384,16MAR2021,Hughes,1183.0,0.0,9.0,1.2857142857
22385,17MAR2021,Hughes,1186.0,3.0,10.0,1.4285714286000002
22386,18MAR2021,Hughes,1193.0,7.0,17.0,2.4285714286
22387,19MAR2021,Hughes,1194.0,1.0,17.0,2.4285714286
22388,20MAR2021,Hughes,1195.0,1.0,17.0,2.4285714286
22389,21MAR2021,Hughes,1196.0,1.0,16.0,2.2857142857
22390,22MAR2021,Hughes,1196.0,0.0,13.0,1.8571428571000002
22391,23MAR2021,Hughes,1196.0,0.0,13.0,1.8571428571000002
22392,24MAR2021,Hughes,1201.0,5.0,15.0,2.1428571429
22393,25MAR2021,Hughes,1202.0,1.0,9.0,1.2857142857
22394,26MAR2021,Hughes,1205.0,3.0,11.0,1.5714285713999998
22395,27MAR2021,Hughes,1206.0,1.0,11.0,1.5714285713999998
22396,28MAR2021,Hughes,1207.0,1.0,11.0,1.5714285713999998
22397,29MAR2021,Hughes,1207.0,0.0,11.0,1.5714285713999998
22398,30MAR2021,Hughes,1207.0,0.0,11.0,1.5714285713999998
22399,31MAR2021,Hughes,1208.0,1.0,7.0,1.0
22400,01APR2021,Hughes,1209.0,1.0,7.0,1.0
22401,02APR2021,Hughes,1211.0,2.0,6.0,0.8571428570999999
22402,03APR2021,Hughes,1212.0,1.0,6.0,0.8571428570999999
22403,04APR2021,Hughes,1217.0,5.0,10.0,1.4285714286000002
22404,05APR2021,Hughes,1217.0,0.0,10.0,1.4285714286000002
22405,06APR2021,Hughes,1217.0,0.0,10.0,1.4285714286000002
22406,07APR2021,Hughes,1216.0,-1.0,8.0,1.1428571429
22407,08APR2021,Hughes,1216.0,0.0,7.0,1.0
22408,09APR2021,Hughes,1220.0,4.0,9.0,1.2857142857
22409,10APR2021,Hughes,1223.0,3.0,11.0,1.5714285713999998
22410,11APR2021,Hughes,1226.0,3.0,9.0,1.2857142857
22411,12APR2021,Hughes,1226.0,0.0,9.0,1.2857142857
22412,13APR2021,Hughes,1225.0,-1.0,8.0,1.1428571429
22413,14APR2021,Hughes,1226.0,1.0,10.0,1.4285714286000002
22414,15APR2021,Hughes,1226.0,0.0,10.0,1.4285714286000002
22415,16APR2021,Hughes,1226.0,0.0,6.0,0.8571428570999999
22416,17APR2021,Hughes,1226.0,0.0,3.0,0.42857142859999997
22417,18APR2021,Hughes,1226.0,0.0,0.0,0.0
22418,19APR2021,Hughes,1226.0,0.0,0.0,0.0
22419,20APR2021,Hughes,1226.0,0.0,1.0,0.14285714289999998
22420,21APR2021,Hughes,1226.0,0.0,0.0,0.0
22421,22APR2021,Hughes,1228.0,2.0,2.0,0.2857142857
22422,23APR2021,Hughes,1229.0,1.0,3.0,0.42857142859999997
22423,24APR2021,Hughes,1231.0,2.0,5.0,0.7142857143000001
22424,25APR2021,Hughes,1232.0,1.0,6.0,0.8571428570999999
22425,26APR2021,Hughes,1232.0,0.0,6.0,0.8571428570999999
22426,27APR2021,Hughes,1232.0,0.0,6.0,0.8571428570999999
22427,28APR2021,Hughes,1234.0,2.0,8.0,1.1428571429
22428,29APR2021,Hughes,1233.0,-1.0,5.0,0.7142857143000001
22429,30APR2021,Hughes,1233.0,0.0,4.0,0.5714285714
22430,01MAY2021,Hughes,1233.0,0.0,2.0,0.2857142857
22431,02MAY2021,Hughes,1233.0,0.0,1.0,0.14285714289999998
22432,03MAY2021,Hughes,1234.0,1.0,2.0,0.2857142857
22433,04MAY2021,Hughes,1235.0,1.0,3.0,0.42857142859999997
22434,05MAY2021,Hughes,1235.0,0.0,1.0,0.14285714289999998
22435,06MAY2021,Hughes,1235.0,0.0,2.0,0.2857142857
22436,07MAY2021,Hughes,1236.0,1.0,3.0,0.42857142859999997
22437,08MAY2021,Hughes,1237.0,1.0,4.0,0.5714285714
22438,09MAY2021,Hughes,1237.0,0.0,4.0,0.5714285714
22439,10MAY2021,Hughes,1237.0,0.0,3.0,0.42857142859999997
22440,11MAY2021,Hughes,1237.0,0.0,2.0,0.2857142857
22441,12MAY2021,Hughes,1237.0,0.0,2.0,0.2857142857
22442,13MAY2021,Hughes,1237.0,0.0,2.0,0.2857142857
22443,14MAY2021,Hughes,1238.0,1.0,2.0,0.2857142857
22444,15MAY2021,Hughes,1238.0,0.0,1.0,0.14285714289999998
22445,16MAY2021,Hughes,1238.0,0.0,1.0,0.14285714289999998
22446,17MAY2021,Hughes,1239.0,1.0,2.0,0.2857142857
22447,18MAY2021,Hughes,1239.0,0.0,2.0,0.2857142857
22448,19MAY2021,Hughes,1239.0,0.0,2.0,0.2857142857
22449,20MAY2021,Hughes,1238.0,-1.0,1.0,0.14285714289999998
22450,21MAY2021,Hughes,1238.0,0.0,0.0,0.0
22451,22MAY2021,Hughes,1238.0,0.0,0.0,0.0
22452,23MAY2021,Hughes,1239.0,1.0,1.0,0.14285714289999998
22453,24MAY2021,Hughes,1238.0,-1.0,-1.0,-0.14285714300000002
22454,25MAY2021,Hughes,1238.0,0.0,-1.0,-0.14285714300000002
22455,26MAY2021,Hughes,1238.0,0.0,-1.0,-0.14285714300000002
22456,27MAY2021,Hughes,1238.0,0.0,0.0,0.0
22457,28MAY2021,Hughes,1239.0,1.0,1.0,0.14285714289999998
22458,29MAY2021,Hughes,1241.0,2.0,3.0,0.42857142859999997
22459,30MAY2021,Hughes,1242.0,1.0,3.0,0.42857142859999997
22460,31MAY2021,Hughes,1242.0,0.0,4.0,0.5714285714
22461,01JUN2021,Hughes,1243.0,1.0,5.0,0.7142857143000001
22462,02JUN2021,Hughes,1243.0,0.0,5.0,0.7142857143000001
22463,03JUN2021,Hughes,1243.0,0.0,5.0,0.7142857143000001
22464,04JUN2021,Hughes,1243.0,0.0,4.0,0.5714285714
22465,05JUN2021,Hughes,1243.0,0.0,2.0,0.2857142857
22466,06JUN2021,Hughes,1243.0,0.0,1.0,0.14285714289999998
22467,07JUN2021,Hughes,1243.0,0.0,1.0,0.14285714289999998
22468,08JUN2021,Hughes,1243.0,0.0,0.0,0.0
22469,09JUN2021,Hughes,1243.0,0.0,0.0,0.0
22470,10JUN2021,Hughes,1244.0,1.0,1.0,0.14285714289999998
22471,11JUN2021,Hughes,1245.0,1.0,2.0,0.2857142857
22472,12JUN2021,Hughes,1245.0,0.0,2.0,0.2857142857
22473,13JUN2021,Hughes,1246.0,1.0,3.0,0.42857142859999997
22474,14JUN2021,Hughes,1247.0,1.0,4.0,0.5714285714
22475,15JUN2021,Hughes,1247.0,0.0,4.0,0.5714285714
22476,16JUN2021,Hughes,1248.0,1.0,5.0,0.7142857143000001
22477,17JUN2021,Hughes,1252.0,4.0,8.0,1.1428571429
22478,18JUN2021,Hughes,1252.0,0.0,7.0,1.0
22479,19JUN2021,Hughes,1252.0,0.0,7.0,1.0
22480,20JUN2021,Hughes,1252.0,0.0,6.0,0.8571428570999999
22481,21JUN2021,Hughes,1252.0,0.0,5.0,0.7142857143000001
22482,22JUN2021,Hughes,1252.0,0.0,5.0,0.7142857143000001
22483,23JUN2021,Hughes,1253.0,1.0,5.0,0.7142857143000001
22484,24JUN2021,Hughes,1253.0,0.0,1.0,0.14285714289999998
22485,25JUN2021,Hughes,1252.0,-1.0,0.0,0.0
22486,26JUN2021,Hughes,1252.0,0.0,0.0,0.0
22487,27JUN2021,Hughes,1252.0,0.0,0.0,0.0
22488,28JUN2021,Hughes,1253.0,1.0,1.0,0.14285714289999998
22489,29JUN2021,Hughes,1253.0,0.0,1.0,0.14285714289999998
22490,30JUN2021,Hughes,1253.0,0.0,0.0,0.0
22491,01JUL2021,Hughes,1253.0,0.0,0.0,0.0
22492,02JUL2021,Hughes,1253.0,0.0,1.0,0.14285714289999998
22493,03JUL2021,Hughes,1253.0,0.0,1.0,0.14285714289999998
22494,04JUL2021,Hughes,1253.0,0.0,1.0,0.14285714289999998
22495,05JUL2021,Hughes,1256.0,3.0,3.0,0.42857142859999997
22496,06JUL2021,Hughes,1256.0,0.0,3.0,0.42857142859999997
22497,07JUL2021,Hughes,1256.0,0.0,3.0,0.42857142859999997
22498,08JUL2021,Hughes,1256.0,0.0,3.0,0.42857142859999997
22499,09JUL2021,Hughes,1256.0,0.0,3.0,0.42857142859999997
22500,10JUL2021,Hughes,1259.0,3.0,6.0,0.8571428570999999
22501,11JUL2021,Hughes,1259.0,0.0,6.0,0.8571428570999999
22502,12JUL2021,Hughes,1259.0,0.0,3.0,0.42857142859999997
22503,13JUL2021,Hughes,1259.0,0.0,3.0,0.42857142859999997
22504,14JUL2021,Hughes,1259.0,0.0,3.0,0.42857142859999997
22505,15JUL2021,Hughes,1260.0,1.0,4.0,0.5714285714
22506,16JUL2021,Hughes,1261.0,1.0,5.0,0.7142857143000001
22507,17JUL2021,Hughes,1262.0,1.0,3.0,0.42857142859999997
22508,18JUL2021,Hughes,1263.0,1.0,4.0,0.5714285714
22509,19JUL2021,Hughes,1263.0,0.0,4.0,0.5714285714
22510,20JUL2021,Hughes,1265.0,2.0,6.0,0.8571428570999999
22511,21JUL2021,Hughes,1266.0,1.0,7.0,1.0
22512,22JUL2021,Hughes,1266.0,0.0,6.0,0.8571428570999999
22513,23JUL2021,Hughes,1267.0,1.0,6.0,0.8571428570999999
22514,24JUL2021,Hughes,1268.0,1.0,6.0,0.8571428570999999
22515,25JUL2021,Hughes,1270.0,2.0,7.0,1.0
22516,26JUL2021,Hughes,1274.0,4.0,11.0,1.5714285713999998
22517,27JUL2021,Hughes,1275.0,1.0,10.0,1.4285714286000002
22518,28JUL2021,Hughes,1278.0,3.0,12.0,1.7142857143
22519,29JUL2021,Hughes,1286.0,8.0,20.0,2.8571428571
22520,30JUL2021,Hughes,1288.0,2.0,21.0,3.0
22521,31JUL2021,Hughes,1292.0,4.0,24.0,3.4285714286
22522,01AUG2021,Hughes,1298.0,6.0,28.0,4.0
22523,02AUG2021,Hughes,1299.0,1.0,25.0,3.5714285714
22524,03AUG2021,Hughes,1307.0,8.0,32.0,4.5714285714
22525,04AUG2021,Hughes,1313.0,6.0,35.0,5.0
22526,05AUG2021,Hughes,1318.0,5.0,32.0,4.5714285714
22527,06AUG2021,Hughes,1320.0,2.0,32.0,4.5714285714
22528,07AUG2021,Hughes,1328.0,8.0,36.0,5.1428571429000005
22529,08AUG2021,Hughes,1331.0,3.0,33.0,4.7142857143
22530,09AUG2021,Hughes,1336.0,5.0,37.0,5.2857142857
22531,10AUG2021,Hughes,1338.0,2.0,31.0,4.4285714286
22532,11AUG2021,Hughes,1344.0,6.0,31.0,4.4285714286
22533,12AUG2021,Hughes,1352.0,8.0,34.0,4.8571428570999995
22534,13AUG2021,Hughes,1360.0,8.0,40.0,5.7142857143
22535,14AUG2021,Hughes,1368.0,8.0,40.0,5.7142857143
22536,15AUG2021,Hughes,1375.0,7.0,44.0,6.2857142857
22537,16AUG2021,Hughes,1379.0,4.0,43.0,6.1428571429
22538,17AUG2021,Hughes,1380.0,1.0,42.0,6.0
22539,18AUG2021,Hughes,1383.0,3.0,39.0,5.5714285714
22540,19AUG2021,Hughes,1390.0,7.0,38.0,5.4285714286
22541,20AUG2021,Hughes,1395.0,5.0,35.0,5.0
22542,21AUG2021,Hughes,1397.0,2.0,29.0,4.1428571429000005
22543,22AUG2021,Hughes,1405.0,8.0,30.0,4.2857142857
22544,23AUG2021,Hughes,1410.0,5.0,31.0,4.4285714286
22545,24AUG2021,Hughes,1411.0,1.0,31.0,4.4285714286
22546,25AUG2021,Hughes,1418.0,7.0,35.0,5.0
22547,26AUG2021,Hughes,1426.0,8.0,36.0,5.1428571429000005
22548,27AUG2021,Hughes,1433.0,7.0,38.0,5.4285714286
22549,28AUG2021,Hughes,1443.0,10.0,46.0,6.5714285714
22550,29AUG2021,Hughes,1452.0,9.0,47.0,6.7142857143
22551,30AUG2021,Hughes,1464.0,12.0,54.0,7.7142857143
22552,31AUG2021,Hughes,1467.0,3.0,56.0,8.0
22553,01SEP2021,Hughes,1470.0,3.0,52.0,7.4285714286
22554,02SEP2021,Hughes,1489.0,19.0,63.0,9.0
22555,03SEP2021,Hughes,1500.0,11.0,67.0,9.5714285714
22556,04SEP2021,Hughes,1506.0,6.0,63.0,9.0
22557,05SEP2021,Hughes,1511.0,5.0,59.0,8.4285714286
22558,06SEP2021,Hughes,1520.0,9.0,56.0,8.0
22559,07SEP2021,Hughes,1523.0,3.0,56.0,8.0
22560,08SEP2021,Hughes,1523.0,0.0,53.0,7.5714285714
22561,09SEP2021,Hughes,1528.0,5.0,39.0,5.5714285714
22562,10SEP2021,Hughes,1532.0,4.0,32.0,4.5714285714
22563,11SEP2021,Hughes,1539.0,7.0,33.0,4.7142857143
22564,12SEP2021,Hughes,1543.0,4.0,32.0,4.5714285714
22565,13SEP2021,Hughes,1548.0,5.0,28.0,4.0
22566,14SEP2021,Hughes,1550.0,2.0,27.0,3.8571428571
22567,15SEP2021,Hughes,1553.0,3.0,30.0,4.2857142857
22568,16SEP2021,Hughes,1561.0,8.0,33.0,4.7142857143
22569,17SEP2021,Hughes,1565.0,4.0,33.0,4.7142857143
22570,18SEP2021,Hughes,1568.0,3.0,29.0,4.1428571429000005
22571,19SEP2021,Hughes,1571.0,3.0,28.0,4.0
22572,20SEP2021,Hughes,1572.0,1.0,24.0,3.4285714286
22573,21SEP2021,Hughes,1574.0,2.0,24.0,3.4285714286
22574,22SEP2021,Hughes,1580.0,6.0,27.0,3.8571428571
22575,23SEP2021,Hughes,1584.0,4.0,23.0,3.2857142857
22576,24SEP2021,Hughes,1586.0,2.0,21.0,3.0
22577,25SEP2021,Hughes,1588.0,2.0,20.0,2.8571428571
22578,26SEP2021,Hughes,1595.0,7.0,24.0,3.4285714286
22579,27SEP2021,Hughes,1598.0,3.0,26.0,3.7142857143
22580,28SEP2021,Hughes,1598.0,0.0,24.0,3.4285714286
22581,29SEP2021,Hughes,1599.0,1.0,19.0,2.7142857143
22582,30SEP2021,Hughes,1607.0,8.0,23.0,3.2857142857
22583,01OCT2021,Hughes,1613.0,6.0,27.0,3.8571428571
22584,02OCT2021,Hughes,1618.0,5.0,30.0,4.2857142857
22585,03OCT2021,Hughes,1624.0,6.0,29.0,4.1428571429000005
22586,04OCT2021,Hughes,1625.0,1.0,27.0,3.8571428571
22587,05OCT2021,Hughes,1625.0,0.0,27.0,3.8571428571
22588,06OCT2021,Hughes,1630.0,5.0,31.0,4.4285714286
22589,07OCT2021,Hughes,1637.0,7.0,30.0,4.2857142857
22590,08OCT2021,Hughes,1639.0,2.0,26.0,3.7142857143
22591,09OCT2021,Hughes,1648.0,9.0,30.0,4.2857142857
22592,10OCT2021,Hughes,1658.0,10.0,34.0,4.8571428570999995
22593,11OCT2021,Hughes,1658.0,0.0,33.0,4.7142857143
22594,12OCT2021,Hughes,1659.0,1.0,34.0,4.8571428570999995
22595,13OCT2021,Hughes,1678.0,19.0,48.0,6.8571428571
22596,14OCT2021,Hughes,1688.0,10.0,51.0,7.2857142857
22597,15OCT2021,Hughes,1696.0,8.0,57.0,8.142857142899999
22598,16OCT2021,Hughes,1700.0,4.0,52.0,7.4285714286
22599,17OCT2021,Hughes,1703.0,3.0,45.0,6.4285714286
22600,18OCT2021,Hughes,1710.0,7.0,52.0,7.4285714286
22601,19OCT2021,Hughes,1709.0,-1.0,50.0,7.1428571429
22602,20OCT2021,Hughes,1712.0,3.0,34.0,4.8571428570999995
22603,21OCT2021,Hughes,1724.0,12.0,36.0,5.1428571429000005
22604,22OCT2021,Hughes,1726.0,2.0,30.0,4.2857142857
22605,23OCT2021,Hughes,1728.0,2.0,28.0,4.0
22606,24OCT2021,Hughes,1729.0,1.0,26.0,3.7142857143
22607,25OCT2021,Hughes,1731.0,2.0,21.0,3.0
22608,26OCT2021,Hughes,1734.0,3.0,25.0,3.5714285714
22609,27OCT2021,Hughes,1736.0,2.0,24.0,3.4285714286
22610,28OCT2021,Hughes,1743.0,7.0,19.0,2.7142857143
22611,29OCT2021,Hughes,1744.0,1.0,18.0,2.5714285714
22612,30OCT2021,Hughes,1742.0,-2.0,14.0,2.0
22613,31OCT2021,Hughes,1744.0,2.0,15.0,2.1428571429
22614,01NOV2021,Hughes,1744.0,0.0,13.0,1.8571428571000002
22615,02NOV2021,Hughes,1747.0,3.0,13.0,1.8571428571000002
22616,03NOV2021,Hughes,1750.0,3.0,14.0,2.0
22617,04NOV2021,Hughes,1752.0,2.0,9.0,1.2857142857
22618,05NOV2021,Hughes,1756.0,4.0,12.0,1.7142857143
22619,06NOV2021,Hughes,1758.0,2.0,16.0,2.2857142857
22620,07NOV2021,Hughes,1759.0,1.0,15.0,2.1428571429
22621,08NOV2021,Hughes,1760.0,1.0,16.0,2.2857142857
22622,09NOV2021,Hughes,1760.0,0.0,13.0,1.8571428571000002
22623,10NOV2021,Hughes,1760.0,0.0,10.0,1.4285714286000002
22624,11NOV2021,Hughes,1761.0,1.0,9.0,1.2857142857
22625,12NOV2021,Hughes,1762.0,1.0,6.0,0.8571428570999999
22626,13NOV2021,Hughes,1763.0,1.0,5.0,0.7142857143000001
22627,14NOV2021,Hughes,1766.0,3.0,7.0,1.0
22628,15NOV2021,Hughes,1768.0,2.0,8.0,1.1428571429
22629,16NOV2021,Hughes,1771.0,3.0,11.0,1.5714285713999998
22630,17NOV2021,Hughes,1775.0,4.0,15.0,2.1428571429
22631,18NOV2021,Hughes,1777.0,2.0,16.0,2.2857142857
22632,19NOV2021,Hughes,1780.0,3.0,18.0,2.5714285714
22633,20NOV2021,Hughes,1783.0,3.0,20.0,2.8571428571
22634,21NOV2021,Hughes,1784.0,1.0,18.0,2.5714285714
22635,22NOV2021,Hughes,1784.0,0.0,16.0,2.2857142857
22636,23NOV2021,Hughes,1784.0,0.0,13.0,1.8571428571000002
22637,24NOV2021,Hughes,1784.0,0.0,9.0,1.2857142857
22638,25NOV2021,Hughes,1787.0,3.0,10.0,1.4285714286000002
22639,26NOV2021,Hughes,1787.0,0.0,7.0,1.0
22640,27NOV2021,Hughes,1789.0,2.0,6.0,0.8571428570999999
22641,28NOV2021,Hughes,1789.0,0.0,5.0,0.7142857143000001
22642,29NOV2021,Hughes,1790.0,1.0,6.0,0.8571428570999999
22643,30NOV2021,Hughes,1791.0,1.0,7.0,1.0
22644,01DEC2021,Hughes,1791.0,0.0,7.0,1.0
22645,02DEC2021,Hughes,1798.0,7.0,11.0,1.5714285713999998
22646,03DEC2021,Hughes,1800.0,2.0,13.0,1.8571428571000002
22647,04DEC2021,Hughes,1800.0,0.0,11.0,1.5714285713999998
22648,05DEC2021,Hughes,1800.0,0.0,11.0,1.5714285713999998
22649,06DEC2021,Hughes,1801.0,1.0,11.0,1.5714285713999998
22650,07DEC2021,Hughes,1803.0,2.0,12.0,1.7142857143
22651,08DEC2021,Hughes,1805.0,2.0,14.0,2.0
22652,09DEC2021,Hughes,1807.0,2.0,9.0,1.2857142857
22653,10DEC2021,Hughes,1809.0,2.0,9.0,1.2857142857
22654,11DEC2021,Hughes,1811.0,2.0,11.0,1.5714285713999998
22655,12DEC2021,Hughes,1813.0,2.0,13.0,1.8571428571000002
22656,13DEC2021,Hughes,1815.0,2.0,14.0,2.0
22657,14DEC2021,Hughes,1817.3,2.25,14.25,2.0357142857
22658,15DEC2021,Hughes,1819.5,2.25,14.5,2.0714285714
22659,16DEC2021,Hughes,1821.8,2.25,14.75,2.1071428571
22660,17DEC2021,Hughes,1824.0,2.25,15.0,2.1428571429
22661,18DEC2021,Hughes,1824.0,0.0,13.0,1.8571428571000002
22662,19DEC2021,Hughes,1826.0,2.0,13.0,1.8571428571000002
22663,20DEC2021,Hughes,1829.0,3.0,14.0,2.0
22664,21DEC2021,Hughes,1828.0,-1.0,10.75,1.5357142857
22665,22DEC2021,Hughes,1831.0,3.0,11.5,1.6428571428999998
22666,23DEC2021,Hughes,1832.0,1.0,10.25,1.4642857143
22667,24DEC2021,Hughes,1834.0,2.0,10.0,1.4285714286000002
22668,25DEC2021,Hughes,1834.0,0.0,10.0,1.4285714286000002
22669,26DEC2021,Hughes,1834.0,0.0,8.0,1.1428571429
22670,27DEC2021,Hughes,1836.0,2.0,7.0,1.0
22671,28DEC2021,Hughes,1837.0,1.0,9.0,1.2857142857
22672,29DEC2021,Hughes,1837.0,0.0,6.0,0.8571428570999999
22673,30DEC2021,Hughes,1850.0,13.0,18.0,2.5714285714
22674,31DEC2021,Hughes,1854.0,4.0,20.0,2.8571428571
22675,01JAN2022,Hughes,1856.0,2.0,22.0,3.1428571429
22676,02JAN2022,Hughes,1856.0,0.0,22.0,3.1428571429
22677,03JAN2022,Hughes,1860.0,4.0,24.0,3.4285714286
22678,04JAN2022,Hughes,1860.0,0.0,23.0,3.2857142857
22679,05JAN2022,Hughes,1867.0,7.0,30.0,4.2857142857
22680,06JAN2022,Hughes,1878.0,11.0,28.0,4.0
22681,07JAN2022,Hughes,1883.0,5.0,29.0,4.1428571429000005
22682,08JAN2022,Hughes,1899.0,16.0,43.0,6.1428571429
22683,09JAN2022,Hughes,1900.0,1.0,44.0,6.2857142857
22684,10JAN2022,Hughes,1904.0,4.0,44.0,6.2857142857
22685,06MAR2020,Jackson,0.0,0.0,0.0,
22686,07MAR2020,Jackson,0.0,0.0,0.0,
22687,08MAR2020,Jackson,0.0,0.0,0.0,
22688,09MAR2020,Jackson,0.0,0.0,0.0,
22689,10MAR2020,Jackson,0.0,0.0,0.0,
22690,11MAR2020,Jackson,0.0,0.0,0.0,
22691,12MAR2020,Jackson,0.0,0.0,0.0,0.0
22692,13MAR2020,Jackson,0.0,0.0,0.0,0.0
22693,14MAR2020,Jackson,1.0,1.0,1.0,0.14285714289999998
22694,15MAR2020,Jackson,1.0,0.0,1.0,0.14285714289999998
22695,16MAR2020,Jackson,1.0,0.0,1.0,0.14285714289999998
22696,17MAR2020,Jackson,1.0,0.0,1.0,0.14285714289999998
22697,18MAR2020,Jackson,1.0,0.0,1.0,0.14285714289999998
22698,19MAR2020,Jackson,1.0,0.0,1.0,0.14285714289999998
22699,20MAR2020,Jackson,1.0,0.0,1.0,0.14285714289999998
22700,21MAR2020,Jackson,1.0,0.0,0.0,0.0
22701,22MAR2020,Jackson,1.0,0.0,0.0,0.0
22702,23MAR2020,Jackson,1.0,0.0,0.0,0.0
22703,24MAR2020,Jackson,1.0,0.0,0.0,0.0
22704,25MAR2020,Jackson,1.0,0.0,0.0,0.0
22705,26MAR2020,Jackson,1.0,0.0,0.0,0.0
22706,27MAR2020,Jackson,1.0,0.0,0.0,0.0
22707,28MAR2020,Jackson,1.0,0.0,0.0,0.0
22708,29MAR2020,Jackson,1.0,0.0,0.0,0.0
22709,30MAR2020,Jackson,1.0,0.0,0.0,0.0
22710,31MAR2020,Jackson,1.0,0.0,0.0,0.0
22711,01APR2020,Jackson,2.0,1.0,1.0,0.14285714289999998
22712,02APR2020,Jackson,2.0,0.0,1.0,0.14285714289999998
22713,03APR2020,Jackson,4.0,2.0,3.0,0.42857142859999997
22714,04APR2020,Jackson,4.0,0.0,3.0,0.42857142859999997
22715,05APR2020,Jackson,4.0,0.0,3.0,0.42857142859999997
22716,06APR2020,Jackson,4.0,0.0,3.0,0.42857142859999997
22717,07APR2020,Jackson,6.0,2.0,5.0,0.7142857143000001
22718,08APR2020,Jackson,6.0,0.0,4.0,0.5714285714
22719,09APR2020,Jackson,6.0,0.0,4.0,0.5714285714
22720,10APR2020,Jackson,6.0,0.0,2.0,0.2857142857
22721,11APR2020,Jackson,7.0,1.0,3.0,0.42857142859999997
22722,12APR2020,Jackson,7.0,0.0,3.0,0.42857142859999997
22723,13APR2020,Jackson,7.0,0.0,3.0,0.42857142859999997
22724,14APR2020,Jackson,7.0,0.0,1.0,0.14285714289999998
22725,15APR2020,Jackson,6.0,-1.0,0.0,0.0
22726,16APR2020,Jackson,6.0,0.0,0.0,0.0
22727,17APR2020,Jackson,6.0,0.0,0.0,0.0
22728,18APR2020,Jackson,6.0,0.0,-1.0,-0.14285714300000002
22729,19APR2020,Jackson,6.0,0.0,-1.0,-0.14285714300000002
22730,20APR2020,Jackson,6.0,0.0,-1.0,-0.14285714300000002
22731,21APR2020,Jackson,8.0,2.0,1.0,0.14285714289999998
22732,22APR2020,Jackson,8.0,0.0,2.0,0.2857142857
22733,23APR2020,Jackson,13.0,5.0,7.0,1.0
22734,24APR2020,Jackson,13.0,0.0,7.0,1.0
22735,25APR2020,Jackson,14.0,1.0,8.0,1.1428571429
22736,26APR2020,Jackson,15.0,1.0,9.0,1.2857142857
22737,27APR2020,Jackson,15.0,0.0,9.0,1.2857142857
22738,28APR2020,Jackson,15.0,0.0,7.0,1.0
22739,29APR2020,Jackson,15.0,0.0,7.0,1.0
22740,30APR2020,Jackson,15.0,0.0,2.0,0.2857142857
22741,01MAY2020,Jackson,16.0,1.0,3.0,0.42857142859999997
22742,02MAY2020,Jackson,16.0,0.0,2.0,0.2857142857
22743,03MAY2020,Jackson,17.0,1.0,2.0,0.2857142857
22744,04MAY2020,Jackson,17.0,0.0,2.0,0.2857142857
22745,05MAY2020,Jackson,18.0,1.0,3.0,0.42857142859999997
22746,06MAY2020,Jackson,19.0,1.0,4.0,0.5714285714
22747,07MAY2020,Jackson,19.0,0.0,4.0,0.5714285714
22748,08MAY2020,Jackson,19.0,0.0,3.0,0.42857142859999997
22749,09MAY2020,Jackson,19.0,0.0,3.0,0.42857142859999997
22750,10MAY2020,Jackson,19.0,0.0,2.0,0.2857142857
22751,11MAY2020,Jackson,19.0,0.0,2.0,0.2857142857
22752,12MAY2020,Jackson,20.0,1.0,2.0,0.2857142857
22753,13MAY2020,Jackson,20.0,0.0,1.0,0.14285714289999998
22754,14MAY2020,Jackson,21.0,1.0,2.0,0.2857142857
22755,15MAY2020,Jackson,21.0,0.0,2.0,0.2857142857
22756,16MAY2020,Jackson,21.0,0.0,2.0,0.2857142857
22757,17MAY2020,Jackson,21.0,0.0,2.0,0.2857142857
22758,18MAY2020,Jackson,21.0,0.0,2.0,0.2857142857
22759,19MAY2020,Jackson,21.0,0.0,1.0,0.14285714289999998
22760,20MAY2020,Jackson,21.0,0.0,1.0,0.14285714289999998
22761,21MAY2020,Jackson,21.0,0.0,0.0,0.0
22762,22MAY2020,Jackson,21.0,0.0,0.0,0.0
22763,23MAY2020,Jackson,21.0,0.0,0.0,0.0
22764,24MAY2020,Jackson,21.0,0.0,0.0,0.0
22765,25MAY2020,Jackson,23.0,2.0,2.0,0.2857142857
22766,26MAY2020,Jackson,24.0,1.0,3.0,0.42857142859999997
22767,27MAY2020,Jackson,24.0,0.0,3.0,0.42857142859999997
22768,28MAY2020,Jackson,24.0,0.0,3.0,0.42857142859999997
22769,29MAY2020,Jackson,24.0,0.0,3.0,0.42857142859999997
22770,30MAY2020,Jackson,27.0,3.0,6.0,0.8571428570999999
22771,31MAY2020,Jackson,27.0,0.0,6.0,0.8571428570999999
22772,01JUN2020,Jackson,27.0,0.0,4.0,0.5714285714
22773,02JUN2020,Jackson,27.0,0.0,3.0,0.42857142859999997
22774,03JUN2020,Jackson,27.0,0.0,3.0,0.42857142859999997
22775,04JUN2020,Jackson,27.0,0.0,3.0,0.42857142859999997
22776,05JUN2020,Jackson,27.0,0.0,3.0,0.42857142859999997
22777,06JUN2020,Jackson,27.0,0.0,0.0,0.0
22778,07JUN2020,Jackson,28.0,1.0,1.0,0.14285714289999998
22779,08JUN2020,Jackson,28.0,0.0,1.0,0.14285714289999998
