,RPT_Date,Jurisdictions,Cases,DoD_Cases,DoD_Cases_7dy,DoD_Cases_7dy_ave
15009,05MAY2021,Delaware,4622.0,3.0,21.0,3.0
15010,06MAY2021,Delaware,4622.0,0.0,17.0,2.4285714286
15011,07MAY2021,Delaware,4625.0,3.0,14.0,2.0
15012,08MAY2021,Delaware,4627.0,2.0,15.0,2.1428571429
15013,09MAY2021,Delaware,4629.0,2.0,16.0,2.2857142857
15014,10MAY2021,Delaware,4631.0,2.0,13.0,1.8571428571000002
15015,11MAY2021,Delaware,4631.0,0.0,12.0,1.7142857143
15016,12MAY2021,Delaware,4633.0,2.0,11.0,1.5714285713999998
15017,13MAY2021,Delaware,4634.0,1.0,12.0,1.7142857143
15018,14MAY2021,Delaware,4638.0,4.0,13.0,1.8571428571000002
15019,15MAY2021,Delaware,4644.0,6.0,17.0,2.4285714286
15020,16MAY2021,Delaware,4647.0,3.0,18.0,2.5714285714
15021,17MAY2021,Delaware,4650.0,3.0,19.0,2.7142857143
15022,18MAY2021,Delaware,4650.0,0.0,19.0,2.7142857143
15023,19MAY2021,Delaware,4653.0,3.0,20.0,2.8571428571
15024,20MAY2021,Delaware,4653.0,0.0,19.0,2.7142857143
15025,21MAY2021,Delaware,4659.0,6.0,21.0,3.0
15026,22MAY2021,Delaware,4659.0,0.0,15.0,2.1428571429
15027,23MAY2021,Delaware,4659.0,0.0,12.0,1.7142857143
15028,24MAY2021,Delaware,4661.0,2.0,11.0,1.5714285713999998
15029,25MAY2021,Delaware,4661.0,0.0,11.0,1.5714285713999998
15030,26MAY2021,Delaware,4663.0,2.0,10.0,1.4285714286000002
15031,27MAY2021,Delaware,4667.0,4.0,14.0,2.0
15032,28MAY2021,Delaware,4671.0,4.0,12.0,1.7142857143
15033,29MAY2021,Delaware,4673.0,2.0,14.0,2.0
15034,30MAY2021,Delaware,4675.0,2.0,16.0,2.2857142857
15035,31MAY2021,Delaware,4675.0,0.0,14.0,2.0
15036,01JUN2021,Delaware,4675.0,0.0,14.0,2.0
15037,02JUN2021,Delaware,4675.0,0.0,12.0,1.7142857143
15038,03JUN2021,Delaware,4678.0,3.0,11.0,1.5714285713999998
15039,04JUN2021,Delaware,4681.0,3.0,10.0,1.4285714286000002
15040,05JUN2021,Delaware,4684.0,3.0,11.0,1.5714285713999998
15041,06JUN2021,Delaware,4686.0,2.0,11.0,1.5714285713999998
15042,07JUN2021,Delaware,4687.0,1.0,12.0,1.7142857143
15043,08JUN2021,Delaware,4700.0,13.0,25.0,3.5714285714
15044,09JUN2021,Delaware,4705.0,5.0,30.0,4.2857142857
15045,10JUN2021,Delaware,4705.0,0.0,27.0,3.8571428571
15046,11JUN2021,Delaware,4698.0,-7.0,17.0,2.4285714286
15047,12JUN2021,Delaware,4706.0,8.0,22.0,3.1428571429
15048,13JUN2021,Delaware,4712.0,6.0,26.0,3.7142857143
15049,14JUN2021,Delaware,4712.0,0.0,25.0,3.5714285714
15050,15JUN2021,Delaware,4714.0,2.0,14.0,2.0
15051,16JUN2021,Delaware,4719.0,5.0,14.0,2.0
15052,17JUN2021,Delaware,4721.0,2.0,16.0,2.2857142857
15053,18JUN2021,Delaware,4725.0,4.0,27.0,3.8571428571
15054,19JUN2021,Delaware,4725.0,0.0,19.0,2.7142857143
15055,20JUN2021,Delaware,4725.0,0.0,13.0,1.8571428571000002
15056,21JUN2021,Delaware,4736.0,11.0,24.0,3.4285714286
15057,22JUN2021,Delaware,4739.0,3.0,25.0,3.5714285714
15058,23JUN2021,Delaware,4747.0,8.0,28.0,4.0
15059,24JUN2021,Delaware,4761.0,14.0,40.0,5.7142857143
15060,25JUN2021,Delaware,4765.0,4.0,40.0,5.7142857143
15061,26JUN2021,Delaware,4765.0,0.0,40.0,5.7142857143
15062,27JUN2021,Delaware,4765.0,0.0,40.0,5.7142857143
15063,28JUN2021,Delaware,4780.0,15.0,44.0,6.2857142857
15064,29JUN2021,Delaware,4780.0,0.0,41.0,5.8571428571
15065,30JUN2021,Delaware,4794.0,14.0,47.0,6.7142857143
15066,01JUL2021,Delaware,4805.0,11.0,44.0,6.2857142857
15067,02JUL2021,Delaware,4822.0,17.0,57.0,8.142857142899999
15068,03JUL2021,Delaware,4822.0,0.0,57.0,8.142857142899999
15069,04JUL2021,Delaware,4822.0,0.0,57.0,8.142857142899999
15070,05JUL2021,Delaware,4856.0,34.0,76.0,10.857142857000001
15071,06JUL2021,Delaware,4870.0,14.0,90.0,12.857142857000001
15072,07JUL2021,Delaware,4875.0,5.0,81.0,11.571428570999998
15073,08JUL2021,Delaware,4898.0,23.0,93.0,13.285714286
15074,09JUL2021,Delaware,4923.0,25.0,101.0,14.428571429000002
15075,10JUL2021,Delaware,4955.0,32.0,133.0,19.0
15076,11JUL2021,Delaware,4955.0,0.0,133.0,19.0
15077,12JUL2021,Delaware,4974.0,19.0,118.0,16.857142857
15078,13JUL2021,Delaware,4977.0,3.0,107.0,15.285714286
15079,14JUL2021,Delaware,5016.0,39.0,141.0,20.142857143
15080,15JUL2021,Delaware,5041.0,25.0,143.0,20.428571429
15081,16JUL2021,Delaware,5060.0,19.0,137.0,19.571428571
15082,17JUL2021,Delaware,5083.0,23.0,128.0,18.285714285999997
15083,18JUL2021,Delaware,5110.0,27.0,155.0,22.142857143
15084,19JUL2021,Delaware,5118.0,8.0,144.0,20.571428571
15085,20JUL2021,Delaware,5122.0,4.0,145.0,20.714285714000003
15086,21JUL2021,Delaware,5147.0,25.0,131.0,18.714285714000003
15087,22JUL2021,Delaware,5162.0,15.0,121.0,17.285714285999997
15088,23JUL2021,Delaware,5199.0,37.0,139.0,19.857142857
15089,24JUL2021,Delaware,5222.0,23.0,139.0,19.857142857
15090,25JUL2021,Delaware,5241.0,19.0,131.0,18.714285714000003
15091,26JUL2021,Delaware,5252.0,11.0,134.0,19.142857143
15092,27JUL2021,Delaware,5257.0,5.0,135.0,19.285714285999997
15093,28JUL2021,Delaware,5287.0,30.0,140.0,20.0
15094,29JUL2021,Delaware,5317.0,30.0,155.0,22.142857143
15095,30JUL2021,Delaware,5346.0,29.0,147.0,21.0
15096,31JUL2021,Delaware,5372.0,26.0,150.0,21.428571429
15097,01AUG2021,Delaware,5389.0,17.0,148.0,21.142857143
15098,02AUG2021,Delaware,5406.0,17.0,154.0,22.0
15099,03AUG2021,Delaware,5410.0,4.0,153.0,21.857142857
15100,04AUG2021,Delaware,5452.0,42.0,165.0,23.571428571
15101,05AUG2021,Delaware,5501.0,49.0,184.0,26.285714285999997
15102,06AUG2021,Delaware,5552.0,51.0,206.0,29.428571429
15103,07AUG2021,Delaware,5588.0,36.0,216.0,30.857142857
15104,08AUG2021,Delaware,5639.0,51.0,250.0,35.714285714
15105,09AUG2021,Delaware,5661.0,22.0,255.0,36.428571429
15106,10AUG2021,Delaware,5668.0,7.0,258.0,36.857142857
15107,11AUG2021,Delaware,5707.0,39.0,255.0,36.428571429
15108,12AUG2021,Delaware,5738.0,31.0,237.0,33.857142857
15109,13AUG2021,Delaware,5784.0,46.0,232.0,33.142857143
15110,14AUG2021,Delaware,5826.0,42.0,238.0,34.0
15111,15AUG2021,Delaware,5850.0,24.0,211.0,30.142857143
15112,16AUG2021,Delaware,5890.0,40.0,229.0,32.714285714
15113,17AUG2021,Delaware,5895.0,5.0,227.0,32.428571429
15114,18AUG2021,Delaware,5921.0,26.0,214.0,30.571428571
15115,19AUG2021,Delaware,5966.0,45.0,228.0,32.571428571
15116,20AUG2021,Delaware,6019.0,53.0,235.0,33.571428571
15117,21AUG2021,Delaware,6052.0,33.0,226.0,32.285714286
15118,22AUG2021,Delaware,6069.0,17.0,219.0,31.285714285999997
15119,23AUG2021,Delaware,6083.0,14.0,193.0,27.571428571
15120,24AUG2021,Delaware,6090.0,7.0,195.0,27.857142857
15121,25AUG2021,Delaware,6127.0,37.0,206.0,29.428571429
15122,26AUG2021,Delaware,6161.0,34.0,195.0,27.857142857
15123,27AUG2021,Delaware,6189.0,28.0,170.0,24.285714285999997
15124,28AUG2021,Delaware,6232.0,43.0,180.0,25.714285714000003
15125,29AUG2021,Delaware,6261.0,29.0,192.0,27.428571429
15126,30AUG2021,Delaware,6273.0,12.0,190.0,27.142857143
15127,31AUG2021,Delaware,6294.0,21.0,204.0,29.142857143
15128,01SEP2021,Delaware,6317.0,23.0,190.0,27.142857143
15129,02SEP2021,Delaware,6367.0,50.0,206.0,29.428571429
15130,03SEP2021,Delaware,6406.0,39.0,217.0,31.0
15131,04SEP2021,Delaware,6469.0,63.0,237.0,33.857142857
15132,05SEP2021,Delaware,6503.0,34.0,242.0,34.571428571
15133,06SEP2021,Delaware,6517.0,14.0,244.0,34.857142857
15134,07SEP2021,Delaware,6531.0,14.0,237.0,33.857142857
15135,08SEP2021,Delaware,6556.0,25.0,239.0,34.142857143
15136,09SEP2021,Delaware,6590.0,34.0,223.0,31.857142857
15137,10SEP2021,Delaware,6614.0,24.0,208.0,29.714285714000003
15138,11SEP2021,Delaware,6674.0,60.0,205.0,29.285714285999997
15139,12SEP2021,Delaware,6713.0,39.0,210.0,30.0
15140,13SEP2021,Delaware,6729.0,16.0,212.0,30.285714285999997
15141,14SEP2021,Delaware,6737.0,8.0,206.0,29.428571429
15142,15SEP2021,Delaware,6744.0,7.0,188.0,26.857142857
15143,16SEP2021,Delaware,6770.0,26.0,180.0,25.714285714000003
15144,17SEP2021,Delaware,6795.0,25.0,181.0,25.857142857
15145,18SEP2021,Delaware,6835.0,40.0,161.0,23.0
15146,19SEP2021,Delaware,6859.0,24.0,146.0,20.857142857
15147,20SEP2021,Delaware,6881.0,22.0,152.0,21.714285714000003
15148,21SEP2021,Delaware,6886.0,5.0,149.0,21.285714285999997
15149,22SEP2021,Delaware,6919.0,33.0,175.0,25.0
15150,23SEP2021,Delaware,6954.0,35.0,184.0,26.285714285999997
15151,24SEP2021,Delaware,6958.0,4.0,163.0,23.285714285999997
15152,25SEP2021,Delaware,6971.0,13.0,136.0,19.428571429
15153,26SEP2021,Delaware,7002.0,31.0,143.0,20.428571429
15154,27SEP2021,Delaware,7008.0,6.0,127.0,18.142857143
15155,28SEP2021,Delaware,7010.0,2.0,124.0,17.714285714000003
15156,29SEP2021,Delaware,7026.0,16.0,107.0,15.285714286
15157,30SEP2021,Delaware,7048.0,22.0,94.0,13.428571429000002
15158,01OCT2021,Delaware,7064.0,16.0,106.0,15.142857142999999
15159,02OCT2021,Delaware,7082.0,18.0,111.0,15.857142857000001
15160,03OCT2021,Delaware,7105.0,23.0,103.0,14.714285714
15161,04OCT2021,Delaware,7107.0,2.0,99.0,14.142857142999999
15162,05OCT2021,Delaware,7113.0,6.0,103.0,14.714285714
15163,06OCT2021,Delaware,7132.0,19.0,106.0,15.142857142999999
15164,07OCT2021,Delaware,7142.0,10.0,94.0,13.428571429000002
15165,08OCT2021,Delaware,7143.0,1.0,79.0,11.285714286
15166,09OCT2021,Delaware,7161.0,18.0,79.0,11.285714286
15167,10OCT2021,Delaware,7171.0,10.0,66.0,9.4285714286
15168,11OCT2021,Delaware,7180.0,9.0,73.0,10.428571429
15169,12OCT2021,Delaware,7186.0,6.0,73.0,10.428571429
15170,13OCT2021,Delaware,7212.0,26.0,80.0,11.428571429000002
15171,14OCT2021,Delaware,7219.0,7.0,77.0,11.0
15172,15OCT2021,Delaware,7226.0,7.0,83.0,11.857142857000001
15173,16OCT2021,Delaware,7237.0,11.0,76.0,10.857142857000001
15174,17OCT2021,Delaware,7252.0,15.0,81.0,11.571428570999998
15175,18OCT2021,Delaware,7274.0,22.0,94.0,13.428571429000002
15176,19OCT2021,Delaware,7277.0,3.0,91.0,13.0
15177,20OCT2021,Delaware,7290.0,13.0,78.0,11.142857142999999
15178,21OCT2021,Delaware,7299.0,9.0,80.0,11.428571429000002
15179,22OCT2021,Delaware,7311.0,12.0,85.0,12.142857142999999
15180,23OCT2021,Delaware,7319.0,8.0,82.0,11.714285714
15181,24OCT2021,Delaware,7326.0,7.0,74.0,10.571428571
15182,25OCT2021,Delaware,7327.0,1.0,53.0,7.5714285714
15183,26OCT2021,Delaware,7329.0,2.0,52.0,7.4285714286
15184,27OCT2021,Delaware,7343.0,14.0,53.0,7.5714285714
15185,28OCT2021,Delaware,7355.0,12.0,56.0,8.0
15186,29OCT2021,Delaware,7363.0,8.0,52.0,7.4285714286
15187,30OCT2021,Delaware,7367.0,4.0,48.0,6.8571428571
15188,31OCT2021,Delaware,7368.0,1.0,42.0,6.0
15189,01NOV2021,Delaware,7368.0,0.0,41.0,5.8571428571
15190,02NOV2021,Delaware,7380.0,12.0,51.0,7.2857142857
15191,03NOV2021,Delaware,7388.0,8.0,45.0,6.4285714286
15192,04NOV2021,Delaware,7403.0,15.0,48.0,6.8571428571
15193,05NOV2021,Delaware,7413.0,10.0,50.0,7.1428571429
15194,06NOV2021,Delaware,7417.0,4.0,50.0,7.1428571429
15195,07NOV2021,Delaware,7425.0,8.0,57.0,8.142857142899999
15196,08NOV2021,Delaware,7443.0,18.0,75.0,10.714285713999999
15197,09NOV2021,Delaware,7445.0,2.0,65.0,9.285714285700001
15198,10NOV2021,Delaware,7445.0,0.0,57.0,8.142857142899999
15199,11NOV2021,Delaware,7455.0,10.0,52.0,7.4285714286
15200,12NOV2021,Delaware,7477.0,22.0,64.0,9.142857142899999
15201,13NOV2021,Delaware,7487.0,10.0,70.0,10.0
15202,14NOV2021,Delaware,7499.0,12.0,74.0,10.571428571
15203,15NOV2021,Delaware,7517.0,18.0,74.0,10.571428571
15204,16NOV2021,Delaware,7518.0,1.0,73.0,10.428571429
15205,17NOV2021,Delaware,7523.0,5.0,78.0,11.142857142999999
15206,18NOV2021,Delaware,7536.0,13.0,81.0,11.571428570999998
15207,19NOV2021,Delaware,7559.0,23.0,82.0,11.714285714
15208,20NOV2021,Delaware,7564.0,5.0,77.0,11.0
15209,21NOV2021,Delaware,7589.0,25.0,90.0,12.857142857000001
15210,22NOV2021,Delaware,7601.0,12.0,84.0,12.0
15211,23NOV2021,Delaware,7604.0,3.0,86.0,12.285714286
15212,24NOV2021,Delaware,7610.0,6.0,87.0,12.428571429000002
15213,25NOV2021,Delaware,7625.0,15.0,89.0,12.714285714
15214,26NOV2021,Delaware,7625.0,0.0,66.0,9.4285714286
15215,27NOV2021,Delaware,7642.0,17.0,78.0,11.142857142999999
15216,28NOV2021,Delaware,7655.0,13.0,66.0,9.4285714286
15217,29NOV2021,Delaware,7662.0,7.0,61.0,8.714285714299999
15218,30NOV2021,Delaware,7663.0,1.0,59.0,8.4285714286
15219,01DEC2021,Delaware,7663.0,0.0,53.0,7.5714285714
15220,02DEC2021,Delaware,7684.0,21.0,59.0,8.4285714286
15221,03DEC2021,Delaware,7695.0,11.0,70.0,10.0
15222,04DEC2021,Delaware,7700.0,5.0,58.0,8.285714285700001
15223,05DEC2021,Delaware,7721.0,21.0,66.0,9.4285714286
15224,06DEC2021,Delaware,7737.0,16.0,75.0,10.714285713999999
15225,07DEC2021,Delaware,7747.0,10.0,84.0,12.0
15226,08DEC2021,Delaware,7757.0,10.0,94.0,13.428571429000002
15227,09DEC2021,Delaware,7767.0,10.0,83.0,11.857142857000001
15228,10DEC2021,Delaware,7777.0,10.0,82.0,11.714285714
15229,11DEC2021,Delaware,7787.0,10.0,87.0,12.428571429000002
15230,12DEC2021,Delaware,7797.0,10.0,76.0,10.857142857000001
15231,13DEC2021,Delaware,7807.0,10.0,70.0,10.0
15232,14DEC2021,Delaware,7810.5,3.5,63.5,9.0714285714
15233,15DEC2021,Delaware,7814.0,3.5,57.0,8.142857142899999
15234,16DEC2021,Delaware,7817.5,3.5,50.5,7.2142857143
15235,17DEC2021,Delaware,7821.0,3.5,44.0,6.2857142857
15236,18DEC2021,Delaware,7830.0,9.0,43.0,6.1428571429
15237,19DEC2021,Delaware,7844.0,14.0,47.0,6.7142857143
15238,20DEC2021,Delaware,7849.0,5.0,42.0,6.0
15239,21DEC2021,Delaware,7851.0,2.0,40.5,5.7857142857
15240,22DEC2021,Delaware,7866.0,15.0,52.0,7.4285714286
15241,23DEC2021,Delaware,7887.0,21.0,69.5,9.9285714286
15242,24DEC2021,Delaware,7898.0,11.0,77.0,11.0
15243,25DEC2021,Delaware,7922.0,24.0,92.0,13.142857142999999
15244,26DEC2021,Delaware,7922.0,0.0,78.0,11.142857142999999
15245,27DEC2021,Delaware,7926.0,4.0,77.0,11.0
15246,28DEC2021,Delaware,7930.0,4.0,79.0,11.285714286
15247,29DEC2021,Delaware,7937.0,7.0,71.0,10.142857142999999
15248,30DEC2021,Delaware,7930.0,-7.0,43.0,6.1428571429
15249,31DEC2021,Delaware,7956.0,26.0,58.0,8.285714285700001
15250,01JAN2022,Delaware,7980.0,24.0,58.0,8.285714285700001
15251,02JAN2022,Delaware,7980.0,0.0,58.0,8.285714285700001
15252,03JAN2022,Delaware,8003.0,23.0,77.0,11.0
15253,04JAN2022,Delaware,8027.0,24.0,97.0,13.857142857000001
15254,05JAN2022,Delaware,8044.0,17.0,107.0,15.285714286
15255,06JAN2022,Delaware,8103.0,59.0,173.0,24.714285714000003
15256,07JAN2022,Delaware,8168.0,65.0,212.0,30.285714285999997
15257,08JAN2022,Delaware,8206.0,38.0,226.0,32.285714286
15258,09JAN2022,Delaware,8269.0,63.0,289.0,41.285714286
15259,10JAN2022,Delaware,8334.0,65.0,331.0,47.285714286
15260,06MAR2020,Dewey,0.0,0.0,0.0,
15261,07MAR2020,Dewey,0.0,0.0,0.0,
15262,08MAR2020,Dewey,0.0,0.0,0.0,
15263,09MAR2020,Dewey,0.0,0.0,0.0,
15264,10MAR2020,Dewey,0.0,0.0,0.0,
15265,11MAR2020,Dewey,0.0,0.0,0.0,
15266,12MAR2020,Dewey,0.0,0.0,0.0,0.0
15267,13MAR2020,Dewey,0.0,0.0,0.0,0.0
15268,14MAR2020,Dewey,0.0,0.0,0.0,0.0
15269,15MAR2020,Dewey,0.0,0.0,0.0,0.0
15270,16MAR2020,Dewey,0.0,0.0,0.0,0.0
15271,17MAR2020,Dewey,0.0,0.0,0.0,0.0
15272,18MAR2020,Dewey,0.0,0.0,0.0,0.0
15273,19MAR2020,Dewey,0.0,0.0,0.0,0.0
15274,20MAR2020,Dewey,0.0,0.0,0.0,0.0
15275,21MAR2020,Dewey,0.0,0.0,0.0,0.0
15276,22MAR2020,Dewey,0.0,0.0,0.0,0.0
15277,23MAR2020,Dewey,0.0,0.0,0.0,0.0
15278,24MAR2020,Dewey,0.0,0.0,0.0,0.0
15279,25MAR2020,Dewey,0.0,0.0,0.0,0.0
15280,26MAR2020,Dewey,0.0,0.0,0.0,0.0
15281,27MAR2020,Dewey,0.0,0.0,0.0,0.0
15282,28MAR2020,Dewey,0.0,0.0,0.0,0.0
15283,29MAR2020,Dewey,0.0,0.0,0.0,0.0
15284,30MAR2020,Dewey,0.0,0.0,0.0,0.0
15285,31MAR2020,Dewey,0.0,0.0,0.0,0.0
15286,01APR2020,Dewey,0.0,0.0,0.0,0.0
15287,02APR2020,Dewey,0.0,0.0,0.0,0.0
15288,03APR2020,Dewey,0.0,0.0,0.0,0.0
15289,04APR2020,Dewey,0.0,0.0,0.0,0.0
15290,05APR2020,Dewey,0.0,0.0,0.0,0.0
15291,06APR2020,Dewey,0.0,0.0,0.0,0.0
15292,07APR2020,Dewey,1.0,1.0,1.0,0.14285714289999998
15293,08APR2020,Dewey,1.0,0.0,1.0,0.14285714289999998
15294,09APR2020,Dewey,1.0,0.0,1.0,0.14285714289999998
15295,10APR2020,Dewey,1.0,0.0,1.0,0.14285714289999998
15296,11APR2020,Dewey,1.0,0.0,1.0,0.14285714289999998
15297,12APR2020,Dewey,1.0,0.0,1.0,0.14285714289999998
15298,13APR2020,Dewey,1.0,0.0,1.0,0.14285714289999998
15299,14APR2020,Dewey,1.0,0.0,0.0,0.0
15300,15APR2020,Dewey,2.0,1.0,1.0,0.14285714289999998
15301,16APR2020,Dewey,2.0,0.0,1.0,0.14285714289999998
15302,17APR2020,Dewey,2.0,0.0,1.0,0.14285714289999998
15303,18APR2020,Dewey,2.0,0.0,1.0,0.14285714289999998
15304,19APR2020,Dewey,2.0,0.0,1.0,0.14285714289999998
15305,20APR2020,Dewey,2.0,0.0,1.0,0.14285714289999998
15306,21APR2020,Dewey,2.0,0.0,1.0,0.14285714289999998
15307,22APR2020,Dewey,2.0,0.0,0.0,0.0
15308,23APR2020,Dewey,2.0,0.0,0.0,0.0
15309,24APR2020,Dewey,2.0,0.0,0.0,0.0
15310,25APR2020,Dewey,2.0,0.0,0.0,0.0
15311,26APR2020,Dewey,2.0,0.0,0.0,0.0
15312,27APR2020,Dewey,2.0,0.0,0.0,0.0
15313,28APR2020,Dewey,2.0,0.0,0.0,0.0
15314,29APR2020,Dewey,2.0,0.0,0.0,0.0
15315,30APR2020,Dewey,2.0,0.0,0.0,0.0
15316,01MAY2020,Dewey,2.0,0.0,0.0,0.0
15317,02MAY2020,Dewey,2.0,0.0,0.0,0.0
15318,03MAY2020,Dewey,2.0,0.0,0.0,0.0
15319,04MAY2020,Dewey,2.0,0.0,0.0,0.0
15320,05MAY2020,Dewey,2.0,0.0,0.0,0.0
15321,06MAY2020,Dewey,2.0,0.0,0.0,0.0
15322,07MAY2020,Dewey,2.0,0.0,0.0,0.0
15323,08MAY2020,Dewey,2.0,0.0,0.0,0.0
15324,09MAY2020,Dewey,2.0,0.0,0.0,0.0
15325,10MAY2020,Dewey,2.0,0.0,0.0,0.0
15326,11MAY2020,Dewey,2.0,0.0,0.0,0.0
15327,12MAY2020,Dewey,2.0,0.0,0.0,0.0
15328,13MAY2020,Dewey,2.0,0.0,0.0,0.0
15329,14MAY2020,Dewey,2.0,0.0,0.0,0.0
15330,15MAY2020,Dewey,2.0,0.0,0.0,0.0
15331,16MAY2020,Dewey,2.0,0.0,0.0,0.0
15332,17MAY2020,Dewey,2.0,0.0,0.0,0.0
15333,18MAY2020,Dewey,2.0,0.0,0.0,0.0
15334,19MAY2020,Dewey,2.0,0.0,0.0,0.0
15335,20MAY2020,Dewey,2.0,0.0,0.0,0.0
15336,21MAY2020,Dewey,3.0,1.0,1.0,0.14285714289999998
15337,22MAY2020,Dewey,3.0,0.0,1.0,0.14285714289999998
15338,23MAY2020,Dewey,3.0,0.0,1.0,0.14285714289999998
15339,24MAY2020,Dewey,3.0,0.0,1.0,0.14285714289999998
15340,25MAY2020,Dewey,3.0,0.0,1.0,0.14285714289999998
15341,26MAY2020,Dewey,4.0,1.0,2.0,0.2857142857
15342,27MAY2020,Dewey,4.0,0.0,2.0,0.2857142857
15343,28MAY2020,Dewey,4.0,0.0,1.0,0.14285714289999998
15344,29MAY2020,Dewey,2.0,-2.0,-1.0,-0.14285714300000002
15345,30MAY2020,Dewey,2.0,0.0,-1.0,-0.14285714300000002
15346,31MAY2020,Dewey,2.0,0.0,-1.0,-0.14285714300000002
15347,01JUN2020,Dewey,3.0,1.0,0.0,0.0
15348,02JUN2020,Dewey,3.0,0.0,-1.0,-0.14285714300000002
15349,03JUN2020,Dewey,3.0,0.0,-1.0,-0.14285714300000002
15350,04JUN2020,Dewey,3.0,0.0,-1.0,-0.14285714300000002
15351,05JUN2020,Dewey,2.0,-1.0,0.0,0.0
15352,06JUN2020,Dewey,2.0,0.0,0.0,0.0
15353,07JUN2020,Dewey,2.0,0.0,0.0,0.0
15354,08JUN2020,Dewey,2.0,0.0,-1.0,-0.14285714300000002
15355,09JUN2020,Dewey,2.0,0.0,-1.0,-0.14285714300000002
15356,10JUN2020,Dewey,2.0,0.0,-1.0,-0.14285714300000002
15357,11JUN2020,Dewey,2.0,0.0,-1.0,-0.14285714300000002
15358,12JUN2020,Dewey,2.0,0.0,0.0,0.0
15359,13JUN2020,Dewey,2.0,0.0,0.0,0.0
15360,14JUN2020,Dewey,4.0,2.0,2.0,0.2857142857
15361,15JUN2020,Dewey,5.0,1.0,3.0,0.42857142859999997
15362,16JUN2020,Dewey,4.0,-1.0,2.0,0.2857142857
15363,17JUN2020,Dewey,4.0,0.0,2.0,0.2857142857
15364,18JUN2020,Dewey,4.0,0.0,2.0,0.2857142857
15365,19JUN2020,Dewey,4.0,0.0,2.0,0.2857142857
15366,20JUN2020,Dewey,4.0,0.0,2.0,0.2857142857
15367,21JUN2020,Dewey,4.0,0.0,0.0,0.0
15368,22JUN2020,Dewey,4.0,0.0,-1.0,-0.14285714300000002
15369,23JUN2020,Dewey,4.0,0.0,0.0,0.0
15370,24JUN2020,Dewey,4.0,0.0,0.0,0.0
15371,25JUN2020,Dewey,4.0,0.0,0.0,0.0
15372,26JUN2020,Dewey,5.0,1.0,1.0,0.14285714289999998
15373,27JUN2020,Dewey,5.0,0.0,1.0,0.14285714289999998
15374,28JUN2020,Dewey,5.0,0.0,1.0,0.14285714289999998
15375,29JUN2020,Dewey,5.0,0.0,1.0,0.14285714289999998
15376,30JUN2020,Dewey,5.0,0.0,1.0,0.14285714289999998
15377,01JUL2020,Dewey,4.0,-1.0,0.0,0.0
15378,02JUL2020,Dewey,4.0,0.0,0.0,0.0
15379,03JUL2020,Dewey,4.0,0.0,-1.0,-0.14285714300000002
15380,04JUL2020,Dewey,4.0,0.0,-1.0,-0.14285714300000002
15381,05JUL2020,Dewey,4.0,0.0,-1.0,-0.14285714300000002
15382,06JUL2020,Dewey,4.0,0.0,-1.0,-0.14285714300000002
15383,07JUL2020,Dewey,4.0,0.0,-1.0,-0.14285714300000002
15384,08JUL2020,Dewey,4.0,0.0,0.0,0.0
15385,09JUL2020,Dewey,4.0,0.0,0.0,0.0
15386,10JUL2020,Dewey,4.0,0.0,0.0,0.0
15387,11JUL2020,Dewey,4.0,0.0,0.0,0.0
15388,12JUL2020,Dewey,4.0,0.0,0.0,0.0
15389,13JUL2020,Dewey,4.0,0.0,0.0,0.0
15390,14JUL2020,Dewey,4.0,0.0,0.0,0.0
15391,15JUL2020,Dewey,4.0,0.0,0.0,0.0
15392,16JUL2020,Dewey,4.0,0.0,0.0,0.0
15393,17JUL2020,Dewey,5.0,1.0,1.0,0.14285714289999998
15394,18JUL2020,Dewey,7.0,2.0,3.0,0.42857142859999997
15395,19JUL2020,Dewey,6.0,-1.0,2.0,0.2857142857
15396,20JUL2020,Dewey,6.0,0.0,2.0,0.2857142857
15397,21JUL2020,Dewey,6.0,0.0,2.0,0.2857142857
15398,22JUL2020,Dewey,4.0,-2.0,0.0,0.0
15399,23JUL2020,Dewey,4.0,0.0,0.0,0.0
15400,24JUL2020,Dewey,4.0,0.0,-1.0,-0.14285714300000002
15401,25JUL2020,Dewey,4.0,0.0,-3.0,-0.428571429
15402,26JUL2020,Dewey,4.0,0.0,-2.0,-0.28571428600000004
15403,27JUL2020,Dewey,6.0,2.0,0.0,0.0
15404,28JUL2020,Dewey,6.0,0.0,0.0,0.0
15405,29JUL2020,Dewey,7.0,1.0,3.0,0.42857142859999997
15406,30JUL2020,Dewey,7.0,0.0,3.0,0.42857142859999997
15407,31JUL2020,Dewey,7.0,0.0,3.0,0.42857142859999997
15408,01AUG2020,Dewey,7.0,0.0,3.0,0.42857142859999997
15409,02AUG2020,Dewey,7.0,0.0,3.0,0.42857142859999997
15410,03AUG2020,Dewey,8.0,1.0,2.0,0.2857142857
15411,04AUG2020,Dewey,8.0,0.0,2.0,0.2857142857
15412,05AUG2020,Dewey,8.0,0.0,1.0,0.14285714289999998
15413,06AUG2020,Dewey,8.0,0.0,1.0,0.14285714289999998
15414,07AUG2020,Dewey,9.0,1.0,2.0,0.2857142857
15415,08AUG2020,Dewey,9.0,0.0,2.0,0.2857142857
15416,09AUG2020,Dewey,10.0,1.0,3.0,0.42857142859999997
15417,10AUG2020,Dewey,10.0,0.0,2.0,0.2857142857
