,VACCINATION_DATE,5-11 percent,12-17 percent,18-49 percent,50-64 percent,65 and Older percent,5-11 total,12-17 total,18-49 total,50-64 total,65 and Older total
283,2021-09-23 15:00:00,,71.072,73.778,83.319,90.963,,321168.0,1861696,1023335,872693
284,2021-09-24 15:00:00,,71.238,73.889,83.382,91.031,,321919.0,1864509,1024106,873346
285,2021-09-25 15:00:00,,71.354,73.955,83.427,91.088,,322443.0,1866175,1024660,873898
286,2021-09-26 15:00:00,,71.42699999999999,74.003,83.454,91.12,,322773.0,1867376,1024990,874198
287,2021-09-27 15:00:00,,71.557,74.09899999999999,83.515,91.219,,323360.0,1869815,1025744,875150
288,2021-09-28 15:00:00,,71.668,74.19800000000001,83.575,91.31299999999999,,323865.0,1872291,1026476,876050
289,2021-09-29 15:00:00,,71.764,74.303,83.63600000000001,91.404,,324299.0,1874949,1027224,876926
290,2021-09-30 15:00:00,,71.872,74.41,83.70100000000001,91.491,,324783.0,1877655,1028022,877758
291,2021-10-01 15:00:00,,72.02199999999999,74.529,83.775,91.585,,325461.0,1880662,1028938,878662
292,2021-10-02 15:00:00,,72.124,74.595,83.81700000000001,91.626,,325922.0,1882312,1029447,879054
293,2021-10-03 15:00:00,,72.19,74.645,83.84200000000001,91.655,,326224.0,1883576,1029762,879331
294,2021-10-04 15:00:00,,72.286,74.73899999999999,83.90700000000001,91.735,,326654.0,1885959,1030557,880101
295,2021-10-05 15:00:00,,72.376,74.832,83.969,91.815,,327062.0,1888291,1031314,880865
296,2021-10-06 15:00:00,,72.461,74.929,84.035,91.891,,327445.0,1890741,1032122,881599
297,2021-10-07 15:00:00,,72.555,75.029,84.105,91.97200000000001,,327872.0,1893258,1032987,882377
298,2021-10-08 15:00:00,,72.683,75.145,84.182,92.04700000000001,,328450.0,1896208,1033937,883095
299,2021-10-09 15:00:00,,72.76899999999999,75.207,84.223,92.084,,328840.0,1897751,1034431,883449
300,2021-10-10 15:00:00,,72.82300000000001,75.25399999999999,84.24700000000001,92.102,,329085.0,1898937,1034727,883624
301,2021-10-11 15:00:00,,72.92399999999999,75.35600000000001,84.319,92.17299999999999,,329538.0,1901519,1035616,884306
302,2021-10-12 15:00:00,,72.99600000000001,75.445,84.381,92.241,,329863.0,1903775,1036381,884957
303,2021-10-13 15:00:00,,73.087,75.543,84.447,92.306,,330275.0,1906249,1037192,885583
304,2021-10-14 15:00:00,,73.171,75.637,84.508,92.369,,330655.0,1908602,1037942,886181
305,2021-10-15 15:00:00,,73.293,75.741,84.581,92.43,,331206.0,1911248,1038837,886767
306,2021-10-16 15:00:00,,73.359,75.798,84.616,92.45700000000001,,331507.0,1912687,1039268,887024
307,2021-10-17 15:00:00,,73.403,75.836,84.63799999999999,92.473,,331704.0,1913638,1039532,887183
308,2021-10-18 15:00:00,,73.483,75.941,84.709,92.537,,332065.0,1916287,1040405,887792
309,2021-10-19 15:00:00,,73.548,76.023,84.766,92.59200000000001,,332358.0,1918355,1041104,888321
310,2021-10-20 15:00:00,,73.619,76.102,84.823,92.645,,332680.0,1920354,1041801,888830
311,2021-10-21 15:00:00,,73.7,76.183,84.876,92.70100000000001,,333047.0,1922392,1042460,889366
312,2021-10-22 15:00:00,,73.789,76.28,84.954,92.79799999999999,,333450.0,1924828,1043418,890304
313,2021-10-23 15:00:00,,73.854,76.336,85.0,92.863,,333744.0,1926239,1043981,890923
314,2021-10-24 15:00:00,,73.896,76.374,85.03200000000001,92.90299999999999,,333930.0,1927219,1044376,891308
315,2021-10-25 15:00:00,,73.968,76.467,85.109,93.035,,334255.0,1929549,1045313,892572
316,2021-10-26 15:00:00,,74.031,76.56,85.186,93.165,,334543.0,1931891,1046265,893820
317,2021-10-27 15:00:00,,74.098,76.654,85.26799999999999,93.29899999999999,,334846.0,1934279,1047268,895109
318,2021-10-28 15:00:00,,74.167,76.744,85.34299999999999,93.428,,335154.0,1936556,1048190,896340
319,2021-10-29 15:00:00,,74.23899999999999,76.848,85.436,93.52799999999999,,335482.0,1939161,1049335,897308
320,2021-10-30 15:00:00,0.0,74.289,76.902,85.48899999999999,93.581,2.0,335708.0,1940533,1049989,897812
321,2021-10-31 15:00:00,,74.324,76.94,85.524,93.616,,335866.0,1941500,1050412,898152
322,2021-11-01 15:00:00,0.001,74.39,77.038,85.605,93.727,5.0,336162.0,1943972,1051407,899211
323,2021-11-02 15:00:00,0.001,74.447,77.132,85.68700000000001,93.834,7.0,336422.0,1946326,1052415,900239
324,2021-11-03 15:00:00,0.023,74.515,77.229,85.773,93.944,119.0,336728.0,1948797,1053476,901296
325,2021-11-04 15:00:00,0.373,74.574,77.318,85.84899999999999,94.051,1943.0,336997.0,1951033,1054404,902317
326,2021-11-05 15:00:00,0.976,74.653,77.42699999999999,85.945,94.146,5085.0,337354.0,1953793,1055581,903233
327,2021-11-06 15:00:00,2.386,74.703,77.486,85.994,94.189,12427.0,337578.0,1955269,1056185,903647
328,2021-11-07 15:00:00,3.5039999999999996,74.733,77.52600000000001,86.023,94.21799999999999,18253.0,337716.0,1956278,1056547,903920
329,2021-11-08 15:00:00,5.004,74.793,77.60600000000001,86.086,94.296,26066.0,337985.0,1958310,1057319,904672
330,2021-11-09 15:00:00,6.471,74.865,77.696,86.154,94.383,33702.0,338312.0,1960558,1058153,905510
331,2021-11-10 15:00:00,8.073,74.938,77.786,86.227,94.476,42050.0,338641.0,1962833,1059054,906401
332,2021-11-11 15:00:00,9.433,75.021,77.877,86.306,94.555,49133.0,339014.0,1965136,1060025,907153
333,2021-11-12 15:00:00,10.814,75.116,77.979,86.39200000000001,94.64200000000001,56324.0,339446.0,1967717,1061079,907996
334,2021-11-13 15:00:00,12.174000000000001,75.184,78.03699999999999,86.43799999999999,94.678,63409.0,339753.0,1969171,1061646,908334
335,2021-11-14 15:00:00,12.589,75.221,78.074,86.469,94.70200000000001,65573.0,339918.0,1970118,1062024,908568
336,2021-11-15 15:00:00,13.529000000000002,75.295,78.152,86.538,94.78,70466.0,340255.0,1972064,1062870,909311
337,2021-11-16 15:00:00,14.52,75.367,78.237,86.615,94.85700000000001,75629.0,340577.0,1974226,1063820,910058
338,2021-11-17 15:00:00,15.495,75.446,78.327,86.69,94.935,80707.0,340935.0,1976499,1064731,910806
339,2021-11-18 15:00:00,16.455,75.513,78.414,86.771,95.015,85705.0,341240.0,1978695,1065731,911566
340,2021-11-19 15:00:00,17.387999999999998,75.592,78.521,86.87200000000001,95.09200000000001,90566.0,341595.0,1981380,1066971,912307
341,2021-11-20 15:00:00,18.784000000000002,75.652,78.589,86.93,95.12799999999999,97837.0,341867.0,1983109,1067689,912657
342,2021-11-21 15:00:00,19.163,75.687,78.642,86.97200000000001,95.15299999999999,99810.0,342024.0,1984450,1068206,912898
343,2021-11-22 15:00:00,20.12,75.74600000000001,78.751,87.069,95.234,104795.0,342291.0,1987200,1069398,913673
344,2021-11-23 15:00:00,20.925,75.824,78.865,87.165,95.311,108988.0,342645.0,1990058,1070574,914411
345,2021-11-24 15:00:00,21.636,75.90899999999999,78.971,87.243,95.36200000000001,112691.0,343026.0,1992747,1071535,914901
346,2021-11-25 15:00:00,21.653000000000002,75.91,78.975,87.24600000000001,95.36399999999999,112781.0,343033.0,1992836,1071569,914919
347,2021-11-26 15:00:00,22.002,75.961,79.061,87.318,95.40899999999999,114599.0,343265.0,1995006,1072451,915353
348,2021-11-27 15:00:00,22.261,75.997,79.12,87.367,95.436,115948.0,343426.0,1996501,1073056,915610
349,2021-11-28 15:00:00,22.388,76.017,79.164,87.40299999999999,95.455,116611.0,343518.0,1997600,1073494,915794
350,2021-11-29 15:00:00,22.799,76.058,79.245,87.48,95.51100000000001,118750.0,343701.0,1999650,1074442,916325
351,2021-11-30 15:00:00,23.209,76.112,79.334,87.565,95.581,120887.0,343944.0,2001909,1075488,917000
352,2021-12-01 15:00:00,23.555999999999997,76.176,79.45,87.675,95.655,122694.0,344233.0,2004830,1076839,917714
353,2021-12-02 15:00:00,23.854,76.238,79.565,87.777,95.73100000000001,124246.0,344513.0,2007733,1078087,918442
354,2021-12-03 15:00:00,24.224,76.294,79.695,87.88799999999999,95.801,126170.0,344768.0,2011020,1079453,919113
355,2021-12-04 15:00:00,24.611,76.346,79.765,87.95200000000001,95.836,128190.0,345004.0,2012790,1080236,919447
356,2021-12-05 15:00:00,24.773000000000003,76.373,79.816,87.991,95.859,129032.0,345126.0,2014066,1080717,919667
357,2021-12-06 15:00:00,25.131,76.42,79.922,88.083,95.91799999999999,130896.0,345337.0,2016744,1081847,920230
358,2021-12-07 15:00:00,25.4,76.47399999999999,80.029,88.171,95.98100000000001,132296.0,345581.0,2019437,1082923,920834
359,2021-12-08 15:00:00,25.736,76.536,80.132,88.26,96.03399999999999,134045.0,345860.0,2022039,1084019,921346
360,2021-12-09 15:00:00,26.024,76.59100000000001,80.23100000000001,88.34299999999999,96.089,135550.0,346110.0,2024529,1085045,921874
361,2021-12-10 15:00:00,26.379,76.649,80.337,88.432,96.135,137394.0,346373.0,2027219,1086128,922312
362,2021-12-11 15:00:00,26.623,76.697,80.393,88.48200000000001,96.161,138670.0,346587.0,2028626,1086741,922565
363,2021-12-12 15:00:00,27.018,76.722,80.432,88.509,96.17200000000001,140725.0,346702.0,2029616,1087074,922669
364,2021-12-13 15:00:00,27.159000000000002,76.74600000000001,80.473,88.545,96.196,141458.0,346811.0,2030654,1087523,922903
