,County,dose_date,Janssen,Moderna,Pfizer12+,Pfizer5-11,Total Doses Administered
3692,FOSTER,2021-04-06,13.0,21.0,2.0,0.0,36.0
3693,FOSTER,2021-04-07,21.0,41.0,0.0,0.0,62.0
3694,FOSTER,2021-04-08,7.0,52.0,1.0,0.0,60.0
3695,FOSTER,2021-04-09,1.0,57.0,0.0,0.0,58.0
3696,FOSTER,2021-04-10,3.0,0.0,2.0,0.0,5.0
3697,FOSTER,2021-04-12,8.0,17.0,0.0,0.0,25.0
3698,FOSTER,2021-04-13,0.0,49.0,0.0,0.0,49.0
3699,FOSTER,2021-04-14,0.0,54.0,7.0,0.0,61.0
3700,FOSTER,2021-04-15,0.0,30.0,0.0,0.0,30.0
3701,FOSTER,2021-04-16,0.0,22.0,1.0,0.0,23.0
3702,FOSTER,2021-04-19,0.0,9.0,2.0,0.0,11.0
3703,FOSTER,2021-04-20,0.0,0.0,3.0,0.0,3.0
3704,FOSTER,2021-04-22,0.0,1.0,1.0,0.0,2.0
3705,FOSTER,2021-04-23,0.0,15.0,0.0,0.0,15.0
3706,FOSTER,2021-04-24,0.0,1.0,0.0,0.0,1.0
3707,FOSTER,2021-04-26,0.0,10.0,0.0,0.0,10.0
3708,FOSTER,2021-04-27,0.0,0.0,4.0,0.0,4.0
3709,FOSTER,2021-04-28,1.0,11.0,0.0,0.0,12.0
3710,FOSTER,2021-04-29,0.0,3.0,0.0,0.0,3.0
3711,FOSTER,2021-04-30,3.0,0.0,5.0,0.0,8.0
3712,FOSTER,2021-05-01,0.0,0.0,1.0,0.0,1.0
3713,FOSTER,2021-05-03,4.0,9.0,0.0,0.0,13.0
3714,FOSTER,2021-05-04,4.0,0.0,0.0,0.0,4.0
3715,FOSTER,2021-05-05,0.0,13.0,7.0,0.0,20.0
3716,FOSTER,2021-05-06,0.0,2.0,0.0,0.0,2.0
3717,FOSTER,2021-05-07,0.0,11.0,0.0,0.0,11.0
3718,FOSTER,2021-05-10,2.0,7.0,0.0,0.0,9.0
3719,FOSTER,2021-05-11,2.0,0.0,3.0,0.0,5.0
3720,FOSTER,2021-05-12,0.0,4.0,0.0,0.0,4.0
3721,FOSTER,2021-05-13,3.0,2.0,1.0,0.0,6.0
3722,FOSTER,2021-05-14,2.0,0.0,0.0,0.0,2.0
3723,FOSTER,2021-05-17,4.0,1.0,0.0,0.0,5.0
3724,FOSTER,2021-05-18,1.0,0.0,4.0,0.0,5.0
3725,FOSTER,2021-05-19,0.0,0.0,12.0,0.0,12.0
3726,FOSTER,2021-05-20,0.0,0.0,1.0,0.0,1.0
3727,FOSTER,2021-05-21,0.0,5.0,4.0,0.0,9.0
3728,FOSTER,2021-05-24,3.0,8.0,1.0,0.0,12.0
3729,FOSTER,2021-05-26,4.0,1.0,7.0,0.0,12.0
3730,FOSTER,2021-05-28,0.0,0.0,1.0,0.0,1.0
3731,FOSTER,2021-06-02,0.0,0.0,5.0,0.0,5.0
3732,FOSTER,2021-06-03,0.0,1.0,4.0,0.0,5.0
3733,FOSTER,2021-06-04,0.0,7.0,1.0,0.0,8.0
3734,FOSTER,2021-06-05,0.0,1.0,1.0,0.0,2.0
3735,FOSTER,2021-06-07,0.0,6.0,0.0,0.0,6.0
3736,FOSTER,2021-06-08,4.0,1.0,0.0,0.0,5.0
3737,FOSTER,2021-06-09,1.0,6.0,16.0,0.0,23.0
3738,FOSTER,2021-06-10,0.0,0.0,2.0,0.0,2.0
3739,FOSTER,2021-06-11,1.0,0.0,0.0,0.0,1.0
3740,FOSTER,2021-06-14,1.0,1.0,2.0,0.0,4.0
3741,FOSTER,2021-06-16,0.0,0.0,8.0,0.0,8.0
3742,FOSTER,2021-06-17,0.0,1.0,1.0,0.0,2.0
3743,FOSTER,2021-06-18,0.0,0.0,1.0,0.0,1.0
3744,FOSTER,2021-06-21,1.0,3.0,1.0,0.0,5.0
3745,FOSTER,2021-06-23,1.0,0.0,5.0,0.0,6.0
3746,FOSTER,2021-06-24,2.0,0.0,1.0,0.0,3.0
3747,FOSTER,2021-06-25,0.0,0.0,1.0,0.0,1.0
3748,FOSTER,2021-06-28,1.0,0.0,0.0,0.0,1.0
3749,FOSTER,2021-06-29,2.0,0.0,3.0,0.0,5.0
3750,FOSTER,2021-06-30,0.0,0.0,7.0,0.0,7.0
3751,FOSTER,2021-07-02,0.0,0.0,2.0,0.0,2.0
3752,FOSTER,2021-07-07,0.0,10.0,7.0,0.0,17.0
3753,FOSTER,2021-07-09,0.0,1.0,0.0,0.0,1.0
3754,FOSTER,2021-07-12,0.0,1.0,4.0,0.0,5.0
3755,FOSTER,2021-07-13,0.0,3.0,1.0,0.0,4.0
3756,FOSTER,2021-07-14,4.0,0.0,3.0,0.0,7.0
3757,FOSTER,2021-07-15,0.0,1.0,1.0,0.0,2.0
3758,FOSTER,2021-07-16,0.0,0.0,1.0,0.0,1.0
3759,FOSTER,2021-07-19,0.0,2.0,1.0,0.0,3.0
3760,FOSTER,2021-07-20,0.0,0.0,3.0,0.0,3.0
3761,FOSTER,2021-07-21,0.0,0.0,1.0,0.0,1.0
3762,FOSTER,2021-07-22,0.0,0.0,2.0,0.0,2.0
3763,FOSTER,2021-07-23,0.0,0.0,4.0,0.0,4.0
3764,FOSTER,2021-07-26,0.0,2.0,0.0,0.0,2.0
3765,FOSTER,2021-07-27,0.0,1.0,0.0,0.0,1.0
3766,FOSTER,2021-07-28,1.0,2.0,3.0,0.0,6.0
3767,FOSTER,2021-07-29,0.0,0.0,6.0,0.0,6.0
3768,FOSTER,2021-08-02,0.0,1.0,12.0,0.0,13.0
3769,FOSTER,2021-08-03,0.0,0.0,4.0,0.0,4.0
3770,FOSTER,2021-08-04,0.0,0.0,1.0,0.0,1.0
3771,FOSTER,2021-08-05,0.0,8.0,0.0,0.0,8.0
3772,FOSTER,2021-08-06,1.0,1.0,1.0,0.0,3.0
3773,FOSTER,2021-08-09,0.0,2.0,0.0,0.0,2.0
3774,FOSTER,2021-08-10,0.0,7.0,14.0,0.0,21.0
3775,FOSTER,2021-08-11,0.0,0.0,7.0,0.0,7.0
3776,FOSTER,2021-08-12,0.0,0.0,1.0,0.0,1.0
3777,FOSTER,2021-08-13,0.0,0.0,2.0,0.0,2.0
3778,FOSTER,2021-08-16,4.0,1.0,2.0,0.0,7.0
3779,FOSTER,2021-08-17,0.0,0.0,5.0,0.0,5.0
3780,FOSTER,2021-08-18,0.0,0.0,5.0,0.0,5.0
3781,FOSTER,2021-08-19,0.0,0.0,6.0,0.0,6.0
3782,FOSTER,2021-08-20,0.0,4.0,2.0,0.0,6.0
3783,FOSTER,2021-08-22,0.0,0.0,3.0,0.0,3.0
3784,FOSTER,2021-08-23,0.0,0.0,7.0,0.0,7.0
3785,FOSTER,2021-08-24,0.0,0.0,2.0,0.0,2.0
3786,FOSTER,2021-08-25,0.0,1.0,7.0,0.0,8.0
3787,FOSTER,2021-08-26,2.0,5.0,5.0,0.0,12.0
3788,FOSTER,2021-08-27,0.0,4.0,9.0,0.0,13.0
3789,FOSTER,2021-08-30,0.0,0.0,1.0,0.0,1.0
3790,FOSTER,2021-08-31,0.0,0.0,10.0,0.0,10.0
3791,FOSTER,2021-09-01,0.0,2.0,7.0,0.0,9.0
3792,FOSTER,2021-09-02,6.0,7.0,0.0,0.0,13.0
3793,FOSTER,2021-09-03,0.0,8.0,7.0,0.0,15.0
3794,FOSTER,2021-09-05,0.0,1.0,0.0,0.0,1.0
3795,FOSTER,2021-09-07,2.0,5.0,7.0,0.0,14.0
3796,FOSTER,2021-09-08,0.0,1.0,5.0,0.0,6.0
3797,FOSTER,2021-09-09,0.0,0.0,6.0,0.0,6.0
3798,FOSTER,2021-09-10,1.0,1.0,15.0,0.0,17.0
3799,FOSTER,2021-09-13,0.0,1.0,6.0,0.0,7.0
3800,FOSTER,2021-09-14,0.0,4.0,1.0,0.0,5.0
3801,FOSTER,2021-09-15,0.0,3.0,10.0,0.0,13.0
3802,FOSTER,2021-09-16,1.0,0.0,4.0,0.0,5.0
3803,FOSTER,2021-09-17,0.0,2.0,8.0,0.0,10.0
3804,FOSTER,2021-09-20,1.0,0.0,2.0,0.0,3.0
3805,FOSTER,2021-09-21,0.0,1.0,7.0,0.0,8.0
3806,FOSTER,2021-09-22,0.0,0.0,5.0,0.0,5.0
3807,FOSTER,2021-09-23,0.0,3.0,3.0,0.0,6.0
3808,FOSTER,2021-09-24,0.0,1.0,5.0,0.0,6.0
3809,FOSTER,2021-09-28,0.0,0.0,4.0,0.0,4.0
3810,FOSTER,2021-09-29,0.0,5.0,7.0,0.0,12.0
3811,FOSTER,2021-09-30,1.0,8.0,0.0,0.0,9.0
3812,FOSTER,2021-10-01,2.0,8.0,12.0,0.0,22.0
3813,FOSTER,2021-10-04,0.0,0.0,5.0,0.0,5.0
3814,FOSTER,2021-10-05,0.0,0.0,4.0,0.0,4.0
3815,FOSTER,2021-10-06,0.0,0.0,10.0,0.0,10.0
3816,FOSTER,2021-10-07,0.0,0.0,9.0,0.0,9.0
3817,FOSTER,2021-10-08,0.0,0.0,5.0,0.0,5.0
3818,FOSTER,2021-10-11,2.0,1.0,0.0,0.0,3.0
3819,FOSTER,2021-10-12,0.0,5.0,3.0,0.0,8.0
3820,FOSTER,2021-10-13,1.0,5.0,4.0,0.0,10.0
3821,FOSTER,2021-10-14,0.0,0.0,2.0,0.0,2.0
3822,FOSTER,2021-10-15,0.0,3.0,7.0,0.0,10.0
3823,FOSTER,2021-10-18,0.0,0.0,6.0,0.0,6.0
3824,FOSTER,2021-10-19,0.0,1.0,0.0,0.0,1.0
3825,FOSTER,2021-10-20,0.0,0.0,2.0,0.0,2.0
3826,FOSTER,2021-10-22,0.0,7.0,5.0,0.0,12.0
3827,FOSTER,2021-10-25,0.0,20.0,0.0,0.0,20.0
3828,FOSTER,2021-10-27,0.0,69.0,1.0,0.0,70.0
3829,FOSTER,2021-10-28,0.0,63.0,8.0,0.0,71.0
3830,FOSTER,2021-10-29,0.0,16.0,1.0,0.0,17.0
3831,FOSTER,2021-11-01,0.0,4.0,2.0,0.0,6.0
3832,FOSTER,2021-11-02,2.0,7.0,4.0,0.0,13.0
3833,FOSTER,2021-11-03,0.0,18.0,3.0,0.0,21.0
3834,FOSTER,2021-11-04,2.0,20.0,1.0,0.0,23.0
3835,FOSTER,2021-11-05,0.0,55.0,6.0,0.0,61.0
3836,FOSTER,2021-11-08,0.0,1.0,1.0,0.0,2.0
3837,FOSTER,2021-11-09,1.0,41.0,2.0,3.0,47.0
3838,FOSTER,2021-11-10,3.0,62.0,7.0,7.0,79.0
3839,FOSTER,2021-11-11,0.0,1.0,0.0,2.0,3.0
3840,FOSTER,2021-11-12,0.0,14.0,0.0,6.0,20.0
3841,FOSTER,2021-11-13,0.0,0.0,1.0,0.0,1.0
3842,FOSTER,2021-11-15,0.0,23.0,0.0,0.0,23.0
3843,FOSTER,2021-11-16,2.0,40.0,0.0,0.0,42.0
3844,FOSTER,2021-11-17,0.0,56.0,7.0,0.0,63.0
3845,FOSTER,2021-11-18,0.0,5.0,3.0,1.0,9.0
3846,FOSTER,2021-11-19,1.0,57.0,1.0,2.0,61.0
3847,FOSTER,2021-11-22,0.0,13.0,2.0,0.0,15.0
3848,FOSTER,2021-11-23,0.0,23.0,6.0,1.0,30.0
3849,FOSTER,2021-11-24,1.0,5.0,0.0,1.0,7.0
3850,FOSTER,2021-11-29,5.0,11.0,3.0,2.0,21.0
3851,FOSTER,2021-11-30,0.0,18.0,4.0,2.0,24.0
3852,FOSTER,2021-12-01,0.0,29.0,4.0,7.0,40.0
3853,FOSTER,2021-12-02,0.0,5.0,1.0,2.0,8.0
3854,FOSTER,2021-12-03,0.0,23.0,0.0,6.0,29.0
3855,FOSTER,2021-12-06,0.0,4.0,2.0,0.0,6.0
3856,FOSTER,2021-12-07,0.0,4.0,1.0,0.0,5.0
3857,FOSTER,2021-12-08,0.0,26.0,0.0,0.0,26.0
3858,FOSTER,2021-12-09,2.0,8.0,8.0,2.0,20.0
3859,FOSTER,2021-12-10,1.0,19.0,0.0,2.0,22.0
3860,GOLDEN VALLEY,2020-12-22,0.0,2.0,0.0,0.0,2.0
3861,GOLDEN VALLEY,2020-12-23,0.0,1.0,0.0,0.0,1.0
3862,GOLDEN VALLEY,2020-12-28,0.0,1.0,0.0,0.0,1.0
3863,GOLDEN VALLEY,2020-12-30,0.0,39.0,0.0,0.0,39.0
3864,GOLDEN VALLEY,2020-12-31,0.0,1.0,0.0,0.0,1.0
3865,GOLDEN VALLEY,2021-01-04,0.0,2.0,0.0,0.0,2.0
3866,GOLDEN VALLEY,2021-01-08,0.0,23.0,0.0,0.0,23.0
3867,GOLDEN VALLEY,2021-01-14,0.0,0.0,2.0,0.0,2.0
3868,GOLDEN VALLEY,2021-01-16,0.0,2.0,0.0,0.0,2.0
3869,GOLDEN VALLEY,2021-01-18,0.0,12.0,0.0,0.0,12.0
3870,GOLDEN VALLEY,2021-01-20,0.0,3.0,0.0,0.0,3.0
3871,GOLDEN VALLEY,2021-01-21,0.0,1.0,0.0,0.0,1.0
3872,GOLDEN VALLEY,2021-01-25,0.0,1.0,0.0,0.0,1.0
3873,GOLDEN VALLEY,2021-01-26,0.0,10.0,0.0,0.0,10.0
3874,GOLDEN VALLEY,2021-01-27,0.0,79.0,2.0,0.0,81.0
3875,GOLDEN VALLEY,2021-01-29,0.0,1.0,0.0,0.0,1.0
3876,GOLDEN VALLEY,2021-02-01,0.0,2.0,0.0,0.0,2.0
3877,GOLDEN VALLEY,2021-02-03,0.0,0.0,3.0,0.0,3.0
3878,GOLDEN VALLEY,2021-02-04,0.0,1.0,2.0,0.0,3.0
3879,GOLDEN VALLEY,2021-02-05,0.0,0.0,4.0,0.0,4.0
3880,GOLDEN VALLEY,2021-02-09,0.0,1.0,0.0,0.0,1.0
3881,GOLDEN VALLEY,2021-02-10,0.0,30.0,1.0,0.0,31.0
3882,GOLDEN VALLEY,2021-02-11,0.0,13.0,0.0,0.0,13.0
3883,GOLDEN VALLEY,2021-02-12,0.0,2.0,0.0,0.0,2.0
3884,GOLDEN VALLEY,2021-02-15,0.0,14.0,0.0,0.0,14.0
3885,GOLDEN VALLEY,2021-02-17,0.0,12.0,5.0,0.0,17.0
3886,GOLDEN VALLEY,2021-02-18,0.0,11.0,0.0,0.0,11.0
3887,GOLDEN VALLEY,2021-02-19,0.0,0.0,1.0,0.0,1.0
3888,GOLDEN VALLEY,2021-02-23,0.0,12.0,0.0,0.0,12.0
3889,GOLDEN VALLEY,2021-02-24,0.0,82.0,6.0,0.0,88.0
3890,GOLDEN VALLEY,2021-02-25,0.0,0.0,2.0,0.0,2.0
3891,GOLDEN VALLEY,2021-02-26,0.0,0.0,6.0,0.0,6.0
3892,GOLDEN VALLEY,2021-03-02,0.0,1.0,0.0,0.0,1.0
3893,GOLDEN VALLEY,2021-03-03,0.0,9.0,8.0,0.0,17.0
3894,GOLDEN VALLEY,2021-03-04,0.0,18.0,2.0,0.0,20.0
3895,GOLDEN VALLEY,2021-03-05,0.0,1.0,0.0,0.0,1.0
3896,GOLDEN VALLEY,2021-03-09,0.0,10.0,0.0,0.0,10.0
3897,GOLDEN VALLEY,2021-03-10,2.0,11.0,10.0,0.0,23.0
3898,GOLDEN VALLEY,2021-03-11,2.0,18.0,4.0,0.0,24.0
3899,GOLDEN VALLEY,2021-03-12,0.0,1.0,2.0,0.0,3.0
3900,GOLDEN VALLEY,2021-03-15,0.0,2.0,0.0,0.0,2.0
3901,GOLDEN VALLEY,2021-03-16,0.0,1.0,2.0,0.0,3.0
3902,GOLDEN VALLEY,2021-03-17,0.0,11.0,3.0,0.0,14.0
3903,GOLDEN VALLEY,2021-03-18,0.0,10.0,1.0,0.0,11.0
3904,GOLDEN VALLEY,2021-03-19,0.0,0.0,1.0,0.0,1.0
3905,GOLDEN VALLEY,2021-03-23,0.0,9.0,1.0,0.0,10.0
3906,GOLDEN VALLEY,2021-03-24,0.0,63.0,6.0,0.0,69.0
3907,GOLDEN VALLEY,2021-03-25,0.0,2.0,1.0,0.0,3.0
3908,GOLDEN VALLEY,2021-03-26,1.0,0.0,0.0,0.0,1.0
3909,GOLDEN VALLEY,2021-03-29,0.0,1.0,0.0,0.0,1.0
3910,GOLDEN VALLEY,2021-03-30,0.0,1.0,1.0,0.0,2.0
3911,GOLDEN VALLEY,2021-03-31,0.0,9.0,10.0,0.0,19.0
3912,GOLDEN VALLEY,2021-04-01,0.0,19.0,1.0,0.0,20.0
3913,GOLDEN VALLEY,2021-04-05,1.0,0.0,3.0,0.0,4.0
3914,GOLDEN VALLEY,2021-04-06,0.0,10.0,0.0,0.0,10.0
3915,GOLDEN VALLEY,2021-04-07,0.0,10.0,2.0,0.0,12.0
3916,GOLDEN VALLEY,2021-04-08,0.0,0.0,3.0,0.0,3.0
3917,GOLDEN VALLEY,2021-04-12,1.0,0.0,0.0,0.0,1.0
3918,GOLDEN VALLEY,2021-04-13,0.0,1.0,1.0,0.0,2.0
3919,GOLDEN VALLEY,2021-04-14,0.0,2.0,2.0,0.0,4.0
3920,GOLDEN VALLEY,2021-04-15,0.0,11.0,0.0,0.0,11.0
3921,GOLDEN VALLEY,2021-04-19,0.0,0.0,1.0,0.0,1.0
3922,GOLDEN VALLEY,2021-04-20,0.0,9.0,0.0,0.0,9.0
3923,GOLDEN VALLEY,2021-04-21,0.0,35.0,2.0,0.0,37.0
3924,GOLDEN VALLEY,2021-04-22,0.0,3.0,0.0,0.0,3.0
3925,GOLDEN VALLEY,2021-04-28,0.0,0.0,1.0,0.0,1.0
3926,GOLDEN VALLEY,2021-04-29,0.0,0.0,1.0,0.0,1.0
3927,GOLDEN VALLEY,2021-05-05,0.0,9.0,0.0,0.0,9.0
3928,GOLDEN VALLEY,2021-05-08,0.0,1.0,0.0,0.0,1.0
3929,GOLDEN VALLEY,2021-05-12,0.0,0.0,3.0,0.0,3.0
3930,GOLDEN VALLEY,2021-05-13,0.0,8.0,0.0,0.0,8.0
3931,GOLDEN VALLEY,2021-05-19,0.0,13.0,4.0,0.0,17.0
3932,GOLDEN VALLEY,2021-05-20,0.0,0.0,2.0,0.0,2.0
3933,GOLDEN VALLEY,2021-05-24,0.0,1.0,0.0,0.0,1.0
3934,GOLDEN VALLEY,2021-06-02,0.0,1.0,1.0,0.0,2.0
3935,GOLDEN VALLEY,2021-06-03,0.0,2.0,0.0,0.0,2.0
3936,GOLDEN VALLEY,2021-06-05,0.0,1.0,0.0,0.0,1.0
3937,GOLDEN VALLEY,2021-06-08,0.0,0.0,1.0,0.0,1.0
3938,GOLDEN VALLEY,2021-06-09,0.0,1.0,1.0,0.0,2.0
3939,GOLDEN VALLEY,2021-06-12,1.0,0.0,0.0,0.0,1.0
3940,GOLDEN VALLEY,2021-06-16,0.0,12.0,7.0,0.0,19.0
3941,GOLDEN VALLEY,2021-06-17,0.0,0.0,3.0,0.0,3.0
3942,GOLDEN VALLEY,2021-06-22,0.0,1.0,0.0,0.0,1.0
3943,GOLDEN VALLEY,2021-06-23,1.0,3.0,0.0,0.0,4.0
3944,GOLDEN VALLEY,2021-06-24,0.0,1.0,1.0,0.0,2.0
3945,GOLDEN VALLEY,2021-06-28,0.0,0.0,1.0,0.0,1.0
3946,GOLDEN VALLEY,2021-06-29,0.0,0.0,1.0,0.0,1.0
3947,GOLDEN VALLEY,2021-06-30,0.0,1.0,0.0,0.0,1.0
3948,GOLDEN VALLEY,2021-07-01,0.0,1.0,0.0,0.0,1.0
3949,GOLDEN VALLEY,2021-07-07,0.0,0.0,1.0,0.0,1.0
3950,GOLDEN VALLEY,2021-07-08,0.0,0.0,2.0,0.0,2.0
3951,GOLDEN VALLEY,2021-07-14,0.0,2.0,3.0,0.0,5.0
3952,GOLDEN VALLEY,2021-07-21,0.0,2.0,0.0,0.0,2.0
3953,GOLDEN VALLEY,2021-07-28,0.0,0.0,2.0,0.0,2.0
3954,GOLDEN VALLEY,2021-07-30,0.0,1.0,0.0,0.0,1.0
3955,GOLDEN VALLEY,2021-08-04,1.0,0.0,7.0,0.0,8.0
3956,GOLDEN VALLEY,2021-08-05,0.0,2.0,1.0,0.0,3.0
3957,GOLDEN VALLEY,2021-08-10,0.0,0.0,2.0,0.0,2.0
3958,GOLDEN VALLEY,2021-08-11,0.0,7.0,7.0,0.0,14.0
3959,GOLDEN VALLEY,2021-08-16,0.0,0.0,1.0,0.0,1.0
3960,GOLDEN VALLEY,2021-08-17,0.0,0.0,1.0,0.0,1.0
3961,GOLDEN VALLEY,2021-08-18,0.0,0.0,2.0,0.0,2.0
3962,GOLDEN VALLEY,2021-08-19,0.0,0.0,2.0,0.0,2.0
3963,GOLDEN VALLEY,2021-08-26,0.0,1.0,2.0,0.0,3.0
3964,GOLDEN VALLEY,2021-08-28,0.0,0.0,1.0,0.0,1.0
3965,GOLDEN VALLEY,2021-08-30,0.0,1.0,1.0,0.0,2.0
3966,GOLDEN VALLEY,2021-09-02,0.0,0.0,3.0,0.0,3.0
3967,GOLDEN VALLEY,2021-09-07,0.0,1.0,2.0,0.0,3.0
3968,GOLDEN VALLEY,2021-09-08,0.0,11.0,25.0,0.0,36.0
3969,GOLDEN VALLEY,2021-09-10,0.0,5.0,0.0,0.0,5.0
3970,GOLDEN VALLEY,2021-09-13,0.0,0.0,2.0,0.0,2.0
3971,GOLDEN VALLEY,2021-09-14,0.0,1.0,0.0,0.0,1.0
3972,GOLDEN VALLEY,2021-09-20,0.0,0.0,4.0,0.0,4.0
3973,GOLDEN VALLEY,2021-09-22,0.0,0.0,1.0,0.0,1.0
3974,GOLDEN VALLEY,2021-09-23,1.0,0.0,0.0,0.0,1.0
3975,GOLDEN VALLEY,2021-09-24,0.0,0.0,2.0,0.0,2.0
3976,GOLDEN VALLEY,2021-09-27,0.0,8.0,1.0,0.0,9.0
3977,GOLDEN VALLEY,2021-09-28,0.0,0.0,2.0,0.0,2.0
3978,GOLDEN VALLEY,2021-09-29,0.0,0.0,1.0,0.0,1.0
3979,GOLDEN VALLEY,2021-09-30,0.0,0.0,6.0,0.0,6.0
3980,GOLDEN VALLEY,2021-10-05,1.0,0.0,0.0,0.0,1.0
3981,GOLDEN VALLEY,2021-10-06,0.0,12.0,15.0,0.0,27.0
3982,GOLDEN VALLEY,2021-10-07,0.0,1.0,2.0,0.0,3.0
3983,GOLDEN VALLEY,2021-10-08,0.0,4.0,1.0,0.0,5.0
3984,GOLDEN VALLEY,2021-10-11,0.0,0.0,8.0,0.0,8.0
3985,GOLDEN VALLEY,2021-10-14,0.0,0.0,6.0,0.0,6.0
3986,GOLDEN VALLEY,2021-10-15,0.0,2.0,0.0,0.0,2.0
3987,GOLDEN VALLEY,2021-10-18,0.0,0.0,1.0,0.0,1.0
3988,GOLDEN VALLEY,2021-10-19,0.0,0.0,1.0,0.0,1.0
3989,GOLDEN VALLEY,2021-10-20,0.0,0.0,1.0,0.0,1.0
3990,GOLDEN VALLEY,2021-10-21,0.0,0.0,1.0,0.0,1.0
3991,GOLDEN VALLEY,2021-10-22,0.0,0.0,1.0,0.0,1.0
3992,GOLDEN VALLEY,2021-10-27,0.0,0.0,1.0,0.0,1.0
3993,GOLDEN VALLEY,2021-10-28,0.0,2.0,2.0,0.0,4.0
3994,GOLDEN VALLEY,2021-10-29,0.0,1.0,1.0,0.0,2.0
3995,GOLDEN VALLEY,2021-11-01,0.0,0.0,1.0,0.0,1.0
3996,GOLDEN VALLEY,2021-11-03,0.0,83.0,6.0,0.0,89.0
3997,GOLDEN VALLEY,2021-11-04,0.0,0.0,2.0,0.0,2.0
3998,GOLDEN VALLEY,2021-11-05,0.0,2.0,3.0,0.0,5.0
3999,GOLDEN VALLEY,2021-11-09,1.0,0.0,0.0,0.0,1.0
4000,GOLDEN VALLEY,2021-11-10,0.0,1.0,3.0,3.0,7.0
4001,GOLDEN VALLEY,2021-11-11,0.0,0.0,2.0,0.0,2.0
4002,GOLDEN VALLEY,2021-11-12,0.0,4.0,0.0,0.0,4.0
4003,GOLDEN VALLEY,2021-11-18,0.0,1.0,0.0,1.0,2.0
4004,GOLDEN VALLEY,2021-11-19,0.0,1.0,0.0,0.0,1.0
4005,GOLDEN VALLEY,2021-11-22,1.0,1.0,0.0,1.0,3.0
4006,GOLDEN VALLEY,2021-11-26,0.0,1.0,0.0,0.0,1.0
4007,GOLDEN VALLEY,2021-12-01,0.0,47.0,5.0,0.0,52.0
4008,GOLDEN VALLEY,2021-12-02,0.0,0.0,2.0,6.0,8.0
4009,GOLDEN VALLEY,2021-12-09,0.0,2.0,0.0,1.0,3.0
4010,GOLDEN VALLEY,2021-12-10,0.0,3.0,0.0,3.0,6.0
4011,GRAND FORKS,2020-12-14,0.0,0.0,1.0,0.0,1.0
4012,GRAND FORKS,2020-12-15,0.0,0.0,4.0,0.0,4.0
4013,GRAND FORKS,2020-12-16,0.0,0.0,78.0,0.0,78.0
4014,GRAND FORKS,2020-12-17,0.0,0.0,112.0,0.0,112.0
4015,GRAND FORKS,2020-12-18,0.0,0.0,138.0,0.0,138.0
4016,GRAND FORKS,2020-12-19,0.0,0.0,85.0,0.0,85.0
4017,GRAND FORKS,2020-12-20,0.0,0.0,3.0,0.0,3.0
4018,GRAND FORKS,2020-12-21,0.0,1.0,0.0,0.0,1.0
4019,GRAND FORKS,2020-12-22,0.0,277.0,3.0,0.0,280.0
4020,GRAND FORKS,2020-12-23,0.0,518.0,3.0,0.0,521.0
4021,GRAND FORKS,2020-12-24,0.0,93.0,0.0,0.0,93.0
4022,GRAND FORKS,2020-12-28,0.0,68.0,9.0,0.0,77.0
4023,GRAND FORKS,2020-12-29,0.0,156.0,314.0,0.0,470.0
4024,GRAND FORKS,2020-12-30,0.0,189.0,289.0,0.0,478.0
4025,GRAND FORKS,2020-12-31,0.0,40.0,174.0,0.0,214.0
4026,GRAND FORKS,2021-01-01,0.0,1.0,0.0,0.0,1.0
4027,GRAND FORKS,2021-01-02,0.0,6.0,4.0,0.0,10.0
4028,GRAND FORKS,2021-01-04,0.0,8.0,7.0,0.0,15.0
4029,GRAND FORKS,2021-01-05,0.0,58.0,4.0,0.0,62.0
4030,GRAND FORKS,2021-01-06,0.0,163.0,656.0,0.0,819.0
4031,GRAND FORKS,2021-01-07,0.0,98.0,228.0,0.0,326.0
4032,GRAND FORKS,2021-01-08,0.0,87.0,226.0,0.0,313.0
4033,GRAND FORKS,2021-01-09,0.0,88.0,58.0,0.0,146.0
4034,GRAND FORKS,2021-01-10,0.0,1.0,4.0,0.0,5.0
4035,GRAND FORKS,2021-01-11,0.0,1.0,2.0,0.0,3.0
4036,GRAND FORKS,2021-01-12,0.0,5.0,83.0,0.0,88.0
4037,GRAND FORKS,2021-01-13,0.0,259.0,366.0,0.0,625.0
4038,GRAND FORKS,2021-01-14,0.0,54.0,358.0,0.0,412.0
4039,GRAND FORKS,2021-01-15,0.0,5.0,74.0,0.0,79.0
4040,GRAND FORKS,2021-01-16,0.0,0.0,1.0,0.0,1.0
4041,GRAND FORKS,2021-01-17,0.0,12.0,0.0,0.0,12.0
4042,GRAND FORKS,2021-01-18,0.0,1.0,11.0,0.0,12.0
4043,GRAND FORKS,2021-01-19,0.0,239.0,336.0,0.0,575.0
4044,GRAND FORKS,2021-01-20,0.0,546.0,775.0,0.0,1321.0
4045,GRAND FORKS,2021-01-21,0.0,147.0,203.0,0.0,350.0
4046,GRAND FORKS,2021-01-22,0.0,62.0,98.0,0.0,160.0
4047,GRAND FORKS,2021-01-23,0.0,0.0,440.0,0.0,440.0
4048,GRAND FORKS,2021-01-25,0.0,69.0,9.0,0.0,78.0
4049,GRAND FORKS,2021-01-26,0.0,148.0,7.0,0.0,155.0
4050,GRAND FORKS,2021-01-27,0.0,411.0,601.0,0.0,1012.0
