,Town,Age Group,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
8060,Barkhamsted,65+,No,616.0,684,100.0,671,100.0,07/28/2021
8061,Beacon Falls,12-15,No,321.0,119,37.07,111,34.58,07/28/2021
8062,Beacon Falls,16-44,No,2116.0,1263,59.69,1157,54.68,07/28/2021
8063,Beacon Falls,45-64,No,1929.0,1372,71.12,1304,67.6,07/28/2021
8064,Beacon Falls,65+,No,951.0,1053,100.0,1024,100.0,07/28/2021
8065,Berlin,12-15,No,1032.0,272,26.36,203,19.67,07/28/2021
8066,Berlin,16-44,No,6285.0,4367,69.48,4076,64.85,07/28/2021
8067,Berlin,45-64,No,6790.0,4791,70.56,4637,68.29,07/28/2021
8068,Berlin,65+,No,4012.0,4173,100.0,4071,100.0,07/28/2021
8069,Bethany,12-15,No,314.0,145,46.18,125,39.81,07/28/2021
8070,Bethany,16-44,No,1559.0,1198,76.84,1120,71.84,07/28/2021
8071,Bethany,45-64,No,2135.0,1403,65.71,1355,63.47,07/28/2021
8072,Bethany,65+,No,866.0,957,100.0,934,100.0,07/28/2021
8073,Bethel,12-15,No,1029.0,688,66.86,588,57.14,07/28/2021
8074,Bethel,16-44,No,6649.0,4640,69.78,4217,63.42,07/28/2021
8075,Bethel,45-64,No,6259.0,4470,71.42,4243,67.79,07/28/2021
8076,Bethel,65+,No,2874.0,2452,85.32,2325,80.9,07/28/2021
8077,Bethlehem,12-15,No,164.0,49,29.88,34,20.73,07/28/2021
8078,Bethlehem,16-44,No,961.0,546,56.82,507,52.76,07/28/2021
8079,Bethlehem,45-64,No,1390.0,755,54.32,717,51.58,07/28/2021
8080,Bethlehem,65+,No,646.0,718,100.0,695,100.0,07/28/2021
8081,Bloomfield,12-15,No,881.0,324,36.78,249,28.26,07/28/2021
8082,Bloomfield,16-44,No,6284.0,4030,64.13,3605,57.37,07/28/2021
8083,Bloomfield,45-64,No,6268.0,4560,72.75,4244,67.71,07/28/2021
8084,Bloomfield,65+,No,5199.0,5479,100.0,5185,99.73,07/28/2021
8085,Bolton,12-15,No,259.0,139,53.67,116,44.79,07/28/2021
8086,Bolton,16-44,No,1524.0,1063,69.75,986,64.7,07/28/2021
8087,Bolton,45-64,No,1723.0,1153,66.92,1099,63.78,07/28/2021
8088,Bolton,65+,No,850.0,895,100.0,881,100.0,07/28/2021
8089,Bozrah,12-15,No,119.0,54,45.38,45,37.82,07/28/2021
8090,Bozrah,16-44,No,851.0,399,46.89,377,44.3,07/28/2021
8091,Bozrah,45-64,No,902.0,578,64.08,558,61.86,07/28/2021
8092,Bozrah,65+,No,427.0,499,100.0,486,100.0,07/28/2021
8093,Branford,12-15,No,1110.0,579,52.16,491,44.23,07/28/2021
8094,Branford,16-44,No,8831.0,6240,70.66,5802,65.7,07/28/2021
8095,Branford,45-64,No,9359.0,6833,73.01,6558,70.07,07/28/2021
8096,Branford,65+,No,6079.0,6382,100.0,6197,100.0,07/28/2021
8097,Bridgeport,12-15,Yes,7845.0,2536,32.33,1790,22.82,07/28/2021
8098,Bridgeport,16-44,Yes,65521.0,30362,46.34,25962,39.62,07/28/2021
8099,Bridgeport,45-64,Yes,34783.0,25274,72.66,23339,67.1,07/28/2021
8100,Bridgeport,65+,Yes,15163.0,14031,92.53,13343,88.0,07/28/2021
8101,Bridgewater,12-15,No,70.0,43,61.43,37,52.86,07/28/2021
8102,Bridgewater,16-44,No,353.0,276,78.19,247,69.97,07/28/2021
8103,Bridgewater,45-64,No,635.0,445,70.08,434,68.35,07/28/2021
8104,Bridgewater,65+,No,474.0,445,93.88,432,91.14,07/28/2021
8105,Bristol,12-15,Yes,2844.0,1085,38.15,875,30.77,07/28/2021
8106,Bristol,16-44,Yes,22411.0,13489,60.19,12235,54.59,07/28/2021
8107,Bristol,45-64,Yes,17083.0,12844,75.19,12187,71.34,07/28/2021
8108,Bristol,65+,Yes,9960.0,9538,95.76,9132,91.69,07/28/2021
8109,Brookfield,12-15,No,1026.0,560,54.58,465,45.32,07/28/2021
8110,Brookfield,16-44,No,5357.0,3907,72.93,3560,66.46,07/28/2021
8111,Brookfield,45-64,No,5665.0,4287,75.68,4099,72.36,07/28/2021
8112,Brookfield,65+,No,2746.0,2937,100.0,2858,100.0,07/28/2021
8113,Brooklyn,12-15,No,393.0,137,34.86,109,27.74,07/28/2021
8114,Brooklyn,16-44,No,3047.0,1332,43.72,1231,40.4,07/28/2021
8115,Brooklyn,45-64,No,2471.0,1533,62.04,1458,59.0,07/28/2021
8116,Brooklyn,65+,No,1310.0,1351,100.0,1275,97.33,07/28/2021
8117,Burlington,12-15,No,629.0,339,53.9,296,47.06,07/28/2021
8118,Burlington,16-44,No,2961.0,2215,74.81,2085,70.42,07/28/2021
8119,Burlington,45-64,No,3389.0,2485,73.33,2395,70.67,07/28/2021
8120,Burlington,65+,No,1234.0,1443,100.0,1404,100.0,07/28/2021
8121,Canaan,12-15,No,54.0,35,64.81,34,62.96,07/28/2021
8122,Canaan,16-44,No,337.0,292,86.65,265,78.64,07/28/2021
8123,Canaan,45-64,No,379.0,370,97.63,355,93.67,07/28/2021
8124,Canaan,65+,No,321.0,358,100.0,338,100.0,07/28/2021
8125,Canterbury,12-15,No,280.0,65,23.21,52,18.57,07/28/2021
8126,Canterbury,16-44,No,1681.0,797,47.41,734,43.66,07/28/2021
8127,Canterbury,45-64,No,1764.0,1056,59.86,1002,56.8,07/28/2021
8128,Canterbury,65+,No,734.0,809,100.0,790,100.0,07/28/2021
8129,Canton,12-15,No,574.0,327,56.97,296,51.57,07/28/2021
8130,Canton,16-44,No,3095.0,2271,73.38,2115,68.34,07/28/2021
8131,Canton,45-64,No,3472.0,2527,72.78,2441,70.31,07/28/2021
8132,Canton,65+,No,1844.0,1929,100.0,1890,100.0,07/28/2021
8133,Chaplin,12-15,No,88.0,34,38.64,31,35.23,07/28/2021
8134,Chaplin,16-44,No,753.0,377,50.07,343,45.55,07/28/2021
8135,Chaplin,45-64,No,825.0,481,58.3,464,56.24,07/28/2021
8136,Chaplin,65+,No,329.0,336,100.0,326,99.09,07/28/2021
8137,Cheshire,12-15,No,1793.0,1004,56.0,885,49.36,07/28/2021
8138,Cheshire,16-44,No,9859.0,7455,75.62,7018,71.18,07/28/2021
8139,Cheshire,45-64,No,9264.0,7328,79.1,7069,76.31,07/28/2021
8140,Cheshire,65+,No,4743.0,5200,100.0,5025,100.0,07/28/2021
8141,Chester,12-15,No,194.0,87,44.85,81,41.75,07/28/2021
8142,Chester,16-44,No,1133.0,831,73.35,772,68.14,07/28/2021
8143,Chester,45-64,No,1555.0,1020,65.59,989,63.6,07/28/2021
8144,Chester,65+,No,1015.0,957,94.29,925,91.13,07/28/2021
8145,Clinton,12-15,No,627.0,399,63.64,354,56.46,07/28/2021
8146,Clinton,16-44,No,4130.0,3054,73.95,2791,67.58,07/28/2021
8147,Clinton,45-64,No,4373.0,3340,76.38,3195,73.06,07/28/2021
8148,Clinton,65+,No,2391.0,2639,100.0,2566,100.0,07/28/2021
8149,Colchester,12-15,No,990.0,429,43.33,361,36.46,07/28/2021
8150,Colchester,16-44,No,5666.0,3681,64.97,3429,60.52,07/28/2021
8151,Colchester,45-64,No,5117.0,3799,74.24,3636,71.06,07/28/2021
8152,Colchester,65+,No,2144.0,2344,100.0,2276,100.0,07/28/2021
8153,Colebrook,12-15,No,79.0,37,46.84,33,41.77,07/28/2021
8154,Colebrook,16-44,No,415.0,253,60.96,233,56.14,07/28/2021
8155,Colebrook,45-64,No,555.0,353,63.6,329,59.28,07/28/2021
8156,Colebrook,65+,No,261.0,291,100.0,285,100.0,07/28/2021
8157,Columbia,12-15,No,296.0,102,34.46,86,29.05,07/28/2021
8158,Columbia,16-44,No,1656.0,1021,61.65,952,57.49,07/28/2021
8159,Columbia,45-64,No,1863.0,1267,68.01,1222,65.59,07/28/2021
8160,Columbia,65+,No,1018.0,1057,100.0,1043,100.0,07/28/2021
8161,Cornwall,12-15,No,69.0,35,50.72,29,42.03,07/28/2021
8162,Cornwall,16-44,No,306.0,244,79.74,221,72.22,07/28/2021
8163,Cornwall,45-64,No,553.0,400,72.33,383,69.26,07/28/2021
8164,Cornwall,65+,No,360.0,408,100.0,393,100.0,07/28/2021
8165,Coventry,12-15,No,665.0,308,46.32,276,41.5,07/28/2021
8166,Coventry,16-44,No,4297.0,2737,63.7,2563,59.65,07/28/2021
8167,Coventry,45-64,No,4160.0,2931,70.46,2825,67.91,07/28/2021
8168,Coventry,65+,No,1674.0,1880,100.0,1829,100.0,07/28/2021
8169,Cromwell,12-15,No,658.0,337,51.22,275,41.79,07/28/2021
8170,Cromwell,16-44,No,4864.0,3673,75.51,3428,70.48,07/28/2021
8171,Cromwell,45-64,No,4301.0,3456,80.35,3338,77.61,07/28/2021
8172,Cromwell,65+,No,2499.0,2803,100.0,2689,100.0,07/28/2021
8173,Danbury,12-15,Yes,3870.0,2364,61.09,1823,47.11,07/28/2021
8174,Danbury,16-44,Yes,36020.0,23208,64.43,19714,54.73,07/28/2021
8175,Danbury,45-64,Yes,22092.0,17986,81.41,16676,75.48,07/28/2021
8176,Danbury,65+,Yes,9823.0,10715,100.0,10213,100.0,07/28/2021
8177,Darien,12-15,No,1814.0,1557,85.83,1401,77.23,07/28/2021
8178,Darien,16-44,No,6457.0,5978,92.58,5382,83.35,07/28/2021
8179,Darien,45-64,No,6257.0,5916,94.55,5650,90.3,07/28/2021
8180,Darien,65+,No,2605.0,2673,100.0,2491,95.62,07/28/2021
8181,Deep River,12-15,No,248.0,131,52.82,119,47.98,07/28/2021
8182,Deep River,16-44,No,1500.0,967,64.47,896,59.73,07/28/2021
8183,Deep River,45-64,No,1439.0,1171,81.38,1120,77.83,07/28/2021
8184,Deep River,65+,No,848.0,922,100.0,887,100.0,07/28/2021
8185,Derby,12-15,Yes,567.0,413,72.84,300,52.91,07/28/2021
8186,Derby,16-44,Yes,4901.0,3419,69.76,2869,58.54,07/28/2021
8187,Derby,45-64,Yes,3559.0,2949,82.86,2670,75.02,07/28/2021
8188,Derby,65+,Yes,2052.0,1761,85.82,1661,80.95,07/28/2021
8189,Durham,12-15,No,468.0,206,44.02,169,36.11,07/28/2021
8190,Durham,16-44,No,2341.0,1691,72.23,1573,67.19,07/28/2021
8191,Durham,45-64,No,2482.0,1875,75.54,1806,72.76,07/28/2021
8192,Durham,65+,No,1099.0,1227,100.0,1190,100.0,07/28/2021
8193,East Granby,12-15,No,280.0,146,52.14,133,47.5,07/28/2021
8194,East Granby,16-44,No,1697.0,1262,74.37,1182,69.65,07/28/2021
8195,East Granby,45-64,No,1669.0,1297,77.71,1246,74.66,07/28/2021
8196,East Granby,65+,No,793.0,801,100.0,777,97.98,07/28/2021
8197,East Haddam,12-15,No,463.0,192,41.47,162,34.99,07/28/2021
8198,East Haddam,16-44,No,2836.0,1762,62.13,1577,55.61,07/28/2021
8199,East Haddam,45-64,No,3322.0,2197,66.13,1994,60.02,07/28/2021
8200,East Haddam,65+,No,1470.0,1626,100.0,1450,98.64,07/28/2021
8201,East Hampton,12-15,No,629.0,368,58.51,327,51.99,07/28/2021
8202,East Hampton,16-44,No,4248.0,2711,63.82,2523,59.39,07/28/2021
8203,East Hampton,45-64,No,4432.0,3090,69.72,2982,67.28,07/28/2021
8204,East Hampton,65+,No,1852.0,2039,100.0,1987,100.0,07/28/2021
8205,East Hartford,12-15,Yes,2587.0,1183,45.73,931,35.99,07/28/2021
8206,East Hartford,16-44,Yes,19697.0,11385,57.8,10002,50.78,07/28/2021
8207,East Hartford,45-64,Yes,14093.0,10951,77.71,10041,71.25,07/28/2021
8208,East Hartford,65+,Yes,6971.0,6768,97.09,6419,92.08,07/28/2021
8209,East Haven,12-15,Yes,1230.0,495,40.24,408,33.17,07/28/2021
8210,East Haven,16-44,Yes,10618.0,5844,55.04,5272,49.65,07/28/2021
8211,East Haven,45-64,Yes,8555.0,5911,69.09,5616,65.65,07/28/2021
8212,East Haven,65+,Yes,5413.0,4449,82.19,4327,79.94,07/28/2021
8213,East Lyme,12-15,No,913.0,471,51.59,423,46.33,07/28/2021
8214,East Lyme,16-44,No,6370.0,4094,64.27,3790,59.5,07/28/2021
8215,East Lyme,45-64,No,5827.0,4412,75.72,4239,72.75,07/28/2021
8216,East Lyme,65+,No,3939.0,4193,100.0,4089,100.0,07/28/2021
8217,East Windsor,12-15,No,457.0,180,39.39,154,33.7,07/28/2021
8218,East Windsor,16-44,No,4094.0,2223,54.3,1958,47.83,07/28/2021
8219,East Windsor,45-64,No,3548.0,2495,70.32,2343,66.04,07/28/2021
8220,East Windsor,65+,No,1954.0,1903,97.39,1824,93.35,07/28/2021
8221,Eastford,12-15,No,69.0,31,44.93,25,36.23,07/28/2021
8222,Eastford,16-44,No,503.0,263,52.29,240,47.71,07/28/2021
8223,Eastford,45-64,No,654.0,376,57.49,363,55.5,07/28/2021
8224,Eastford,65+,No,282.0,314,100.0,303,100.0,07/28/2021
8225,Easton,12-15,No,536.0,343,63.99,289,53.92,07/28/2021
8226,Easton,16-44,No,1992.0,1709,85.79,1568,78.71,07/28/2021
8227,Easton,45-64,No,2731.0,1995,73.05,1925,70.49,07/28/2021
8228,Easton,65+,No,1291.0,1187,91.94,1153,89.31,07/28/2021
8229,Ellington,12-15,No,891.0,469,52.64,389,43.66,07/28/2021
8230,Ellington,16-44,No,5508.0,3859,70.06,3576,64.92,07/28/2021
8231,Ellington,45-64,No,4846.0,3742,77.22,3582,73.92,07/28/2021
8232,Ellington,65+,No,2226.0,2431,100.0,2330,100.0,07/28/2021
8233,Enfield,12-15,Yes,1898.0,815,42.94,672,35.41,07/28/2021
8234,Enfield,16-44,Yes,17886.0,8540,47.75,7800,43.61,07/28/2021
8235,Enfield,45-64,Yes,12806.0,8615,67.27,8178,63.86,07/28/2021
8236,Enfield,65+,Yes,6727.0,6398,95.11,6160,91.57,07/28/2021
8237,Essex,12-15,No,326.0,167,51.23,143,43.87,07/28/2021
8238,Essex,16-44,No,1578.0,1221,77.38,1114,70.6,07/28/2021
8239,Essex,45-64,No,2360.0,1787,75.72,1716,72.71,07/28/2021
8240,Essex,65+,No,1711.0,1961,100.0,1888,100.0,07/28/2021
8241,Fairfield,12-15,No,4083.0,2710,66.37,2387,58.46,07/28/2021
8242,Fairfield,16-44,No,22034.0,15578,70.7,14250,64.67,07/28/2021
8243,Fairfield,45-64,No,16983.0,15001,88.33,14484,85.29,07/28/2021
8244,Fairfield,65+,No,9292.0,8926,96.06,8615,92.71,07/28/2021
8245,Farmington,12-15,No,1294.0,966,74.65,886,68.47,07/28/2021
8246,Farmington,16-44,No,8404.0,7196,85.63,6730,80.08,07/28/2021
8247,Farmington,45-64,No,7913.0,6513,82.31,6247,78.95,07/28/2021
8248,Farmington,65+,No,4759.0,5101,100.0,4930,100.0,07/28/2021
8249,Franklin,12-15,No,97.0,32,32.99,26,26.8,07/28/2021
8250,Franklin,16-44,No,647.0,360,55.64,313,48.38,07/28/2021
8251,Franklin,45-64,No,669.0,426,63.68,419,62.63,07/28/2021
8252,Franklin,65+,No,358.0,362,100.0,352,98.32,07/28/2021
8253,Glastonbury,12-15,No,2166.0,1369,63.2,1174,54.2,07/28/2021
8254,Glastonbury,16-44,No,10520.0,9296,88.37,8657,82.29,07/28/2021
8255,Glastonbury,45-64,No,11374.0,9161,80.54,8856,77.86,07/28/2021
8256,Glastonbury,65+,No,5766.0,6110,100.0,5917,100.0,07/28/2021
8257,Goshen,12-15,No,135.0,57,42.22,49,36.3,07/28/2021
8258,Goshen,16-44,No,786.0,457,58.14,417,53.05,07/28/2021
8259,Goshen,45-64,No,1092.0,726,66.48,690,63.19,07/28/2021
8260,Goshen,65+,No,602.0,680,100.0,654,100.0,07/28/2021
8261,Granby,12-15,No,692.0,381,55.06,325,46.97,07/28/2021
8262,Granby,16-44,No,3225.0,2304,71.44,2155,66.82,07/28/2021
8263,Granby,45-64,No,4055.0,2908,71.71,2807,69.22,07/28/2021
8264,Granby,65+,No,1824.0,2046,100.0,1988,100.0,07/28/2021
8265,Greenwich,12-15,No,3783.0,2910,76.92,2520,66.61,07/28/2021
8266,Greenwich,16-44,No,19283.0,14709,76.28,13226,68.59,07/28/2021
8267,Greenwich,45-64,No,18950.0,15815,83.46,15005,79.18,07/28/2021
8268,Greenwich,65+,No,10466.0,9871,94.31,9368,89.51,07/28/2021
8269,Griswold,12-15,Yes,604.0,206,34.11,173,28.64,07/28/2021
8270,Griswold,16-44,Yes,4521.0,1806,39.95,1659,36.7,07/28/2021
8271,Griswold,45-64,Yes,3686.0,2315,62.81,2217,60.15,07/28/2021
8272,Griswold,65+,Yes,1480.0,1585,100.0,1543,100.0,07/28/2021
8273,Groton,12-15,Yes,1590.0,748,47.04,646,40.63,07/28/2021
8274,Groton,16-44,Yes,17573.0,7833,44.57,7160,40.74,07/28/2021
8275,Groton,45-64,Yes,9135.0,6568,71.9,6307,69.04,07/28/2021
8276,Groton,65+,Yes,5974.0,5907,98.88,5729,95.9,07/28/2021
8277,Guilford,12-15,No,1260.0,774,61.43,682,54.13,07/28/2021
8278,Guilford,16-44,No,5840.0,4994,85.51,4643,79.5,07/28/2021
8279,Guilford,45-64,No,7595.0,5794,76.29,5617,73.96,07/28/2021
8280,Guilford,65+,No,4823.0,5097,100.0,4988,100.0,07/28/2021
8281,Haddam,12-15,No,439.0,280,63.78,231,52.62,07/28/2021
8282,Haddam,16-44,No,2388.0,1841,77.09,1705,71.4,07/28/2021
8283,Haddam,45-64,No,2950.0,2212,74.98,2126,72.07,07/28/2021
8284,Haddam,65+,No,1411.0,1678,100.0,1616,100.0,07/28/2021
8285,Hamden,12-15,No,2928.0,1353,46.21,1195,40.81,07/28/2021
8286,Hamden,16-44,No,25729.0,14084,54.74,12897,50.13,07/28/2021
8287,Hamden,45-64,No,15611.0,12270,78.6,11729,75.13,07/28/2021
8288,Hamden,65+,No,9807.0,9930,100.0,9616,98.05,07/28/2021
8289,Hampton,12-15,No,77.0,25,32.47,21,27.27,07/28/2021
8290,Hampton,16-44,No,572.0,251,43.88,223,38.99,07/28/2021
8291,Hampton,45-64,No,740.0,396,53.51,382,51.62,07/28/2021
8292,Hampton,65+,No,304.0,380,100.0,370,100.0,07/28/2021
8293,Hartford,12-15,Yes,7082.0,2069,29.21,1586,22.39,07/28/2021
8294,Hartford,16-44,Yes,57319.0,23893,41.68,20321,35.45,07/28/2021
8295,Hartford,45-64,Yes,27931.0,19384,69.4,17442,62.45,07/28/2021
8296,Hartford,65+,Yes,11937.0,11373,95.28,10383,86.98,07/28/2021
8297,Hartland,12-15,No,112.0,46,41.07,35,31.25,07/28/2021
8298,Hartland,16-44,No,600.0,295,49.17,272,45.33,07/28/2021
8299,Hartland,45-64,No,805.0,461,57.27,438,54.41,07/28/2021
8300,Hartland,65+,No,339.0,367,100.0,357,100.0,07/28/2021
8301,Harwinton,12-15,No,282.0,136,48.23,124,43.97,07/28/2021
8302,Harwinton,16-44,No,1518.0,951,62.65,884,58.23,07/28/2021
8303,Harwinton,45-64,No,2011.0,1266,62.95,1223,60.82,07/28/2021
8304,Harwinton,65+,No,1071.0,1086,100.0,1061,99.07,07/28/2021
8305,Hebron,12-15,No,681.0,270,39.65,231,33.92,07/28/2021
8306,Hebron,16-44,No,3022.0,2113,69.92,1988,65.78,07/28/2021
8307,Hebron,45-64,No,3307.0,2436,73.66,2357,71.27,07/28/2021
8308,Hebron,65+,No,1272.0,1551,100.0,1503,100.0,07/28/2021
8309,Kent,12-15,No,124.0,79,63.71,65,52.42,07/28/2021
8310,Kent,16-44,No,704.0,665,94.46,576,81.82,07/28/2021
8311,Kent,45-64,No,1072.0,781,72.85,742,69.22,07/28/2021
8312,Kent,65+,No,689.0,741,100.0,715,100.0,07/28/2021
8313,Killingly,12-15,Yes,812.0,245,30.17,196,24.14,07/28/2021
8314,Killingly,16-44,Yes,6276.0,2673,42.59,2421,38.58,07/28/2021
8315,Killingly,45-64,Yes,5032.0,3089,61.39,2934,58.31,07/28/2021
8316,Killingly,65+,Yes,2753.0,2747,99.78,2648,96.19,07/28/2021
8317,Killingworth,12-15,No,393.0,178,45.29,154,39.19,07/28/2021
8318,Killingworth,16-44,No,1634.0,1229,75.21,1157,70.81,07/28/2021
8319,Killingworth,45-64,No,2494.0,1665,66.76,1623,65.08,07/28/2021
8320,Killingworth,65+,No,1253.0,1347,100.0,1312,100.0,07/28/2021
8321,Lebanon,12-15,No,392.0,142,36.22,121,30.87,07/28/2021
8322,Lebanon,16-44,No,2446.0,1370,56.01,1277,52.21,07/28/2021
8323,Lebanon,45-64,No,2495.0,1701,68.18,1640,65.73,07/28/2021
8324,Lebanon,65+,No,1056.0,1180,100.0,1154,100.0,07/28/2021
8325,Ledyard,12-15,No,815.0,396,48.59,357,43.8,07/28/2021
8326,Ledyard,16-44,No,5407.0,3282,60.7,3040,56.22,07/28/2021
8327,Ledyard,45-64,No,4428.0,2934,66.26,2828,63.87,07/28/2021
8328,Ledyard,65+,No,2268.0,2304,100.0,2262,99.74,07/28/2021
8329,Lisbon,12-15,No,215.0,79,36.74,65,30.23,07/28/2021
8330,Lisbon,16-44,No,1444.0,738,51.11,676,46.81,07/28/2021
8331,Lisbon,45-64,No,1503.0,958,63.74,937,62.34,07/28/2021
8332,Lisbon,65+,No,716.0,667,93.16,649,90.64,07/28/2021
8333,Litchfield,12-15,No,414.0,203,49.03,172,41.55,07/28/2021
8334,Litchfield,16-44,No,2252.0,1570,69.72,1441,63.99,07/28/2021
8335,Litchfield,45-64,No,2804.0,1921,68.51,1801,64.23,07/28/2021
8336,Litchfield,65+,No,1918.0,1876,97.81,1773,92.44,07/28/2021
8337,Lyme,12-15,No,99.0,61,61.62,56,56.57,07/28/2021
8338,Lyme,16-44,No,515.0,453,87.96,425,82.52,07/28/2021
8339,Lyme,45-64,No,896.0,691,77.12,666,74.33,07/28/2021
8340,Lyme,65+,No,646.0,705,100.0,688,100.0,07/28/2021
8341,Madison,12-15,No,1203.0,670,55.69,593,49.29,07/28/2021
8342,Madison,16-44,No,4612.0,4250,92.15,3908,84.74,07/28/2021
8343,Madison,45-64,No,6369.0,4967,77.99,4834,75.9,07/28/2021
8344,Madison,65+,No,3777.0,3900,100.0,3834,100.0,07/28/2021
8345,Manchester,12-15,Yes,2494.0,1222,49.0,1009,40.46,07/28/2021
8346,Manchester,16-44,Yes,24327.0,15283,62.82,13968,57.42,07/28/2021
8347,Manchester,45-64,Yes,14827.0,11181,75.41,10546,71.13,07/28/2021
8348,Manchester,65+,Yes,8122.0,8072,99.38,7739,95.28,07/28/2021
8349,Mansfield,12-15,No,1669.0,402,24.09,373,22.35,07/28/2021
8350,Mansfield,16-44,No,17679.0,3855,21.81,3533,19.98,07/28/2021
8351,Mansfield,45-64,No,3162.0,2505,79.22,2427,76.76,07/28/2021
8352,Mansfield,65+,No,2154.0,2299,100.0,2237,100.0,07/28/2021
8353,Marlborough,12-15,No,376.0,198,52.66,169,44.95,07/28/2021
8354,Marlborough,16-44,No,1992.0,1459,73.24,1372,68.88,07/28/2021
8355,Marlborough,45-64,No,2144.0,1513,70.57,1471,68.61,07/28/2021
8356,Marlborough,65+,No,994.0,1104,100.0,1064,100.0,07/28/2021
8357,Meriden,12-15,Yes,3086.0,1489,48.25,1194,38.69,07/28/2021
8358,Meriden,16-44,Yes,23551.0,13598,57.74,12198,51.79,07/28/2021
8359,Meriden,45-64,Yes,16041.0,12423,77.45,11684,72.84,07/28/2021
8360,Meriden,65+,Yes,8458.0,7998,94.56,7684,90.85,07/28/2021
8361,Middlebury,12-15,No,451.0,227,50.33,198,43.9,07/28/2021
8362,Middlebury,16-44,No,2263.0,1744,77.07,1644,72.65,07/28/2021
8363,Middlebury,45-64,No,2377.0,1882,79.18,1802,75.81,07/28/2021
8364,Middlebury,65+,No,1465.0,1564,100.0,1506,100.0,07/28/2021
8365,Middlefield,12-15,No,248.0,102,41.13,82,33.06,07/28/2021
8366,Middlefield,16-44,No,1330.0,869,65.34,804,60.45,07/28/2021
8367,Middlefield,45-64,No,1563.0,1120,71.66,1084,69.35,07/28/2021
8368,Middlefield,65+,No,797.0,831,100.0,807,100.0,07/28/2021
8369,Middletown,12-15,Yes,2080.0,921,44.28,753,36.2,07/28/2021
8370,Middletown,16-44,Yes,19985.0,13926,69.68,12786,63.98,07/28/2021
8371,Middletown,45-64,Yes,12488.0,10024,80.27,9512,76.17,07/28/2021
8372,Middletown,65+,Yes,6826.0,6972,100.0,6632,97.16,07/28/2021
8373,Milford,12-15,Yes,2380.0,1165,48.95,1039,43.66,07/28/2021
8374,Milford,16-44,Yes,18240.0,12732,69.8,11926,65.38,07/28/2021
8375,Milford,45-64,Yes,16872.0,12735,75.48,12270,72.72,07/28/2021
8376,Milford,65+,Yes,9703.0,9548,98.4,9269,95.53,07/28/2021
8377,Monroe,12-15,No,1259.0,653,51.87,556,44.16,07/28/2021
8378,Monroe,16-44,No,6222.0,4606,74.03,4243,68.19,07/28/2021
8379,Monroe,45-64,No,6692.0,4750,70.98,4553,68.04,07/28/2021
8380,Monroe,65+,No,2960.0,2953,99.76,2871,96.99,07/28/2021
8381,Montville,12-15,Yes,903.0,339,37.54,293,32.45,07/28/2021
8382,Montville,16-44,Yes,7786.0,3548,45.57,3285,42.19,07/28/2021
8383,Montville,45-64,Yes,5607.0,3706,66.1,3542,63.17,07/28/2021
8384,Montville,65+,Yes,3033.0,2778,91.59,2707,89.25,07/28/2021
8385,Morris,12-15,No,135.0,34,25.19,27,20.0,07/28/2021
8386,Morris,16-44,No,646.0,433,67.03,396,61.3,07/28/2021
8387,Morris,45-64,No,871.0,504,57.86,487,55.91,07/28/2021
8388,Morris,65+,No,415.0,431,100.0,407,98.07,07/28/2021
8389,Naugatuck,12-15,No,1555.0,652,41.93,528,33.95,07/28/2021
8390,Naugatuck,16-44,No,12304.0,6860,55.75,6172,50.16,07/28/2021
8391,Naugatuck,45-64,No,9236.0,6384,69.12,6008,65.05,07/28/2021
8392,Naugatuck,65+,No,4117.0,4036,98.03,3851,93.54,07/28/2021
8393,New Britain,12-15,Yes,3759.0,1086,28.89,832,22.13,07/28/2021
8394,New Britain,16-44,Yes,32365.0,14562,44.99,12869,39.76,07/28/2021
8395,New Britain,45-64,Yes,16700.0,11879,71.13,11070,66.29,07/28/2021
8396,New Britain,65+,Yes,8658.0,7762,89.65,7429,85.81,07/28/2021
8397,New Canaan,12-15,No,1645.0,1289,78.36,1127,68.51,07/28/2021
8398,New Canaan,16-44,No,5344.0,5317,99.49,4792,89.67,07/28/2021
8399,New Canaan,45-64,No,6587.0,5685,86.31,5318,80.73,07/28/2021
8400,New Canaan,65+,No,3081.0,3065,99.48,2862,92.89,07/28/2021
8401,New Fairfield,12-15,No,967.0,361,37.33,303,31.33,07/28/2021
8402,New Fairfield,16-44,No,4421.0,2795,63.22,2553,57.75,07/28/2021
8403,New Fairfield,45-64,No,4814.0,3244,67.39,3092,64.23,07/28/2021
8404,New Fairfield,65+,No,2004.0,2146,100.0,2096,100.0,07/28/2021
8405,New Hartford,12-15,No,392.0,138,35.2,115,29.34,07/28/2021
8406,New Hartford,16-44,No,2126.0,1329,62.51,1246,58.61,07/28/2021
8407,New Hartford,45-64,No,2411.0,1575,65.33,1516,62.88,07/28/2021
8408,New Hartford,65+,No,1028.0,1258,100.0,1218,100.0,07/28/2021
8409,New Haven,12-15,Yes,6674.0,2494,37.37,1993,29.86,07/28/2021
8410,New Haven,16-44,Yes,65103.0,37317,57.32,33539,51.52,07/28/2021
8411,New Haven,45-64,Yes,26423.0,20077,75.98,18710,70.81,07/28/2021
