,Town,Age Group,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
4051,Waterford,45-64,Yes,6259.0,4540,72.54,4195,67.02,06/09/2021
4052,Waterford,65+,Yes,4236.0,4051,95.63,3908,92.26,06/09/2021
4053,Watertown,15-44,No,7405.0,4247,57.35,3582,48.37,06/09/2021
4054,Watertown,45-64,No,7146.0,4818,67.42,4183,58.54,06/09/2021
4055,Watertown,65+,No,4055.0,3815,94.08,3439,84.81,06/09/2021
4056,West Hartford,15-44,Yes,23424.0,18849,80.47,16261,69.42,06/09/2021
4057,West Hartford,45-64,Yes,17430.0,14757,84.66,13271,76.14,06/09/2021
4058,West Hartford,65+,Yes,11042.0,11118,100.0,10444,94.58,06/09/2021
4059,West Haven,15-44,Yes,24321.0,11854,48.74,9741,40.05,06/09/2021
4060,West Haven,45-64,Yes,14336.0,10238,71.41,9191,64.11,06/09/2021
4061,West Haven,65+,Yes,7347.0,6922,94.22,6585,89.63,06/09/2021
4062,Westbrook,15-44,No,2201.0,1307,59.38,1079,49.02,06/09/2021
4063,Westbrook,45-64,No,2201.0,1673,76.01,1537,69.83,06/09/2021
4064,Westbrook,65+,No,1633.0,1660,100.0,1579,96.69,06/09/2021
4065,Weston,15-44,No,2812.0,2436,86.63,2039,72.51,06/09/2021
4066,Weston,45-64,No,3769.0,2990,79.33,2721,72.19,06/09/2021
4067,Weston,65+,No,1323.0,1449,100.0,1370,100.0,06/09/2021
4068,Westport,15-44,No,7391.0,6479,87.66,5419,73.32,06/09/2021
4069,Westport,45-64,No,9291.0,7976,85.85,7189,77.38,06/09/2021
4070,Westport,65+,No,4605.0,4353,94.53,4133,89.75,06/09/2021
4071,Wethersfield,15-44,No,8897.0,6619,74.4,5727,64.37,06/09/2021
4072,Wethersfield,45-64,No,7852.0,6211,79.1,5676,72.29,06/09/2021
4073,Wethersfield,65+,No,5417.0,4952,91.42,4745,87.59,06/09/2021
4074,Willington,15-44,No,2706.0,1145,42.31,997,36.84,06/09/2021
4075,Willington,45-64,No,1774.0,1114,62.8,1015,57.22,06/09/2021
4076,Willington,65+,No,735.0,845,100.0,805,100.0,06/09/2021
4077,Wilton,15-44,No,5375.0,4649,86.49,3893,72.43,06/09/2021
4078,Wilton,45-64,No,6127.0,5039,82.24,4588,74.88,06/09/2021
4079,Wilton,65+,No,2814.0,3040,100.0,2843,100.0,06/09/2021
4080,Winchester,15-44,Yes,3745.0,1555,41.52,1273,33.99,06/09/2021
4081,Winchester,45-64,Yes,3555.0,2070,58.23,1850,52.04,06/09/2021
4082,Winchester,65+,Yes,1998.0,1830,91.59,1728,86.49,06/09/2021
4083,Windham,15-44,Yes,11977.0,4604,38.44,3820,31.89,06/09/2021
4084,Windham,45-64,Yes,5600.0,3741,66.8,3409,60.88,06/09/2021
4085,Windham,65+,Yes,3234.0,2896,89.55,2736,84.6,06/09/2021
4086,Windsor,15-44,No,10316.0,5979,57.96,5051,48.96,06/09/2021
4087,Windsor,45-64,No,9084.0,6527,71.85,5943,65.42,06/09/2021
4088,Windsor,65+,No,4943.0,5448,100.0,5139,100.0,06/09/2021
4089,Windsor Locks,15-44,Yes,4509.0,2415,53.56,2017,44.73,06/09/2021
4090,Windsor Locks,45-64,Yes,3887.0,2657,68.36,2386,61.38,06/09/2021
4091,Windsor Locks,65+,Yes,2185.0,2190,100.0,2083,95.33,06/09/2021
4092,Wolcott,15-44,No,5716.0,3122,54.62,2650,46.36,06/09/2021
4093,Wolcott,45-64,No,5558.0,3753,67.52,3333,59.97,06/09/2021
4094,Wolcott,65+,No,2780.0,2654,95.47,2519,90.61,06/09/2021
4095,Woodbridge,15-44,No,2483.0,2088,84.09,1850,74.51,06/09/2021
4096,Woodbridge,45-64,No,3010.0,2264,75.22,2105,69.93,06/09/2021
4097,Woodbridge,65+,No,1821.0,1827,100.0,1738,95.44,06/09/2021
4098,Woodbury,15-44,No,2885.0,1654,57.33,1411,48.91,06/09/2021
4099,Woodbury,45-64,No,3458.0,2367,68.45,2115,61.16,06/09/2021
4100,Woodbury,65+,No,2015.0,1991,98.81,1853,91.96,06/09/2021
4101,Woodstock,15-44,No,2490.0,1302,52.29,1048,42.09,06/09/2021
4102,Woodstock,45-64,No,2804.0,1726,61.55,1599,57.03,06/09/2021
4103,Woodstock,65+,No,1217.0,1322,100.0,1280,100.0,06/09/2021
4104,Address pending validation,15-44,,,1779,,1488,,06/16/2021
4105,Address pending validation,45-64,,,1692,,1473,,06/16/2021
4106,Address pending validation,65+,,,871,,765,,06/16/2021
4107,Andover,15-44,No,1106.0,618,55.88,555,50.18,06/16/2021
4108,Andover,45-64,No,1217.0,853,70.09,780,64.09,06/16/2021
4109,Andover,65+,No,421.0,485,100.0,466,100.0,06/16/2021
4110,Ansonia,15-44,Yes,7532.0,3456,45.88,3003,39.87,06/16/2021
4111,Ansonia,45-64,Yes,5365.0,3576,66.65,3190,59.46,06/16/2021
4112,Ansonia,65+,Yes,2535.0,2118,83.55,1946,76.77,06/16/2021
4113,Ashford,15-44,No,1537.0,789,51.33,712,46.32,06/16/2021
4114,Ashford,45-64,No,1456.0,940,64.56,875,60.1,06/16/2021
4115,Ashford,65+,No,572.0,689,100.0,665,100.0,06/16/2021
4116,Avon,15-44,No,5426.0,4855,89.48,4281,78.9,06/16/2021
4117,Avon,45-64,No,5968.0,4941,82.79,4533,75.96,06/16/2021
4118,Avon,65+,No,3446.0,3564,100.0,3428,99.48,06/16/2021
4119,Barkhamsted,15-44,No,1103.0,631,57.21,564,51.13,06/16/2021
4120,Barkhamsted,45-64,No,1386.0,885,63.85,821,59.24,06/16/2021
4121,Barkhamsted,65+,No,616.0,684,100.0,667,100.0,06/16/2021
4122,Beacon Falls,15-44,No,2191.0,1189,54.27,1058,48.29,06/16/2021
4123,Beacon Falls,45-64,No,1929.0,1320,68.43,1192,61.79,06/16/2021
4124,Beacon Falls,65+,No,951.0,1057,100.0,994,100.0,06/16/2021
4125,Berlin,15-44,No,6538.0,4159,63.61,3714,56.81,06/16/2021
4126,Berlin,45-64,No,6790.0,4697,69.18,4352,64.09,06/16/2021
4127,Berlin,65+,No,4012.0,4147,100.0,3988,99.4,06/16/2021
4128,Bethany,15-44,No,1640.0,1175,71.65,1072,65.37,06/16/2021
4129,Bethany,45-64,No,2135.0,1373,64.31,1284,60.14,06/16/2021
4130,Bethany,65+,No,866.0,951,100.0,911,100.0,06/16/2021
4131,Bethel,15-44,No,6913.0,4521,65.4,3933,56.89,06/16/2021
4132,Bethel,45-64,No,6259.0,4354,69.56,3970,63.43,06/16/2021
4133,Bethel,65+,No,2874.0,2392,83.23,2195,76.37,06/16/2021
4134,Bethlehem,15-44,No,1011.0,526,52.03,460,45.5,06/16/2021
4135,Bethlehem,45-64,No,1390.0,737,53.02,669,48.13,06/16/2021
4136,Bethlehem,65+,No,646.0,712,100.0,680,100.0,06/16/2021
4137,Bloomfield,15-44,No,6503.0,3693,56.79,3148,48.41,06/16/2021
4138,Bloomfield,45-64,No,6268.0,4357,69.51,3912,62.41,06/16/2021
4139,Bloomfield,65+,No,5199.0,5445,100.0,5081,97.73,06/16/2021
4140,Bolton,15-44,No,1597.0,1054,66.0,943,59.05,06/16/2021
4141,Bolton,45-64,No,1723.0,1128,65.47,1043,60.53,06/16/2021
4142,Bolton,65+,No,850.0,892,100.0,872,100.0,06/16/2021
4143,Bozrah,15-44,No,887.0,384,43.29,348,39.23,06/16/2021
4144,Bozrah,45-64,No,902.0,565,62.64,520,57.65,06/16/2021
4145,Bozrah,65+,No,427.0,496,100.0,479,100.0,06/16/2021
4146,Branford,15-44,No,9118.0,6015,65.97,5287,57.98,06/16/2021
4147,Branford,45-64,No,9359.0,6658,71.14,6149,65.7,06/16/2021
4148,Branford,65+,No,6079.0,6354,100.0,6074,99.92,06/16/2021
4149,Bridgeport,15-44,Yes,67655.0,26584,39.29,21216,31.36,06/16/2021
4150,Bridgeport,45-64,Yes,34783.0,23589,67.82,20775,59.73,06/16/2021
4151,Bridgeport,65+,Yes,15163.0,13640,89.96,12579,82.96,06/16/2021
4152,Bridgewater,15-44,No,372.0,276,74.19,237,63.71,06/16/2021
4153,Bridgewater,45-64,No,635.0,441,69.45,401,63.15,06/16/2021
4154,Bridgewater,65+,No,474.0,437,92.19,422,89.03,06/16/2021
4155,Bristol,15-44,Yes,23116.0,12655,54.75,10815,46.79,06/16/2021
4156,Bristol,45-64,Yes,17083.0,12388,72.52,11193,65.52,06/16/2021
4157,Bristol,65+,Yes,9960.0,9403,94.41,8904,89.4,06/16/2021
4158,Brookfield,15-44,No,5626.0,3777,67.13,3287,58.43,06/16/2021
4159,Brookfield,45-64,No,5665.0,4206,74.25,3807,67.2,06/16/2021
4160,Brookfield,65+,No,2746.0,2916,100.0,2787,100.0,06/16/2021
4161,Brooklyn,15-44,No,3144.0,1251,39.79,1105,35.15,06/16/2021
4162,Brooklyn,45-64,No,2471.0,1485,60.1,1369,55.4,06/16/2021
4163,Brooklyn,65+,No,1310.0,1342,100.0,1280,97.71,06/16/2021
4164,Burlington,15-44,No,3099.0,2209,71.28,1981,63.92,06/16/2021
4165,Burlington,45-64,No,3389.0,2433,71.79,2266,66.86,06/16/2021
4166,Burlington,65+,No,1234.0,1439,100.0,1375,100.0,06/16/2021
4167,Canaan,15-44,No,347.0,292,84.15,227,65.42,06/16/2021
4168,Canaan,45-64,No,379.0,369,97.36,336,88.65,06/16/2021
4169,Canaan,65+,No,321.0,349,100.0,331,100.0,06/16/2021
4170,Canterbury,15-44,No,1746.0,750,42.96,654,37.46,06/16/2021
4171,Canterbury,45-64,No,1764.0,1005,56.97,892,50.57,06/16/2021
4172,Canterbury,65+,No,734.0,800,100.0,757,100.0,06/16/2021
4173,Canton,15-44,No,3224.0,2256,69.98,1973,61.2,06/16/2021
4174,Canton,45-64,No,3472.0,2488,71.66,2280,65.67,06/16/2021
4175,Canton,65+,No,1844.0,1920,100.0,1863,100.0,06/16/2021
4176,Chaplin,15-44,No,777.0,359,46.2,315,40.54,06/16/2021
4177,Chaplin,45-64,No,825.0,466,56.48,430,52.12,06/16/2021
4178,Chaplin,65+,No,329.0,326,99.09,314,95.44,06/16/2021
4179,Cheshire,15-44,No,10378.0,7446,71.75,6800,65.52,06/16/2021
4180,Cheshire,45-64,No,9264.0,7218,77.91,6698,72.3,06/16/2021
4181,Cheshire,65+,No,4743.0,5156,100.0,4947,100.0,06/16/2021
4182,Chester,15-44,No,1188.0,808,68.01,702,59.09,06/16/2021
4183,Chester,45-64,No,1555.0,1015,65.27,942,60.58,06/16/2021
4184,Chester,65+,No,1015.0,954,93.99,919,90.54,06/16/2021
4185,Clinton,15-44,No,4292.0,2978,69.38,2630,61.28,06/16/2021
4186,Clinton,45-64,No,4373.0,3288,75.19,3027,69.22,06/16/2021
4187,Clinton,65+,No,2391.0,2628,100.0,2522,100.0,06/16/2021
4188,Colchester,15-44,No,5920.0,3517,59.41,3161,53.4,06/16/2021
4189,Colchester,45-64,No,5117.0,3699,72.29,3404,66.52,06/16/2021
4190,Colchester,65+,No,2144.0,2330,100.0,2233,100.0,06/16/2021
4191,Colebrook,15-44,No,436.0,225,51.61,197,45.18,06/16/2021
4192,Colebrook,45-64,No,555.0,337,60.72,299,53.87,06/16/2021
4193,Colebrook,65+,No,261.0,289,100.0,280,100.0,06/16/2021
4194,Columbia,15-44,No,1727.0,992,57.44,872,50.49,06/16/2021
4195,Columbia,45-64,No,1863.0,1253,67.26,1159,62.21,06/16/2021
4196,Columbia,65+,No,1018.0,1046,100.0,1013,99.51,06/16/2021
4197,Cornwall,15-44,No,323.0,235,72.76,201,62.23,06/16/2021
4198,Cornwall,45-64,No,553.0,392,70.89,365,66.0,06/16/2021
4199,Cornwall,65+,No,360.0,402,100.0,383,100.0,06/16/2021
4200,Coventry,15-44,No,4477.0,2653,59.26,2389,53.36,06/16/2021
4201,Coventry,45-64,No,4160.0,2869,68.97,2658,63.89,06/16/2021
4202,Coventry,65+,No,1674.0,1857,100.0,1785,100.0,06/16/2021
4203,Cromwell,15-44,No,5030.0,3514,69.86,3128,62.19,06/16/2021
4204,Cromwell,45-64,No,4301.0,3401,79.07,3156,73.38,06/16/2021
4205,Cromwell,65+,No,2499.0,2797,100.0,2654,100.0,06/16/2021
4206,Danbury,15-44,Yes,37157.0,20946,56.37,16768,45.13,06/16/2021
4207,Danbury,45-64,Yes,22092.0,17138,77.58,15007,67.93,06/16/2021
4208,Danbury,65+,Yes,9823.0,10504,100.0,9758,99.34,06/16/2021
4209,Darien,15-44,No,6841.0,6116,89.4,5219,76.29,06/16/2021
4210,Darien,45-64,No,6257.0,5897,94.25,5322,85.06,06/16/2021
4211,Darien,65+,No,2605.0,2654,100.0,2442,93.74,06/16/2021
4212,Deep River,15-44,No,1558.0,953,61.17,828,53.15,06/16/2021
4213,Deep River,45-64,No,1439.0,1156,80.33,1060,73.66,06/16/2021
4214,Deep River,65+,No,848.0,917,100.0,869,100.0,06/16/2021
4215,Derby,15-44,Yes,5045.0,3026,59.98,2413,47.83,06/16/2021
4216,Derby,45-64,Yes,3559.0,2762,77.61,2368,66.54,06/16/2021
4217,Derby,65+,Yes,2052.0,1721,83.87,1590,77.49,06/16/2021
4218,Durham,15-44,No,2462.0,1663,67.55,1483,60.24,06/16/2021
4219,Durham,45-64,No,2482.0,1840,74.13,1709,68.86,06/16/2021
4220,Durham,65+,No,1099.0,1215,100.0,1174,100.0,06/16/2021
4221,East Granby,15-44,No,1766.0,1218,68.97,1092,61.83,06/16/2021
4222,East Granby,45-64,No,1669.0,1266,75.85,1168,69.98,06/16/2021
4223,East Granby,65+,No,793.0,784,98.87,759,95.71,06/16/2021
4224,East Haddam,15-44,No,2955.0,1660,56.18,1419,48.02,06/16/2021
4225,East Haddam,45-64,No,3322.0,2029,61.08,1753,52.77,06/16/2021
4226,East Haddam,65+,No,1470.0,1584,100.0,1360,92.52,06/16/2021
4227,East Hampton,15-44,No,4410.0,2651,60.11,2367,53.67,06/16/2021
4228,East Hampton,45-64,No,4432.0,3018,68.1,2765,62.39,06/16/2021
4229,East Hampton,65+,No,1852.0,2028,100.0,1951,100.0,06/16/2021
4230,East Hartford,15-44,Yes,20388.0,10491,51.46,8501,41.7,06/16/2021
4231,East Hartford,45-64,Yes,14093.0,10406,73.84,8935,63.4,06/16/2021
4232,East Hartford,65+,Yes,6971.0,6657,95.5,6141,88.09,06/16/2021
4233,East Haven,15-44,Yes,10947.0,5337,48.75,4598,42.0,06/16/2021
4234,East Haven,45-64,Yes,8555.0,5698,66.6,5211,60.91,06/16/2021
4235,East Haven,65+,Yes,5413.0,4382,80.95,4205,77.68,06/16/2021
4236,East Lyme,15-44,No,6585.0,4020,61.05,3561,54.08,06/16/2021
4237,East Lyme,45-64,No,5827.0,4334,74.38,4019,68.97,06/16/2021
4238,East Lyme,65+,No,3939.0,4173,100.0,4049,100.0,06/16/2021
4239,East Windsor,15-44,No,4216.0,2092,49.62,1703,40.39,06/16/2021
4240,East Windsor,45-64,No,3548.0,2424,68.32,2170,61.16,06/16/2021
4241,East Windsor,65+,No,1954.0,1874,95.91,1764,90.28,06/16/2021
4242,Eastford,15-44,No,522.0,251,48.08,216,41.38,06/16/2021
4243,Eastford,45-64,No,654.0,374,57.19,343,52.45,06/16/2021
4244,Eastford,65+,No,282.0,309,100.0,294,100.0,06/16/2021
4245,Easton,15-44,No,2122.0,1703,80.25,1475,69.51,06/16/2021
4246,Easton,45-64,No,2731.0,1977,72.39,1826,66.86,06/16/2021
4247,Easton,65+,No,1291.0,1182,91.56,1135,87.92,06/16/2021
4248,Ellington,15-44,No,5720.0,3756,65.66,3307,57.81,06/16/2021
4249,Ellington,45-64,No,4846.0,3665,75.63,3396,70.08,06/16/2021
4250,Ellington,65+,No,2226.0,2415,100.0,2279,100.0,06/16/2021
4251,Enfield,15-44,Yes,18395.0,8123,44.16,6922,37.63,06/16/2021
4252,Enfield,45-64,Yes,12806.0,8362,65.3,7602,59.36,06/16/2021
4253,Enfield,65+,Yes,6727.0,6314,93.86,5968,88.72,06/16/2021
4254,Essex,15-44,No,1659.0,1203,72.51,1060,63.89,06/16/2021
4255,Essex,45-64,No,2360.0,1761,74.62,1632,69.15,06/16/2021
4256,Essex,65+,No,1711.0,1952,100.0,1872,100.0,06/16/2021
4257,Fairfield,15-44,No,23265.0,15586,66.99,13536,58.18,06/16/2021
4258,Fairfield,45-64,No,16983.0,14809,87.2,13648,80.36,06/16/2021
4259,Fairfield,65+,No,9292.0,8872,95.48,8466,91.11,06/16/2021
4260,Farmington,15-44,No,8743.0,7145,81.72,6353,72.66,06/16/2021
4261,Farmington,45-64,No,7913.0,6392,80.78,5878,74.28,06/16/2021
4262,Farmington,65+,No,4759.0,5069,100.0,4856,100.0,06/16/2021
4263,Franklin,15-44,No,675.0,340,50.37,295,43.7,06/16/2021
4264,Franklin,45-64,No,669.0,418,62.48,395,59.04,06/16/2021
4265,Franklin,65+,No,358.0,357,99.72,344,96.09,06/16/2021
4266,Glastonbury,15-44,No,11016.0,9190,83.42,8164,74.11,06/16/2021
4267,Glastonbury,45-64,No,11374.0,9057,79.63,8369,73.58,06/16/2021
4268,Glastonbury,65+,No,5766.0,6083,100.0,5827,100.0,06/16/2021
4269,Goshen,15-44,No,821.0,438,53.35,370,45.07,06/16/2021
4270,Goshen,45-64,No,1092.0,723,66.21,661,60.53,06/16/2021
4271,Goshen,65+,No,602.0,673,100.0,641,100.0,06/16/2021
4272,Granby,15-44,No,3397.0,2269,66.79,2025,59.61,06/16/2021
4273,Granby,45-64,No,4055.0,2852,70.33,2624,64.71,06/16/2021
4274,Granby,65+,No,1824.0,2027,100.0,1947,100.0,06/16/2021
4275,Greenwich,15-44,No,20116.0,14610,72.63,12572,62.5,06/16/2021
4276,Greenwich,45-64,No,18950.0,15537,81.99,14118,74.5,06/16/2021
4277,Greenwich,65+,No,10466.0,9804,93.67,9202,87.92,06/16/2021
4278,Griswold,15-44,Yes,4677.0,1666,35.62,1469,31.41,06/16/2021
4279,Griswold,45-64,Yes,3686.0,2233,60.58,2029,55.05,06/16/2021
4280,Griswold,65+,Yes,1480.0,1561,100.0,1500,100.0,06/16/2021
4281,Groton,15-44,Yes,18008.0,7437,41.3,6402,35.55,06/16/2021
4282,Groton,45-64,Yes,9135.0,6371,69.74,5861,64.16,06/16/2021
4283,Groton,65+,Yes,5974.0,5839,97.74,5619,94.06,06/16/2021
4284,Guilford,15-44,No,6129.0,4972,81.12,4413,72.0,06/16/2021
4285,Guilford,45-64,No,7595.0,5718,75.29,5317,70.01,06/16/2021
4286,Guilford,65+,No,4823.0,5088,100.0,4929,100.0,06/16/2021
4287,Haddam,15-44,No,2492.0,1796,72.07,1568,62.92,06/16/2021
4288,Haddam,45-64,No,2950.0,2173,73.66,2043,69.25,06/16/2021
4289,Haddam,65+,No,1411.0,1677,100.0,1598,100.0,06/16/2021
4290,Hamden,15-44,No,26827.0,13390,49.91,11744,43.78,06/16/2021
4291,Hamden,45-64,No,15611.0,11811,75.66,10909,69.88,06/16/2021
4292,Hamden,65+,No,9807.0,9834,100.0,9438,96.24,06/16/2021
4293,Hampton,15-44,No,593.0,238,40.13,206,34.74,06/16/2021
4294,Hampton,45-64,No,740.0,396,53.51,364,49.19,06/16/2021
4295,Hampton,65+,No,304.0,379,100.0,365,100.0,06/16/2021
4296,Hartford,15-44,Yes,59406.0,21029,35.4,16846,28.36,06/16/2021
4297,Hartford,45-64,Yes,27931.0,17918,64.15,15350,54.96,06/16/2021
4298,Hartford,65+,Yes,11937.0,11027,92.38,9784,81.96,06/16/2021
4299,Hartland,15-44,No,627.0,285,45.45,251,40.03,06/16/2021
4300,Hartland,45-64,No,805.0,448,55.65,414,51.43,06/16/2021
4301,Hartland,65+,No,339.0,362,100.0,349,100.0,06/16/2021
4302,Harwinton,15-44,No,1588.0,923,58.12,836,52.64,06/16/2021
4303,Harwinton,45-64,No,2011.0,1239,61.61,1155,57.43,06/16/2021
4304,Harwinton,65+,No,1071.0,1071,100.0,1044,97.48,06/16/2021
4305,Hebron,15-44,No,3205.0,2064,64.4,1872,58.41,06/16/2021
4306,Hebron,45-64,No,3307.0,2393,72.36,2240,67.74,06/16/2021
4307,Hebron,65+,No,1272.0,1535,100.0,1471,100.0,06/16/2021
4308,Kent,15-44,No,730.0,657,90.0,534,73.15,06/16/2021
4309,Kent,45-64,No,1072.0,780,72.76,701,65.39,06/16/2021
4310,Kent,65+,No,689.0,739,100.0,704,100.0,06/16/2021
4311,Killingly,15-44,Yes,6479.0,2438,37.63,2057,31.75,06/16/2021
4312,Killingly,45-64,Yes,5032.0,2974,59.1,2711,53.88,06/16/2021
4313,Killingly,65+,Yes,2753.0,2711,98.47,2590,94.08,06/16/2021
4314,Killingworth,15-44,No,1724.0,1218,70.65,1096,63.57,06/16/2021
4315,Killingworth,45-64,No,2494.0,1631,65.4,1532,61.43,06/16/2021
4316,Killingworth,65+,No,1253.0,1338,100.0,1286,100.0,06/16/2021
4317,Lebanon,15-44,No,2550.0,1317,51.65,1179,46.24,06/16/2021
4318,Lebanon,45-64,No,2495.0,1660,66.53,1571,62.97,06/16/2021
4319,Lebanon,65+,No,1056.0,1177,100.0,1131,100.0,06/16/2021
4320,Ledyard,15-44,No,5618.0,3169,56.41,2871,51.1,06/16/2021
4321,Ledyard,45-64,No,4428.0,2873,64.88,2687,60.68,06/16/2021
4322,Ledyard,65+,No,2268.0,2285,100.0,2229,98.28,06/16/2021
4323,Lisbon,15-44,No,1512.0,699,46.23,602,39.81,06/16/2021
4324,Lisbon,45-64,No,1503.0,934,62.14,876,58.28,06/16/2021
4325,Lisbon,65+,No,716.0,657,91.76,633,88.41,06/16/2021
4326,Litchfield,15-44,No,2365.0,1533,64.82,1343,56.79,06/16/2021
4327,Litchfield,45-64,No,2804.0,1868,66.62,1687,60.16,06/16/2021
4328,Litchfield,65+,No,1918.0,1849,96.4,1733,90.35,06/16/2021
4329,Lyme,15-44,No,541.0,453,83.73,398,73.57,06/16/2021
4330,Lyme,45-64,No,896.0,681,76.0,625,69.75,06/16/2021
4331,Lyme,65+,No,646.0,698,100.0,672,100.0,06/16/2021
4332,Madison,15-44,No,4914.0,4217,85.82,3675,74.79,06/16/2021
4333,Madison,45-64,No,6369.0,4922,77.28,4601,72.24,06/16/2021
4334,Madison,65+,No,3777.0,3890,100.0,3799,100.0,06/16/2021
4335,Manchester,15-44,Yes,24954.0,14442,57.87,12463,49.94,06/16/2021
4336,Manchester,45-64,Yes,14827.0,10806,72.88,9756,65.8,06/16/2021
4337,Manchester,65+,Yes,8122.0,7991,98.39,7510,92.46,06/16/2021
4338,Mansfield,15-44,No,18947.0,3726,19.67,3321,17.53,06/16/2021
4339,Mansfield,45-64,No,3162.0,2464,77.93,2329,73.66,06/16/2021
4340,Mansfield,65+,No,2154.0,2287,100.0,2212,100.0,06/16/2021
4341,Marlborough,15-44,No,2071.0,1438,69.44,1292,62.39,06/16/2021
4342,Marlborough,45-64,No,2144.0,1492,69.59,1392,64.93,06/16/2021
4343,Marlborough,65+,No,994.0,1097,100.0,1044,100.0,06/16/2021
4344,Meriden,15-44,Yes,24368.0,12598,51.7,10550,43.29,06/16/2021
4345,Meriden,45-64,Yes,16041.0,11866,73.97,10430,65.02,06/16/2021
4346,Meriden,65+,Yes,8458.0,7898,93.38,7406,87.56,06/16/2021
4347,Middlebury,15-44,No,2366.0,1718,72.61,1550,65.51,06/16/2021
4348,Middlebury,45-64,No,2377.0,1847,77.7,1694,71.27,06/16/2021
4349,Middlebury,65+,No,1465.0,1557,100.0,1480,100.0,06/16/2021
4350,Middlefield,15-44,No,1395.0,855,61.29,760,54.48,06/16/2021
4351,Middlefield,45-64,No,1563.0,1102,70.51,1018,65.13,06/16/2021
4352,Middlefield,65+,No,797.0,817,100.0,792,99.37,06/16/2021
4353,Middletown,15-44,Yes,20642.0,13332,64.59,11823,57.28,06/16/2021
4354,Middletown,45-64,Yes,12488.0,9745,78.03,8933,71.53,06/16/2021
4355,Middletown,65+,Yes,6826.0,6897,100.0,6478,94.9,06/16/2021
4356,Milford,15-44,Yes,18818.0,12309,65.41,11065,58.8,06/16/2021
4357,Milford,45-64,Yes,16872.0,12390,73.44,11455,67.89,06/16/2021
4358,Milford,65+,Yes,9703.0,9471,97.61,9091,93.69,06/16/2021
4359,Monroe,15-44,No,6545.0,4463,68.19,3917,59.85,06/16/2021
4360,Monroe,45-64,No,6692.0,4658,69.61,4267,63.76,06/16/2021
4361,Monroe,65+,No,2960.0,2913,98.41,2777,93.82,06/16/2021
4362,Montville,15-44,Yes,8025.0,3337,41.58,2968,36.98,06/16/2021
4363,Montville,45-64,Yes,5607.0,3597,64.15,3315,59.12,06/16/2021
4364,Montville,65+,Yes,3033.0,2741,90.37,2649,87.34,06/16/2021
4365,Morris,15-44,No,676.0,359,53.11,324,47.93,06/16/2021
4366,Morris,45-64,No,871.0,493,56.6,456,52.35,06/16/2021
4367,Morris,65+,No,415.0,423,100.0,398,95.9,06/16/2021
4368,Naugatuck,15-44,No,12722.0,6422,50.48,5552,43.64,06/16/2021
4369,Naugatuck,45-64,No,9236.0,6145,66.53,5556,60.16,06/16/2021
4370,Naugatuck,65+,No,4117.0,3985,96.79,3733,90.67,06/16/2021
4371,New Britain,15-44,Yes,33476.0,13127,39.21,10838,32.38,06/16/2021
4372,New Britain,45-64,Yes,16700.0,11262,67.44,9945,59.55,06/16/2021
4373,New Britain,65+,Yes,8658.0,7609,87.88,7114,82.17,06/16/2021
4374,New Canaan,15-44,No,5714.0,5381,94.17,4608,80.64,06/16/2021
4375,New Canaan,45-64,No,6587.0,5621,85.33,4977,75.56,06/16/2021
4376,New Canaan,65+,No,3081.0,3066,99.51,2820,91.53,06/16/2021
4377,New Fairfield,15-44,No,4673.0,2701,57.8,2363,50.57,06/16/2021
4378,New Fairfield,45-64,No,4814.0,3198,66.43,2894,60.12,06/16/2021
4379,New Fairfield,65+,No,2004.0,2139,100.0,2059,100.0,06/16/2021
4380,New Hartford,15-44,No,2219.0,1277,57.55,1155,52.05,06/16/2021
4381,New Hartford,45-64,No,2411.0,1549,64.25,1424,59.06,06/16/2021
4382,New Hartford,65+,No,1028.0,1244,100.0,1192,100.0,06/16/2021
4383,New Haven,15-44,Yes,67232.0,34473,51.27,29914,44.49,06/16/2021
4384,New Haven,45-64,Yes,26423.0,18921,71.61,17036,64.47,06/16/2021
4385,New Haven,65+,Yes,12676.0,11172,88.14,10533,83.09,06/16/2021
4386,New London,15-44,Yes,14133.0,5861,41.47,4901,34.68,06/16/2021
4387,New London,45-64,Yes,6006.0,4455,74.18,4011,66.78,06/16/2021
4388,New London,65+,Yes,2944.0,2948,100.0,2778,94.36,06/16/2021
4389,New Milford,15-44,No,9733.0,6005,61.7,5245,53.89,06/16/2021
4390,New Milford,45-64,No,9016.0,6682,74.11,6084,67.48,06/16/2021
4391,New Milford,65+,No,3969.0,4373,100.0,4138,100.0,06/16/2021
4392,Newington,15-44,No,11075.0,7102,64.13,6329,57.15,06/16/2021
4393,Newington,45-64,No,8866.0,6995,78.9,6343,71.54,06/16/2021
4394,Newington,65+,No,5999.0,5697,94.97,5443,90.73,06/16/2021
4395,Newtown,15-44,No,9019.0,6462,71.65,5592,62.0,06/16/2021
4396,Newtown,45-64,No,9768.0,7043,72.1,6333,64.83,06/16/2021
4397,Newtown,65+,No,4111.0,4466,100.0,4217,100.0,06/16/2021
4398,Norfolk,15-44,No,456.0,223,48.9,196,42.98,06/16/2021
4399,Norfolk,45-64,No,618.0,376,60.84,350,56.63,06/16/2021
4400,Norfolk,65+,No,345.0,376,100.0,362,100.0,06/16/2021
