,City,status,Number,rpt_date
60,Ardmore,Recovered*,11015,07/06/2022
61,Arkoma,Active,9,07/06/2022
62,Arkoma,Deceased,1 to 4,07/06/2022
63,Arkoma,Recovered*,376,07/06/2022
64,Arnett,Deceased,1 to 4,07/06/2022
65,Arnett,Recovered*,145,07/06/2022
66,Asher,Active,1 to 4,07/06/2022
67,Asher,Deceased,7,07/06/2022
68,Asher,Recovered*,301,07/06/2022
69,Atoka,Active,21,07/06/2022
70,Atoka,Deceased,41,07/06/2022
71,Atoka,Recovered*,3016,07/06/2022
72,Atwood,Deceased,1 to 4,07/06/2022
73,Atwood,Recovered*,71,07/06/2022
74,Avant,Deceased,1 to 4,07/06/2022
75,Avant,Recovered*,68,07/06/2022
76,Barnsdall,Active,1 to 4,07/06/2022
77,Barnsdall,Deceased,11,07/06/2022
78,Barnsdall,Recovered*,562,07/06/2022
79,Bartlesville,Active,132,07/06/2022
80,Bartlesville,Deceased,207,07/06/2022
81,Bartlesville,Recovered*,9866,07/06/2022
82,Bearden,Recovered*,1 to 4,07/06/2022
83,Beaver,Deceased,7,07/06/2022
84,Beaver,Recovered*,468,07/06/2022
85,Beggs,Active,14,07/06/2022
86,Beggs,Deceased,13,07/06/2022
87,Beggs,Recovered*,1191,07/06/2022
88,Bennington,Active,9,07/06/2022
89,Bennington,Deceased,5,07/06/2022
90,Bennington,Recovered*,362,07/06/2022
91,Bernice,Active,1 to 4,07/06/2022
92,Bernice,Deceased,1 to 4,07/06/2022
93,Bernice,Recovered*,117,07/06/2022
94,Bessie,Deceased,1 to 4,07/06/2022
95,Bessie,Recovered*,61,07/06/2022
96,Bethany,Active,65,07/06/2022
97,Bethany,Deceased,67,07/06/2022
98,Bethany,Recovered*,4970,07/06/2022
99,Bethel Acres,Active,1 to 4,07/06/2022
100,Bethel Acres,Recovered*,6,07/06/2022
101,Big Cabin,Active,6,07/06/2022
102,Big Cabin,Deceased,8,07/06/2022
103,Big Cabin,Recovered*,513,07/06/2022
104,Billings,Active,1 to 4,07/06/2022
105,Billings,Deceased,1 to 4,07/06/2022
106,Billings,Recovered*,301,07/06/2022
107,Binger,Active,5,07/06/2022
108,Binger,Deceased,17,07/06/2022
109,Binger,Recovered*,369,07/06/2022
110,Bixby,Active,114,07/06/2022
111,Bixby,Deceased,74,07/06/2022
112,Bixby,Recovered*,9026,07/06/2022
113,Blackburn,Recovered*,14,07/06/2022
114,Blackwell,Active,13,07/06/2022
115,Blackwell,Deceased,43,07/06/2022
116,Blackwell,Recovered*,1567,07/06/2022
117,Blair,Active,5,07/06/2022
118,Blair,Deceased,7,07/06/2022
119,Blair,Recovered*,555,07/06/2022
120,Blanchard,Active,64,07/06/2022
121,Blanchard,Deceased,68,07/06/2022
122,Blanchard,Recovered*,5698,07/06/2022
123,Bluejacket,Active,8,07/06/2022
124,Bluejacket,Deceased,1 to 4,07/06/2022
125,Bluejacket,Recovered*,344,07/06/2022
126,Boise City,Active,11,07/06/2022
127,Boise City,Deceased,5,07/06/2022
128,Boise City,Recovered*,391,07/06/2022
129,Bokchito,Active,5,07/06/2022
130,Bokchito,Deceased,1 to 4,07/06/2022
131,Bokchito,Recovered*,556,07/06/2022
132,Bokoshe,Active,7,07/06/2022
133,Bokoshe,Deceased,5,07/06/2022
134,Bokoshe,Recovered*,496,07/06/2022
135,Boley,Deceased,11,07/06/2022
136,Boley,Recovered*,635,07/06/2022
137,Boswell,Active,12,07/06/2022
138,Boswell,Deceased,6,07/06/2022
139,Boswell,Recovered*,594,07/06/2022
140,Bowlegs,Active,1 to 4,07/06/2022
141,Bowlegs,Deceased,1 to 4,07/06/2022
142,Bowlegs,Recovered*,35,07/06/2022
143,Boynton,Deceased,1 to 4,07/06/2022
144,Boynton,Recovered*,159,07/06/2022
145,Bradley,Deceased,1 to 4,07/06/2022
146,Bradley,Recovered*,79,07/06/2022
147,Braggs,Active,1 to 4,07/06/2022
148,Braggs,Deceased,5,07/06/2022
149,Braggs,Recovered*,256,07/06/2022
150,Braman,Active,1 to 4,07/06/2022
151,Braman,Deceased,1 to 4,07/06/2022
152,Braman,Recovered*,77,07/06/2022
153,Bray,Recovered*,5,07/06/2022
154,Bridge Creek,Recovered*,1 to 4,07/06/2022
155,Bridgeport,Recovered*,1 to 4,07/06/2022
156,Bristow,Active,31,07/06/2022
157,Bristow,Deceased,59,07/06/2022
158,Bristow,Recovered*,2296,07/06/2022
159,Broken Arrow,Active,602,07/06/2022
160,Broken Arrow,Deceased,421,07/06/2022
161,Broken Arrow,Recovered*,39281,07/06/2022
162,Broken Bow,Active,25,07/06/2022
163,Broken Bow,Deceased,64,07/06/2022
164,Broken Bow,Recovered*,2667,07/06/2022
165,Bromide,Deceased,1 to 4,07/06/2022
166,Bromide,Recovered*,52,07/06/2022
167,Buffalo,Active,1 to 4,07/06/2022
168,Buffalo,Deceased,8,07/06/2022
169,Buffalo,Recovered*,265,07/06/2022
170,Burbank,Active,1 to 4,07/06/2022
171,Burbank,Deceased,1 to 4,07/06/2022
172,Burbank,Recovered*,105,07/06/2022
173,Burlington,Deceased,1 to 4,07/06/2022
174,Burlington,Recovered*,60,07/06/2022
175,Burns Flat,Active,1 to 4,07/06/2022
176,Burns Flat,Deceased,7,07/06/2022
177,Burns Flat,Recovered*,346,07/06/2022
178,Butler,Active,1 to 4,07/06/2022
179,Butler,Deceased,1 to 4,07/06/2022
180,Butler,Recovered*,100,07/06/2022
181,Byars,Active,1 to 4,07/06/2022
182,Byars,Deceased,1 to 4,07/06/2022
183,Byars,Recovered*,219,07/06/2022
184,Byng,Recovered*,7,07/06/2022
185,Byron,Recovered*,7,07/06/2022
186,Cache,Active,10,07/06/2022
187,Cache,Deceased,15,07/06/2022
188,Cache,Recovered*,1550,07/06/2022
189,Caddo,Active,6,07/06/2022
190,Caddo,Deceased,6,07/06/2022
191,Caddo,Recovered*,734,07/06/2022
192,Calera,Active,32,07/06/2022
193,Calera,Deceased,19,07/06/2022
194,Calera,Recovered*,1738,07/06/2022
195,Calumet,Active,1 to 4,07/06/2022
196,Calumet,Deceased,5,07/06/2022
197,Calumet,Recovered*,355,07/06/2022
198,Calvin,Active,1 to 4,07/06/2022
199,Calvin,Deceased,1 to 4,07/06/2022
200,Calvin,Recovered*,160,07/06/2022
201,Camargo,Deceased,1 to 4,07/06/2022
202,Camargo,Recovered*,46,07/06/2022
203,Cameron,Active,6,07/06/2022
204,Cameron,Deceased,1 to 4,07/06/2022
205,Cameron,Recovered*,529,07/06/2022
206,Canadian,Active,6,07/06/2022
207,Canadian,Deceased,1 to 4,07/06/2022
208,Canadian,Recovered*,201,07/06/2022
209,Caney,Active,1 to 4,07/06/2022
210,Caney,Deceased,1 to 4,07/06/2022
211,Caney,Recovered*,230,07/06/2022
212,Canton,Active,1 to 4,07/06/2022
213,Canton,Deceased,6,07/06/2022
214,Canton,Recovered*,342,07/06/2022
215,Canute,Active,1 to 4,07/06/2022
216,Canute,Deceased,1 to 4,07/06/2022
217,Canute,Recovered*,299,07/06/2022
218,Carlton Landing,Recovered*,1 to 4,07/06/2022
219,Carmen,Active,1 to 4,07/06/2022
220,Carmen,Deceased,1 to 4,07/06/2022
221,Carmen,Recovered*,91,07/06/2022
222,Carnegie,Active,9,07/06/2022
223,Carnegie,Deceased,35,07/06/2022
224,Carnegie,Recovered*,891,07/06/2022
225,Carney,Active,1 to 4,07/06/2022
226,Carney,Deceased,1 to 4,07/06/2022
227,Carney,Recovered*,203,07/06/2022
228,Carrier,Recovered*,51,07/06/2022
229,Carter,Deceased,1 to 4,07/06/2022
230,Carter,Recovered*,121,07/06/2022
231,Cashion,Active,1 to 4,07/06/2022
232,Cashion,Deceased,1 to 4,07/06/2022
233,Cashion,Recovered*,512,07/06/2022
234,Castle,Active,1 to 4,07/06/2022
235,Castle,Deceased,1 to 4,07/06/2022
236,Castle,Recovered*,136,07/06/2022
237,Catoosa,Active,39,07/06/2022
238,Catoosa,Deceased,29,07/06/2022
239,Catoosa,Recovered*,2058,07/06/2022
240,Cement,Active,14,07/06/2022
241,Cement,Deceased,1 to 4,07/06/2022
242,Cement,Recovered*,439,07/06/2022
243,Centrahoma,Deceased,1 to 4,07/06/2022
244,Centrahoma,Recovered*,82,07/06/2022
245,Central High,Recovered*,1 to 4,07/06/2022
246,Chandler,Active,25,07/06/2022
247,Chandler,Deceased,34,07/06/2022
248,Chandler,Recovered*,1744,07/06/2022
249,Chattanooga,Deceased,1 to 4,07/06/2022
250,Chattanooga,Recovered*,182,07/06/2022
251,Checotah,Active,12,07/06/2022
252,Checotah,Deceased,53,07/06/2022
253,Checotah,Recovered*,1787,07/06/2022
254,Chelsea,Active,23,07/06/2022
255,Chelsea,Deceased,32,07/06/2022
256,Chelsea,Recovered*,1530,07/06/2022
257,Cherokee,Deceased,1 to 4,07/06/2022
258,Cherokee,Recovered*,446,07/06/2022
259,Cheyenne,Active,1 to 4,07/06/2022
260,Cheyenne,Deceased,6,07/06/2022
261,Cheyenne,Recovered*,422,07/06/2022
262,Chickasha,Active,55,07/06/2022
263,Chickasha,Deceased,127,07/06/2022
264,Chickasha,Recovered*,5208,07/06/2022
265,Choctaw,Active,79,07/06/2022
266,Choctaw,Deceased,77,07/06/2022
267,Choctaw,Recovered*,5787,07/06/2022
268,Chouteau,Active,19,07/06/2022
269,Chouteau,Deceased,36,07/06/2022
270,Chouteau,Recovered*,1193,07/06/2022
271,Claremore,Active,218,07/06/2022
272,Claremore,Deceased,239,07/06/2022
273,Claremore,Recovered*,14047,07/06/2022
274,Clayton,Active,1 to 4,07/06/2022
275,Clayton,Deceased,6,07/06/2022
276,Clayton,Recovered*,421,07/06/2022
277,Clearview,Recovered*,5,07/06/2022
278,Cleo Springs,Deceased,1 to 4,07/06/2022
279,Cleo Springs,Recovered*,156,07/06/2022
280,Cleveland,Active,21,07/06/2022
281,Cleveland,Deceased,36,07/06/2022
282,Cleveland,Recovered*,1833,07/06/2022
283,Clinton,Active,14,07/06/2022
284,Clinton,Deceased,96,07/06/2022
285,Clinton,Recovered*,3338,07/06/2022
286,Coalgate,Active,10,07/06/2022
287,Coalgate,Deceased,18,07/06/2022
288,Coalgate,Recovered*,1241,07/06/2022
289,Colbert,Active,12,07/06/2022
290,Colbert,Deceased,12,07/06/2022
291,Colbert,Recovered*,757,07/06/2022
292,Colcord,Active,21,07/06/2022
293,Colcord,Deceased,14,07/06/2022
294,Colcord,Recovered*,1232,07/06/2022
295,Cole,Recovered*,1 to 4,07/06/2022
296,Collinsville,Active,74,07/06/2022
297,Collinsville,Deceased,81,07/06/2022
298,Collinsville,Recovered*,5781,07/06/2022
299,Colony,Deceased,1 to 4,07/06/2022
300,Colony,Recovered*,74,07/06/2022
301,Comanche,Active,9,07/06/2022
302,Comanche,Deceased,26,07/06/2022
303,Comanche,Recovered*,1221,07/06/2022
304,Commerce,Active,12,07/06/2022
305,Commerce,Deceased,14,07/06/2022
306,Commerce,Recovered*,786,07/06/2022
307,Copan,Active,6,07/06/2022
308,Copan,Deceased,9,07/06/2022
309,Copan,Recovered*,387,07/06/2022
310,Corn,Active,1 to 4,07/06/2022
311,Corn,Deceased,9,07/06/2022
312,Corn,Recovered*,144,07/06/2022
313,Council Hill,Active,8,07/06/2022
314,Council Hill,Deceased,6,07/06/2022
315,Council Hill,Recovered*,225,07/06/2022
316,Covington,Active,1 to 4,07/06/2022
317,Covington,Deceased,1 to 4,07/06/2022
318,Covington,Recovered*,130,07/06/2022
319,Coweta,Active,62,07/06/2022
320,Coweta,Deceased,68,07/06/2022
321,Coweta,Recovered*,4761,07/06/2022
322,Cowlington,Recovered*,6,07/06/2022
323,Coyle,Active,1 to 4,07/06/2022
324,Coyle,Deceased,1 to 4,07/06/2022
325,Coyle,Recovered*,217,07/06/2022
326,Crescent,Active,8,07/06/2022
327,Crescent,Deceased,11,07/06/2022
328,Crescent,Recovered*,657,07/06/2022
329,Cromwell,Active,1 to 4,07/06/2022
330,Cromwell,Deceased,1 to 4,07/06/2022
331,Cromwell,Recovered*,55,07/06/2022
332,Crowder,Active,1 to 4,07/06/2022
333,Crowder,Recovered*,141,07/06/2022
334,Cushing,Active,29,07/06/2022
335,Cushing,Deceased,45,07/06/2022
336,Cushing,Recovered*,2972,07/06/2022
337,Custer City,Active,1 to 4,07/06/2022
338,Custer City,Deceased,7,07/06/2022
339,Custer City,Recovered*,156,07/06/2022
340,Cyril,Active,5,07/06/2022
341,Cyril,Deceased,5,07/06/2022
342,Cyril,Recovered*,417,07/06/2022
343,Dacoma,Active,1 to 4,07/06/2022
344,Dacoma,Recovered*,49,07/06/2022
345,Davenport,Active,1 to 4,07/06/2022
346,Davenport,Deceased,1 to 4,07/06/2022
347,Davenport,Recovered*,246,07/06/2022
348,Davidson,Deceased,1 to 4,07/06/2022
349,Davidson,Recovered*,58,07/06/2022
350,Davis,Active,20,07/06/2022
351,Davis,Deceased,22,07/06/2022
352,Davis,Recovered*,1483,07/06/2022
353,Deer Creek,Active,1 to 4,07/06/2022
354,Deer Creek,Deceased,1 to 4,07/06/2022
355,Deer Creek,Recovered*,75,07/06/2022
356,Del City,Active,56,07/06/2022
357,Del City,Deceased,47,07/06/2022
358,Del City,Recovered*,2616,07/06/2022
359,Delaware,Active,5,07/06/2022
360,Delaware,Deceased,5,07/06/2022
361,Delaware,Recovered*,285,07/06/2022
362,Delaware County,Recovered*,1 to 4,07/06/2022
363,Depew,Active,9,07/06/2022
364,Depew,Deceased,8,07/06/2022
365,Depew,Recovered*,382,07/06/2022
366,Devol,Deceased,1 to 4,07/06/2022
367,Devol,Recovered*,74,07/06/2022
368,Dewar,Active,1 to 4,07/06/2022
369,Dewar,Deceased,1 to 4,07/06/2022
370,Dewar,Recovered*,186,07/06/2022
371,Dewey,Active,16,07/06/2022
372,Dewey,Deceased,27,07/06/2022
373,Dewey,Recovered*,1269,07/06/2022
374,Dibble,Recovered*,55,07/06/2022
375,Dickson,Recovered*,6,07/06/2022
376,Dill City,Active,1 to 4,07/06/2022
377,Dill City,Deceased,7,07/06/2022
378,Dill City,Recovered*,137,07/06/2022
379,Disney,Active,1 to 4,07/06/2022
380,Disney,Deceased,1 to 4,07/06/2022
381,Disney,Recovered*,110,07/06/2022
382,Dougherty,Deceased,1 to 4,07/06/2022
383,Dougherty,Recovered*,47,07/06/2022
384,Douglas,Deceased,1 to 4,07/06/2022
385,Douglas,Recovered*,45,07/06/2022
386,Dover,Deceased,1 to 4,07/06/2022
387,Dover,Recovered*,201,07/06/2022
388,Drummond,Active,1 to 4,07/06/2022
389,Drummond,Deceased,1 to 4,07/06/2022
390,Drummond,Recovered*,158,07/06/2022
391,Drumright,Active,23,07/06/2022
392,Drumright,Deceased,18,07/06/2022
393,Drumright,Recovered*,829,07/06/2022
394,Duncan,Active,83,07/06/2022
395,Duncan,Deceased,131,07/06/2022
396,Duncan,Recovered*,7382,07/06/2022
397,Durant,Active,103,07/06/2022
398,Durant,Deceased,81,07/06/2022
399,Durant,Recovered*,8029,07/06/2022
400,Dustin,Active,7,07/06/2022
401,Dustin,Deceased,8,07/06/2022
402,Dustin,Recovered*,145,07/06/2022
403,Eakly,Deceased,1 to 4,07/06/2022
404,Eakly,Recovered*,82,07/06/2022
405,Earlsboro,Active,7,07/06/2022
406,Earlsboro,Deceased,9,07/06/2022
407,Earlsboro,Recovered*,600,07/06/2022
408,East Duke,Recovered*,1 to 4,07/06/2022
409,Edmond,Active,851,07/06/2022
410,Edmond,Deceased,364,07/06/2022
411,Edmond,Recovered*,46306,07/06/2022
412,El Reno,Active,36,07/06/2022
413,El Reno,Deceased,76,07/06/2022
414,El Reno,Recovered*,5307,07/06/2022
415,Eldorado,Deceased,1 to 4,07/06/2022
416,Eldorado,Recovered*,89,07/06/2022
417,Elgin,Active,12,07/06/2022
418,Elgin,Deceased,18,07/06/2022
419,Elgin,Recovered*,1908,07/06/2022
420,Elk City,Active,26,07/06/2022
421,Elk City,Deceased,68,07/06/2022
422,Elk City,Recovered*,3896,07/06/2022
423,Elmer,Recovered*,39,07/06/2022
424,Elmore City,Active,7,07/06/2022
425,Elmore City,Deceased,10,07/06/2022
426,Elmore City,Recovered*,636,07/06/2022
427,Enid,Active,88,07/06/2022
428,Enid,Deceased,269,07/06/2022
429,Enid,Recovered*,13391,07/06/2022
430,Erick,Active,1 to 4,07/06/2022
431,Erick,Deceased,1 to 4,07/06/2022
432,Erick,Recovered*,299,07/06/2022
433,Etowah,Recovered*,1 to 4,07/06/2022
434,Eufaula,Active,36,07/06/2022
435,Eufaula,Deceased,70,07/06/2022
436,Eufaula,Recovered*,2135,07/06/2022
437,Fair Oaks,Recovered*,1 to 4,07/06/2022
438,Fairfax,Active,9,07/06/2022
439,Fairfax,Deceased,15,07/06/2022
440,Fairfax,Recovered*,482,07/06/2022
441,Fairland,Active,10,07/06/2022
442,Fairland,Deceased,11,07/06/2022
443,Fairland,Recovered*,823,07/06/2022
444,Fairmont,Deceased,1 to 4,07/06/2022
445,Fairmont,Recovered*,90,07/06/2022
446,Fairview,Active,26,07/06/2022
447,Fairview,Deceased,27,07/06/2022
448,Fairview,Recovered*,1033,07/06/2022
449,Fanshawe,Active,1 to 4,07/06/2022
450,Fanshawe,Recovered*,22,07/06/2022
451,Fargo,Active,1 to 4,07/06/2022
452,Fargo,Deceased,1 to 4,07/06/2022
453,Fargo,Recovered*,133,07/06/2022
454,Faxon,Recovered*,112,07/06/2022
455,Fitzhugh,Active,1 to 4,07/06/2022
456,Fitzhugh,Recovered*,62,07/06/2022
457,Fletcher,Active,7,07/06/2022
458,Fletcher,Deceased,8,07/06/2022
459,Fletcher,Recovered*,796,07/06/2022
460,Foraker,Recovered*,1 to 4,07/06/2022
461,Forest Park,Active,1 to 4,07/06/2022
462,Forest Park,Recovered*,32,07/06/2022
463,Forgan,Active,1 to 4,07/06/2022
464,Forgan,Deceased,1 to 4,07/06/2022
465,Forgan,Recovered*,137,07/06/2022
466,Fort Cobb,Active,7,07/06/2022
467,Fort Cobb,Deceased,8,07/06/2022
468,Fort Cobb,Recovered*,480,07/06/2022
469,Fort Coffee,Recovered*,1 to 4,07/06/2022
470,Fort Gibson,Active,34,07/06/2022
471,Fort Gibson,Deceased,35,07/06/2022
472,Fort Gibson,Recovered*,2566,07/06/2022
473,Fort Supply,Active,1 to 4,07/06/2022
474,Fort Supply,Deceased,1 to 4,07/06/2022
475,Fort Supply,Recovered*,960,07/06/2022
476,Fort Towson,Active,1 to 4,07/06/2022
477,Fort Towson,Deceased,8,07/06/2022
478,Fort Towson,Recovered*,357,07/06/2022
479,Foss,Active,1 to 4,07/06/2022
480,Foss,Deceased,1 to 4,07/06/2022
481,Foss,Recovered*,264,07/06/2022
482,Foster,Active,1 to 4,07/06/2022
483,Foster,Recovered*,133,07/06/2022
484,Foyil,Active,1 to 4,07/06/2022
485,Foyil,Deceased,1 to 4,07/06/2022
486,Foyil,Recovered*,54,07/06/2022
487,Francis,Deceased,1 to 4,07/06/2022
488,Francis,Recovered*,100,07/06/2022
489,Frederick,Active,11,07/06/2022
490,Frederick,Deceased,24,07/06/2022
491,Frederick,Recovered*,880,07/06/2022
492,Freedom,Deceased,1 to 4,07/06/2022
493,Freedom,Recovered*,87,07/06/2022
494,Gage,Active,1 to 4,07/06/2022
495,Gage,Deceased,1 to 4,07/06/2022
496,Gage,Recovered*,123,07/06/2022
497,Gans,Active,1 to 4,07/06/2022
498,Gans,Deceased,1 to 4,07/06/2022
499,Gans,Recovered*,264,07/06/2022
500,Garber,Active,1 to 4,07/06/2022
501,Garber,Deceased,1 to 4,07/06/2022
502,Garber,Recovered*,268,07/06/2022
503,Garvin,Active,1 to 4,07/06/2022
504,Garvin,Deceased,1 to 4,07/06/2022
505,Garvin,Recovered*,252,07/06/2022
506,Gate,Recovered*,37,07/06/2022
507,Geary,Active,1 to 4,07/06/2022
508,Geary,Deceased,10,07/06/2022
509,Geary,Recovered*,412,07/06/2022
510,Gene Autry,Recovered*,23,07/06/2022
511,Geronimo,Active,1 to 4,07/06/2022
512,Geronimo,Deceased,6,07/06/2022
513,Geronimo,Recovered*,466,07/06/2022
514,Glencoe,Active,11,07/06/2022
515,Glencoe,Deceased,6,07/06/2022
516,Glencoe,Recovered*,443,07/06/2022
517,Glenpool,Active,41,07/06/2022
518,Glenpool,Deceased,53,07/06/2022
519,Glenpool,Recovered*,4017,07/06/2022
520,Goldsby,Active,1 to 4,07/06/2022
521,Goldsby,Deceased,1 to 4,07/06/2022
522,Goldsby,Recovered*,218,07/06/2022
523,Goltry,Deceased,1 to 4,07/06/2022
524,Goltry,Recovered*,81,07/06/2022
525,Goodwell,Deceased,1 to 4,07/06/2022
526,Goodwell,Recovered*,282,07/06/2022
527,Gore,Active,22,07/06/2022
528,Gore,Deceased,13,07/06/2022
529,Gore,Recovered*,825,07/06/2022
530,Gotebo,Active,1 to 4,07/06/2022
531,Gotebo,Deceased,1 to 4,07/06/2022
532,Gotebo,Recovered*,62,07/06/2022
533,Gould,Deceased,1 to 4,07/06/2022
534,Gould,Recovered*,43,07/06/2022
535,Gracemont,Active,6,07/06/2022
536,Gracemont,Deceased,7,07/06/2022
537,Gracemont,Recovered*,289,07/06/2022
538,Grand Lake Towne,Recovered*,1 to 4,07/06/2022
539,Grandfield,Deceased,1 to 4,07/06/2022
540,Grandfield,Recovered*,225,07/06/2022
541,Granite,Active,1 to 4,07/06/2022
542,Granite,Deceased,9,07/06/2022
543,Granite,Recovered*,302,07/06/2022
544,Grayson,Recovered*,1 to 4,07/06/2022
545,Greenfield,Deceased,1 to 4,07/06/2022
546,Greenfield,Recovered*,34,07/06/2022
547,Grove,Active,49,07/06/2022
548,Grove,Deceased,101,07/06/2022
549,Grove,Recovered*,3839,07/06/2022
550,Guthrie,Active,108,07/06/2022
551,Guthrie,Deceased,108,07/06/2022
552,Guthrie,Recovered*,6013,07/06/2022
553,Guymon,Active,48,07/06/2022
554,Guymon,Deceased,53,07/06/2022
555,Guymon,Recovered*,4411,07/06/2022
556,Haileyville,Active,1 to 4,07/06/2022
557,Haileyville,Deceased,1 to 4,07/06/2022
558,Haileyville,Recovered*,166,07/06/2022
559,Hallett,Deceased,1 to 4,07/06/2022
560,Hallett,Recovered*,35,07/06/2022
561,Hammon,Active,1 to 4,07/06/2022
562,Hammon,Deceased,1 to 4,07/06/2022
563,Hammon,Recovered*,262,07/06/2022
564,Hanna,Active,1 to 4,07/06/2022
565,Hanna,Recovered*,76,07/06/2022
566,Hardesty,Recovered*,89,07/06/2022
567,Harrah,Active,53,07/06/2022
568,Harrah,Deceased,40,07/06/2022
569,Harrah,Recovered*,3241,07/06/2022
570,Hartshorne,Active,13,07/06/2022
571,Hartshorne,Deceased,25,07/06/2022
572,Hartshorne,Recovered*,782,07/06/2022
573,Haskell,Active,38,07/06/2022
574,Haskell,Deceased,20,07/06/2022
575,Haskell,Recovered*,1424,07/06/2022
576,Hastings,Deceased,1 to 4,07/06/2022
577,Hastings,Recovered*,103,07/06/2022
578,Haworth,Active,1 to 4,07/06/2022
579,Haworth,Deceased,7,07/06/2022
580,Haworth,Recovered*,470,07/06/2022
581,Headrick,Deceased,1 to 4,07/06/2022
582,Headrick,Recovered*,75,07/06/2022
583,Healdton,Active,1 to 4,07/06/2022
584,Healdton,Deceased,26,07/06/2022
585,Healdton,Recovered*,728,07/06/2022
586,Heavener,Active,8,07/06/2022
587,Heavener,Deceased,14,07/06/2022
588,Heavener,Recovered*,1358,07/06/2022
589,Helena,Deceased,1 to 4,07/06/2022
590,Helena,Recovered*,806,07/06/2022
591,Hendrix,Recovered*,236,07/06/2022
592,Hennessey,Active,11,07/06/2022
593,Hennessey,Deceased,22,07/06/2022
594,Hennessey,Recovered*,1247,07/06/2022
595,Henryetta,Active,31,07/06/2022
596,Henryetta,Deceased,61,07/06/2022
597,Henryetta,Recovered*,2142,07/06/2022
598,Hillsdale,Recovered*,37,07/06/2022
599,Hinton,Active,7,07/06/2022
600,Hinton,Deceased,7,07/06/2022
601,Hinton,Recovered*,897,07/06/2022
602,Hitchcock,Recovered*,58,07/06/2022
603,Hitchita,Deceased,1 to 4,07/06/2022
604,Hitchita,Recovered*,30,07/06/2022
605,Hobart,Active,1 to 4,07/06/2022
606,Hobart,Deceased,24,07/06/2022
607,Hobart,Recovered*,897,07/06/2022
608,Hoffman,Recovered*,1 to 4,07/06/2022
609,Holdenville,Active,18,07/06/2022
610,Holdenville,Deceased,35,07/06/2022
611,Holdenville,Recovered*,1359,07/06/2022
612,Hollis,Active,5,07/06/2022
613,Hollis,Deceased,10,07/06/2022
614,Hollis,Recovered*,469,07/06/2022
615,Hollister,Deceased,1 to 4,07/06/2022
616,Hollister,Recovered*,1 to 4,07/06/2022
617,Hominy,Active,14,07/06/2022
618,Hominy,Deceased,15,07/06/2022
619,Hominy,Recovered*,1352,07/06/2022
620,Hooker,Active,1 to 4,07/06/2022
621,Hooker,Recovered*,571,07/06/2022
622,Horntown,Recovered*,1 to 4,07/06/2022
623,Howe,Active,7,07/06/2022
624,Howe,Deceased,1 to 4,07/06/2022
625,Howe,Recovered*,673,07/06/2022
626,Hugo,Active,36,07/06/2022
627,Hugo,Deceased,39,07/06/2022
