,City,status,Number,rpt_date
136,Boley,Recovered*,630,02/22/2022
137,Boswell,Active,1 to 4,02/22/2022
138,Boswell,Deceased,6,02/22/2022
139,Boswell,Recovered*,575,02/22/2022
140,Bowlegs,Deceased,1 to 4,02/22/2022
141,Bowlegs,Recovered*,35,02/22/2022
142,Boynton,Deceased,1 to 4,02/22/2022
143,Boynton,Recovered*,156,02/22/2022
144,Bradley,Deceased,1 to 4,02/22/2022
145,Bradley,Recovered*,72,02/22/2022
146,Braggs,Active,1 to 4,02/22/2022
147,Braggs,Deceased,5,02/22/2022
148,Braggs,Recovered*,241,02/22/2022
149,Braman,Deceased,1 to 4,02/22/2022
150,Braman,Recovered*,74,02/22/2022
151,Bray,Recovered*,1 to 4,02/22/2022
152,Bridge Creek,Recovered*,1 to 4,02/22/2022
153,Bridgeport,Recovered*,1 to 4,02/22/2022
154,Bristow,Active,23,02/22/2022
155,Bristow,Deceased,54,02/22/2022
156,Bristow,Recovered*,2225,02/22/2022
157,Broken Arrow,Active,364,02/22/2022
158,Broken Arrow,Deceased,393,02/22/2022
159,Broken Arrow,Recovered*,36739,02/22/2022
160,Broken Bow,Active,9,02/22/2022
161,Broken Bow,Deceased,59,02/22/2022
162,Broken Bow,Recovered*,2615,02/22/2022
163,Bromide,Active,1 to 4,02/22/2022
164,Bromide,Deceased,1 to 4,02/22/2022
165,Bromide,Recovered*,51,02/22/2022
166,Buffalo,Deceased,7,02/22/2022
167,Buffalo,Recovered*,258,02/22/2022
168,Burbank,Deceased,1 to 4,02/22/2022
169,Burbank,Recovered*,101,02/22/2022
170,Burlington,Active,1 to 4,02/22/2022
171,Burlington,Deceased,1 to 4,02/22/2022
172,Burlington,Recovered*,56,02/22/2022
173,Burns Flat,Active,1 to 4,02/22/2022
174,Burns Flat,Deceased,5,02/22/2022
175,Burns Flat,Recovered*,336,02/22/2022
176,Butler,Active,1 to 4,02/22/2022
177,Butler,Recovered*,88,02/22/2022
178,Byars,Active,1 to 4,02/22/2022
179,Byars,Deceased,1 to 4,02/22/2022
180,Byars,Recovered*,208,02/22/2022
181,Byng,Recovered*,7,02/22/2022
182,Byron,Recovered*,7,02/22/2022
183,Cache,Active,12,02/22/2022
184,Cache,Deceased,15,02/22/2022
185,Cache,Recovered*,1457,02/22/2022
186,Caddo,Active,5,02/22/2022
187,Caddo,Deceased,6,02/22/2022
188,Caddo,Recovered*,709,02/22/2022
189,Calera,Active,9,02/22/2022
190,Calera,Deceased,18,02/22/2022
191,Calera,Recovered*,1661,02/22/2022
192,Calumet,Active,1 to 4,02/22/2022
193,Calumet,Deceased,1 to 4,02/22/2022
194,Calumet,Recovered*,346,02/22/2022
195,Calvin,Active,1 to 4,02/22/2022
196,Calvin,Deceased,1 to 4,02/22/2022
197,Calvin,Recovered*,151,02/22/2022
198,Camargo,Recovered*,45,02/22/2022
199,Cameron,Active,1 to 4,02/22/2022
200,Cameron,Deceased,1 to 4,02/22/2022
201,Cameron,Recovered*,509,02/22/2022
202,Canadian,Deceased,1 to 4,02/22/2022
203,Canadian,Recovered*,192,02/22/2022
204,Caney,Active,1 to 4,02/22/2022
205,Caney,Deceased,1 to 4,02/22/2022
206,Caney,Recovered*,219,02/22/2022
207,Canton,Active,1 to 4,02/22/2022
208,Canton,Deceased,1 to 4,02/22/2022
209,Canton,Recovered*,326,02/22/2022
210,Canute,Active,1 to 4,02/22/2022
211,Canute,Deceased,1 to 4,02/22/2022
212,Canute,Recovered*,280,02/22/2022
213,Carlton Landing,Recovered*,1 to 4,02/22/2022
214,Carmen,Active,1 to 4,02/22/2022
215,Carmen,Deceased,1 to 4,02/22/2022
216,Carmen,Recovered*,90,02/22/2022
217,Carnegie,Active,11,02/22/2022
218,Carnegie,Deceased,33,02/22/2022
219,Carnegie,Recovered*,862,02/22/2022
220,Carney,Active,1 to 4,02/22/2022
221,Carney,Deceased,1 to 4,02/22/2022
222,Carney,Recovered*,191,02/22/2022
223,Carrier,Recovered*,48,02/22/2022
224,Carter,Deceased,1 to 4,02/22/2022
225,Carter,Recovered*,116,02/22/2022
226,Cashion,Active,1 to 4,02/22/2022
227,Cashion,Deceased,1 to 4,02/22/2022
228,Cashion,Recovered*,487,02/22/2022
229,Castle,Active,1 to 4,02/22/2022
230,Castle,Deceased,1 to 4,02/22/2022
231,Castle,Recovered*,137,02/22/2022
232,Catoosa,Active,17,02/22/2022
233,Catoosa,Deceased,29,02/22/2022
234,Catoosa,Recovered*,1939,02/22/2022
235,Cement,Active,1 to 4,02/22/2022
236,Cement,Deceased,1 to 4,02/22/2022
237,Cement,Recovered*,423,02/22/2022
238,Centrahoma,Active,1 to 4,02/22/2022
239,Centrahoma,Deceased,1 to 4,02/22/2022
240,Centrahoma,Recovered*,78,02/22/2022
241,Central High,Recovered*,1 to 4,02/22/2022
242,Chandler,Active,16,02/22/2022
243,Chandler,Deceased,29,02/22/2022
244,Chandler,Recovered*,1632,02/22/2022
245,Chattanooga,Deceased,1 to 4,02/22/2022
246,Chattanooga,Recovered*,180,02/22/2022
247,Checotah,Active,14,02/22/2022
248,Checotah,Deceased,48,02/22/2022
249,Checotah,Recovered*,1724,02/22/2022
250,Chelsea,Active,7,02/22/2022
251,Chelsea,Deceased,27,02/22/2022
252,Chelsea,Recovered*,1463,02/22/2022
253,Cherokee,Active,1 to 4,02/22/2022
254,Cherokee,Deceased,1 to 4,02/22/2022
255,Cherokee,Recovered*,437,02/22/2022
256,Cheyenne,Active,1 to 4,02/22/2022
257,Cheyenne,Deceased,6,02/22/2022
258,Cheyenne,Recovered*,403,02/22/2022
259,Chickasha,Active,48,02/22/2022
260,Chickasha,Deceased,123,02/22/2022
261,Chickasha,Recovered*,5011,02/22/2022
262,Choctaw,Active,43,02/22/2022
263,Choctaw,Deceased,69,02/22/2022
264,Choctaw,Recovered*,5458,02/22/2022
265,Chouteau,Active,10,02/22/2022
266,Chouteau,Deceased,33,02/22/2022
267,Chouteau,Recovered*,1152,02/22/2022
268,Claremore,Active,129,02/22/2022
269,Claremore,Deceased,216,02/22/2022
270,Claremore,Recovered*,13443,02/22/2022
271,Clayton,Active,8,02/22/2022
272,Clayton,Deceased,6,02/22/2022
273,Clayton,Recovered*,404,02/22/2022
274,Clearview,Recovered*,5,02/22/2022
275,Cleo Springs,Deceased,1 to 4,02/22/2022
276,Cleo Springs,Recovered*,154,02/22/2022
277,Cleveland,Active,28,02/22/2022
278,Cleveland,Deceased,33,02/22/2022
279,Cleveland,Recovered*,1767,02/22/2022
280,Clinton,Active,34,02/22/2022
281,Clinton,Deceased,86,02/22/2022
282,Clinton,Recovered*,3075,02/22/2022
283,Coalgate,Active,15,02/22/2022
284,Coalgate,Deceased,17,02/22/2022
285,Coalgate,Recovered*,1189,02/22/2022
286,Colbert,Active,1 to 4,02/22/2022
287,Colbert,Deceased,12,02/22/2022
288,Colbert,Recovered*,737,02/22/2022
289,Colcord,Active,17,02/22/2022
290,Colcord,Deceased,12,02/22/2022
291,Colcord,Recovered*,1157,02/22/2022
292,Cole,Recovered*,1 to 4,02/22/2022
293,Collinsville,Active,51,02/22/2022
294,Collinsville,Deceased,70,02/22/2022
295,Collinsville,Recovered*,5543,02/22/2022
296,Colony,Deceased,1 to 4,02/22/2022
297,Colony,Recovered*,72,02/22/2022
298,Comanche,Active,12,02/22/2022
299,Comanche,Deceased,26,02/22/2022
300,Comanche,Recovered*,1126,02/22/2022
301,Commerce,Active,6,02/22/2022
302,Commerce,Deceased,13,02/22/2022
303,Commerce,Recovered*,752,02/22/2022
304,Copan,Active,1 to 4,02/22/2022
305,Copan,Deceased,8,02/22/2022
306,Copan,Recovered*,379,02/22/2022
307,Corn,Active,1 to 4,02/22/2022
308,Corn,Deceased,6,02/22/2022
309,Corn,Recovered*,139,02/22/2022
310,Council Hill,Deceased,6,02/22/2022
311,Council Hill,Recovered*,216,02/22/2022
312,Covington,Deceased,1 to 4,02/22/2022
313,Covington,Recovered*,126,02/22/2022
314,Coweta,Active,45,02/22/2022
315,Coweta,Deceased,61,02/22/2022
316,Coweta,Recovered*,4533,02/22/2022
317,Cowlington,Active,1 to 4,02/22/2022
318,Cowlington,Recovered*,1 to 4,02/22/2022
319,Coyle,Active,1 to 4,02/22/2022
320,Coyle,Recovered*,213,02/22/2022
321,Crescent,Active,1 to 4,02/22/2022
322,Crescent,Deceased,10,02/22/2022
323,Crescent,Recovered*,635,02/22/2022
324,Cromwell,Deceased,1 to 4,02/22/2022
325,Cromwell,Recovered*,56,02/22/2022
326,Crowder,Active,1 to 4,02/22/2022
327,Crowder,Recovered*,137,02/22/2022
328,Cushing,Active,40,02/22/2022
329,Cushing,Deceased,37,02/22/2022
330,Cushing,Recovered*,2824,02/22/2022
331,Custer City,Deceased,6,02/22/2022
332,Custer City,Recovered*,146,02/22/2022
333,Cyril,Active,5,02/22/2022
334,Cyril,Deceased,5,02/22/2022
335,Cyril,Recovered*,390,02/22/2022
336,Dacoma,Active,1 to 4,02/22/2022
337,Dacoma,Recovered*,47,02/22/2022
338,Davenport,Active,1 to 4,02/22/2022
339,Davenport,Deceased,1 to 4,02/22/2022
340,Davenport,Recovered*,233,02/22/2022
341,Davidson,Recovered*,55,02/22/2022
342,Davis,Active,15,02/22/2022
343,Davis,Deceased,20,02/22/2022
344,Davis,Recovered*,1448,02/22/2022
345,Deer Creek,Deceased,1 to 4,02/22/2022
346,Deer Creek,Recovered*,74,02/22/2022
347,Del City,Active,40,02/22/2022
348,Del City,Deceased,36,02/22/2022
349,Del City,Recovered*,2323,02/22/2022
350,Delaware,Active,6,02/22/2022
351,Delaware,Deceased,5,02/22/2022
352,Delaware,Recovered*,266,02/22/2022
353,Delaware County,Recovered*,1 to 4,02/22/2022
354,Depew,Active,1 to 4,02/22/2022
355,Depew,Deceased,6,02/22/2022
356,Depew,Recovered*,368,02/22/2022
357,Devol,Active,1 to 4,02/22/2022
358,Devol,Recovered*,66,02/22/2022
359,Dewar,Active,1 to 4,02/22/2022
360,Dewar,Deceased,1 to 4,02/22/2022
361,Dewar,Recovered*,183,02/22/2022
362,Dewey,Active,20,02/22/2022
363,Dewey,Deceased,26,02/22/2022
364,Dewey,Recovered*,1215,02/22/2022
365,Dibble,Recovered*,58,02/22/2022
366,Dickson,Recovered*,1 to 4,02/22/2022
367,Dill City,Active,1 to 4,02/22/2022
368,Dill City,Deceased,5,02/22/2022
369,Dill City,Recovered*,136,02/22/2022
370,Disney,Deceased,1 to 4,02/22/2022
371,Disney,Recovered*,102,02/22/2022
372,Dougherty,Recovered*,48,02/22/2022
373,Douglas,Active,1 to 4,02/22/2022
374,Douglas,Deceased,1 to 4,02/22/2022
375,Douglas,Recovered*,43,02/22/2022
376,Dover,Deceased,1 to 4,02/22/2022
377,Dover,Recovered*,190,02/22/2022
378,Drummond,Deceased,1 to 4,02/22/2022
379,Drummond,Recovered*,153,02/22/2022
380,Drumright,Active,9,02/22/2022
381,Drumright,Deceased,16,02/22/2022
382,Drumright,Recovered*,786,02/22/2022
383,Duncan,Active,68,02/22/2022
384,Duncan,Deceased,114,02/22/2022
385,Duncan,Recovered*,6719,02/22/2022
386,Durant,Active,56,02/22/2022
387,Durant,Deceased,71,02/22/2022
388,Durant,Recovered*,7666,02/22/2022
389,Dustin,Active,1 to 4,02/22/2022
390,Dustin,Deceased,6,02/22/2022
391,Dustin,Recovered*,140,02/22/2022
392,Eakly,Active,1 to 4,02/22/2022
393,Eakly,Deceased,1 to 4,02/22/2022
394,Eakly,Recovered*,80,02/22/2022
395,Earlsboro,Active,1 to 4,02/22/2022
396,Earlsboro,Deceased,8,02/22/2022
397,Earlsboro,Recovered*,576,02/22/2022
398,East Duke,Recovered*,1 to 4,02/22/2022
399,Edmond,Active,352,02/22/2022
400,Edmond,Deceased,324,02/22/2022
401,Edmond,Recovered*,41860,02/22/2022
402,El Reno,Active,35,02/22/2022
403,El Reno,Deceased,68,02/22/2022
404,El Reno,Recovered*,5115,02/22/2022
405,Eldorado,Active,1 to 4,02/22/2022
406,Eldorado,Deceased,1 to 4,02/22/2022
407,Eldorado,Recovered*,86,02/22/2022
408,Elgin,Active,10,02/22/2022
409,Elgin,Deceased,17,02/22/2022
410,Elgin,Recovered*,1800,02/22/2022
411,Elk City,Active,29,02/22/2022
412,Elk City,Deceased,62,02/22/2022
413,Elk City,Recovered*,3674,02/22/2022
414,Elmer,Recovered*,41,02/22/2022
415,Elmore City,Active,7,02/22/2022
416,Elmore City,Deceased,9,02/22/2022
417,Elmore City,Recovered*,613,02/22/2022
418,Enid,Active,142,02/22/2022
419,Enid,Deceased,236,02/22/2022
420,Enid,Recovered*,12868,02/22/2022
421,Erick,Active,1 to 4,02/22/2022
422,Erick,Deceased,1 to 4,02/22/2022
423,Erick,Recovered*,292,02/22/2022
424,Etowah,Recovered*,1 to 4,02/22/2022
425,Eufaula,Active,34,02/22/2022
426,Eufaula,Deceased,65,02/22/2022
427,Eufaula,Recovered*,2043,02/22/2022
428,Fair Oaks,Recovered*,1 to 4,02/22/2022
429,Fairfax,Active,6,02/22/2022
430,Fairfax,Deceased,14,02/22/2022
431,Fairfax,Recovered*,445,02/22/2022
432,Fairland,Active,14,02/22/2022
433,Fairland,Deceased,9,02/22/2022
434,Fairland,Recovered*,762,02/22/2022
435,Fairmont,Deceased,1 to 4,02/22/2022
436,Fairmont,Recovered*,86,02/22/2022
437,Fairview,Active,5,02/22/2022
438,Fairview,Deceased,24,02/22/2022
439,Fairview,Recovered*,998,02/22/2022
440,Fanshawe,Active,1 to 4,02/22/2022
441,Fanshawe,Recovered*,23,02/22/2022
442,Fargo,Active,1 to 4,02/22/2022
443,Fargo,Deceased,1 to 4,02/22/2022
444,Fargo,Recovered*,128,02/22/2022
445,Faxon,Active,1 to 4,02/22/2022
446,Faxon,Recovered*,100,02/22/2022
447,Fitzhugh,Recovered*,61,02/22/2022
448,Fletcher,Active,5,02/22/2022
449,Fletcher,Deceased,7,02/22/2022
450,Fletcher,Recovered*,750,02/22/2022
451,Foraker,Recovered*,1 to 4,02/22/2022
452,Forest Park,Active,1 to 4,02/22/2022
453,Forest Park,Recovered*,23,02/22/2022
454,Forgan,Active,1 to 4,02/22/2022
455,Forgan,Deceased,1 to 4,02/22/2022
456,Forgan,Recovered*,129,02/22/2022
457,Fort Cobb,Active,1 to 4,02/22/2022
458,Fort Cobb,Deceased,7,02/22/2022
459,Fort Cobb,Recovered*,470,02/22/2022
460,Fort Coffee,Recovered*,1 to 4,02/22/2022
461,Fort Gibson,Active,17,02/22/2022
462,Fort Gibson,Deceased,29,02/22/2022
463,Fort Gibson,Recovered*,2473,02/22/2022
464,Fort Supply,Active,1 to 4,02/22/2022
465,Fort Supply,Deceased,1 to 4,02/22/2022
466,Fort Supply,Recovered*,958,02/22/2022
467,Fort Towson,Active,1 to 4,02/22/2022
468,Fort Towson,Deceased,6,02/22/2022
469,Fort Towson,Recovered*,348,02/22/2022
470,Foss,Active,5,02/22/2022
471,Foss,Deceased,1 to 4,02/22/2022
472,Foss,Recovered*,241,02/22/2022
473,Foster,Active,1 to 4,02/22/2022
474,Foster,Recovered*,122,02/22/2022
475,Foyil,Active,1 to 4,02/22/2022
476,Foyil,Deceased,1 to 4,02/22/2022
477,Foyil,Recovered*,49,02/22/2022
478,Francis,Active,1 to 4,02/22/2022
479,Francis,Deceased,1 to 4,02/22/2022
480,Francis,Recovered*,97,02/22/2022
481,Frederick,Active,1 to 4,02/22/2022
482,Frederick,Deceased,20,02/22/2022
483,Frederick,Recovered*,863,02/22/2022
484,Freedom,Active,1 to 4,02/22/2022
485,Freedom,Deceased,1 to 4,02/22/2022
486,Freedom,Recovered*,88,02/22/2022
487,Gage,Active,1 to 4,02/22/2022
488,Gage,Deceased,1 to 4,02/22/2022
489,Gage,Recovered*,116,02/22/2022
490,Gans,Active,1 to 4,02/22/2022
491,Gans,Deceased,1 to 4,02/22/2022
492,Gans,Recovered*,256,02/22/2022
493,Garber,Active,9,02/22/2022
494,Garber,Deceased,1 to 4,02/22/2022
495,Garber,Recovered*,252,02/22/2022
496,Garvin,Active,1 to 4,02/22/2022
497,Garvin,Deceased,1 to 4,02/22/2022
498,Garvin,Recovered*,246,02/22/2022
499,Gate,Recovered*,37,02/22/2022
500,Geary,Active,7,02/22/2022
501,Geary,Deceased,9,02/22/2022
502,Geary,Recovered*,392,02/22/2022
503,Gene Autry,Recovered*,23,02/22/2022
504,Geronimo,Active,1 to 4,02/22/2022
505,Geronimo,Deceased,6,02/22/2022
506,Geronimo,Recovered*,430,02/22/2022
507,Glencoe,Active,1 to 4,02/22/2022
508,Glencoe,Deceased,5,02/22/2022
509,Glencoe,Recovered*,418,02/22/2022
510,Glenpool,Active,42,02/22/2022
511,Glenpool,Deceased,46,02/22/2022
512,Glenpool,Recovered*,3805,02/22/2022
513,Goldsby,Active,5,02/22/2022
514,Goldsby,Recovered*,183,02/22/2022
515,Goltry,Deceased,1 to 4,02/22/2022
516,Goltry,Recovered*,75,02/22/2022
517,Goodwell,Deceased,1 to 4,02/22/2022
518,Goodwell,Recovered*,278,02/22/2022
519,Gore,Active,5,02/22/2022
520,Gore,Deceased,13,02/22/2022
521,Gore,Recovered*,774,02/22/2022
522,Gotebo,Deceased,1 to 4,02/22/2022
523,Gotebo,Recovered*,62,02/22/2022
524,Gould,Deceased,1 to 4,02/22/2022
525,Gould,Recovered*,42,02/22/2022
526,Gracemont,Active,1 to 4,02/22/2022
527,Gracemont,Deceased,7,02/22/2022
528,Gracemont,Recovered*,279,02/22/2022
529,Grand Lake Towne,Recovered*,1 to 4,02/22/2022
530,Grandfield,Active,1 to 4,02/22/2022
531,Grandfield,Deceased,1 to 4,02/22/2022
532,Grandfield,Recovered*,213,02/22/2022
533,Granite,Active,1 to 4,02/22/2022
534,Granite,Deceased,8,02/22/2022
535,Granite,Recovered*,288,02/22/2022
536,Grayson,Recovered*,1 to 4,02/22/2022
537,Greenfield,Deceased,1 to 4,02/22/2022
538,Greenfield,Recovered*,33,02/22/2022
539,Grove,Active,57,02/22/2022
540,Grove,Deceased,95,02/22/2022
541,Grove,Recovered*,3609,02/22/2022
542,Guthrie,Active,62,02/22/2022
543,Guthrie,Deceased,100,02/22/2022
544,Guthrie,Recovered*,5707,02/22/2022
545,Guymon,Active,18,02/22/2022
546,Guymon,Deceased,48,02/22/2022
547,Guymon,Recovered*,4316,02/22/2022
548,Haileyville,Active,1 to 4,02/22/2022
549,Haileyville,Deceased,1 to 4,02/22/2022
550,Haileyville,Recovered*,162,02/22/2022
551,Hallett,Active,1 to 4,02/22/2022
552,Hallett,Deceased,1 to 4,02/22/2022
553,Hallett,Recovered*,32,02/22/2022
554,Hammon,Deceased,1 to 4,02/22/2022
555,Hammon,Recovered*,248,02/22/2022
556,Hanna,Recovered*,74,02/22/2022
557,Hardesty,Recovered*,85,02/22/2022
558,Harrah,Active,37,02/22/2022
559,Harrah,Deceased,39,02/22/2022
560,Harrah,Recovered*,3106,02/22/2022
561,Hartshorne,Active,14,02/22/2022
562,Hartshorne,Deceased,24,02/22/2022
563,Hartshorne,Recovered*,749,02/22/2022
564,Haskell,Active,17,02/22/2022
565,Haskell,Deceased,19,02/22/2022
566,Haskell,Recovered*,1350,02/22/2022
567,Hastings,Deceased,1 to 4,02/22/2022
568,Hastings,Recovered*,92,02/22/2022
569,Haworth,Active,5,02/22/2022
570,Haworth,Deceased,6,02/22/2022
571,Haworth,Recovered*,445,02/22/2022
572,Headrick,Active,1 to 4,02/22/2022
573,Headrick,Deceased,1 to 4,02/22/2022
574,Headrick,Recovered*,71,02/22/2022
575,Healdton,Active,11,02/22/2022
576,Healdton,Deceased,23,02/22/2022
577,Healdton,Recovered*,686,02/22/2022
578,Heavener,Active,10,02/22/2022
579,Heavener,Deceased,13,02/22/2022
580,Heavener,Recovered*,1313,02/22/2022
581,Helena,Active,1 to 4,02/22/2022
582,Helena,Deceased,1 to 4,02/22/2022
583,Helena,Recovered*,797,02/22/2022
584,Hendrix,Active,1 to 4,02/22/2022
585,Hendrix,Recovered*,227,02/22/2022
586,Hennessey,Active,28,02/22/2022
587,Hennessey,Deceased,18,02/22/2022
588,Hennessey,Recovered*,1140,02/22/2022
589,Henryetta,Active,20,02/22/2022
590,Henryetta,Deceased,55,02/22/2022
591,Henryetta,Recovered*,2081,02/22/2022
592,Hillsdale,Active,1 to 4,02/22/2022
593,Hillsdale,Recovered*,36,02/22/2022
594,Hinton,Active,1 to 4,02/22/2022
595,Hinton,Deceased,5,02/22/2022
596,Hinton,Recovered*,878,02/22/2022
597,Hitchcock,Recovered*,55,02/22/2022
598,Hitchita,Active,1 to 4,02/22/2022
599,Hitchita,Deceased,1 to 4,02/22/2022
600,Hitchita,Recovered*,30,02/22/2022
601,Hobart,Active,8,02/22/2022
602,Hobart,Deceased,22,02/22/2022
603,Hobart,Recovered*,875,02/22/2022
604,Hoffman,Recovered*,1 to 4,02/22/2022
605,Holdenville,Active,16,02/22/2022
606,Holdenville,Deceased,32,02/22/2022
607,Holdenville,Recovered*,1307,02/22/2022
608,Hollis,Deceased,9,02/22/2022
609,Hollis,Recovered*,454,02/22/2022
610,Hollister,Deceased,1 to 4,02/22/2022
611,Hollister,Recovered*,1 to 4,02/22/2022
612,Hominy,Active,12,02/22/2022
613,Hominy,Deceased,13,02/22/2022
614,Hominy,Recovered*,1281,02/22/2022
615,Hooker,Active,1 to 4,02/22/2022
616,Hooker,Recovered*,557,02/22/2022
617,Horntown,Recovered*,1 to 4,02/22/2022
618,Howe,Active,5,02/22/2022
619,Howe,Deceased,1 to 4,02/22/2022
620,Howe,Recovered*,643,02/22/2022
621,Hugo,Active,29,02/22/2022
622,Hugo,Deceased,37,02/22/2022
623,Hugo,Recovered*,2262,02/22/2022
624,Hulbert,Active,26,02/22/2022
625,Hulbert,Deceased,15,02/22/2022
