,City,status,Number,rpt_date
328,Copan,Deceased,8,02/01/2022
329,Copan,Recovered*,334,02/01/2022
330,Corn,Active,13,02/01/2022
331,Corn,Deceased,5,02/01/2022
332,Corn,Recovered*,121,02/01/2022
333,Council Hill,Active,12,02/01/2022
334,Council Hill,Deceased,6,02/01/2022
335,Council Hill,Recovered*,195,02/01/2022
336,Covington,Active,11,02/01/2022
337,Covington,Deceased,1 to 4,02/01/2022
338,Covington,Recovered*,112,02/01/2022
339,Coweta,Active,522,02/01/2022
340,Coweta,Deceased,59,02/01/2022
341,Coweta,Recovered*,3928,02/01/2022
342,Cowlington,Active,1 to 4,02/01/2022
343,Cowlington,Recovered*,1 to 4,02/01/2022
344,Coyle,Active,27,02/01/2022
345,Coyle,Recovered*,181,02/01/2022
346,Crescent,Active,60,02/01/2022
347,Crescent,Deceased,10,02/01/2022
348,Crescent,Recovered*,560,02/01/2022
349,Cromwell,Active,11,02/01/2022
350,Cromwell,Deceased,1 to 4,02/01/2022
351,Cromwell,Recovered*,44,02/01/2022
352,Crowder,Active,19,02/01/2022
353,Crowder,Recovered*,113,02/01/2022
354,Cushing,Active,412,02/01/2022
355,Cushing,Deceased,35,02/01/2022
356,Cushing,Recovered*,2300,02/01/2022
357,Custer City,Active,5,02/01/2022
358,Custer City,Deceased,5,02/01/2022
359,Custer City,Recovered*,136,02/01/2022
360,Cyril,Active,28,02/01/2022
361,Cyril,Deceased,1 to 4,02/01/2022
362,Cyril,Recovered*,357,02/01/2022
363,Dacoma,Active,6,02/01/2022
364,Dacoma,Recovered*,39,02/01/2022
365,Davenport,Active,30,02/01/2022
366,Davenport,Recovered*,193,02/01/2022
367,Davidson,Active,5,02/01/2022
368,Davidson,Recovered*,46,02/01/2022
369,Davis,Active,171,02/01/2022
370,Davis,Deceased,20,02/01/2022
371,Davis,Recovered*,1256,02/01/2022
372,Deer Creek,Active,1 to 4,02/01/2022
373,Deer Creek,Deceased,1 to 4,02/01/2022
374,Deer Creek,Recovered*,68,02/01/2022
375,Del City,Active,342,02/01/2022
376,Del City,Deceased,30,02/01/2022
377,Del City,Recovered*,1876,02/01/2022
378,Delaware,Active,30,02/01/2022
379,Delaware,Deceased,5,02/01/2022
380,Delaware,Recovered*,232,02/01/2022
381,Delaware County,Active,1 to 4,02/01/2022
382,Depew,Active,40,02/01/2022
383,Depew,Deceased,6,02/01/2022
384,Depew,Recovered*,313,02/01/2022
385,Devol,Active,1 to 4,02/01/2022
386,Devol,Recovered*,61,02/01/2022
387,Dewar,Active,15,02/01/2022
388,Dewar,Deceased,1 to 4,02/01/2022
389,Dewar,Recovered*,162,02/01/2022
390,Dewey,Active,127,02/01/2022
391,Dewey,Deceased,23,02/01/2022
392,Dewey,Recovered*,1059,02/01/2022
393,Dibble,Active,7,02/01/2022
394,Dibble,Recovered*,48,02/01/2022
395,Dickson,Recovered*,1 to 4,02/01/2022
396,Dill City,Active,15,02/01/2022
397,Dill City,Deceased,5,02/01/2022
398,Dill City,Recovered*,119,02/01/2022
399,Disney,Active,22,02/01/2022
400,Disney,Deceased,1 to 4,02/01/2022
401,Disney,Recovered*,77,02/01/2022
402,Dougherty,Active,5,02/01/2022
403,Dougherty,Recovered*,41,02/01/2022
404,Douglas,Active,1 to 4,02/01/2022
405,Douglas,Deceased,1 to 4,02/01/2022
406,Douglas,Recovered*,41,02/01/2022
407,Dover,Active,23,02/01/2022
408,Dover,Deceased,1 to 4,02/01/2022
409,Dover,Recovered*,163,02/01/2022
410,Drummond,Active,11,02/01/2022
411,Drummond,Deceased,1 to 4,02/01/2022
412,Drummond,Recovered*,130,02/01/2022
413,Drumright,Active,99,02/01/2022
414,Drumright,Deceased,16,02/01/2022
415,Drumright,Recovered*,653,02/01/2022
416,Duncan,Active,464,02/01/2022
417,Duncan,Deceased,102,02/01/2022
418,Duncan,Recovered*,6026,02/01/2022
419,Durant,Active,731,02/01/2022
420,Durant,Deceased,70,02/01/2022
421,Durant,Recovered*,6727,02/01/2022
422,Dustin,Active,11,02/01/2022
423,Dustin,Deceased,6,02/01/2022
424,Dustin,Recovered*,126,02/01/2022
425,Eakly,Active,5,02/01/2022
426,Eakly,Deceased,1 to 4,02/01/2022
427,Eakly,Recovered*,71,02/01/2022
428,Earlsboro,Active,45,02/01/2022
429,Earlsboro,Deceased,7,02/01/2022
430,Earlsboro,Recovered*,519,02/01/2022
431,East Duke,Recovered*,1 to 4,02/01/2022
432,Edmond,Active,4471,02/01/2022
433,Edmond,Deceased,301,02/01/2022
434,Edmond,Recovered*,36131,02/01/2022
435,El Reno,Active,434,02/01/2022
436,El Reno,Deceased,66,02/01/2022
437,El Reno,Recovered*,4589,02/01/2022
438,Eldorado,Active,12,02/01/2022
439,Eldorado,Deceased,1 to 4,02/01/2022
440,Eldorado,Recovered*,71,02/01/2022
441,Elgin,Active,122,02/01/2022
442,Elgin,Deceased,17,02/01/2022
443,Elgin,Recovered*,1653,02/01/2022
444,Elk City,Active,364,02/01/2022
445,Elk City,Deceased,57,02/01/2022
446,Elk City,Recovered*,3210,02/01/2022
447,Elmer,Active,7,02/01/2022
448,Elmer,Recovered*,33,02/01/2022
449,Elmore City,Active,61,02/01/2022
450,Elmore City,Deceased,7,02/01/2022
451,Elmore City,Recovered*,537,02/01/2022
452,Enid,Active,1295,02/01/2022
453,Enid,Deceased,216,02/01/2022
454,Enid,Recovered*,10986,02/01/2022
455,Erick,Active,28,02/01/2022
456,Erick,Deceased,1 to 4,02/01/2022
457,Erick,Recovered*,262,02/01/2022
458,Etowah,Recovered*,1 to 4,02/01/2022
459,Eufaula,Active,262,02/01/2022
460,Eufaula,Deceased,63,02/01/2022
461,Eufaula,Recovered*,1729,02/01/2022
462,Fair Oaks,Recovered*,1 to 4,02/01/2022
463,Fairfax,Active,44,02/01/2022
464,Fairfax,Deceased,14,02/01/2022
465,Fairfax,Recovered*,377,02/01/2022
466,Fairland,Active,72,02/01/2022
467,Fairland,Deceased,8,02/01/2022
468,Fairland,Recovered*,665,02/01/2022
469,Fairmont,Active,7,02/01/2022
470,Fairmont,Deceased,1 to 4,02/01/2022
471,Fairmont,Recovered*,76,02/01/2022
472,Fairview,Active,99,02/01/2022
473,Fairview,Deceased,23,02/01/2022
474,Fairview,Recovered*,883,02/01/2022
475,Fanshawe,Active,1 to 4,02/01/2022
476,Fanshawe,Recovered*,21,02/01/2022
477,Fargo,Active,9,02/01/2022
478,Fargo,Deceased,1 to 4,02/01/2022
479,Fargo,Recovered*,111,02/01/2022
480,Faxon,Active,13,02/01/2022
481,Faxon,Recovered*,87,02/01/2022
482,Fitzhugh,Active,6,02/01/2022
483,Fitzhugh,Recovered*,52,02/01/2022
484,Fletcher,Active,49,02/01/2022
485,Fletcher,Deceased,5,02/01/2022
486,Fletcher,Recovered*,681,02/01/2022
487,Foraker,Recovered*,1 to 4,02/01/2022
488,Forest Park,Active,5,02/01/2022
489,Forest Park,Recovered*,15,02/01/2022
490,Forgan,Active,13,02/01/2022
491,Forgan,Deceased,1 to 4,02/01/2022
492,Forgan,Recovered*,113,02/01/2022
493,Fort Cobb,Active,61,02/01/2022
494,Fort Cobb,Deceased,7,02/01/2022
495,Fort Cobb,Recovered*,393,02/01/2022
496,Fort Coffee,Active,1 to 4,02/01/2022
497,Fort Gibson,Active,331,02/01/2022
498,Fort Gibson,Deceased,29,02/01/2022
499,Fort Gibson,Recovered*,2087,02/01/2022
500,Fort Supply,Active,1 to 4,02/01/2022
501,Fort Supply,Deceased,1 to 4,02/01/2022
502,Fort Supply,Recovered*,947,02/01/2022
503,Fort Towson,Active,25,02/01/2022
504,Fort Towson,Deceased,6,02/01/2022
505,Fort Towson,Recovered*,309,02/01/2022
506,Foss,Active,34,02/01/2022
507,Foss,Deceased,1 to 4,02/01/2022
508,Foss,Recovered*,199,02/01/2022
509,Foster,Active,12,02/01/2022
510,Foster,Recovered*,105,02/01/2022
511,Foyil,Active,5,02/01/2022
512,Foyil,Deceased,1 to 4,02/01/2022
513,Foyil,Recovered*,43,02/01/2022
514,Francis,Active,27,02/01/2022
515,Francis,Deceased,1 to 4,02/01/2022
516,Francis,Recovered*,69,02/01/2022
517,Frederick,Active,61,02/01/2022
518,Frederick,Deceased,20,02/01/2022
519,Frederick,Recovered*,788,02/01/2022
520,Freedom,Active,7,02/01/2022
521,Freedom,Deceased,1 to 4,02/01/2022
522,Freedom,Recovered*,76,02/01/2022
523,Gage,Active,8,02/01/2022
524,Gage,Deceased,1 to 4,02/01/2022
525,Gage,Recovered*,95,02/01/2022
526,Gans,Active,31,02/01/2022
527,Gans,Deceased,1 to 4,02/01/2022
528,Gans,Recovered*,212,02/01/2022
529,Garber,Active,27,02/01/2022
530,Garber,Deceased,1 to 4,02/01/2022
531,Garber,Recovered*,211,02/01/2022
532,Garvin,Active,16,02/01/2022
533,Garvin,Deceased,1 to 4,02/01/2022
534,Garvin,Recovered*,221,02/01/2022
535,Gate,Active,1 to 4,02/01/2022
536,Gate,Recovered*,34,02/01/2022
537,Geary,Active,47,02/01/2022
538,Geary,Deceased,9,02/01/2022
539,Geary,Recovered*,341,02/01/2022
540,Gene Autry,Active,1 to 4,02/01/2022
541,Gene Autry,Recovered*,21,02/01/2022
542,Geronimo,Active,32,02/01/2022
543,Geronimo,Deceased,6,02/01/2022
544,Geronimo,Recovered*,390,02/01/2022
545,Glencoe,Active,57,02/01/2022
546,Glencoe,Deceased,5,02/01/2022
547,Glencoe,Recovered*,350,02/01/2022
548,Glenpool,Active,403,02/01/2022
549,Glenpool,Deceased,44,02/01/2022
550,Glenpool,Recovered*,3308,02/01/2022
551,Goldsby,Active,50,02/01/2022
552,Goldsby,Recovered*,127,02/01/2022
553,Goltry,Active,11,02/01/2022
554,Goltry,Deceased,1 to 4,02/01/2022
555,Goltry,Recovered*,63,02/01/2022
556,Goodwell,Active,16,02/01/2022
557,Goodwell,Deceased,1 to 4,02/01/2022
558,Goodwell,Recovered*,251,02/01/2022
559,Gore,Active,104,02/01/2022
560,Gore,Deceased,11,02/01/2022
561,Gore,Recovered*,638,02/01/2022
562,Gotebo,Active,8,02/01/2022
563,Gotebo,Deceased,1 to 4,02/01/2022
564,Gotebo,Recovered*,52,02/01/2022
565,Gould,Active,1 to 4,02/01/2022
566,Gould,Deceased,1 to 4,02/01/2022
567,Gould,Recovered*,36,02/01/2022
568,Gracemont,Active,26,02/01/2022
569,Gracemont,Deceased,7,02/01/2022
570,Gracemont,Recovered*,242,02/01/2022
571,Grand Lake Towne,Recovered*,1 to 4,02/01/2022
572,Grandfield,Active,7,02/01/2022
573,Grandfield,Deceased,1 to 4,02/01/2022
574,Grandfield,Recovered*,194,02/01/2022
575,Granite,Active,21,02/01/2022
576,Granite,Deceased,8,02/01/2022
577,Granite,Recovered*,259,02/01/2022
578,Grayson,Recovered*,1 to 4,02/01/2022
579,Greenfield,Active,1 to 4,02/01/2022
580,Greenfield,Deceased,1 to 4,02/01/2022
581,Greenfield,Recovered*,31,02/01/2022
582,Grove,Active,380,02/01/2022
583,Grove,Deceased,92,02/01/2022
584,Grove,Recovered*,3113,02/01/2022
585,Guthrie,Active,546,02/01/2022
586,Guthrie,Deceased,96,02/01/2022
587,Guthrie,Recovered*,5005,02/01/2022
588,Guymon,Active,244,02/01/2022
589,Guymon,Deceased,43,02/01/2022
590,Guymon,Recovered*,3933,02/01/2022
591,Haileyville,Active,15,02/01/2022
592,Haileyville,Deceased,1 to 4,02/01/2022
593,Haileyville,Recovered*,138,02/01/2022
594,Hallett,Active,1 to 4,02/01/2022
595,Hallett,Deceased,1 to 4,02/01/2022
596,Hallett,Recovered*,25,02/01/2022
597,Hammon,Active,21,02/01/2022
598,Hammon,Deceased,1 to 4,02/01/2022
599,Hammon,Recovered*,227,02/01/2022
600,Hanna,Active,9,02/01/2022
601,Hanna,Recovered*,63,02/01/2022
602,Hardesty,Active,8,02/01/2022
603,Hardesty,Recovered*,76,02/01/2022
604,Harrah,Active,325,02/01/2022
605,Harrah,Deceased,38,02/01/2022
606,Harrah,Recovered*,2711,02/01/2022
607,Hartshorne,Active,86,02/01/2022
608,Hartshorne,Deceased,24,02/01/2022
609,Hartshorne,Recovered*,648,02/01/2022
610,Haskell,Active,126,02/01/2022
611,Haskell,Deceased,18,02/01/2022
612,Haskell,Recovered*,1182,02/01/2022
613,Hastings,Active,1 to 4,02/01/2022
614,Hastings,Deceased,1 to 4,02/01/2022
615,Hastings,Recovered*,85,02/01/2022
616,Haworth,Active,37,02/01/2022
617,Haworth,Deceased,6,02/01/2022
618,Haworth,Recovered*,395,02/01/2022
619,Headrick,Active,10,02/01/2022
620,Headrick,Deceased,1 to 4,02/01/2022
621,Headrick,Recovered*,61,02/01/2022
622,Healdton,Active,52,02/01/2022
623,Healdton,Deceased,23,02/01/2022
624,Healdton,Recovered*,620,02/01/2022
625,Heavener,Active,116,02/01/2022
626,Heavener,Deceased,13,02/01/2022
627,Heavener,Recovered*,1137,02/01/2022
628,Helena,Active,19,02/01/2022
629,Helena,Deceased,1 to 4,02/01/2022
630,Helena,Recovered*,770,02/01/2022
631,Hendrix,Active,18,02/01/2022
632,Hendrix,Recovered*,191,02/01/2022
633,Hennessey,Active,118,02/01/2022
634,Hennessey,Deceased,16,02/01/2022
635,Hennessey,Recovered*,945,02/01/2022
636,Henryetta,Active,184,02/01/2022
637,Henryetta,Deceased,53,02/01/2022
638,Henryetta,Recovered*,1826,02/01/2022
639,Hillsdale,Active,5,02/01/2022
640,Hillsdale,Recovered*,31,02/01/2022
641,Hinton,Active,65,02/01/2022
642,Hinton,Deceased,1 to 4,02/01/2022
