,Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Additional Dose 1 Received Count,Additional Dose 1 Received Percent,Date Updated
6916,Madison,No,18030.0,16744,92.87,15250,84.58,9100.0,50.47,01/27/2022
6917,Manchester,Yes,57584.0,45292,78.65,40997,71.2,19060.0,33.1,01/27/2022
6918,Mansfield,No,25487.0,11343,44.51,10138,39.78,5607.0,22.0,01/27/2022
6919,Marlborough,No,6335.0,5220,82.4,4812,75.96,2562.0,40.44,01/27/2022
6920,Meriden,Yes,59395.0,45980,77.41,41634,70.1,17149.0,28.87,01/27/2022
6921,Middlebury,No,7798.0,6425,82.39,5864,75.2,3090.0,39.63,01/27/2022
6922,Middlefield,No,4374.0,3486,79.7,3255,74.42,1820.0,41.61,01/27/2022
6923,Middletown,Yes,46258.0,38103,82.37,34959,75.57,16881.0,36.49,01/27/2022
6924,Milford,Yes,54747.0,43387,79.25,39842,72.77,20429.0,37.32,01/27/2022
6925,Monroe,No,19434.0,16025,82.46,14617,75.21,7323.0,37.68,01/27/2022
6926,Montville,Yes,18508.0,13468,72.77,12159,65.7,5826.0,31.48,01/27/2022
6927,Morris,No,2254.0,1702,75.51,1546,68.59,777.0,34.47,01/27/2022
6928,Naugatuck,No,31108.0,22566,72.54,20493,65.88,8431.0,27.1,01/27/2022
6929,New Britain,Yes,72495.0,47213,65.13,42333,58.39,14400.0,19.86,01/27/2022
6930,New Canaan,No,20233.0,20261,100.0,17526,86.62,9567.0,47.28,01/27/2022
6931,New Fairfield,No,13878.0,11151,80.35,9826,70.8,4501.0,32.43,01/27/2022
6932,New Hartford,No,6656.0,5197,78.08,4782,71.84,2617.0,39.32,01/27/2022
6933,New Haven,Yes,130250.0,95032,72.96,82462,63.31,30467.0,23.39,01/27/2022
6934,New London,Yes,26858.0,19482,72.54,17198,64.03,6517.0,24.26,01/27/2022
6935,New Milford,No,26805.0,22456,83.78,20219,75.43,9037.0,33.71,01/27/2022
6936,Newington,No,30014.0,24957,83.15,23020,76.7,12124.0,40.39,01/27/2022
6937,Newtown,No,27891.0,23404,83.91,21319,76.44,11111.0,39.84,01/27/2022
6938,Norfolk,No,1630.0,1243,76.26,1127,69.14,654.0,40.12,01/27/2022
6939,North Branford,No,14146.0,11833,83.65,10897,77.03,5746.0,40.62,01/27/2022
6940,North Canaan,No,3251.0,2111,64.93,1897,58.35,916.0,28.18,01/27/2022
6941,North Haven,No,23683.0,21749,91.83,20039,84.61,10643.0,44.94,01/27/2022
6942,North Stonington,No,5196.0,3562,68.55,3330,64.09,1477.0,28.43,01/27/2022
6943,Norwalk,Yes,88816.0,77203,86.92,67498,76.0,27711.0,31.2,01/27/2022
6944,Norwich,Yes,38768.0,28089,72.45,25030,64.56,10531.0,27.16,01/27/2022
6945,Old Lyme,No,7306.0,6692,91.6,6122,83.79,3661.0,50.11,01/27/2022
6946,Old Saybrook,No,10061.0,9652,95.93,8834,87.8,5187.0,51.56,01/27/2022
6947,Orange,Yes,13926.0,12338,88.6,11350,81.5,6275.0,45.06,01/27/2022
6948,Oxford,No,13255.0,10100,76.2,9319,70.31,4783.0,36.08,01/27/2022
6949,Plainfield,Yes,15125.0,9458,62.53,8604,56.89,3459.0,22.87,01/27/2022
6950,Plainville,No,17534.0,13186,75.2,12157,69.33,5991.0,34.17,01/27/2022
6951,Plymouth,No,11598.0,7764,66.94,7295,62.9,3382.0,29.16,01/27/2022
6952,Pomfret,No,4203.0,3249,77.3,2809,66.83,1300.0,30.93,01/27/2022
6953,Portland,No,9267.0,7799,84.16,7297,78.74,4020.0,43.38,01/27/2022
6954,Preston,No,4625.0,3445,74.49,3208,69.36,1649.0,35.65,01/27/2022
6955,Prospect,No,9702.0,7340,75.65,6832,70.42,3368.0,34.71,01/27/2022
6956,Putnam,No,9389.0,6135,65.34,5519,58.78,2245.0,23.91,01/27/2022
6957,Redding,No,9116.0,7634,83.74,6809,74.69,3907.0,42.86,01/27/2022
6958,Ridgefield,No,24959.0,22583,90.48,20102,80.54,10422.0,41.76,01/27/2022
6959,Rocky Hill,No,20115.0,17367,86.34,15900,79.05,8417.0,41.84,01/27/2022
6960,Roxbury,No,2152.0,1960,91.08,1768,82.16,999.0,46.42,01/27/2022
6961,Salem,No,4083.0,3342,81.85,3071,75.21,1583.0,38.77,01/27/2022
6962,Salisbury,No,3600.0,3836,100.0,3422,95.06,1466.0,40.72,01/27/2022
6963,Scotland,No,1672.0,1047,62.62,992,59.33,498.0,29.78,01/27/2022
6964,Seymour,No,16437.0,12263,74.61,11292,68.7,5130.0,31.21,01/27/2022
6965,Sharon,No,2689.0,2050,76.24,1833,68.17,847.0,31.5,01/27/2022
6966,Shelton,No,41129.0,32677,79.45,30138,73.28,15391.0,37.42,01/27/2022
6967,Sherman,No,3630.0,2739,75.45,2436,67.11,1188.0,32.73,01/27/2022
6968,Simsbury,No,25395.0,22374,88.1,20386,80.28,11354.0,44.71,01/27/2022
6969,Somers,No,10784.0,7471,69.28,6746,62.56,3104.0,28.78,01/27/2022
6970,South Windsor,No,26162.0,23464,89.69,21529,82.29,11522.0,44.04,01/27/2022
6971,Southbury,No,19571.0,16362,83.6,14915,76.21,8323.0,42.53,01/27/2022
6972,Southington,No,43834.0,35382,80.72,32869,74.99,16898.0,38.55,01/27/2022
6973,Sprague,No,2859.0,1936,67.72,1790,62.61,807.0,28.23,01/27/2022
6974,Stafford,No,11893.0,7495,63.02,6844,57.55,3212.0,27.01,01/27/2022
6975,Stamford,Yes,129638.0,118084,91.09,100859,77.8,41774.0,32.22,01/27/2022
6976,Sterling,No,3782.0,2089,55.24,1875,49.58,709.0,18.75,01/27/2022
6977,Stonington,No,18559.0,15042,81.05,13748,74.08,7185.0,38.71,01/27/2022
6978,Stratford,No,51849.0,40450,78.02,36772,70.92,16457.0,31.74,01/27/2022
6979,Suffield,No,15814.0,11668,73.78,10499,66.39,4611.0,29.16,01/27/2022
6980,Thomaston,No,7535.0,5551,73.67,5162,68.51,2520.0,33.44,01/27/2022
6981,Thompson,No,9379.0,5197,55.41,4658,49.66,1888.0,20.13,01/27/2022
6982,Tolland,No,14618.0,12056,82.47,11274,77.12,5974.0,40.87,01/27/2022
6983,Torrington,Yes,34044.0,25918,76.13,23787,69.87,11131.0,32.7,01/27/2022
6984,Trumbull,No,35673.0,32056,89.86,29129,81.66,14511.0,40.68,01/27/2022
6985,Union,No,839.0,552,65.79,510,60.79,282.0,33.61,01/27/2022
6986,Vernon,Yes,29359.0,23346,79.52,21370,72.79,10363.0,35.3,01/27/2022
6987,Voluntown,No,2510.0,1719,68.49,1614,64.3,684.0,27.25,01/27/2022
6988,Wallingford,No,44326.0,36669,82.73,33880,76.43,17535.0,39.56,01/27/2022
6989,Warren,No,1395.0,1085,77.78,976,69.96,504.0,36.13,01/27/2022
6990,Washington,No,3428.0,3253,94.89,2811,82.0,1442.0,42.07,01/27/2022
6991,Waterbury,Yes,107568.0,74072,68.86,64620,60.07,19836.0,18.44,01/27/2022
6992,Waterford,Yes,18746.0,16309,87.0,15028,80.17,8291.0,44.23,01/27/2022
6993,Watertown,No,21578.0,16926,78.44,15555,72.09,7461.0,34.58,01/27/2022
6994,West Hartford,Yes,62965.0,58693,93.22,53221,84.52,29163.0,46.32,01/27/2022
6995,West Haven,Yes,54620.0,40547,74.23,36589,66.99,13926.0,25.5,01/27/2022
6996,Westbrook,No,6869.0,6010,87.49,5462,79.52,3058.0,44.52,01/27/2022
6997,Weston,No,10252.0,9749,95.09,8573,83.62,4863.0,47.43,01/27/2022
6998,Westport,No,28491.0,26956,94.61,23573,82.74,13515.0,47.44,01/27/2022
6999,Wethersfield,No,26008.0,22915,88.11,21205,81.53,11140.0,42.83,01/27/2022
7000,Willington,No,5864.0,4007,68.33,3670,62.59,1957.0,33.37,01/27/2022
7001,Wilton,No,18343.0,17510,95.46,15468,84.33,8445.0,46.04,01/27/2022
7002,Winchester,Yes,10604.0,7314,68.97,6703,63.21,3351.0,31.6,01/27/2022
7003,Windham,Yes,24561.0,16346,66.55,14621,59.53,6007.0,24.46,01/27/2022
7004,Windsor,No,28733.0,24187,84.18,21986,76.52,10835.0,37.71,01/27/2022
7005,Windsor Locks,Yes,12854.0,9505,73.95,8647,67.27,4400.0,34.23,01/27/2022
7006,Wolcott,No,16587.0,12314,74.24,11427,68.89,5017.0,30.25,01/27/2022
7007,Woodbridge,No,8750.0,8124,92.85,7396,84.53,4313.0,49.29,01/27/2022
7008,Woodbury,No,9502.0,7629,80.29,7068,74.38,3810.0,40.1,01/27/2022
7009,Woodstock,No,7858.0,5733,72.96,5199,66.16,2437.0,31.01,01/27/2022
7010,Address pending validation,,,14180,,11817,,3452.0,,02/02/2022
7011,Andover,No,3236.0,2445,75.56,2293,70.86,1374.0,42.46,02/02/2022
7012,Ansonia,Yes,18654.0,12986,69.62,11884,63.71,5456.0,29.25,02/02/2022
7013,Ashford,No,4255.0,3046,71.59,2839,66.72,1620.0,38.07,02/02/2022
7014,Avon,No,18276.0,17432,95.38,16011,87.61,10057.0,55.03,02/02/2022
7015,Barkhamsted,No,3606.0,2803,77.73,2638,73.16,1577.0,43.73,02/02/2022
7016,Beacon Falls,No,6222.0,4529,72.79,4211,67.68,2333.0,37.5,02/02/2022
7017,Berlin,No,20436.0,16062,78.6,14996,73.38,8965.0,43.87,02/02/2022
7018,Bethany,No,5548.0,4482,80.79,4174,75.23,2455.0,44.25,02/02/2022
7019,Bethel,No,19800.0,15915,80.38,14436,72.91,7533.0,38.05,02/02/2022
7020,Bethlehem,No,3402.0,2417,71.05,2245,65.99,1257.0,36.95,02/02/2022
7021,Bloomfield,No,21211.0,17747,83.67,16171,76.24,8729.0,41.15,02/02/2022
7022,Bolton,No,4884.0,3932,80.51,3683,75.41,2310.0,47.3,02/02/2022
7023,Bozrah,No,2726.0,1858,68.16,1727,63.35,995.0,36.5,02/02/2022
7024,Branford,No,27900.0,23270,83.41,21474,76.97,13183.0,47.25,02/02/2022
7025,Bridgeport,Yes,144399.0,102794,71.19,89293,61.84,28501.0,19.74,02/02/2022
7026,Bridgewater,No,1635.0,1395,85.32,1280,78.29,785.0,48.01,02/02/2022
7027,Bristol,Yes,59947.0,45913,76.59,42610,71.08,21028.0,35.08,02/02/2022
7028,Brookfield,No,16973.0,14406,84.88,13104,77.2,7110.0,41.89,02/02/2022
7029,Brooklyn,No,8272.0,5671,68.56,5199,62.85,2710.0,32.76,02/02/2022
7030,Burlington,No,9704.0,7730,79.66,7305,75.28,4371.0,45.04,02/02/2022
7031,Canaan,No,1053.0,1342,100.0,1197,100.0,696.0,66.1,02/02/2022
7032,Canterbury,No,5079.0,3517,69.25,3286,64.7,1726.0,33.98,02/02/2022
7033,Canton,No,10254.0,8382,81.74,7803,76.1,4783.0,46.65,02/02/2022
7034,Chaplin,No,2239.0,1551,69.27,1425,63.64,797.0,35.6,02/02/2022
7035,Cheshire,No,28937.0,24811,85.74,23182,80.11,14400.0,49.76,02/02/2022
7036,Chester,No,4213.0,3374,80.09,3125,74.18,1997.0,47.4,02/02/2022
7037,Clinton,No,12925.0,11489,88.89,10598,82.0,6282.0,48.6,02/02/2022
7038,Colchester,No,15809.0,12767,80.76,11912,75.35,6884.0,43.54,02/02/2022
7039,Colebrook,No,1400.0,1117,79.79,1040,74.29,583.0,41.64,02/02/2022
7040,Columbia,No,5379.0,4164,77.41,3894,72.39,2387.0,44.38,02/02/2022
7041,Cornwall,No,1362.0,1270,93.25,1132,83.11,696.0,51.1,02/02/2022
7042,Coventry,No,12407.0,9627,77.59,9024,72.73,5178.0,41.73,02/02/2022
7043,Cromwell,No,13839.0,12203,88.18,11426,82.56,6550.0,47.33,02/02/2022
7044,Danbury,Yes,84694.0,71689,84.64,62299,73.56,23947.0,28.27,02/02/2022
7045,Darien,No,21728.0,20805,95.75,18327,84.35,10084.0,46.41,02/02/2022
7046,Deep River,No,4443.0,3837,86.36,3570,80.35,2194.0,49.38,02/02/2022
7047,Derby,Yes,12339.0,13365,100.0,11228,91.0,5190.0,42.06,02/02/2022
7048,Durham,No,7165.0,5847,81.61,5531,77.19,3331.0,46.49,02/02/2022
7049,East Granby,No,5140.0,4146,80.66,3853,74.96,2151.0,41.85,02/02/2022
7050,East Haddam,No,8997.0,6915,76.86,6377,70.88,3556.0,39.52,02/02/2022
7051,East Hampton,No,12800.0,10039,78.43,9447,73.8,5377.0,42.01,02/02/2022
7052,East Hartford,Yes,49872.0,39579,79.36,35515,71.21,14974.0,30.02,02/02/2022
7053,East Haven,Yes,28569.0,20520,71.83,18739,65.59,9333.0,32.67,02/02/2022
7054,East Lyme,No,18462.0,16349,88.55,15056,81.55,9534.0,51.64,02/02/2022
7055,East Windsor,No,11668.0,8351,71.57,7622,65.32,3993.0,34.22,02/02/2022
7056,Eastford,No,1790.0,1158,64.69,1083,60.5,574.0,32.07,02/02/2022
7057,Easton,No,7521.0,6428,85.47,5831,77.53,3343.0,44.45,02/02/2022
7058,Ellington,No,16467.0,12933,78.54,11981,72.76,6707.0,40.73,02/02/2022
7059,Enfield,Yes,43659.0,29721,68.08,27075,62.01,13421.0,30.74,02/02/2022
7060,Essex,No,6668.0,6049,90.72,5612,84.16,3742.0,56.12,02/02/2022
7061,Fairfield,No,62045.0,51908,83.66,46919,75.62,26882.0,43.33,02/02/2022
7062,Farmington,No,25497.0,23774,93.24,21950,86.09,13245.0,51.95,02/02/2022
7063,Franklin,No,1920.0,1417,73.8,1332,69.38,751.0,39.11,02/02/2022
7064,Glastonbury,No,34482.0,31346,90.91,29075,84.32,18274.0,53.0,02/02/2022
7065,Goshen,No,2863.0,2291,80.02,2136,74.61,1266.0,44.22,02/02/2022
7066,Granby,No,11507.0,8934,77.64,8278,71.94,4500.0,39.11,02/02/2022
7067,Greenwich,No,62840.0,55766,88.74,48721,77.53,23887.0,38.01,02/02/2022
7068,Griswold,Yes,11534.0,7529,65.28,6944,60.2,3456.0,29.96,02/02/2022
7069,Groton,Yes,38436.0,27273,70.96,24721,64.32,13142.0,34.19,02/02/2022
7070,Guilford,No,22133.0,19985,90.3,18498,83.58,11951.0,54.0,02/02/2022
7071,Haddam,No,8193.0,7138,87.12,6656,81.24,3660.0,44.67,02/02/2022
7072,Hamden,No,60556.0,45931,75.85,42151,69.61,22766.0,37.59,02/02/2022
7073,Hampton,No,1842.0,1251,67.92,1163,63.14,716.0,38.87,02/02/2022
7074,Hartford,Yes,122105.0,79027,64.72,68411,56.03,23642.0,19.36,02/02/2022
7075,Hartland,No,2120.0,1372,64.72,1267,59.76,650.0,30.66,02/02/2022
7076,Harwinton,No,5420.0,4122,76.05,3887,71.72,2228.0,41.11,02/02/2022
7077,Hebron,No,9504.0,7616,80.13,7124,74.96,4436.0,46.68,02/02/2022
7078,Kent,No,2777.0,2759,99.35,2419,87.11,1271.0,45.77,02/02/2022
7079,Killingly,Yes,17336.0,11042,63.69,10043,57.93,4560.0,26.3,02/02/2022
7080,Killingworth,No,6364.0,5254,82.56,4923,77.36,3030.0,47.61,02/02/2022
7081,Lebanon,No,7144.0,5368,75.14,5027,70.37,2937.0,41.11,02/02/2022
7082,Ledyard,No,14621.0,11555,79.03,10620,72.64,5812.0,39.75,02/02/2022
7083,Lisbon,No,4220.0,3062,72.56,2843,67.37,1432.0,33.93,02/02/2022
7084,Litchfield,No,8094.0,6632,81.94,6117,75.57,3675.0,45.4,02/02/2022
7085,Lyme,No,2316.0,2244,96.89,2057,88.82,1384.0,59.76,02/02/2022
7086,Madison,No,18030.0,16601,92.07,15273,84.71,9754.0,54.1,02/02/2022
7087,Manchester,Yes,57584.0,45412,78.86,41475,72.03,21220.0,36.85,02/02/2022
7088,Mansfield,No,25487.0,11430,44.85,10249,40.21,6173.0,24.22,02/02/2022
7089,Marlborough,No,6335.0,5207,82.19,4847,76.51,2870.0,45.3,02/02/2022
7090,Meriden,Yes,59395.0,46139,77.68,42148,70.96,19040.0,32.06,02/02/2022
7091,Middlebury,No,7798.0,6375,81.75,5896,75.61,3365.0,43.15,02/02/2022
7092,Middlefield,No,4374.0,3471,79.36,3277,74.92,1985.0,45.38,02/02/2022
7093,Middletown,Yes,46258.0,38034,82.22,35120,75.92,18622.0,40.26,02/02/2022
7094,Milford,Yes,54747.0,43325,79.14,40164,73.36,22791.0,41.63,02/02/2022
7095,Monroe,No,19434.0,15947,82.06,14717,75.73,8013.0,41.23,02/02/2022
7096,Montville,Yes,18508.0,13521,73.05,12274,66.32,6377.0,34.46,02/02/2022
7097,Morris,No,2254.0,1689,74.93,1555,68.99,832.0,36.91,02/02/2022
7098,Naugatuck,No,31108.0,22578,72.58,20675,66.46,9349.0,30.05,02/02/2022
7099,New Britain,Yes,72495.0,47539,65.58,42895,59.17,16315.0,22.51,02/02/2022
7100,New Canaan,No,20233.0,20096,99.32,17591,86.94,10182.0,50.32,02/02/2022
7101,New Fairfield,No,13878.0,10995,79.23,9881,71.2,5040.0,36.32,02/02/2022
7102,New Hartford,No,6656.0,5180,77.82,4827,72.52,2880.0,43.27,02/02/2022
7103,New Haven,Yes,130250.0,95641,73.43,83231,63.9,34953.0,26.84,02/02/2022
7104,New London,Yes,26858.0,19584,72.92,17421,64.86,7209.0,26.84,02/02/2022
7105,New Milford,No,26805.0,22391,83.53,20385,76.05,10093.0,37.65,02/02/2022
7106,Newington,No,30014.0,24957,83.15,23233,77.41,13379.0,44.58,02/02/2022
7107,Newtown,No,27891.0,23240,83.32,21416,76.78,12160.0,43.6,02/02/2022
7108,Norfolk,No,1630.0,1248,76.56,1136,69.69,712.0,43.68,02/02/2022
7109,North Branford,No,14146.0,11751,83.07,10950,77.41,6368.0,45.02,02/02/2022
7110,North Canaan,No,3251.0,2112,64.96,1900,58.44,1037.0,31.9,02/02/2022
7111,North Haven,No,23683.0,21682,91.55,20192,85.26,11788.0,49.77,02/02/2022
7112,North Stonington,No,5196.0,3565,68.61,3343,64.34,1614.0,31.06,02/02/2022
7113,Norwalk,Yes,88816.0,77269,87.0,68074,76.65,30531.0,34.38,02/02/2022
7114,Norwich,Yes,38768.0,28181,72.69,25271,65.19,11650.0,30.05,02/02/2022
7115,Old Lyme,No,7306.0,6654,91.08,6152,84.2,3949.0,54.05,02/02/2022
7116,Old Saybrook,No,10061.0,9567,95.09,8861,88.07,5555.0,55.21,02/02/2022
7117,Orange,Yes,13926.0,12312,88.41,11432,82.09,6813.0,48.92,02/02/2022
7118,Oxford,No,13255.0,10059,75.89,9375,70.73,5167.0,38.98,02/02/2022
7119,Plainfield,Yes,15125.0,9519,62.94,8760,57.92,4070.0,26.91,02/02/2022
7120,Plainville,No,17534.0,13172,75.12,12237,69.79,6575.0,37.5,02/02/2022
7121,Plymouth,No,11598.0,7720,66.56,7327,63.17,3718.0,32.06,02/02/2022
7122,Pomfret,No,4203.0,3256,77.47,2835,67.45,1459.0,34.71,02/02/2022
7123,Portland,No,9267.0,7757,83.71,7333,79.13,4354.0,46.98,02/02/2022
7124,Preston,No,4625.0,3449,74.57,3235,69.95,1794.0,38.79,02/02/2022
7125,Prospect,No,9702.0,7320,75.45,6875,70.86,3697.0,38.11,02/02/2022
7126,Putnam,No,9389.0,6135,65.34,5559,59.21,2517.0,26.81,02/02/2022
7127,Redding,No,9116.0,7613,83.51,6860,75.25,4227.0,46.37,02/02/2022
7128,Ridgefield,No,24959.0,22464,90.0,20222,81.02,11374.0,45.57,02/02/2022
7129,Rocky Hill,No,20115.0,17349,86.25,16049,79.79,9326.0,46.36,02/02/2022
7130,Roxbury,No,2152.0,1945,90.38,1772,82.34,1077.0,50.05,02/02/2022
7131,Salem,No,4083.0,3335,81.68,3089,75.66,1759.0,43.08,02/02/2022
7132,Salisbury,No,3600.0,3842,100.0,3430,95.28,1586.0,44.06,02/02/2022
7133,Scotland,No,1672.0,1058,63.28,1007,60.23,550.0,32.89,02/02/2022
7134,Seymour,No,16437.0,12271,74.65,11370,69.17,5572.0,33.9,02/02/2022
7135,Sharon,No,2689.0,2046,76.09,1835,68.24,891.0,33.13,02/02/2022
7136,Shelton,No,41129.0,32599,79.26,30307,73.69,16560.0,40.26,02/02/2022
7137,Sherman,No,3630.0,2711,74.68,2445,67.36,1318.0,36.31,02/02/2022
7138,Simsbury,No,25395.0,22258,87.65,20482,80.65,12577.0,49.53,02/02/2022
7139,Somers,No,10784.0,7439,68.98,6766,62.74,3454.0,32.03,02/02/2022
7140,South Windsor,No,26162.0,23396,89.43,21691,82.91,12898.0,49.3,02/02/2022
7141,Southbury,No,19571.0,16315,83.36,15021,76.75,9011.0,46.04,02/02/2022
7142,Southington,No,43834.0,35245,80.41,33064,75.43,18698.0,42.66,02/02/2022
7143,Sprague,No,2859.0,1936,67.72,1800,62.96,884.0,30.92,02/02/2022
7144,Stafford,No,11893.0,7519,63.22,6897,57.99,3637.0,30.58,02/02/2022
7145,Stamford,Yes,129638.0,118171,91.15,101741,78.48,45795.0,35.33,02/02/2022
7146,Sterling,No,3782.0,2087,55.18,1896,50.13,838.0,22.16,02/02/2022
7147,Stonington,No,18559.0,15033,81.0,13822,74.48,7742.0,41.72,02/02/2022
7148,Stratford,No,51849.0,40521,78.15,37092,71.54,18349.0,35.39,02/02/2022
7149,Suffield,No,15814.0,11629,73.54,10538,66.64,5079.0,32.12,02/02/2022
7150,Thomaston,No,7535.0,5536,73.47,5202,69.04,2741.0,36.38,02/02/2022
7151,Thompson,No,9379.0,5181,55.24,4676,49.86,2096.0,22.35,02/02/2022
7152,Tolland,No,14618.0,12011,82.17,11345,77.61,6676.0,45.67,02/02/2022
7153,Torrington,Yes,34044.0,25930,76.17,23988,70.46,12091.0,35.52,02/02/2022
7154,Trumbull,No,35673.0,31958,89.59,29361,82.31,16013.0,44.89,02/02/2022
7155,Union,No,839.0,551,65.67,516,61.5,310.0,36.95,02/02/2022
7156,Vernon,Yes,29359.0,23393,79.68,21594,73.55,11663.0,39.73,02/02/2022
7157,Voluntown,No,2510.0,1724,68.69,1621,64.58,775.0,30.88,02/02/2022
7158,Wallingford,No,44326.0,36559,82.48,34079,76.88,19431.0,43.84,02/02/2022
7159,Warren,No,1395.0,1076,77.13,979,70.18,546.0,39.14,02/02/2022
7160,Washington,No,3428.0,3213,93.73,2814,82.09,1571.0,45.83,02/02/2022
7161,Waterbury,Yes,107568.0,74448,69.21,65413,60.81,22489.0,20.91,02/02/2022
7162,Waterford,Yes,18746.0,16256,86.72,15113,80.62,8966.0,47.83,02/02/2022
7163,Watertown,No,21578.0,16871,78.19,15670,72.62,8146.0,37.75,02/02/2022
7164,West Hartford,Yes,62965.0,58542,92.98,53522,85.0,32516.0,51.64,02/02/2022
7165,West Haven,Yes,54620.0,40830,74.75,36958,67.66,15801.0,28.93,02/02/2022
7166,Westbrook,No,6869.0,5977,87.01,5480,79.78,3283.0,47.79,02/02/2022
7167,Weston,No,10252.0,9689,94.51,8638,84.26,5241.0,51.12,02/02/2022
7168,Westport,No,28491.0,26738,93.85,23670,83.08,14534.0,51.01,02/02/2022
7169,Wethersfield,No,26008.0,22873,87.95,21355,82.11,12421.0,47.76,02/02/2022
7170,Willington,No,5864.0,3991,68.06,3686,62.86,2169.0,36.99,02/02/2022
7171,Wilton,No,18343.0,17391,94.81,15572,84.89,9140.0,49.83,02/02/2022
7172,Winchester,Yes,10604.0,7315,68.98,6757,63.72,3666.0,34.57,02/02/2022
7173,Windham,Yes,24561.0,16455,67.0,14817,60.33,6738.0,27.43,02/02/2022
7174,Windsor,No,28733.0,24245,84.38,22220,77.33,12090.0,42.08,02/02/2022
7175,Windsor Locks,Yes,12854.0,9495,73.87,8722,67.85,4823.0,37.52,02/02/2022
7176,Wolcott,No,16587.0,12288,74.08,11507,69.37,5547.0,33.44,02/02/2022
7177,Woodbridge,No,8750.0,8095,92.51,7441,85.04,4647.0,53.11,02/02/2022
7178,Woodbury,No,9502.0,7599,79.97,7096,74.68,4198.0,44.18,02/02/2022
7179,Woodstock,No,7858.0,5725,72.86,5233,66.59,2664.0,33.9,02/02/2022
7180,Address pending validation,,,14077,,11672,,3513.0,,02/09/2022
7181,Andover,No,3236.0,2448,75.65,2300,71.08,1385.0,42.8,02/09/2022
7182,Ansonia,Yes,18654.0,13010,69.74,11962,64.13,5569.0,29.85,02/09/2022
7183,Ashford,No,4255.0,3046,71.59,2852,67.03,1636.0,38.45,02/09/2022
7184,Avon,No,18276.0,17467,95.57,16072,87.94,10159.0,55.59,02/09/2022
7185,Barkhamsted,No,3606.0,2807,77.84,2648,73.43,1599.0,44.34,02/09/2022
7186,Beacon Falls,No,6222.0,4540,72.97,4231,68.0,2373.0,38.14,02/09/2022
7187,Berlin,No,20436.0,16092,78.74,15049,73.64,9163.0,44.84,02/09/2022
7188,Bethany,No,5548.0,4481,80.77,4186,75.45,2487.0,44.83,02/09/2022
7189,Bethel,No,19800.0,15945,80.53,14497,73.22,7645.0,38.61,02/09/2022
7190,Bethlehem,No,3402.0,2416,71.02,2244,65.96,1268.0,37.27,02/09/2022
7191,Bloomfield,No,21211.0,17847,84.14,16321,76.95,8937.0,42.13,02/09/2022
7192,Bolton,No,4884.0,3937,80.61,3706,75.88,2329.0,47.69,02/09/2022
7193,Bozrah,No,2726.0,1864,68.38,1737,63.72,1013.0,37.16,02/09/2022
7194,Branford,No,27900.0,23314,83.56,21565,77.29,13408.0,48.06,02/09/2022
7195,Bridgeport,Yes,144399.0,103433,71.63,90083,62.38,29716.0,20.58,02/09/2022
7196,Bridgewater,No,1635.0,1397,85.44,1280,78.29,793.0,48.5,02/09/2022
7197,Bristol,Yes,59947.0,45980,76.7,42801,71.4,21496.0,35.86,02/09/2022
7198,Brookfield,No,16973.0,14426,84.99,13147,77.46,7228.0,42.59,02/09/2022
7199,Brooklyn,No,8272.0,5683,68.7,5217,63.07,2751.0,33.26,02/09/2022
7200,Burlington,No,9704.0,7740,79.76,7334,75.58,4415.0,45.5,02/09/2022
7201,Canaan,No,1053.0,1340,100.0,1200,100.0,700.0,66.48,02/09/2022
7202,Canterbury,No,5079.0,3516,69.23,3300,64.97,1751.0,34.48,02/09/2022
7203,Canton,No,10254.0,8395,81.87,7828,76.34,4846.0,47.26,02/09/2022
7204,Chaplin,No,2239.0,1558,69.58,1438,64.23,805.0,35.95,02/09/2022
7205,Cheshire,No,28937.0,24846,85.86,23247,80.34,14545.0,50.26,02/09/2022
7206,Chester,No,4213.0,3380,80.23,3148,74.72,2036.0,48.33,02/09/2022
7207,Clinton,No,12925.0,11506,89.02,10620,82.17,6410.0,49.59,02/09/2022
7208,Colchester,No,15809.0,12794,80.93,11968,75.7,6971.0,44.1,02/09/2022
7209,Colebrook,No,1400.0,1119,79.93,1043,74.5,595.0,42.5,02/09/2022
7210,Columbia,No,5379.0,4166,77.45,3913,72.75,2409.0,44.79,02/09/2022
7211,Cornwall,No,1362.0,1271,93.32,1136,83.41,697.0,51.17,02/09/2022
7212,Coventry,No,12407.0,9637,77.67,9062,73.04,5221.0,42.08,02/09/2022
7213,Cromwell,No,13839.0,12219,88.29,11456,82.78,6648.0,48.04,02/09/2022
7214,Danbury,Yes,84694.0,71978,84.99,62669,73.99,24599.0,29.04,02/09/2022
7215,Darien,No,21728.0,20846,95.94,18430,84.82,10248.0,47.16,02/09/2022
7216,Deep River,No,4443.0,3848,86.61,3596,80.94,2247.0,50.57,02/09/2022
7217,Derby,Yes,12339.0,13382,100.0,11289,91.49,5290.0,42.87,02/09/2022
7218,Durham,No,7165.0,5852,81.67,5543,77.36,3386.0,47.26,02/09/2022
7219,East Granby,No,5140.0,4164,81.01,3884,75.56,2195.0,42.7,02/09/2022
7220,East Haddam,No,8997.0,6946,77.2,6423,71.39,3682.0,40.92,02/09/2022
