,City,status,Number,rpt_date
90,Bethany,Recovered*,4810,03/23/2022
91,Bethel Acres,Recovered*,5,03/23/2022
92,Big Cabin,Active,1 to 4,03/23/2022
93,Big Cabin,Deceased,8,03/23/2022
94,Big Cabin,Recovered*,497,03/23/2022
95,Billings,Deceased,1 to 4,03/23/2022
96,Billings,Recovered*,299,03/23/2022
97,Binger,Deceased,16,03/23/2022
98,Binger,Recovered*,362,03/23/2022
99,Bixby,Active,13,03/23/2022
100,Bixby,Deceased,70,03/23/2022
101,Bixby,Recovered*,8465,03/23/2022
102,Blackburn,Recovered*,14,03/23/2022
103,Blackwell,Deceased,44,03/23/2022
104,Blackwell,Recovered*,1529,03/23/2022
105,Blair,Active,1 to 4,03/23/2022
106,Blair,Deceased,7,03/23/2022
107,Blair,Recovered*,539,03/23/2022
108,Blanchard,Active,7,03/23/2022
109,Blanchard,Deceased,64,03/23/2022
110,Blanchard,Recovered*,5557,03/23/2022
111,Bluejacket,Active,1 to 4,03/23/2022
112,Bluejacket,Deceased,1 to 4,03/23/2022
113,Bluejacket,Recovered*,333,03/23/2022
114,Boise City,Active,1 to 4,03/23/2022
115,Boise City,Deceased,5,03/23/2022
116,Boise City,Recovered*,375,03/23/2022
117,Bokchito,Deceased,1 to 4,03/23/2022
118,Bokchito,Recovered*,551,03/23/2022
119,Bokoshe,Active,1 to 4,03/23/2022
120,Bokoshe,Deceased,5,03/23/2022
121,Bokoshe,Recovered*,489,03/23/2022
122,Boley,Active,1 to 4,03/23/2022
123,Boley,Deceased,11,03/23/2022
124,Boley,Recovered*,631,03/23/2022
125,Boswell,Deceased,6,03/23/2022
126,Boswell,Recovered*,581,03/23/2022
127,Bowlegs,Deceased,1 to 4,03/23/2022
128,Bowlegs,Recovered*,35,03/23/2022
129,Boynton,Deceased,1 to 4,03/23/2022
130,Boynton,Recovered*,157,03/23/2022
131,Bradley,Deceased,1 to 4,03/23/2022
132,Bradley,Recovered*,75,03/23/2022
133,Braggs,Deceased,6,03/23/2022
134,Braggs,Recovered*,246,03/23/2022
135,Braman,Deceased,1 to 4,03/23/2022
136,Braman,Recovered*,76,03/23/2022
137,Bray,Recovered*,1 to 4,03/23/2022
138,Bridge Creek,Recovered*,1 to 4,03/23/2022
139,Bridgeport,Recovered*,1 to 4,03/23/2022
140,Bristow,Active,1 to 4,03/23/2022
141,Bristow,Deceased,58,03/23/2022
142,Bristow,Recovered*,2259,03/23/2022
143,Broken Arrow,Active,40,03/23/2022
144,Broken Arrow,Deceased,416,03/23/2022
145,Broken Arrow,Recovered*,37395,03/23/2022
146,Broken Bow,Active,1 to 4,03/23/2022
147,Broken Bow,Deceased,62,03/23/2022
148,Broken Bow,Recovered*,2634,03/23/2022
149,Bromide,Deceased,1 to 4,03/23/2022
150,Bromide,Recovered*,53,03/23/2022
151,Buffalo,Deceased,8,03/23/2022
152,Buffalo,Recovered*,258,03/23/2022
153,Burbank,Deceased,1 to 4,03/23/2022
154,Burbank,Recovered*,102,03/23/2022
155,Burlington,Deceased,1 to 4,03/23/2022
156,Burlington,Recovered*,59,03/23/2022
157,Burns Flat,Deceased,6,03/23/2022
158,Burns Flat,Recovered*,342,03/23/2022
159,Butler,Recovered*,97,03/23/2022
160,Byars,Deceased,1 to 4,03/23/2022
161,Byars,Recovered*,211,03/23/2022
162,Byng,Recovered*,7,03/23/2022
163,Byron,Recovered*,7,03/23/2022
164,Cache,Deceased,15,03/23/2022
165,Cache,Recovered*,1508,03/23/2022
166,Caddo,Active,1 to 4,03/23/2022
167,Caddo,Deceased,6,03/23/2022
168,Caddo,Recovered*,715,03/23/2022
169,Calera,Deceased,19,03/23/2022
170,Calera,Recovered*,1688,03/23/2022
171,Calumet,Deceased,1 to 4,03/23/2022
172,Calumet,Recovered*,351,03/23/2022
173,Calvin,Active,1 to 4,03/23/2022
174,Calvin,Deceased,1 to 4,03/23/2022
175,Calvin,Recovered*,155,03/23/2022
176,Camargo,Recovered*,46,03/23/2022
177,Cameron,Deceased,1 to 4,03/23/2022
178,Cameron,Recovered*,516,03/23/2022
179,Canadian,Deceased,1 to 4,03/23/2022
180,Canadian,Recovered*,194,03/23/2022
181,Caney,Deceased,1 to 4,03/23/2022
182,Caney,Recovered*,226,03/23/2022
183,Canton,Deceased,5,03/23/2022
184,Canton,Recovered*,339,03/23/2022
185,Canute,Deceased,1 to 4,03/23/2022
186,Canute,Recovered*,292,03/23/2022
187,Carlton Landing,Recovered*,1 to 4,03/23/2022
188,Carmen,Deceased,1 to 4,03/23/2022
189,Carmen,Recovered*,91,03/23/2022
190,Carnegie,Active,1 to 4,03/23/2022
191,Carnegie,Deceased,34,03/23/2022
192,Carnegie,Recovered*,878,03/23/2022
193,Carney,Deceased,1 to 4,03/23/2022
194,Carney,Recovered*,200,03/23/2022
195,Carrier,Recovered*,50,03/23/2022
196,Carter,Deceased,1 to 4,03/23/2022
197,Carter,Recovered*,116,03/23/2022
198,Cashion,Active,1 to 4,03/23/2022
199,Cashion,Deceased,1 to 4,03/23/2022
200,Cashion,Recovered*,500,03/23/2022
201,Castle,Deceased,1 to 4,03/23/2022
202,Castle,Recovered*,137,03/23/2022
203,Catoosa,Active,1 to 4,03/23/2022
204,Catoosa,Deceased,29,03/23/2022
205,Catoosa,Recovered*,1984,03/23/2022
206,Cement,Deceased,1 to 4,03/23/2022
207,Cement,Recovered*,427,03/23/2022
208,Centrahoma,Deceased,1 to 4,03/23/2022
209,Centrahoma,Recovered*,81,03/23/2022
210,Central High,Recovered*,1 to 4,03/23/2022
211,Chandler,Active,1 to 4,03/23/2022
212,Chandler,Deceased,32,03/23/2022
213,Chandler,Recovered*,1683,03/23/2022
214,Chattanooga,Active,1 to 4,03/23/2022
215,Chattanooga,Deceased,1 to 4,03/23/2022
216,Chattanooga,Recovered*,180,03/23/2022
217,Checotah,Active,1 to 4,03/23/2022
218,Checotah,Deceased,51,03/23/2022
219,Checotah,Recovered*,1749,03/23/2022
220,Chelsea,Active,1 to 4,03/23/2022
221,Chelsea,Deceased,29,03/23/2022
222,Chelsea,Recovered*,1483,03/23/2022
223,Cherokee,Deceased,1 to 4,03/23/2022
224,Cherokee,Recovered*,443,03/23/2022
225,Cheyenne,Deceased,6,03/23/2022
226,Cheyenne,Recovered*,405,03/23/2022
227,Chickasha,Active,5,03/23/2022
228,Chickasha,Deceased,124,03/23/2022
229,Chickasha,Recovered*,5095,03/23/2022
230,Choctaw,Active,5,03/23/2022
231,Choctaw,Deceased,72,03/23/2022
232,Choctaw,Recovered*,5551,03/23/2022
233,Chouteau,Deceased,35,03/23/2022
234,Chouteau,Recovered*,1164,03/23/2022
235,Claremore,Active,12,03/23/2022
236,Claremore,Deceased,233,03/23/2022
237,Claremore,Recovered*,13647,03/23/2022
238,Clayton,Deceased,6,03/23/2022
239,Clayton,Recovered*,415,03/23/2022
240,Clearview,Recovered*,5,03/23/2022
241,Cleo Springs,Deceased,1 to 4,03/23/2022
242,Cleo Springs,Recovered*,157,03/23/2022
243,Cleveland,Deceased,36,03/23/2022
244,Cleveland,Recovered*,1792,03/23/2022
245,Clinton,Active,1 to 4,03/23/2022
246,Clinton,Deceased,92,03/23/2022
247,Clinton,Recovered*,3213,03/23/2022
248,Coalgate,Active,1 to 4,03/23/2022
249,Coalgate,Deceased,18,03/23/2022
250,Coalgate,Recovered*,1211,03/23/2022
251,Colbert,Active,1 to 4,03/23/2022
252,Colbert,Deceased,12,03/23/2022
253,Colbert,Recovered*,747,03/23/2022
254,Colcord,Active,1 to 4,03/23/2022
255,Colcord,Deceased,14,03/23/2022
256,Colcord,Recovered*,1183,03/23/2022
257,Cole,Recovered*,1 to 4,03/23/2022
258,Collinsville,Active,1 to 4,03/23/2022
259,Collinsville,Deceased,74,03/23/2022
260,Collinsville,Recovered*,5622,03/23/2022
261,Colony,Deceased,1 to 4,03/23/2022
262,Colony,Recovered*,74,03/23/2022
263,Comanche,Active,1 to 4,03/23/2022
264,Comanche,Deceased,26,03/23/2022
265,Comanche,Recovered*,1170,03/23/2022
266,Commerce,Deceased,14,03/23/2022
267,Commerce,Recovered*,768,03/23/2022
268,Copan,Active,1 to 4,03/23/2022
269,Copan,Deceased,8,03/23/2022
270,Copan,Recovered*,388,03/23/2022
271,Corn,Deceased,9,03/23/2022
272,Corn,Recovered*,141,03/23/2022
273,Council Hill,Deceased,6,03/23/2022
274,Council Hill,Recovered*,218,03/23/2022
275,Covington,Deceased,1 to 4,03/23/2022
276,Covington,Recovered*,127,03/23/2022
277,Coweta,Active,1 to 4,03/23/2022
278,Coweta,Deceased,66,03/23/2022
279,Coweta,Recovered*,4593,03/23/2022
280,Cowlington,Recovered*,6,03/23/2022
281,Coyle,Deceased,1 to 4,03/23/2022
282,Coyle,Recovered*,214,03/23/2022
283,Crescent,Active,1 to 4,03/23/2022
284,Crescent,Deceased,11,03/23/2022
285,Crescent,Recovered*,648,03/23/2022
286,Cromwell,Deceased,1 to 4,03/23/2022
287,Cromwell,Recovered*,56,03/23/2022
288,Crowder,Recovered*,139,03/23/2022
289,Cushing,Active,6,03/23/2022
290,Cushing,Deceased,44,03/23/2022
291,Cushing,Recovered*,2883,03/23/2022
292,Custer City,Deceased,7,03/23/2022
293,Custer City,Recovered*,148,03/23/2022
294,Cyril,Deceased,5,03/23/2022
295,Cyril,Recovered*,400,03/23/2022
296,Dacoma,Recovered*,48,03/23/2022
297,Davenport,Active,1 to 4,03/23/2022
298,Davenport,Deceased,1 to 4,03/23/2022
299,Davenport,Recovered*,242,03/23/2022
300,Davidson,Active,1 to 4,03/23/2022
301,Davidson,Deceased,1 to 4,03/23/2022
302,Davidson,Recovered*,55,03/23/2022
303,Davis,Deceased,21,03/23/2022
304,Davis,Recovered*,1463,03/23/2022
305,Deer Creek,Deceased,1 to 4,03/23/2022
306,Deer Creek,Recovered*,74,03/23/2022
307,Del City,Active,1 to 4,03/23/2022
308,Del City,Deceased,43,03/23/2022
309,Del City,Recovered*,2440,03/23/2022
310,Delaware,Deceased,5,03/23/2022
311,Delaware,Recovered*,272,03/23/2022
312,Delaware County,Recovered*,1 to 4,03/23/2022
313,Depew,Deceased,7,03/23/2022
314,Depew,Recovered*,374,03/23/2022
315,Devol,Recovered*,77,03/23/2022
316,Dewar,Deceased,1 to 4,03/23/2022
317,Dewar,Recovered*,184,03/23/2022
318,Dewey,Deceased,26,03/23/2022
319,Dewey,Recovered*,1244,03/23/2022
320,Dibble,Recovered*,58,03/23/2022
321,Dickson,Recovered*,6,03/23/2022
322,Dill City,Deceased,5,03/23/2022
323,Dill City,Recovered*,139,03/23/2022
324,Disney,Active,1 to 4,03/23/2022
325,Disney,Deceased,1 to 4,03/23/2022
326,Disney,Recovered*,106,03/23/2022
327,Dougherty,Deceased,1 to 4,03/23/2022
328,Dougherty,Recovered*,47,03/23/2022
329,Douglas,Deceased,1 to 4,03/23/2022
330,Douglas,Recovered*,45,03/23/2022
331,Dover,Deceased,1 to 4,03/23/2022
332,Dover,Recovered*,196,03/23/2022
333,Drummond,Deceased,1 to 4,03/23/2022
334,Drummond,Recovered*,153,03/23/2022
335,Drumright,Deceased,18,03/23/2022
336,Drumright,Recovered*,798,03/23/2022
337,Duncan,Active,10,03/23/2022
338,Duncan,Deceased,122,03/23/2022
339,Duncan,Recovered*,7001,03/23/2022
340,Durant,Active,18,03/23/2022
341,Durant,Deceased,76,03/23/2022
342,Durant,Recovered*,7776,03/23/2022
343,Dustin,Deceased,7,03/23/2022
344,Dustin,Recovered*,147,03/23/2022
345,Eakly,Deceased,1 to 4,03/23/2022
346,Eakly,Recovered*,81,03/23/2022
347,Earlsboro,Active,1 to 4,03/23/2022
348,Earlsboro,Deceased,9,03/23/2022
349,Earlsboro,Recovered*,585,03/23/2022
350,East Duke,Recovered*,1 to 4,03/23/2022
351,Edmond,Active,53,03/23/2022
352,Edmond,Deceased,354,03/23/2022
353,Edmond,Recovered*,43506,03/23/2022
354,El Reno,Active,1 to 4,03/23/2022
355,El Reno,Deceased,71,03/23/2022
356,El Reno,Recovered*,5200,03/23/2022
357,Eldorado,Deceased,1 to 4,03/23/2022
358,Eldorado,Recovered*,89,03/23/2022
359,Elgin,Active,1 to 4,03/23/2022
360,Elgin,Deceased,18,03/23/2022
361,Elgin,Recovered*,1882,03/23/2022
362,Elk City,Active,8,03/23/2022
363,Elk City,Deceased,68,03/23/2022
364,Elk City,Recovered*,3783,03/23/2022
365,Elmer,Recovered*,40,03/23/2022
366,Elmore City,Deceased,10,03/23/2022
367,Elmore City,Recovered*,624,03/23/2022
368,Enid,Active,12,03/23/2022
369,Enid,Deceased,259,03/23/2022
370,Enid,Recovered*,13150,03/23/2022
371,Erick,Deceased,1 to 4,03/23/2022
372,Erick,Recovered*,298,03/23/2022
373,Etowah,Recovered*,1 to 4,03/23/2022
374,Eufaula,Active,1 to 4,03/23/2022
375,Eufaula,Deceased,69,03/23/2022
376,Eufaula,Recovered*,2080,03/23/2022
377,Fair Oaks,Recovered*,1 to 4,03/23/2022
378,Fairfax,Deceased,14,03/23/2022
379,Fairfax,Recovered*,459,03/23/2022
380,Fairland,Active,1 to 4,03/23/2022
381,Fairland,Deceased,10,03/23/2022
382,Fairland,Recovered*,785,03/23/2022
383,Fairmont,Deceased,1 to 4,03/23/2022
384,Fairmont,Recovered*,89,03/23/2022
385,Fairview,Active,1 to 4,03/23/2022
386,Fairview,Deceased,27,03/23/2022
387,Fairview,Recovered*,1014,03/23/2022
388,Fanshawe,Recovered*,23,03/23/2022
389,Fargo,Deceased,1 to 4,03/23/2022
390,Fargo,Recovered*,131,03/23/2022
391,Faxon,Recovered*,108,03/23/2022
392,Fitzhugh,Recovered*,61,03/23/2022
393,Fletcher,Active,1 to 4,03/23/2022
394,Fletcher,Deceased,8,03/23/2022
395,Fletcher,Recovered*,781,03/23/2022
396,Foraker,Recovered*,1 to 4,03/23/2022
397,Forest Park,Recovered*,22,03/23/2022
398,Forgan,Deceased,1 to 4,03/23/2022
399,Forgan,Recovered*,133,03/23/2022
400,Fort Cobb,Active,1 to 4,03/23/2022
401,Fort Cobb,Deceased,7,03/23/2022
402,Fort Cobb,Recovered*,474,03/23/2022
403,Fort Coffee,Recovered*,1 to 4,03/23/2022
404,Fort Gibson,Active,1 to 4,03/23/2022
405,Fort Gibson,Deceased,32,03/23/2022
406,Fort Gibson,Recovered*,2500,03/23/2022
407,Fort Supply,Deceased,1 to 4,03/23/2022
408,Fort Supply,Recovered*,959,03/23/2022
409,Fort Towson,Deceased,7,03/23/2022
410,Fort Towson,Recovered*,352,03/23/2022
411,Foss,Deceased,1 to 4,03/23/2022
412,Foss,Recovered*,254,03/23/2022
413,Foster,Recovered*,125,03/23/2022
414,Foyil,Deceased,1 to 4,03/23/2022
415,Foyil,Recovered*,52,03/23/2022
416,Francis,Deceased,1 to 4,03/23/2022
417,Francis,Recovered*,99,03/23/2022
418,Frederick,Active,1 to 4,03/23/2022
419,Frederick,Deceased,21,03/23/2022
420,Frederick,Recovered*,869,03/23/2022
421,Freedom,Deceased,1 to 4,03/23/2022
422,Freedom,Recovered*,88,03/23/2022
423,Gage,Deceased,1 to 4,03/23/2022
424,Gage,Recovered*,119,03/23/2022
425,Gans,Deceased,1 to 4,03/23/2022
426,Gans,Recovered*,260,03/23/2022
427,Garber,Deceased,1 to 4,03/23/2022
428,Garber,Recovered*,268,03/23/2022
429,Garvin,Deceased,1 to 4,03/23/2022
430,Garvin,Recovered*,248,03/23/2022
431,Gate,Recovered*,37,03/23/2022
432,Geary,Deceased,10,03/23/2022
433,Geary,Recovered*,404,03/23/2022
434,Gene Autry,Recovered*,23,03/23/2022
435,Geronimo,Deceased,6,03/23/2022
436,Geronimo,Recovered*,452,03/23/2022
437,Glencoe,Active,1 to 4,03/23/2022
438,Glencoe,Deceased,6,03/23/2022
439,Glencoe,Recovered*,425,03/23/2022
440,Glenpool,Active,5,03/23/2022
441,Glenpool,Deceased,52,03/23/2022
442,Glenpool,Recovered*,3876,03/23/2022
443,Goldsby,Active,1 to 4,03/23/2022
444,Goldsby,Deceased,1 to 4,03/23/2022
445,Goldsby,Recovered*,191,03/23/2022
446,Goltry,Deceased,1 to 4,03/23/2022
447,Goltry,Recovered*,78,03/23/2022
448,Goodwell,Deceased,1 to 4,03/23/2022
449,Goodwell,Recovered*,280,03/23/2022
450,Gore,Active,1 to 4,03/23/2022
451,Gore,Deceased,13,03/23/2022
452,Gore,Recovered*,795,03/23/2022
453,Gotebo,Deceased,1 to 4,03/23/2022
454,Gotebo,Recovered*,62,03/23/2022
455,Gould,Active,1 to 4,03/23/2022
456,Gould,Deceased,1 to 4,03/23/2022
457,Gould,Recovered*,42,03/23/2022
458,Gracemont,Active,1 to 4,03/23/2022
459,Gracemont,Deceased,7,03/23/2022
460,Gracemont,Recovered*,284,03/23/2022
461,Grand Lake Towne,Recovered*,1 to 4,03/23/2022
462,Grandfield,Deceased,1 to 4,03/23/2022
463,Grandfield,Recovered*,221,03/23/2022
464,Granite,Active,1 to 4,03/23/2022
465,Granite,Deceased,9,03/23/2022
466,Granite,Recovered*,294,03/23/2022
467,Grayson,Recovered*,1 to 4,03/23/2022
468,Greenfield,Deceased,1 to 4,03/23/2022
469,Greenfield,Recovered*,33,03/23/2022
470,Grove,Active,12,03/23/2022
471,Grove,Deceased,99,03/23/2022
472,Grove,Recovered*,3694,03/23/2022
473,Guthrie,Active,5,03/23/2022
474,Guthrie,Deceased,106,03/23/2022
475,Guthrie,Recovered*,5827,03/23/2022
476,Guymon,Deceased,52,03/23/2022
477,Guymon,Recovered*,4352,03/23/2022
478,Haileyville,Deceased,1 to 4,03/23/2022
479,Haileyville,Recovered*,162,03/23/2022
480,Hallett,Deceased,1 to 4,03/23/2022
481,Hallett,Recovered*,34,03/23/2022
482,Hammon,Deceased,1 to 4,03/23/2022
483,Hammon,Recovered*,248,03/23/2022
484,Hanna,Recovered*,75,03/23/2022
485,Hardesty,Recovered*,86,03/23/2022
486,Harrah,Active,1 to 4,03/23/2022
487,Harrah,Deceased,39,03/23/2022
488,Harrah,Recovered*,3178,03/23/2022
489,Hartshorne,Deceased,24,03/23/2022
490,Hartshorne,Recovered*,767,03/23/2022
491,Haskell,Active,1 to 4,03/23/2022
492,Haskell,Deceased,20,03/23/2022
493,Haskell,Recovered*,1377,03/23/2022
494,Hastings,Deceased,1 to 4,03/23/2022
495,Hastings,Recovered*,95,03/23/2022
496,Haworth,Active,1 to 4,03/23/2022
497,Haworth,Deceased,6,03/23/2022
498,Haworth,Recovered*,457,03/23/2022
499,Headrick,Deceased,1 to 4,03/23/2022
500,Headrick,Recovered*,75,03/23/2022
501,Healdton,Deceased,25,03/23/2022
502,Healdton,Recovered*,717,03/23/2022
503,Heavener,Active,1 to 4,03/23/2022
504,Heavener,Deceased,14,03/23/2022
505,Heavener,Recovered*,1330,03/23/2022
506,Helena,Deceased,1 to 4,03/23/2022
507,Helena,Recovered*,804,03/23/2022
508,Hendrix,Recovered*,232,03/23/2022
509,Hennessey,Deceased,21,03/23/2022
510,Hennessey,Recovered*,1240,03/23/2022
511,Henryetta,Active,1 to 4,03/23/2022
512,Henryetta,Deceased,60,03/23/2022
513,Henryetta,Recovered*,2110,03/23/2022
514,Hillsdale,Recovered*,37,03/23/2022
515,Hinton,Active,1 to 4,03/23/2022
516,Hinton,Deceased,6,03/23/2022
517,Hinton,Recovered*,884,03/23/2022
518,Hitchcock,Recovered*,57,03/23/2022
519,Hitchita,Deceased,1 to 4,03/23/2022
520,Hitchita,Recovered*,31,03/23/2022
521,Hobart,Active,1 to 4,03/23/2022
522,Hobart,Deceased,23,03/23/2022
523,Hobart,Recovered*,884,03/23/2022
524,Hoffman,Recovered*,1 to 4,03/23/2022
525,Holdenville,Active,1 to 4,03/23/2022
526,Holdenville,Deceased,34,03/23/2022
527,Holdenville,Recovered*,1337,03/23/2022
528,Hollis,Deceased,9,03/23/2022
529,Hollis,Recovered*,460,03/23/2022
530,Hollister,Deceased,1 to 4,03/23/2022
531,Hollister,Recovered*,1 to 4,03/23/2022
532,Hominy,Deceased,14,03/23/2022
533,Hominy,Recovered*,1296,03/23/2022
534,Hooker,Recovered*,566,03/23/2022
535,Horntown,Recovered*,1 to 4,03/23/2022
536,Howe,Active,1 to 4,03/23/2022
537,Howe,Deceased,1 to 4,03/23/2022
538,Howe,Recovered*,660,03/23/2022
539,Hugo,Active,1 to 4,03/23/2022
540,Hugo,Deceased,40,03/23/2022
541,Hugo,Recovered*,2296,03/23/2022
542,Hulbert,Active,5,03/23/2022
543,Hulbert,Deceased,15,03/23/2022
544,Hulbert,Recovered*,1453,03/23/2022
545,Hunter,Deceased,1 to 4,03/23/2022
546,Hunter,Recovered*,65,03/23/2022
547,Hydro,Active,1 to 4,03/23/2022
548,Hydro,Deceased,12,03/23/2022
549,Hydro,Recovered*,492,03/23/2022
550,Idabel,Active,12,03/23/2022
551,Idabel,Deceased,51,03/23/2022
552,Idabel,Recovered*,2761,03/23/2022
553,Indiahoma,Active,1 to 4,03/23/2022
554,Indiahoma,Deceased,7,03/23/2022
555,Indiahoma,Recovered*,347,03/23/2022
556,Indianola,Recovered*,147,03/23/2022
557,Inola,Active,1 to 4,03/23/2022
558,Inola,Deceased,20,03/23/2022
559,Inola,Recovered*,1781,03/23/2022
560,Jay,Active,1 to 4,03/23/2022
561,Jay,Deceased,44,03/23/2022
562,Jay,Recovered*,2671,03/23/2022
563,Jenks,Active,19,03/23/2022
564,Jenks,Deceased,52,03/23/2022
565,Jenks,Recovered*,6057,03/23/2022
566,Jennings,Active,1 to 4,03/23/2022
567,Jennings,Deceased,6,03/23/2022
568,Jennings,Recovered*,490,03/23/2022
569,Jet,Deceased,1 to 4,03/23/2022
570,Jet,Recovered*,91,03/23/2022
571,Jones,Active,1 to 4,03/23/2022
572,Jones,Deceased,27,03/23/2022
573,Jones,Recovered*,1435,03/23/2022
574,Kansas,Active,1 to 4,03/23/2022
575,Kansas,Deceased,9,03/23/2022
576,Kansas,Recovered*,948,03/23/2022
577,Kaw City,Deceased,1 to 4,03/23/2022
578,Kaw City,Recovered*,149,03/23/2022
579,Kellyville,Active,1 to 4,03/23/2022
580,Kellyville,Deceased,9,03/23/2022
581,Kellyville,Recovered*,794,03/23/2022
582,Kemp,Recovered*,11,03/23/2022
583,Kendrick,Recovered*,10,03/23/2022
584,Kenefic,Active,1 to 4,03/23/2022
585,Kenefic,Deceased,1 to 4,03/23/2022
586,Kenefic,Recovered*,137,03/23/2022
587,Keota,Active,1 to 4,03/23/2022
588,Keota,Recovered*,504,03/23/2022
589,Ketchum,Deceased,1 to 4,03/23/2022
590,Ketchum,Recovered*,146,03/23/2022
591,Keyes,Deceased,1 to 4,03/23/2022
592,Keyes,Recovered*,111,03/23/2022
593,Kiefer,Active,1 to 4,03/23/2022
594,Kiefer,Deceased,9,03/23/2022
595,Kiefer,Recovered*,736,03/23/2022
596,Kingfisher,Deceased,33,03/23/2022
597,Kingfisher,Recovered*,1761,03/23/2022
598,Kingston,Active,1 to 4,03/23/2022
599,Kingston,Deceased,21,03/23/2022
600,Kingston,Recovered*,2009,03/23/2022
601,Kinta,Active,1 to 4,03/23/2022
602,Kinta,Deceased,7,03/23/2022
603,Kinta,Recovered*,165,03/23/2022
604,Kiowa,Deceased,6,03/23/2022
605,Kiowa,Recovered*,339,03/23/2022
606,Knowles,Recovered*,1 to 4,03/23/2022
607,Konawa,Active,1 to 4,03/23/2022
608,Konawa,Deceased,19,03/23/2022
609,Konawa,Recovered*,780,03/23/2022
610,Krebs,Deceased,9,03/23/2022
611,Krebs,Recovered*,385,03/23/2022
612,Kremlin,Recovered*,99,03/23/2022
613,Lahoma,Deceased,8,03/23/2022
614,Lahoma,Recovered*,244,03/23/2022
615,Lake Aluma,Recovered*,1 to 4,03/23/2022
