,zip,status,Number,rpt_date
0,,Active,21,03/23/2022
1,,Deceased,179,03/23/2022
2,,Recovered*,12462,03/23/2022
3,73002.0,Active,1 to 4,03/23/2022
4,73002.0,Deceased,7,03/23/2022
5,73002.0,Recovered*,267,03/23/2022
6,73003.0,Active,1 to 4,03/23/2022
7,73003.0,Deceased,48,03/23/2022
8,73003.0,Recovered*,5384,03/23/2022
9,73004.0,Deceased,8,03/23/2022
10,73004.0,Recovered*,234,03/23/2022
11,73005.0,Active,5,03/23/2022
12,73005.0,Deceased,54,03/23/2022
13,73005.0,Recovered*,2970,03/23/2022
14,73006.0,Deceased,12,03/23/2022
15,73006.0,Recovered*,1044,03/23/2022
16,73007.0,Active,1 to 4,03/23/2022
17,73007.0,Deceased,1 to 4,03/23/2022
18,73007.0,Recovered*,768,03/23/2022
19,73008.0,Active,6,03/23/2022
20,73008.0,Deceased,67,03/23/2022
21,73008.0,Recovered*,4729,03/23/2022
22,73009.0,Deceased,15,03/23/2022
23,73009.0,Recovered*,390,03/23/2022
24,73010.0,Active,7,03/23/2022
25,73010.0,Deceased,64,03/23/2022
26,73010.0,Recovered*,5559,03/23/2022
27,73011.0,Deceased,1 to 4,03/23/2022
28,73011.0,Recovered*,81,03/23/2022
29,73012.0,Active,7,03/23/2022
30,73012.0,Deceased,62,03/23/2022
31,73012.0,Recovered*,9859,03/23/2022
32,73013.0,Active,26,03/23/2022
33,73013.0,Deceased,128,03/23/2022
34,73013.0,Recovered*,13545,03/23/2022
35,73014.0,Deceased,1 to 4,03/23/2022
36,73014.0,Recovered*,373,03/23/2022
37,73015.0,Active,1 to 4,03/23/2022
38,73015.0,Deceased,35,03/23/2022
39,73015.0,Recovered*,877,03/23/2022
40,73016.0,Active,1 to 4,03/23/2022
41,73016.0,Deceased,1 to 4,03/23/2022
42,73016.0,Recovered*,517,03/23/2022
43,73017.0,Deceased,1 to 4,03/23/2022
44,73017.0,Recovered*,445,03/23/2022
45,73018.0,Active,1 to 4,03/23/2022
46,73018.0,Deceased,117,03/23/2022
47,73018.0,Recovered*,4954,03/23/2022
48,73019.0,Recovered*,74,03/23/2022
49,73020.0,Active,5,03/23/2022
50,73020.0,Deceased,72,03/23/2022
51,73020.0,Recovered*,5541,03/23/2022
52,73021.0,Deceased,1 to 4,03/23/2022
53,73021.0,Recovered*,77,03/23/2022
54,73024.0,Deceased,9,03/23/2022
55,73024.0,Recovered*,147,03/23/2022
56,73025.0,Active,1 to 4,03/23/2022
57,73025.0,Deceased,25,03/23/2022
